기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수
20222,D,발달상권,3120015,종로6가,CS300002,편의점,483475198,75350,383429444,100045754,71854774,74224101,76247739,76073397,85029433,60471689,39574065,59068729,122501004,52264877,59356090,107182099,83102399,363237363,120237835,3552352,91567893,155769483,91322785,97845149,43417536,59287,16063,11392,12068,11514,11877,12436,9617,6446,7290,20402,10329,11276,15484,10569,53273,22077,1174,16649,22139,13831,14680,6877,200621,452507,11110,종로구,11110630,종로5?6가동,53940,558763,285985,272778,36467,91608,81758,89072,105467,154390,54637,130023,109299,108440,111000,45363,84803,89200,88426,87464,90165,68633,50073,145,84,61,9,13,14,13,34,62,3,7,9,7,23,35,6,6,5,6,11,27,101,0,101
20222,D,발달상권,3120042,"숙대입구역(남영역, 남영동)",CS300002,편의점,730698298,128755,576060033,154638265,109370711,115054002,114882896,111939929,124812495,81495550,73142715,78413954,172348080,89656062,87850883,169657210,132772109,464163214,265125133,16229845,211520741,216625310,145600708,89028753,50282990,103746,25009,19940,21502,20795,19883,21626,13522,11487,11494,35322,17276,15842,28757,20064,78127,50584,3557,41820,37704,23925,15220,6487,197505,449194,11170,용산구,11170530,남영동,87154,358262,179654,178607,30759,80898,70336,62004,52272,61993,37677,80619,64355,66405,76380,32828,52488,54494,53958,54013,56652,45827,40833,316,158,158,9,89,82,49,43,44,5,37,37,28,27,24,4,52,45,21,16,20,261,0,261
20222,A,골목상권,3110092,NH농협은행 보광동지점,CS300002,편의점,661537260,84814,455703558,205833702,87236586,94176347,88627451,91955592,93707582,106935268,98898434,124980359,70244360,67417644,70921423,173882156,154091318,434126723,227410537,5688559,129627601,214001807,131286931,121097553,59834809,58753,26061,11478,11710,11762,11813,11990,13287,12774,14836,11245,9171,10211,21200,18151,53925,30889,1418,17789,26485,16095,15086,7941,199990,447728,11170,용산구,11170700,보광동,105153,672368,336416,335951,53306,115249,130267,118539,104761,150245,197312,136910,70028,68372,104328,95421,96389,95423,95122,94305,94258,96554,100314,3527,1743,1784,312,586,534,497,633,965,178,344,277,260,287,397,134,242,257,237,346,568,1848,0,1848
20222,D,발달상권,3120041,신용산역(용산역),CS300002,편의점,2888791705,463394,2274008691,614783014,443122364,447325356,473044964,437486601,473029406,340509966,274273048,211120150,516367496,462117589,422036419,775275229,501874822,1908009070,774747339,6268731,603240745,921115941,579576766,404527204,168027017,365345,98049,70288,74344,74525,70556,75632,53539,44510,28709,95065,82730,69803,116618,70469,305868,139982,1361,115930,152168,85022,63448,27919,196759,447723,11170,용산구,11170625,한강로동,1031423,1843973,1004773,839200,144803,415462,473963,330359,233254,246134,377712,376370,281816,282356,329278,196443,273091,282772,280035,279109,278626,232788,217552,7176,3373,3803,667,1287,1849,993,1170,1210,344,524,865,477,558,605,323,763,984,516,612,605,4109,0,4109
20222,A,골목상권,3110052,장충초등학교,CS300002,편의점,201900874,33533,151890058,50010816,31778727,26766228,31769836,29818364,31756903,25523005,24487811,21370711,45307482,27003860,21099434,52816629,34302758,124976085,76924789,999858,42392318,50304555,39576181,55491319,13136643,25470,8063,5326,5101,5051,4991,5001,4173,3890,3213,9497,5324,3961,6557,4981,18389,15144,356,8913,8394,6497,7048,2325,201128,451117,11140,중구,11140625,다산동,68893,592403,276657,315746,73873,96701,96875,95058,98541,131354,138122,127513,77020,74978,101725,73045,87300,89133,88073,87449,87800,78407,74240,1688,851,837,176,283,251,213,306,459,91,127,145,113,155,220,85,156,106,100,151,239,876,0,876
20222,A,골목상권,3110079,후암동주민센터,CS300002,편의점,452203361,67405,310632372,141570989,59991094,58432493,63052294,59409063,69747428,71706837,69864152,51754878,53295114,46660806,59352269,131471944,109668350,277127878,175075483,2430994,86488300,137252422,119752277,77670640,28608728,46712,20693,9237,9160,9343,8911,10061,10157,10536,6954,9452,8387,10069,18271,14272,42242,25163,699,14802,20344,16652,10889,4019,198162,450065,11170,용산구,11170510,후암동,293041,2144714,1012585,1132129,285960,290602,421060,373069,310126,463895,670683,465014,231110,215804,290461,271641,311132,307402,305417,305602,300680,301249,313233,10480,5031,5449,1365,1572,1771,1716,1654,2402,719,773,912,818,785,1024,646,799,859,898,869,1378,5148,0,5148
20222,D,발달상권,3120049,왕십리역(왕십리),CS300002,편의점,2595458041,457410,1902229164,693228877,357918630,388581341,358950039,386377676,410401478,376175759,317053118,312937007,412468997,310301254,335493592,679790000,544467191,1613954419,981503622,61389654,920992686,668298867,393804145,352233748,198738941,335522,121888,62637,69456,65733,66869,70827,65387,56501,47028,87658,58387,64668,113562,86107,268067,189343,17697,180392,112184,66282,55990,24865,203287,451265,11200,성동구,11200560,행당1동,193725,2181685,1000704,1180981,320786,804171,325970,233522,214109,283125,479184,427344,282609,285101,424632,282817,307810,312464,316431,315140,322945,314638,292255,2400,1136,1264,151,1070,392,196,218,373,73,465,215,95,104,184,78,605,177,101,114,189,1765,0,1765
20222,D,발달상권,3120058,구의사거리,CS300002,편의점,1712826576,268203,1224780304,488046272,244625863,241316316,236356144,244978210,257503771,248547411,239498861,212843976,296380462,199108614,223932783,452014568,328546173,1046599091,666227485,42574330,357061912,494545450,402912893,295766943,119965048,195937,72266,38936,40369,37988,38418,40226,37440,34826,29244,55719,34278,38195,63769,46998,161143,107060,13427,59839,76938,57847,40448,19704,207770,449446,11215,광진구,11215850,구의1동,92657,834610,377205,457405,184408,113232,125637,150012,116695,144625,232563,170712,91559,91838,136214,111725,118532,117544,117749,117611,117543,121835,123795,1867,938,929,245,298,318,284,271,451,131,159,157,144,141,206,114,139,161,140,130,245,925,0,925
20222,R,전통시장,3130072,성동용답상가시장,CS300002,편의점,617414514,101628,429570736,187843778,84095410,85354172,87578729,79687382,92855043,96350192,91493586,91109757,84379907,71704797,69252143,154964174,146003736,376461713,234619814,5681090,226512921,132132160,99371913,90619243,56764200,70574,31054,13701,14036,14600,13215,15022,15782,15272,13925,14782,12201,12331,25367,23022,62805,38446,1202,40930,21379,14728,14080,8931,204691,451606,11200,성동구,11200790,용답동,118065,1026544,489605,536939,96064,204635,151468,156041,167535,250802,292981,212429,110874,109288,162541,138429,145766,145528,144995,144283,145019,147708,153246,4259,2142,2117,442,629,501,631,806,1250,223,318,273,316,425,587,219,311,228,315,381,663,2147,0,2147
20222,A,골목상권,3110110,상왕십리역 6번,CS300002,편의점,282922243,51553,200408615,82513628,39634182,39575319,43680434,37501070,40017610,40966306,41547322,29669849,56336650,37648914,36175024,59299903,63791903,170631955,112290288,7282699,70294672,64746423,45388413,53305674,41904362,36851,14702,7129,7322,7283,7116,8001,7683,7019,5417,10473,6950,6549,11953,10211,30014,21539,2318,15472,13054,6722,7543,6444,202454,451618,11200,성동구,11200520,왕십리2동,51942,1018634,445862,572771,134806,181993,198635,164125,141110,197965,255803,203054,117982,129861,188657,123277,139153,136724,136035,135811,136164,161863,172882,1988,928,1060,156,429,336,277,316,474,77,174,164,148,166,199,79,255,172,129,150,275,1159,0,1159
20222,D,발달상권,3120054,어린이대공원역,CS300002,편의점,2434831516,437390,1786737582,648093934,357713351,347812826,349028784,364626841,367555780,339031807,309062127,360004901,327445456,279288880,285629425,623531210,558931644,1480785469,928796871,38180954,1173217801,558777819,288427890,262153518,88824358,328147,109243,65966,67188,65232,64948,64813,56336,52907,55405,70520,60536,55068,107048,88813,258513,177146,9820,231405,92191,44884,45167,12192,206380,449814,11215,광진구,11215730,군자동,145202,1504569,711095,793475,131885,624339,278500,161681,136890,171274,385947,309496,183268,178325,251482,196051,214488,216623,217657,215041,214925,213414,212422,4222,1933,2289,344,1424,876,484,462,632,166,533,437,250,248,299,178,891,439,234,214,333,2832,0,2832
20222,A,골목상권,3110155,광진구청,CS300002,편의점,554852427,100715,392042979,162809448,80166894,78507100,78366603,75601126,79401256,83323092,79486356,99636708,58968971,63281025,63389139,135884707,133691877,357367391,197485036,33214956,277156275,93887032,59961812,71532382,19099970,71932,28783,14237,14738,14632,14077,14248,14506,14277,16572,12326,12208,12180,23432,23997,63998,36717,7007,54736,14268,9534,11889,3281,207007,448746,11215,광진구,11215820,자양1동,97314,980090,473383,506708,199377,305553,156175,124357,96296,98332,251776,217917,126683,122831,144901,115983,146520,150476,147376,146735,142364,122773,123845,4200,2072,2128,487,926,626,615,675,871,256,463,336,292,323,402,231,463,290,323,352,469,2111,0,2111
20222,A,골목상권,3110189,제기동역 1번,CS300002,편의점,471197813,67470,343461884,127735929,62223908,69272471,68618781,66805786,76540938,64835904,62900025,48864815,72930374,62598059,59340046,130300176,97164343,299796719,147881778,3518179,125300599,130972414,92761727,63822436,31303143,49828,17642,9362,10140,10075,9546,10705,9170,8472,6476,12320,9655,8475,17200,13344,42618,22346,869,20067,17974,11697,9259,5099,202945,453360,11230,동대문구,11230545,제기동,88499,932253,433727,498527,114235,163016,125035,126704,133158,270105,223134,201657,129854,127071,143066,107471,136857,138408,136288,135961,134689,128250,121798,2213,1105,1108,256,464,355,326,341,471,128,251,197,165,161,203,128,213,158,161,180,268,1104,0,1104
20222,A,골목상권,3110254,오거리공원,CS300002,편의점,1200997441,169983,847950609,353046832,163863117,167218610,163473956,163928151,189466775,170874601,182172231,138302455,182739450,156784442,175841298,306136665,241193131,825554202,375443239,5595885,250542067,273082154,313813504,220171724,137792107,119427,50556,23844,23342,23879,23808,24554,26073,24483,18985,29065,21933,23078,43637,33285,115720,54263,1413,42411,42550,40352,26898,16359,207331,453019,11260,중랑구,11260570,면목7동,165615,3598471,1682506,1915964,493020,413060,493685,578944,596388,1023372,1029337,725464,388765,397066,576475,481362,513118,509032,508964,506804,502302,518681,539572,7059,3519,3540,810,980,924,1076,1325,1944,413,496,467,573,689,881,397,484,457,503,636,1063,3458,0,3458
20222,A,골목상권,3110249,중화역 1번,CS300002,편의점,392822933,64515,282331771,110491162,57530618,53328738,57056124,54142759,60273532,59307319,51183843,42436796,61413514,48328121,55507296,104379217,80757989,265294168,127528765,23954391,95449769,97133132,81974445,48277384,46033812,46698,17817,9589,9184,9403,8707,9815,9835,7982,6190,11200,8100,9684,17100,12241,40896,23619,7620,16818,15330,11567,7544,5636,207071,456080,11260,중랑구,11260600,중화1동,170317,2147041,995912,1151129,382987,265785,294251,289232,337793,576994,621190,457982,246113,227198,317306,277253,310771,307936,307493,306582,304581,298237,311441,6437,3168,3269,786,938,940,926,1126,1721,398,455,520,484,546,765,388,483,420,442,580,956,2908,0,2908
20222,A,골목상권,3110259,사가정역 1번,CS300002,편의점,156025108,23743,108315442,47709666,21721224,19763012,20323344,21277997,25229865,24195049,23514617,21610249,20951579,15140657,20410538,46862323,31049762,102850061,53175047,5305547,35851401,39114948,37648943,26357397,11746872,16499,7244,3156,3201,3202,3328,3612,3716,3528,3283,3328,2400,3177,6836,4719,15096,8647,1246,6496,5558,4969,3768,1706,207605,453638,11260,중랑구,11260575,면목3?8동,86298,1498025,709200,788825,160459,237586,240164,242199,234245,383372,457558,295543,149498,151129,229898,214398,212315,211648,212101,211846,212605,219137,218375,3921,1974,1947,357,626,593,591,680,1074,193,300,329,310,356,486,164,326,264,281,324,588,2160,0,2160
20222,D,발달상권,3120071,성북구청,CS300002,편의점,309693673,51940,222718942,86974731,44174500,45985170,43769299,44660281,44129692,46793890,40180841,32555930,49608465,41986915,50262969,69847257,65432137,195542379,114151294,8157390,76226991,76889910,71523009,50049022,26847351,38124,13816,7495,7802,7844,7308,7675,7350,6466,4766,10023,7109,8337,11905,9800,31029,20911,2130,14811,12365,10579,8541,3514,201404,454424,11290,성북구,11290555,삼선동,50039,537927,240403,297524,64183,128810,94877,79688,75338,95032,105545,111676,74980,78089,104384,63253,77637,78170,78086,77432,78114,75313,73173,1059,457,602,66,344,219,128,131,171,34,119,93,66,72,73,32,225,126,62,59,98,746,0,746
20222,A,골목상권,3110412,창동중학교,CS300002,편의점,163092616,24084,115734785,47357831,24191985,25861745,25400078,18970710,21310267,25773369,21584462,10374672,33994066,24372757,27182891,39108044,28060186,123913035,35618922,4001290,26571331,39354564,42621561,35201915,11781295,17588,6496,3713,3840,3618,2933,3484,3587,2909,1568,5606,4123,3824,5226,3737,17147,6520,1313,4637,5545,5506,4639,2027,204240,462445,11320,도봉구,11320514,창4동,21146,172111,82632,89479,38936,17794,21300,25261,27958,40863,37479,37538,23249,22927,29821,21098,24614,24589,24341,24449,24468,24651,25002,379,188,191,58,61,65,43,73,79,25,36,31,22,33,41,33,25,34,21,40,38,154,0,154
20222,A,골목상권,3110341,북한산우이역 2번,CS300002,편의점,977566745,166185,567053058,410513687,107367721,95623180,111441598,111347491,141273068,232010581,178503106,54318661,230997193,152513751,166756676,226185980,146794484,650306949,327259796,10069246,172582030,199600468,203253712,261350018,130711271,93884,72301,18363,17429,19048,18124,20920,38936,33365,7453,46833,29745,29372,32911,19871,111485,54700,2272,31304,32502,31586,42539,25982,200835,462472,11305,강북구,11305645,우이동,140183,246490,105867,140622,32572,38137,33563,30252,38134,73832,65589,53006,33841,30014,36028,28013,33350,32041,32627,32713,33622,40355,41782,2221,1062,1159,246,279,265,283,416,732,123,133,144,136,194,332,123,146,121,147,222,400,988,0,988
20222,A,골목상권,3110396,쌍문역1번(쌍리단길),CS300002,편의점,1118903336,181552,843814264,275089072,169861417,157660744,169425378,166415305,180451420,143353275,131735797,130273965,196558438,123108216,131505058,316634768,220822891,689579981,429323355,13577411,221580268,384307914,227600638,188457110,83379995,136378,45174,27197,26927,26955,27097,28202,24176,20998,18865,38628,20603,20615,49297,33544,110184,71368,3998,42901,59693,33325,28392,13243,203218,460963,11320,도봉구,11320511,창1동,52971,1026713,478760,547953,132057,146961,148409,145242,166484,287558,268219,222450,122266,119532,163859,130387,147318,146587,145391,146107,144740,145084,151488,2037,989,1048,150,345,282,320,374,566,73,179,144,162,184,247,77,166,138,158,190,319,1149,0,1149
20222,A,골목상권,3110424,상계초등학교,CS300002,편의점,974152001,140417,681806282,292345719,127350639,131139907,145306973,133494160,144514603,163753187,128592532,130025380,141518839,129663683,133117285,247458213,192368601,687996105,286155896,18552836,175773878,290317221,193339466,174243731,121924869,100399,40018,18635,20098,20731,20040,20895,20968,19050,16360,23911,20114,20260,35513,24259,96336,44081,3261,31602,43561,26674,21167,14152,205957,462130,11350,노원구,11350640,상계2동,75911,2583444,1172781,1410662,406843,309530,304626,340581,454624,767240,700531,536080,295462,296768,417992,336612,367719,363147,361201,361727,362527,378016,389107,2879,1452,1427,349,463,339,416,528,784,179,244,181,208,265,375,170,219,158,208,263,409,1378,0,1378
20222,D,발달상권,3120192,뱅뱅사거리,CS300002,편의점,7452078505,1184871,5757941672,1694136833,1132257087,1177741623,1156577809,1114919095,1176446058,898867943,795268890,732803025,1277854777,1168936624,1064511360,1832284860,1375687859,4503772609,2494698164,59396250,1494150309,2450015854,1597979358,984511246,412417750,948367,236504,188779,197405,188225,185981,187977,125309,111195,86685,248261,216957,179335,270284,183349,721952,420134,17605,280308,388445,239585,157589,58549,202785,443423,11680,강남구,11680640,역삼1동,317600,2294321,1178991,1115330,201693,448802,603819,479247,283770,276992,413330,493506,383126,376930,396579,230851,357110,374193,362125,360492,354593,249202,236607,6623,3041,3582,509,1616,2037,1095,647,719,250,618,966,536,332,339,259,998,1071,559,315,380,4718,0,4718
20222,A,골목상권,3110724,금천구립가산도서관,CS300002,편의점,576642458,83913,402171129,174471329,81067501,77540304,80750742,76660027,86152555,89503617,84967712,70020666,70971379,58621909,57146381,188789743,131092380,418063256,158579202,1193301,121906443,210023053,123815124,100022890,19681647,58748,25165,11444,11498,12241,11288,12277,12997,12168,9402,11405,10317,9133,25067,18589,61878,22035,239,19923,28453,14752,17799,2747,190323,441521,11545,금천구,11545510,가산동,64563,618327,348701,269626,32137,153669,179957,98956,68706,84903,197026,134625,62656,59747,83788,80485,88192,86928,85908,85860,84468,89495,97479,2946,1774,1172,147,771,814,368,382,464,66,438,553,238,232,247,81,333,261,130,150,217,2068,0,2068
20222,A,골목상권,3110725,가산동주민센터,CS300002,편의점,1967046816,268444,1383676512,583370304,269179220,263954861,269410732,260562268,320569431,311370241,272000063,288917726,234884998,166980628,169553990,585547277,521162197,1302322685,646041131,4594579,701632401,626994594,381286337,144401735,89454171,188472,79972,36532,37007,37776,35574,41583,41738,38234,36463,38018,27141,26706,76220,63896,172554,94403,757,105422,85346,43163,20459,11810,190311,442041,11545,금천구,11545510,가산동,39903,215475,115677,99799,6523,53919,55992,40262,32533,26249,33419,45499,36933,37619,40972,21033,32157,32627,32673,32484,32271,27085,26179,1908,1045,863,27,767,462,220,241,191,12,317,288,143,174,111,15,450,174,77,67,80,1752,0,1752
20222,A,골목상권,3110762,선유도역 1번,CS300002,편의점,560370839,92053,394279804,166091035,74686109,79051923,79273255,77380279,83888238,88030073,78060962,69467342,73982623,59885022,64301105,150884639,141850108,353048386,207322453,13485963,154265390,188790612,92907671,76708210,34212993,66002,26051,12811,13374,13157,13175,13485,13685,12366,9780,14692,10988,11928,23972,20693,56744,35309,4020,26688,29599,13780,12317,5649,190523,448983,11560,영등포구,11560620,양평2동,342694,1837143,923767,913377,205650,329516,485691,312825,233626,269835,440967,400751,254868,250864,287439,202255,273561,276571,274543,272238,269317,236102,234810,11098,5486,5612,1285,2133,3005,1509,1360,1806,673,930,1572,768,709,834,612,1203,1433,741,651,972,5787,0,5787
20222,D,발달상권,3120156,"총신대입구역(이수, 총신대)",CS300002,편의점,1677821604,296219,1195710289,482111315,232990358,238386676,231107849,228651400,264574006,262769970,219341345,203568390,237664702,190249118,202602186,464585086,379152122,1105879540,570304114,43688387,380909332,410590345,374901533,303860830,162233227,213060,83159,41886,42290,42018,40848,46018,44161,38998,31027,45670,35114,40688,81583,62137,187827,108069,14168,74590,69348,63709,47920,26162,198382,442950,11590,동작구,11590630,사당2동,246965,3872905,1764935,2107968,540129,634008,656150,594100,571894,876625,663463,729906,541624,589700,856719,491494,544167,554940,554349,549708,568948,571970,528822,4405,2034,2371,488,851,694,659,664,1049,237,336,323,327,335,476,251,515,371,332,329,573,2369,0,2369
20222,D,발달상권,3120149,여의도역(여의도),CS300002,편의점,7826743089,1449168,6697852286,1128890803,1312577203,1373961366,1342592920,1357557513,1311163284,644584902,484305901,366799521,2155009382,1473104651,1228404771,1666784121,936640643,5264149518,1998427016,45657090,1434702490,2436020147,1831360459,1162545892,352290457,1252903,196265,243745,263734,248128,250726,246570,113602,82663,50900,463752,290697,236454,274744,132621,964812,440551,11918,327960,491390,317592,192203,64295,193481,447024,11560,영등포구,11560540,여의동,598658,1551776,852935,698843,104747,287238,431679,360084,203984,164045,133722,338516,331279,335684,307241,105335,246826,266307,257258,255891,255247,146436,123809,2805,1333,1472,470,304,336,470,516,709,223,151,131,230,253,345,247,153,205,240,263,364,1075,0,1075
20222,A,골목상권,3110653,화곡역 2번,CS300002,편의점,1136208414,154243,822733733,313474681,157933682,167105338,149154059,158748005,189792649,169086037,144388644,166331895,190739127,129832071,110362156,298857439,240085726,862114792,274093622,9522964,247997567,294746571,264532282,162363427,157045603,111710,42533,21673,24182,21217,22058,22580,22973,19560,22637,27727,17625,16658,38198,31398,114677,39566,2659,40778,42591,28226,20851,19138,185990,449471,11500,강서구,11500615,우장산동,122821,970114,441633,528480,108977,155273,174442,160857,132294,238273,224834,186934,111639,117145,187725,141839,136311,135454,136161,134904,136187,145044,146053,3058,1463,1595,309,437,530,441,471,870,160,213,277,222,205,386,149,224,253,219,266,484,1528,0,1528
20222,A,골목상권,3110825,신대방삼거리역 1번,CS300002,편의점,250367734,35467,171038648,79329086,29232293,37620374,32582850,32860206,38742925,43869005,35460081,34372489,24588911,29496746,23021598,75763262,63124728,136042919,114324815,1224102,79171152,90587898,44703256,17184903,17496423,24426,11041,4643,4951,4808,5128,4896,5901,5140,4400,4477,3992,3771,10369,8458,18678,16789,279,12767,12367,4301,2938,2815,193977,444086,11590,동작구,11590550,상도3동,182490,2071345,943989,1127356,278910,360607,378760,316730,272560,463780,650489,427158,195295,194439,309593,294371,293283,287022,287664,286423,281897,309695,325363,9016,4292,4724,969,1841,1716,1217,1189,2084,494,816,880,617,576,909,475,1025,836,600,613,1175,4854,0,4854
20222,D,발달상권,3120121,까치산역,CS300002,편의점,1778106535,250447,1196647983,581458552,234417884,214306307,229529941,235501555,282892296,308940125,272518427,326412723,170533441,137995308,184087648,454903846,504173569,1156976928,621129607,16665472,540624737,607304437,314259102,197368349,101884438,170690,79757,33540,31524,34398,33325,37903,41349,38408,39441,29329,21986,27575,67894,64222,157703,92744,2783,85091,82810,38647,26717,14399,186514,447863,11500,강서구,11500540,화곡1동,104596,2211842,1058640,1153204,250388,352782,430959,382767,310937,484008,448987,420843,286543,302996,446744,305732,313506,314638,314827,314366,316694,320228,317586,3505,1591,1914,233,884,954,467,334,633,126,327,481,225,149,283,107,557,473,242,185,350,2142,0,2142
20222,A,골목상권,3110796,한림대학교한강성심병원,CS300002,편의점,409566876,48671,289195789,120371087,59129707,62576096,52883405,55376967,59229614,58405554,61965533,67319719,60733647,51630640,42321048,107266496,80295326,305194895,104371981,277050,105784600,153492881,67106151,49403395,33502799,35038,13633,6913,7574,6862,6756,6933,6834,6799,6192,8608,6877,5330,12271,9393,35474,13197,42,14267,18362,6891,5988,3121,191951,447139,11560,영등포구,11560535,영등포동,24293,84563,43448,41116,2949,18644,26588,13512,11130,11739,23941,19355,9968,9228,11399,10673,12192,12300,12073,11865,11934,11783,12417,1264,681,583,69,352,460,142,105,136,34,163,258,78,68,80,35,189,202,64,37,56,945,0,945
20222,D,발달상권,3120157,신림역(신림),CS300002,편의점,5584039054,902445,3793817645,1790221409,716347078,724562214,760909501,756070707,835928145,959428259,830793150,1093795929,663317900,476416781,588466084,1445854961,1316187399,3713576612,1862108491,51490137,2117184789,1892791985,815507226,465975097,232735870,624551,277894,119218,122483,126949,123660,132241,147438,130456,144215,128056,92515,105609,238301,193749,593808,308076,10820,369011,292787,116305,74699,38260,193830,442811,11620,관악구,11620695,신림동,237915,4907207,2536587,2370620,293367,1749021,1106045,625399,481344,652029,1122870,939599,583072,620971,967568,673126,674957,669192,684531,679811,693606,763665,741444,8448,4409,4039,285,3376,2264,878,671,974,148,1575,1323,504,368,491,137,1801,941,374,303,483,6728,0,6728
20222,A,골목상권,3110753,시흥동 은행나무사거리,CS300002,편의점,1910344926,275846,1359732686,550612240,281802263,252507473,255918420,268332996,301171534,286336691,264275549,244031334,285884042,225651946,228993154,535731489,390052961,1230853054,679491872,18549378,427481237,356925349,487238194,357456335,262694433,195564,80282,38118,38979,37385,39507,41575,42015,38267,33298,39704,32574,35260,79665,55345,179467,96379,4571,62738,54913,64070,57294,32260,191899,438831,11545,금천구,11545710,시흥5동,177282,1004669,478193,526476,143262,113765,120854,150182,166902,309707,315268,196715,96864,94835,157686,143303,143772,140049,140476,139497,139925,148403,152547,7026,3515,3511,785,927,789,1013,1320,2192,401,500,434,519,667,994,384,427,355,494,653,1198,3427,0,3427
20222,A,골목상권,3110822,신대방삼거리역 4번(대림초등학교),CS300002,편의점,27304700,4326,16419240,10885460,4435596,3589681,2023338,1814526,4556099,5116853,5768607,3524894,3522901,2382655,3648188,8583440,5642622,17859731,9444969,1319462,5183642,7532001,7002405,5051393,1215797,2881,1445,758,598,369,339,817,797,648,439,498,538,708,1336,807,2672,1654,444,938,1129,827,817,171,193481,444719,11590,동작구,11590660,대방동,91041,568546,268450,300096,91798,103234,102927,88769,78283,103534,198475,125518,54044,46946,69037,74524,82504,81000,81072,81534,79267,79721,83447,5038,2417,2621,725,1036,795,801,747,934,380,506,374,389,362,406,345,530,421,412,385,528,2442,0,2442
20222,D,발달상권,3120127,구로구청,CS300002,편의점,1691871752,260911,1207900271,483971481,230012066,238820434,243691057,232706393,262670321,255642788,228328693,197565433,215605898,198683627,200907573,498275150,380834071,1090578610,584394689,13809086,441458569,614979034,318863176,203558052,82305383,188904,72007,37100,38600,37694,36403,39107,37504,34503,25445,39347,35040,33073,73882,54124,161686,98127,3726,79786,87765,44603,32041,11892,190351,444133,11530,구로구,11530560,구로5동,84927,651172,313310,337862,70312,126467,143093,110731,93028,107542,175954,135078,78243,74124,102900,84875,93889,94394,94181,94246,93865,89649,90949,5087,2303,2784,368,1573,1317,755,558,516,194,509,646,388,332,234,174,1064,671,367,226,282,3664,0,3664
20222,D,발달상권,3120138,당산2동(영등포우체국),CS300002,편의점,626538558,115619,539236861,87301697,104701423,114274338,107076609,104997096,108187395,47851090,39450607,20939186,171201380,134908663,98074876,133855385,67559068,390405910,183700557,4849187,129619810,207827381,133788808,71238219,26783063,100666,14953,19441,21636,19887,19588,20114,8047,6906,3059,36615,25458,18151,21936,10400,72044,38369,1610,30624,39003,21625,12601,4952,190924,447794,11560,영등포구,11560560,당산2동,94477,599655,283345,316310,109616,93283,124279,101065,72710,98704,132925,130374,85727,83720,98475,68435,90105,91519,89716,89654,89145,75707,73810,1775,843,932,169,352,309,221,233,491,85,172,153,107,118,208,84,180,156,114,115,283,1119,0,1119
