기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수
20221,D,발달상권,3120032,충무로역,CS300002,편의점,2568617603,388871,2053294019,515323584,395161102,407363859,403941910,442720171,404106977,296403906,218919678,159639516,507098903,398407393,363321401,690058358,450092032,1639444713,733370537,16629839,561487795,583817647,531011473,472741709,207126790,314316,74555,60786,62407,62462,67448,61213,41845,32710,20754,93601,70452,56875,92704,54485,249988,122351,4162,98012,97480,73989,68838,29859,199553,451319,11140,중구,11140570,필동,236516,1608754,905067,703687,115056,318780,280713,304929,289684,299592,251189,336946,296767,294718,289567,139565,254280,250749,252343,269894,263322,169134,149030,2406,1270,1136,144,385,303,297,400,877,78,202,177,174,224,415,66,183,126,123,176,462,1495,0,1495
20221,D,발달상권,3120021,시청역_8번,CS300002,편의점,589412178,110141,589412178,0,124018062,106528026,109604565,135248042,114013483,0,0,0,192566604,162233274,147578324,86844186,189790,373727390,117401748,738700,74576627,186198394,157328881,62755382,9531156,110141,0,22809,20807,20861,24156,21508,0,0,0,37348,32592,26020,14151,30,76609,27998,251,19791,40505,30336,11441,2282,197724,451359,11140,중구,11140520,소공동,132689,418434,239874,178560,12282,66391,116831,115650,70244,37039,30863,108199,98450,97711,65500,17710,74365,72077,71036,79912,75941,25115,19987,25,16,9,0,2,2,2,4,15,0,2,1,1,2,10,0,0,1,1,2,5,14,0,14
20221,D,발달상권,3120014,종로5가역,CS300002,편의점,1229403942,189601,1010279193,219124749,200367467,198561681,204184238,205627901,201537906,131418828,87705921,67447500,295763682,203346582,184340450,303223452,175282276,802941029,354269486,7368516,210003947,342351448,301811788,208417840,87256976,159829,29772,31647,30620,31878,33787,31897,17241,12531,7933,56941,35788,27913,40782,20244,125261,59020,1800,38023,56027,45487,30258,12686,200205,452485,11110,종로구,11110630,종로5?6가동,136026,877300,476948,400352,36927,149293,151718,154435,167796,217133,108228,191704,178576,175973,156710,66108,137666,137116,136557,145662,144642,98503,77153,1017,558,459,25,291,171,87,155,288,11,136,104,58,92,157,14,155,67,29,63,131,847,0,847
20221,D,발달상권,3120028,명동(명동거리),CS300002,편의점,2457027151,442739,1841040086,615987065,361230434,338732798,355241640,397970550,387864664,356437644,259549421,104077775,536731819,454133826,382142448,636879837,343061446,1479522120,853108086,10246562,638051838,720132816,531983665,307365283,124850047,338028,104711,66942,63173,65125,73232,69556,58259,46452,13196,119333,90218,72140,103334,44518,264129,167508,2277,126062,136166,92724,53621,20787,198560,451473,11140,중구,11140550,명동,221515,1382865,735398,647467,60115,295570,350982,306639,202114,167445,113225,307528,314634,313836,257323,76323,219839,215265,215678,233388,231243,140058,127395,117,75,42,8,10,14,13,30,42,3,5,10,9,21,27,5,5,4,4,9,15,85,0,85
20221,D,발달상권,3120056,구의역,CS300002,편의점,2310296405,342339,1670603879,639692526,341441426,321328105,325439375,339448084,342946889,339895527,299796999,193204011,296980266,261116238,284604324,685582125,588809441,1480919633,817926715,25464220,647278310,761200056,394447712,323398749,147057301,250655,91684,50735,49776,49256,51233,49655,48489,43195,26202,53894,43967,46744,96770,74762,219402,122295,4655,104967,111835,55386,43559,21295,207505,448675,11215,광진구,11215850,구의1동,158734,1474744,718498,756248,115478,316733,304327,239988,219779,278439,329258,284266,181317,192357,290777,196769,211859,210580,212871,214261,216020,209957,199196,4390,1983,2407,252,1399,1089,565,459,626,137,523,505,291,234,293,115,876,584,274,225,333,3114,0,3114
20221,A,골목상권,3110144,어린이대공원역 4번,CS300002,편의점,170770404,25520,118284972,52485432,23488127,21481060,21820250,26227740,25267795,28466084,24019348,21534401,13992974,15218638,21004173,46653810,52366408,112758904,58011500,938909,92513327,42700402,15452866,14160396,5004504,17802,7718,3583,3483,3359,3825,3552,4162,3556,2889,2544,2680,3373,7247,6787,16197,9323,203,14563,6505,1839,1843,567,206355,449631,11215,광진구,11215710,화양동,42830,382894,175480,207413,25104,189612,69113,34426,28778,35860,111524,81129,41598,39738,58128,50777,53618,53561,54202,53453,53999,56874,57187,2130,1033,1097,83,898,326,196,239,388,38,405,167,109,142,172,45,493,159,87,97,216,1732,0,1732
20221,D,발달상권,3120063,청량리역(청량리),CS300002,편의점,2307969627,318410,1621725201,686244426,308416076,338886417,334099215,291644274,348679219,347486994,338757432,215942696,347400083,233700771,275420024,629402336,606103717,1541029707,747023877,12027153,642820213,644629709,479319451,330416943,178840116,227004,91406,44655,45605,45637,45060,46047,46769,44637,25417,57138,41545,43193,82691,68426,210093,107500,2781,95689,85092,58261,52977,22793,204223,453496,11230,동대문구,11230560,전농1동,316933,662794,321606,341187,47766,95471,86432,90836,115366,226921,81133,129720,122576,131353,138116,59894,94694,94097,94391,95684,98466,97418,88044,1404,821,583,60,259,190,159,266,470,25,112,94,108,174,308,35,147,96,51,92,162,1025,0,1025
20221,A,골목상권,3110195,동대문구청,CS300002,편의점,471268027,62974,331955669,139312358,67110249,63590318,66958661,66579089,67717352,72846837,66465521,55534046,69337672,53384097,53716288,135447983,103847941,317039088,154228939,4155339,132274696,159561300,87668199,61965321,25643172,45429,17545,9123,8771,9318,9362,8855,8901,8644,6359,10483,8579,7783,17063,12707,41364,21610,281,19300,21147,9891,8280,4075,203596,452957,11230,동대문구,11230536,용신동,115383,1505207,748943,756265,117388,222620,250849,217217,237862,459273,371325,318848,193901,188233,244777,188123,216484,215697,215121,214616,215235,215646,212409,3708,1911,1797,258,717,576,418,584,1155,142,357,313,248,322,529,116,360,263,170,262,626,2226,0,2226
20221,D,발달상권,3120065,회기역,CS300002,편의점,1047760095,163429,726145683,321614412,145212180,144682108,142293429,143592343,150365623,173361879,148252533,118501132,100981992,84855868,118432561,310199493,314789049,644838534,402921561,13982048,471784598,270230947,113323362,122060885,56378255,114448,48981,22893,22754,22956,22815,23030,26513,22468,15287,19014,16730,20639,49168,42591,97678,65751,2937,78465,38957,16047,18333,8690,205089,454430,11230,동대문구,11230720,휘경1동,127203,1270973,578723,692250,146632,498418,167396,127614,130103,200811,246870,262399,167469,173899,254484,165852,181576,179528,181244,182414,183825,183161,179225,2091,940,1151,186,832,359,222,171,321,88,316,188,108,86,154,98,516,171,114,85,167,1486,0,1486
20221,A,골목상권,3110243,중랑노인종합복지관,CS300002,편의점,491263335,54336,350473170,140790165,62609972,77371115,75895753,63305445,71290885,73591515,67198650,58609991,61938872,48894564,61027356,145687546,115105006,347741376,143521959,1421440,56870775,129292661,164097256,88605673,50975530,38835,15501,7229,7794,7904,7848,8060,8245,7256,5845,7679,6218,7133,15651,11810,36883,17453,391,8698,14809,15707,11052,3679,206888,454287,11260,중랑구,11260520,면목2동,128302,1029903,494980,534923,167495,120407,134300,157961,185109,264632,267149,205903,120728,124043,177039,135039,143521,144415,143859,142321,141702,154511,159575,4607,2312,2295,608,645,515,706,943,1190,298,318,266,382,493,555,310,327,249,324,450,635,2219,0,2219
20221,R,전통시장,3130106,중랑동부시장,CS300002,편의점,635643094,80422,432120067,203523027,91250319,81034864,84022442,85986672,89825770,105541865,97981162,81787833,65970137,68947114,81627449,181520769,155789792,414333603,221309491,5230003,158301888,167217674,129682962,111539676,63670891,54853,25569,11409,10496,10689,10967,11292,13243,12326,9260,10556,9748,9931,23538,17389,55042,25380,1383,24930,19886,15908,12990,5325,206787,454757,11260,중랑구,11260520,면목2동,50468,802366,385885,416481,85290,116832,117996,127939,145425,208882,176736,146880,97730,109934,160892,110196,114407,113358,113358,113782,114650,117985,114828,1323,696,627,115,247,198,201,244,318,60,120,107,111,141,157,55,127,91,90,103,161,812,0,812
20221,A,골목상권,3110246,월드순복음교회,CS300002,편의점,645752531,83428,462066483,183686048,91449935,94632850,85109901,86071581,104802216,97235540,86450508,77998884,108832232,73779815,67037523,154088493,164015584,460602465,185150066,4484243,158466999,187119560,155900135,100536306,39245288,59038,24390,11931,12327,11388,11389,12003,12951,11439,9295,15278,10245,9723,20619,18268,59738,23690,870,23077,23821,18154,12784,4722,206971,454832,11260,중랑구,11260590,상봉2동,87353,1478768,718809,759959,176791,220480,239210,230827,253057,358402,392568,298607,174296,176926,244422,191950,210449,209010,209344,208655,210806,216271,214231,2897,1468,1429,323,507,594,429,468,576,173,235,315,240,236,269,150,272,279,189,232,307,1591,0,1591
20221,A,골목상권,3110255,상봉역 4번,CS300002,편의점,1714151113,241994,1222805742,491345371,254213469,235352911,235271206,245176815,252791341,270614975,220730396,139919310,244075132,202354607,230476294,496575870,400749900,1147883588,566267525,10304340,396804252,545847565,328060796,283559514,149574646,174568,67426,35592,34584,33956,35056,35380,37103,30323,17795,40351,31587,33194,68400,50667,158870,83124,2402,64991,78349,40595,36014,19643,207311,454906,11260,중랑구,11260590,상봉2동,191245,2064568,960242,1104326,185529,368602,381369,298333,354992,475742,626764,430053,223261,214311,302835,267345,290052,291756,293250,291017,293338,302611,302544,6260,3116,3144,525,964,1045,851,1165,1710,294,469,531,439,606,777,231,495,514,412,559,933,3575,0,3575
20221,D,발달상권,3120077,미아역,CS300002,편의점,810790416,136237,627755527,183034889,124803109,122927287,117552710,137025726,125446695,99059633,83975256,51184749,158443914,115189625,125703816,222467880,137800432,538046944,272743472,28583644,163991434,236633322,170413258,156933800,54234958,109345,26892,21161,21308,20486,24459,21931,15046,11846,6833,32193,21766,20721,37242,17482,88071,48166,11026,29451,36031,28132,24011,7586,202289,458452,11305,강북구,11305535,미아동,93348,1482226,678309,803918,154859,230779,194928,210434,259978,431247,361948,315752,186411,183854,251200,183063,211857,209563,210262,212159,213164,214594,210627,1777,907,870,153,325,208,251,332,508,83,141,116,137,180,250,70,184,92,114,152,258,1077,0,1077
20221,A,골목상권,3110326,장위동성당,CS300002,편의점,563039297,67797,396067389,166971908,74384007,87281760,80195078,78009980,76196564,90963475,76008433,62782142,60441662,56907670,65901295,185053718,131952810,310560341,252478956,5227931,83708804,158210375,161193287,101858919,52839981,47649,20148,9000,9463,9690,10216,9280,10739,9409,7028,8661,8357,8481,20370,14900,37722,30075,1657,12649,17173,17564,12986,5768,204220,456971,11290,성북구,11290760,장위1동,45509,524046,245561,278486,99239,72606,65902,75443,85234,125623,165673,117536,56750,50847,68506,64736,72737,74088,73864,72214,71674,77671,81799,1353,653,700,205,181,172,213,244,338,103,99,90,96,118,147,102,82,82,117,126,191,597,0,597
20221,R,전통시장,3130140,숭인시장,CS300002,편의점,410531145,62628,281050729,129480416,59420590,52300354,53669680,55084029,60576076,72745833,56734583,27803203,50531354,43222809,54600441,133827665,100545673,251994430,158536715,6468347,84413286,123512143,108342280,60562014,27233075,43451,19177,9461,8224,8371,8786,8609,10371,8806,3721,9411,7808,8847,19225,13616,38042,24586,1582,16066,18025,13954,8998,4003,202587,457096,11305,강북구,11305555,송천동,32450,60307,25759,34548,6954,9723,8402,9406,10230,15592,8341,12330,9775,10709,13167,5983,8617,8381,8587,8694,9008,8850,8170,227,119,108,12,34,26,35,50,70,4,17,10,20,34,34,8,17,16,15,16,36,140,0,140
20221,A,골목상권,3110728,두산초등학교,CS300002,편의점,363642888,48162,253323660,110319228,55378918,47587767,49323831,50557011,50476133,62687437,47631791,40701879,48129014,52665896,35300866,112769616,74075617,222713383,103543780,260624,99750906,122259724,60094665,25764595,18126649,33460,14702,7698,6226,6491,6403,6642,7735,6967,5333,6679,6378,5258,14578,9936,31534,14565,88,16944,15861,6956,4163,2087,190428,440885,11545,금천구,11545610,독산1동,50102,181904,94896,87008,12600,34173,43834,30057,29750,31493,44290,39208,22665,22288,29195,24260,26751,26803,26705,27263,27165,24091,23130,1546,848,698,98,495,372,203,174,204,48,228,236,127,108,101,50,267,136,76,66,103,1123,0,1123
20221,A,골목상권,3110827,NH농협은행 상도동지점,CS300002,편의점,367270271,52302,251718636,115551635,51193719,50395229,49902456,47942873,52284359,58351451,57200184,47364009,41986435,34372387,39913872,111025685,92607883,231502262,135768009,3834782,96957047,107601211,70745982,66973554,21157695,36286,16016,7485,7303,7330,7097,7071,7859,8157,6140,7316,5998,5972,15203,11673,33532,18770,1135,14587,15656,8943,8552,3429,194245,444648,11590,동작구,11590560,상도4동,68956,576666,268044,308622,73232,94737,102865,81515,80741,143578,165750,114015,63214,61124,91909,80654,80110,80730,81581,80264,80603,85767,87612,2391,1140,1251,188,503,419,317,362,602,90,226,211,166,185,262,98,277,208,151,177,340,1436,0,1436
20221,D,발달상권,3120172,교대입구교차로,CS300002,편의점,1778691069,235909,1384512204,394178865,279976053,264269264,267486825,290939397,281840665,204070191,190108674,126333635,312456280,298764550,236302133,478061359,326773112,1102490585,454698743,10267848,251211543,513803177,414359403,237406188,130141174,187067,48842,37084,36903,35947,40067,37066,25443,23399,13500,52560,45919,33717,55249,34964,151576,68125,2885,43271,76946,48366,31597,16638,201112,443144,11650,서초구,11650530,서초3동,222734,2073203,1097735,975468,199541,375073,485243,416160,301808,295378,380651,445488,340532,338635,360761,207136,316946,313682,316500,330700,324391,243312,227671,3843,1921,1922,390,671,985,703,533,561,221,298,489,354,277,282,169,373,496,349,256,279,2327,0,2327
20221,D,발달상권,3120143,당산역,CS300002,편의점,2241791657,369777,1675728070,566063587,326026955,322850472,332094407,333834888,360921348,317340230,248723357,135612200,337177351,285282590,262578881,656438710,564701925,1407596069,830757175,27650385,633167549,763940420,398306742,267207392,148080756,282914,86863,55462,54070,56385,59098,57899,47779,39084,18227,75522,56163,45385,100190,74290,228886,140554,7331,117134,119483,62468,43493,19530,191262,448366,11560,영등포구,11560560,당산2동,155541,1067248,514504,552743,85410,234601,254702,158324,148494,185716,166965,210174,160404,170286,240649,118770,156722,155829,158245,162711,164425,142963,126352,2879,1189,1690,79,1085,1022,261,184,248,39,308,489,138,94,121,40,777,533,123,90,127,2355,0,2355
20221,A,골목상권,3110656,까치산역 3번,CS300002,편의점,3507416212,425685,2376285452,1131130760,448972119,465570040,478517646,467281119,515944528,602839041,528291719,389742184,354062738,300268971,386998845,1096858179,979485295,2404348009,1103068203,28203767,892810143,1189042654,690650821,535675562,171033265,290565,135120,57263,56597,58917,58528,59260,69851,65269,45619,53912,41747,49526,130031,104850,290215,135470,2812,120298,147734,74662,58579,21600,186119,447708,11500,강서구,11500540,화곡1동,201889,6296885,3028784,3268101,561828,1167135,1401591,972859,801141,1392331,1751841,1342689,704148,694222,1002719,801266,873544,875337,883972,866935,872816,949623,974659,9500,4758,4742,604,2182,2327,1315,1117,1955,297,919,1304,754,554,930,307,1263,1023,561,563,1025,5966,0,5966
20221,A,골목상권,3110763,영등포구청역 2번,CS300002,편의점,170810979,26331,134368844,36442135,28635004,27458643,25807453,25275988,27191756,19992295,16449840,8413132,36946475,30927275,23962085,44434377,26127635,113138809,50657423,705325,40087339,54037682,34460024,21372306,13133555,21017,5314,4446,4113,4256,4201,4001,2800,2514,1074,5998,5281,3914,6421,3643,16527,9072,185,6786,8555,5442,2667,1963,190681,447439,11560,영등포구,11560550,당산1동,33508,510296,247144,263151,53588,79814,115727,89887,81764,89516,91763,109746,81524,80726,92025,54513,76314,75292,75691,77318,77106,66762,61813,1266,627,639,131,251,282,165,178,259,77,103,146,86,87,128,54,148,136,79,91,131,702,0,702
20221,A,골목상권,3110717,남구로역 2번,CS300002,편의점,1073012284,145961,831976070,241036214,173745916,158922738,164810726,165368108,169128582,118613814,122422400,116747048,262605097,98575914,98012589,315562539,181509097,735483148,332848639,8090992,197787416,313021007,251230008,235513546,62688819,116793,29168,23776,22237,23551,24804,22425,14871,14297,13378,48744,14683,13248,34379,21529,95362,50570,1538,35732,43500,31477,26228,7456,190184,442766,11530,구로구,11530595,가리봉동,206144,3072496,1568224,1504271,322809,334246,575176,588201,517460,734605,923941,635212,334082,321939,455400,401921,445414,448447,447316,445935,437441,420424,427518,7311,3740,3571,574,860,769,1048,1456,2604,302,448,404,586,822,1178,272,412,365,462,634,1426,4187,0,4187
20221,A,골목상권,3110890,봉천역 1번(관악초등학교),CS300002,편의점,913987170,130244,640757871,273229299,132405930,125575308,121815297,135260101,125701235,145752251,127477048,117757789,106832457,94555027,98346458,258396851,238098588,624978980,289008190,4309449,317323827,343170389,99532314,99487936,50163255,91363,38881,18474,18508,18071,19094,17216,19776,19105,15909,16696,15280,15207,35685,31467,86860,43384,1149,48732,48573,13175,12446,6169,195190,442296,11620,관악구,11620595,청룡동,53715,845689,399462,446228,72872,254238,167325,95728,89894,165632,233876,172476,91448,90269,139914,117707,116998,116828,118315,117351,118320,126788,131089,3213,1514,1699,167,1225,697,308,312,504,83,513,379,152,153,234,84,712,318,156,159,270,2373,0,2373
20221,A,골목상권,3110549,새터산,CS300002,편의점,342821618,49789,240909301,101912317,47853286,54252460,44456410,46793880,47553265,54438232,47474085,41209492,44556929,41417141,39789475,91433997,84414584,179137437,156419874,7611542,99319722,93089412,64084078,49109862,22342694,36062,13727,7114,7431,6948,7321,7248,7424,6303,4534,7350,7255,6751,13452,10447,26119,22170,2375,12596,14001,8111,7300,3905,191929,451850,11440,마포구,11440730,성산2동,101078,1255035,554480,700554,219545,202507,210430,217452,169953,235146,342193,260567,140528,138865,203886,168994,176214,176353,177483,176901,177246,184132,186706,2629,1260,1369,351,413,439,433,361,632,180,194,206,227,173,280,171,219,233,206,188,352,1262,0,1262
20221,A,골목상권,3110477,은평세무서,CS300002,편의점,276950409,37030,195444588,81505821,38735468,42046575,40139621,37402068,37120856,43435551,38070270,24096381,39452107,33864898,37070360,81198304,61268359,186043093,88741306,2243349,49490931,75347114,73509152,51502841,22691012,26795,10235,5317,5442,5407,5557,5072,5314,4921,3574,6404,5078,5181,10026,6767,24850,12066,465,7966,9532,9294,6789,2871,193336,455907,11380,은평구,11380510,녹번동,101732,368966,159768,209198,56625,47331,56535,57448,57269,93758,85518,75831,48308,49606,65911,43794,52181,51774,52018,51880,52009,54212,54890,3078,1452,1626,411,404,422,497,498,846,198,202,221,232,240,359,213,202,201,265,258,487,1409,0,1409
20221,A,골목상권,3110495,북가좌2동주민센터,CS300002,편의점,612585006,90113,420434928,192150078,83017757,86538319,87005863,79268538,84604451,97080239,95069839,38183711,87821224,82444634,90408152,182331652,131395633,398304936,206115434,9380228,113888754,161196242,156802191,109502103,53650853,62748,27365,12490,12491,12917,12522,12328,13673,13692,5809,14284,12183,13811,26740,17286,59168,30132,2324,19399,22974,21224,14698,8680,192016,453516,11410,서대문구,11410720,북가좌2동,183812,1368189,625894,742295,202562,167493,203035,224817,201944,368338,394722,279514,146236,143849,217117,186753,194052,192674,193165,188980,191157,200764,207399,6253,3030,3223,708,895,824,1016,993,1817,377,454,415,513,475,796,331,441,409,503,518,1021,3036,0,3036
20221,A,골목상권,3110597,신월1동주민센터,CS300002,편의점,223289586,27632,156253295,67036291,28562716,35437947,28754170,32348884,31149578,38424865,28611426,20804548,31484956,29815803,30721133,57252881,53210265,157504136,65785450,355011,30314764,73305341,50128364,50621399,18564707,19240,8392,3672,4035,3719,3939,3875,4577,3815,2668,4860,3555,3838,6308,6403,19602,8030,70,3857,9404,5628,6167,2506,185143,448358,11470,양천구,11470560,신월1동,181005,1254586,602210,652375,159485,149387,195445,176868,204978,368422,377248,264785,137097,131010,183543,160904,175979,177571,176691,174320,175728,184567,189730,6200,3206,2994,634,800,781,899,1218,1868,325,424,440,474,626,917,309,376,341,425,592,951,3070,0,3070
20221,R,전통시장,3130179,"이화여대 3,5,7길 상점가",CS300002,편의점,177685073,30147,126431808,51253265,25117040,23441971,27111726,24864366,25896705,26334073,24919192,16867670,21657834,21445210,20347549,53023922,44342888,83759361,93925712,1324270,92285956,41644079,11928651,18002458,12499659,22074,8073,4413,4426,4433,4570,4232,4179,3894,2586,4342,4160,3876,8683,6500,13723,16424,261,16624,6265,2015,3031,1951,195141,450967,11410,서대문구,11410585,신촌동,55638,974269,320297,653972,87515,425174,164289,100859,87842,108590,209468,198219,140089,140646,175200,110645,141474,138914,140484,142932,145787,136661,128016,1402,317,1085,48,958,181,61,72,82,14,165,53,23,32,30,34,793,128,38,40,52,1238,0,1238
20221,A,골목상권,3110625,신정2동주민센터,CS300002,편의점,119914919,21834,79630104,40284815,15496503,14701344,16077844,15263720,18090693,22141107,18143708,9139868,14172314,15665469,18022473,37590996,25323799,78394553,41520366,6224804,18044494,23412264,32626396,27561013,12045948,15170,6664,2918,2958,3030,3159,3105,3452,3212,1580,2848,3082,3470,6035,4819,13527,8307,1952,4184,4118,5541,4355,1684,188656,446559,11470,양천구,11470630,신정2동,100874,564852,258699,306154,161668,55291,60017,105984,84438,97455,134360,109834,71433,76410,102880,69937,79602,79687,81152,80772,80715,82913,80013,3327,1639,1688,695,457,266,627,637,645,352,234,120,274,355,304,343,223,146,353,282,341,1261,0,1261
20221,D,발달상권,3120116,송정역,CS300002,편의점,424349819,60010,306198523,118151296,60375065,62162475,60845793,59943675,62871515,61770858,56380438,45625712,51210412,49023080,50883591,134417727,93189297,313505805,110844014,4914160,78284957,171573766,75338952,69883881,24354103,43532,16478,8949,8730,8784,8775,8294,8425,8053,5584,9134,8621,7561,17079,12031,43046,16964,901,12717,24590,9254,9278,3270,183179,451334,11500,강서구,11500620,공항동,61122,282474,141667,140808,35208,47611,51403,40085,41002,67165,48706,56623,42826,43847,58059,32412,39721,39543,40139,40273,40987,41300,40511,861,436,425,39,253,187,97,112,173,21,116,97,54,59,89,18,137,90,43,53,84,628,0,628
20221,A,골목상권,3110472,연신내역 4번,CS300002,편의점,1189361611,161709,821054326,368307285,171858810,165601483,151971917,165373872,166248244,201017130,167290155,130775668,125447471,121494003,140023110,345325552,326295807,748407022,440954589,12219269,347681631,312732721,242628369,192862677,81236944,113327,48382,23701,22323,21267,22900,23136,25419,22963,17495,20096,18137,20233,45018,40730,103349,58360,2345,53312,41905,28261,24234,11652,193000,457351,11380,은평구,11380570,대조동,134157,1170450,533858,636593,133975,216984,191765,167386,169810,290530,325522,237416,129784,129702,191246,156780,163537,164203,164548,163476,163983,175826,174875,5375,2529,2846,529,933,823,768,903,1419,235,444,420,369,437,624,294,489,403,399,466,795,2742,0,2742
20221,A,골목상권,3110594,신월중학교,CS300002,편의점,109681433,15316,76014558,33666875,12475538,15811796,16786262,16141487,14799475,18548639,15118236,8159297,21349491,13623229,11609828,32721218,22218370,82020676,27660757,3893871,28837014,28256641,22078131,19318977,7296799,10892,4424,2038,2151,2303,2234,2166,2295,2129,1139,3453,1941,1900,3813,3070,10889,4427,788,3856,3855,3294,2472,1051,184761,449104,11470,양천구,11470600,신월5동,77868,364475,182303,182172,79367,42566,50699,54530,60649,76665,89291,75484,47512,45675,60743,45770,52539,52233,52281,52135,52281,51879,51128,3348,1641,1707,635,423,435,552,554,749,337,212,218,270,261,343,298,211,217,282,293,406,1263,0,1263
20221,A,골목상권,3111027,문정초등학교,CS300002,편의점,651608230,85020,468697538,182910692,96918480,90723619,95067330,93049558,92938551,98163860,84746832,77243673,95560942,73911949,81777280,175098553,148015833,435892284,215715946,4024106,118935720,249117521,129855434,106349280,43326169,61252,23768,12641,12239,12283,12038,12051,12501,11267,8619,14072,11269,11488,21655,17917,55352,29668,963,18963,32661,14922,11941,5570,211186,443249,11710,송파구,11710641,문정1동,124929,924634,440531,484104,133663,143952,180155,146775,143059,177031,268952,194238,100584,96289,140267,124305,130579,129593,131001,131003,130862,133770,137826,5416,2676,2740,684,939,1121,773,871,1028,361,459,594,399,390,473,323,480,527,374,481,555,2489,0,2489
20221,A,골목상권,3111066,암사동성당(효정하나플러스아파트),CS300002,편의점,154997467,16487,107506727,47490740,18818547,21703911,21280298,20462134,25241837,22479670,25011070,15366718,14779887,14626921,20357813,51454140,38411988,92590038,62407429,997662,23869403,59051612,32353316,23946695,14778779,11378,5109,2140,2461,2425,2128,2224,2393,2716,1846,1882,1760,1991,5119,3889,10173,6314,216,3186,5993,3346,2057,1689,211877,449977,11740,강동구,11740570,암사1동,106562,1113036,532661,580376,195376,138853,170290,174304,176628,257586,339796,236541,112620,106440,164099,153542,156961,152361,155234,154360,155382,165853,172888,5430,2691,2739,577,767,806,808,1016,1456,277,418,414,418,491,673,300,349,392,390,525,783,2600,0,2600
20221,R,전통시장,3130320,암사종합시장,CS300002,편의점,237325673,35059,170470045,66855628,36584480,31303614,33854470,33994560,34732921,35188401,31667227,20057227,29251167,27743734,30733276,72759458,56780811,157641113,79684560,1537833,49601175,64903448,49246718,39101583,32934916,25153,9906,5351,4715,4993,5200,4894,5128,4778,3242,4688,4086,4742,10578,7723,24092,10967,349,9091,9272,6618,5583,4146,211408,450161,11740,강동구,11740570,암사1동,37201,206627,98453,108173,22992,27110,37102,32719,34772,51931,42979,38292,28263,30853,41543,24696,29757,29051,29124,29341,29929,30332,29093,989,508,481,85,168,197,157,144,238,38,82,105,94,74,115,47,86,92,63,70,123,556,0,556
