시간대_매출금액,기준_년,기준_분기,상권_코드,행정동_코드,시간대_유동인구_수,평일_유동인구_수_평균,주말_유동인구_수_평균,총_직장_인구_수,총_상주인구_수,총_가구_수,집객시설_수,월_평균_소득_금액,소득_구간_코드,지출_총금액,시간대_레이블,상권_구분_코드_레이블
269992418.0,2021,2,3120201,11680640.0,121707.0,175468.4,141764.0,11549.0,1880.0,1108.0,36.0,3463488.0,7.0,1479305382.0,6,2
282967511.0,2021,2,3120201,11680640.0,200134.0,175468.4,141764.0,11549.0,1880.0,1108.0,36.0,3463488.0,7.0,1479305382.0,5,2
165717103.0,2021,2,3120201,11680640.0,181227.0,175468.4,141764.0,11549.0,1880.0,1108.0,36.0,3463488.0,7.0,1479305382.0,4,2
211152713.0,2021,2,3120201,11680640.0,182356.0,175468.4,141764.0,11549.0,1880.0,1108.0,36.0,3463488.0,7.0,1479305382.0,3,2
254919558.0,2021,2,3120201,11680640.0,250044.0,175468.4,141764.0,11549.0,1880.0,1108.0,36.0,3463488.0,7.0,1479305382.0,2,2
113325286.0,2021,2,3120201,11680640.0,225400.0,175468.4,141764.0,11549.0,1880.0,1108.0,36.0,3463488.0,7.0,1479305382.0,1,2
321193819.0,2021,2,3120202,11680545.0,198462.0,330730.4,272674.0,11735.0,1843.0,793.0,77.0,4378212.0,8.0,1694893928.0,6,2
410769755.0,2021,2,3120202,11680545.0,513548.0,330730.4,272674.0,11735.0,1843.0,793.0,77.0,4378212.0,8.0,1694893928.0,5,2
354344453.0,2021,2,3120202,11680545.0,454014.0,330730.4,272674.0,11735.0,1843.0,793.0,77.0,4378212.0,8.0,1694893928.0,4,2
363712347.0,2021,2,3120202,11680545.0,420423.0,330730.4,272674.0,11735.0,1843.0,793.0,77.0,4378212.0,8.0,1694893928.0,3,2
244180447.0,2021,2,3120202,11680545.0,373866.0,330730.4,272674.0,11735.0,1843.0,793.0,77.0,4378212.0,8.0,1694893928.0,2,2
87982978.0,2021,2,3120202,11680545.0,238686.0,330730.4,272674.0,11735.0,1843.0,793.0,77.0,4378212.0,8.0,1694893928.0,1,2
675958995.0,2021,2,3120203,11680531.0,181107.0,287713.4,203007.5,7726.0,1522.0,920.0,88.0,3950137.0,8.0,1470778245.0,6,2
767775908.0,2021,2,3120203,11680531.0,359889.0,287713.4,203007.5,7726.0,1522.0,920.0,88.0,3950137.0,8.0,1470778245.0,5,2
469798324.0,2021,2,3120203,11680531.0,321513.0,287713.4,203007.5,7726.0,1522.0,920.0,88.0,3950137.0,8.0,1470778245.0,4,2
530203183.0,2021,2,3120203,11680531.0,316178.0,287713.4,203007.5,7726.0,1522.0,920.0,88.0,3950137.0,8.0,1470778245.0,3,2
555131741.0,2021,2,3120203,11680531.0,372500.0,287713.4,203007.5,7726.0,1522.0,920.0,88.0,3950137.0,8.0,1470778245.0,2,2
252654183.0,2021,2,3120203,11680531.0,293395.0,287713.4,203007.5,7726.0,1522.0,920.0,88.0,3950137.0,8.0,1470778245.0,1,2
379205875.0,2021,2,3120204,11680640.0,145501.0,297646.0,157040.5,41471.0,1595.0,1127.0,30.0,3950805.0,8.0,1790026304.0,6,2
422769909.0,2021,2,3120204,11680640.0,331363.0,297646.0,157040.5,41471.0,1595.0,1127.0,30.0,3950805.0,8.0,1790026304.0,5,2
250441964.0,2021,2,3120204,11680640.0,355099.0,297646.0,157040.5,41471.0,1595.0,1127.0,30.0,3950805.0,8.0,1790026304.0,4,2
298240570.0,2021,2,3120204,11680640.0,360674.0,297646.0,157040.5,41471.0,1595.0,1127.0,30.0,3950805.0,8.0,1790026304.0,3,2
344320325.0,2021,2,3120204,11680640.0,399216.0,297646.0,157040.5,41471.0,1595.0,1127.0,30.0,3950805.0,8.0,1790026304.0,2,2
226756168.0,2021,2,3120204,11680640.0,210458.0,297646.0,157040.5,41471.0,1595.0,1127.0,30.0,3950805.0,8.0,1790026304.0,1,2
151172626.0,2021,2,3120205,11680656.0,47813.0,82434.4,56762.0,13950.0,1116.0,592.0,22.0,3506683.0,7.0,1848282139.0,6,2
197682132.0,2021,2,3120205,11680656.0,102972.0,82434.4,56762.0,13950.0,1116.0,592.0,22.0,3506683.0,7.0,1848282139.0,5,2
101398513.0,2021,2,3120205,11680656.0,98681.0,82434.4,56762.0,13950.0,1116.0,592.0,22.0,3506683.0,7.0,1848282139.0,4,2
130651578.0,2021,2,3120205,11680656.0,95145.0,82434.4,56762.0,13950.0,1116.0,592.0,22.0,3506683.0,7.0,1848282139.0,3,2
190714336.0,2021,2,3120205,11680656.0,106240.0,82434.4,56762.0,13950.0,1116.0,592.0,22.0,3506683.0,7.0,1848282139.0,2,2
41467368.0,2021,2,3120205,11680656.0,74843.0,82434.4,56762.0,13950.0,1116.0,592.0,22.0,3506683.0,7.0,1848282139.0,1,2
485127186.0,2021,2,3120206,11680650.0,121860.0,179219.6,137318.5,5243.0,4115.0,2106.0,45.0,3882226.0,8.0,1721637065.0,6,2
636165549.0,2021,2,3120206,11680650.0,188194.0,179219.6,137318.5,5243.0,4115.0,2106.0,45.0,3882226.0,8.0,1721637065.0,5,2
399090875.0,2021,2,3120206,11680650.0,181201.0,179219.6,137318.5,5243.0,4115.0,2106.0,45.0,3882226.0,8.0,1721637065.0,4,2
466176174.0,2021,2,3120206,11680650.0,185553.0,179219.6,137318.5,5243.0,4115.0,2106.0,45.0,3882226.0,8.0,1721637065.0,3,2
496597489.0,2021,2,3120206,11680650.0,258265.0,179219.6,137318.5,5243.0,4115.0,2106.0,45.0,3882226.0,8.0,1721637065.0,2,2
205186773.0,2021,2,3120206,11680650.0,235664.0,179219.6,137318.5,5243.0,4115.0,2106.0,45.0,3882226.0,8.0,1721637065.0,1,2
673036434.0,2021,2,3120207,11680590.0,245369.0,354971.8,285282.5,11920.0,6714.0,3816.0,73.0,3669932.0,7.0,4195722577.0,6,2
789598146.0,2021,2,3120207,11680590.0,398227.0,354971.8,285282.5,11920.0,6714.0,3816.0,73.0,3669932.0,7.0,4195722577.0,5,2
461097676.0,2021,2,3120207,11680590.0,359885.0,354971.8,285282.5,11920.0,6714.0,3816.0,73.0,3669932.0,7.0,4195722577.0,4,2
577108639.0,2021,2,3120207,11680590.0,359845.0,354971.8,285282.5,11920.0,6714.0,3816.0,73.0,3669932.0,7.0,4195722577.0,3,2
551239367.0,2021,2,3120207,11680590.0,497913.0,354971.8,285282.5,11920.0,6714.0,3816.0,73.0,3669932.0,7.0,4195722577.0,2,2
210391816.0,2021,2,3120207,11680590.0,484185.0,354971.8,285282.5,11920.0,6714.0,3816.0,73.0,3669932.0,7.0,4195722577.0,1,2
558746302.0,2021,2,3120208,11680565.0,163592.0,245284.6,208815.5,11437.0,3501.0,1999.0,95.0,4085253.0,8.0,1972996589.0,6,2
706193016.0,2021,2,3120208,11680565.0,304674.0,245284.6,208815.5,11437.0,3501.0,1999.0,95.0,4085253.0,8.0,1972996589.0,5,2
503137894.0,2021,2,3120208,11680565.0,275333.0,245284.6,208815.5,11437.0,3501.0,1999.0,95.0,4085253.0,8.0,1972996589.0,4,2
598665329.0,2021,2,3120208,11680565.0,274196.0,245284.6,208815.5,11437.0,3501.0,1999.0,95.0,4085253.0,8.0,1972996589.0,3,2
613764749.0,2021,2,3120208,11680565.0,334469.0,245284.6,208815.5,11437.0,3501.0,1999.0,95.0,4085253.0,8.0,1972996589.0,2,2
224475922.0,2021,2,3120208,11680565.0,291789.0,245284.6,208815.5,11437.0,3501.0,1999.0,95.0,4085253.0,8.0,1972996589.0,1,2
508577635.0,2021,2,3120209,11680565.0,76498.0,116892.8,92287.5,8987.0,1374.0,671.0,75.0,4707158.0,8.0,675548286.0,6,2
581278074.0,2021,2,3120209,11680565.0,146371.0,116892.8,92287.5,8987.0,1374.0,671.0,75.0,4707158.0,8.0,675548286.0,5,2
360311366.0,2021,2,3120209,11680565.0,133488.0,116892.8,92287.5,8987.0,1374.0,671.0,75.0,4707158.0,8.0,675548286.0,4,2
404308035.0,2021,2,3120209,11680565.0,129075.0,116892.8,92287.5,8987.0,1374.0,671.0,75.0,4707158.0,8.0,675548286.0,3,2
374359581.0,2021,2,3120209,11680565.0,155212.0,116892.8,92287.5,8987.0,1374.0,671.0,75.0,4707158.0,8.0,675548286.0,2,2
160968158.0,2021,2,3120209,11680565.0,128393.0,116892.8,92287.5,8987.0,1374.0,671.0,75.0,4707158.0,8.0,675548286.0,1,2
1543597323.0,2021,2,3120210,11680630.0,462412.0,824793.2,546246.0,48780.0,4780.0,3339.0,152.0,3481614.0,7.0,4218890942.0,6,2
2015249321.0,2021,2,3120210,11680630.0,975770.0,824793.2,546246.0,48780.0,4780.0,3339.0,152.0,3481614.0,7.0,4218890942.0,5,2
1151464344.0,2021,2,3120210,11680630.0,914913.0,824793.2,546246.0,48780.0,4780.0,3339.0,152.0,3481614.0,7.0,4218890942.0,4,2
1395657841.0,2021,2,3120210,11680630.0,927735.0,824793.2,546246.0,48780.0,4780.0,3339.0,152.0,3481614.0,7.0,4218890942.0,3,2
1657300096.0,2021,2,3120210,11680630.0,1096735.0,824793.2,546246.0,48780.0,4780.0,3339.0,152.0,3481614.0,7.0,4218890942.0,2,2
568229125.0,2021,2,3120210,11680630.0,838894.0,824793.2,546246.0,48780.0,4780.0,3339.0,152.0,3481614.0,7.0,4218890942.0,1,2
177863142.0,2021,2,3120211,11680630.0,74154.0,107322.2,103240.0,984.0,1638.0,726.0,28.0,4176833.0,8.0,824959664.0,6,2
208094864.0,2021,2,3120211,11680630.0,170634.0,107322.2,103240.0,984.0,1638.0,726.0,28.0,4176833.0,8.0,824959664.0,5,2
114397105.0,2021,2,3120211,11680630.0,134789.0,107322.2,103240.0,984.0,1638.0,726.0,28.0,4176833.0,8.0,824959664.0,4,2
117141946.0,2021,2,3120211,11680630.0,126450.0,107322.2,103240.0,984.0,1638.0,726.0,28.0,4176833.0,8.0,824959664.0,3,2
113464538.0,2021,2,3120211,11680630.0,137071.0,107322.2,103240.0,984.0,1638.0,726.0,28.0,4176833.0,8.0,824959664.0,2,2
68008296.0,2021,2,3120211,11680630.0,99992.0,107322.2,103240.0,984.0,1638.0,726.0,28.0,4176833.0,8.0,824959664.0,1,2
316265425.0,2021,2,3120212,11680630.0,116671.0,138156.8,149638.5,753.0,1483.0,683.0,65.0,4127153.0,8.0,1067199535.0,6,2
404567271.0,2021,2,3120212,11680630.0,237086.0,138156.8,149638.5,753.0,1483.0,683.0,65.0,4127153.0,8.0,1067199535.0,5,2
217514119.0,2021,2,3120212,11680630.0,173892.0,138156.8,149638.5,753.0,1483.0,683.0,65.0,4127153.0,8.0,1067199535.0,4,2
199255111.0,2021,2,3120212,11680630.0,147489.0,138156.8,149638.5,753.0,1483.0,683.0,65.0,4127153.0,8.0,1067199535.0,3,2
175874449.0,2021,2,3120212,11680630.0,170951.0,138156.8,149638.5,753.0,1483.0,683.0,65.0,4127153.0,8.0,1067199535.0,2,2
95396507.0,2021,2,3120212,11680630.0,143969.0,138156.8,149638.5,753.0,1483.0,683.0,65.0,4127153.0,8.0,1067199535.0,1,2
582075869.0,2021,2,3120213,11680590.0,219509.0,340145.0,249357.0,8521.0,4143.0,2324.0,45.0,3572474.0,7.0,2974273769.0,6,2
636363728.0,2021,2,3120213,11680590.0,385496.0,340145.0,249357.0,8521.0,4143.0,2324.0,45.0,3572474.0,7.0,2974273769.0,5,2
356151301.0,2021,2,3120213,11680590.0,361471.0,340145.0,249357.0,8521.0,4143.0,2324.0,45.0,3572474.0,7.0,2974273769.0,4,2
413511735.0,2021,2,3120213,11680590.0,368009.0,340145.0,249357.0,8521.0,4143.0,2324.0,45.0,3572474.0,7.0,2974273769.0,3,2
397367506.0,2021,2,3120213,11680590.0,456656.0,340145.0,249357.0,8521.0,4143.0,2324.0,45.0,3572474.0,7.0,2974273769.0,2,2
240498838.0,2021,2,3120213,11680590.0,408299.0,340145.0,249357.0,8521.0,4143.0,2324.0,45.0,3572474.0,7.0,2974273769.0,1,2
422493058.0,2021,2,3120214,11680565.0,27589.0,47616.8,35062.5,3984.0,706.0,303.0,12.0,5402804.0,9.0,736186796.0,6,2
435682901.0,2021,2,3120214,11680565.0,59576.0,47616.8,35062.5,3984.0,706.0,303.0,12.0,5402804.0,9.0,736186796.0,5,2
242918874.0,2021,2,3120214,11680565.0,57377.0,47616.8,35062.5,3984.0,706.0,303.0,12.0,5402804.0,9.0,736186796.0,4,2
252786662.0,2021,2,3120214,11680565.0,55652.0,47616.8,35062.5,3984.0,706.0,303.0,12.0,5402804.0,9.0,736186796.0,3,2
216984383.0,2021,2,3120214,11680565.0,64367.0,47616.8,35062.5,3984.0,706.0,303.0,12.0,5402804.0,9.0,736186796.0,2,2
150888135.0,2021,2,3120214,11680565.0,43646.0,47616.8,35062.5,3984.0,706.0,303.0,12.0,5402804.0,9.0,736186796.0,1,2
608435886.0,2021,2,3120215,11680590.0,288916.0,539138.8,312145.5,61667.0,3639.0,2275.0,95.0,4469794.0,8.0,3599412304.0,6,2
836718856.0,2021,2,3120215,11680590.0,576655.0,539138.8,312145.5,61667.0,3639.0,2275.0,95.0,4469794.0,8.0,3599412304.0,5,2
630669665.0,2021,2,3120215,11680590.0,608120.0,539138.8,312145.5,61667.0,3639.0,2275.0,95.0,4469794.0,8.0,3599412304.0,4,2
738052874.0,2021,2,3120215,11680590.0,617921.0,539138.8,312145.5,61667.0,3639.0,2275.0,95.0,4469794.0,8.0,3599412304.0,3,2
812819269.0,2021,2,3120215,11680590.0,716840.0,539138.8,312145.5,61667.0,3639.0,2275.0,95.0,4469794.0,8.0,3599412304.0,2,2
214672652.0,2021,2,3120215,11680590.0,511535.0,539138.8,312145.5,61667.0,3639.0,2275.0,95.0,4469794.0,8.0,3599412304.0,1,2
97751531.0,2021,2,3120216,11680565.0,14420.0,28735.0,20184.5,4934.0,218.0,151.0,31.0,4913366.0,9.0,129113505.0,6,2
141851198.0,2021,2,3120216,11680565.0,37890.0,28735.0,20184.5,4934.0,218.0,151.0,31.0,4913366.0,9.0,129113505.0,5,2
87375160.0,2021,2,3120216,11680565.0,38740.0,28735.0,20184.5,4934.0,218.0,151.0,31.0,4913366.0,9.0,129113505.0,4,2
117067121.0,2021,2,3120216,11680565.0,37451.0,28735.0,20184.5,4934.0,218.0,151.0,31.0,4913366.0,9.0,129113505.0,3,2
137361578.0,2021,2,3120216,11680565.0,38639.0,28735.0,20184.5,4934.0,218.0,151.0,31.0,4913366.0,9.0,129113505.0,2,2
29935352.0,2021,2,3120216,11680565.0,16900.0,28735.0,20184.5,4934.0,218.0,151.0,31.0,4913366.0,9.0,129113505.0,1,2
219389362.0,2021,2,3120217,11680630.0,171604.0,239939.2,204419.5,2779.0,3838.0,2031.0,11.0,3792530.0,8.0,2335650952.0,6,2
243245782.0,2021,2,3120217,11680630.0,322322.0,239939.2,204419.5,2779.0,3838.0,2031.0,11.0,3792530.0,8.0,2335650952.0,5,2
152055977.0,2021,2,3120217,11680630.0,259489.0,239939.2,204419.5,2779.0,3838.0,2031.0,11.0,3792530.0,8.0,2335650952.0,4,2
147928020.0,2021,2,3120217,11680630.0,248914.0,239939.2,204419.5,2779.0,3838.0,2031.0,11.0,3792530.0,8.0,2335650952.0,3,2
169361717.0,2021,2,3120217,11680630.0,319980.0,239939.2,204419.5,2779.0,3838.0,2031.0,11.0,3792530.0,8.0,2335650952.0,2,2
101239905.0,2021,2,3120217,11680630.0,286230.0,239939.2,204419.5,2779.0,3838.0,2031.0,11.0,3792530.0,8.0,2335650952.0,1,2
44796076.0,2021,2,3120218,11680580.0,2435.0,6733.2,5005.5,290.0,28.0,17.0,24.0,4255899.1875,8.0,801211521.5625,6,2
177676560.0,2021,2,3120218,11680580.0,9337.0,6733.2,5005.5,290.0,28.0,17.0,24.0,4255899.1875,8.0,801211521.5625,5,2
166509470.0,2021,2,3120218,11680580.0,10505.0,6733.2,5005.5,290.0,28.0,17.0,24.0,4255899.1875,8.0,801211521.5625,4,2
190997299.0,2021,2,3120218,11680580.0,10195.0,6733.2,5005.5,290.0,28.0,17.0,24.0,4255899.1875,8.0,801211521.5625,3,2
212489513.0,2021,2,3120218,11680580.0,8303.0,6733.2,5005.5,290.0,28.0,17.0,24.0,4255899.1875,8.0,801211521.5625,2,2
0.0,2021,2,3120218,11680580.0,2904.0,6733.2,5005.5,290.0,28.0,17.0,24.0,4255899.1875,8.0,801211521.5625,1,2
948909564.0,2021,2,3120219,11680630.0,134158.0,154751.2,176279.5,17175.0,1101.0,436.0,58.0,5082667.0,9.0,827566344.0,6,2
1239625346.0,2021,2,3120219,11680630.0,270761.0,154751.2,176279.5,17175.0,1101.0,436.0,58.0,5082667.0,9.0,827566344.0,5,2
665823243.0,2021,2,3120219,11680630.0,181910.0,154751.2,176279.5,17175.0,1101.0,436.0,58.0,5082667.0,9.0,827566344.0,4,2
578958658.0,2021,2,3120219,11680630.0,151467.0,154751.2,176279.5,17175.0,1101.0,436.0,58.0,5082667.0,9.0,827566344.0,3,2
589654739.0,2021,2,3120219,11680630.0,192794.0,154751.2,176279.5,17175.0,1101.0,436.0,58.0,5082667.0,9.0,827566344.0,2,2
287961235.0,2021,2,3120219,11680630.0,195222.0,154751.2,176279.5,17175.0,1101.0,436.0,58.0,5082667.0,9.0,827566344.0,1,2
83657404.0,2021,2,3120220,11680600.0,65720.0,83744.2,82666.5,5716.0,1297.0,391.0,79.0,6241887.0,9.0,438625881.0,6,2
113801234.0,2021,2,3120220,11680600.0,132829.0,83744.2,82666.5,5716.0,1297.0,391.0,79.0,6241887.0,9.0,438625881.0,5,2
68423942.0,2021,2,3120220,11680600.0,99259.0,83744.2,82666.5,5716.0,1297.0,391.0,79.0,6241887.0,9.0,438625881.0,4,2
70966332.0,2021,2,3120220,11680600.0,85029.0,83744.2,82666.5,5716.0,1297.0,391.0,79.0,6241887.0,9.0,438625881.0,3,2
78251597.0,2021,2,3120220,11680600.0,104442.0,83744.2,82666.5,5716.0,1297.0,391.0,79.0,6241887.0,9.0,438625881.0,2,2
13992165.0,2021,2,3120220,11680600.0,96776.0,83744.2,82666.5,5716.0,1297.0,391.0,79.0,6241887.0,9.0,438625881.0,1,2
142247427.0,2021,2,3120221,11680580.0,38987.0,72055.8,45271.0,17557.0,711.0,493.0,34.0,4006812.0,8.0,409958750.0,6,2
184248589.0,2021,2,3120221,11680580.0,80585.0,72055.8,45271.0,17557.0,711.0,493.0,34.0,4006812.0,8.0,409958750.0,5,2
123307681.0,2021,2,3120221,11680580.0,84435.0,72055.8,45271.0,17557.0,711.0,493.0,34.0,4006812.0,8.0,409958750.0,4,2
147345425.0,2021,2,3120221,11680580.0,84284.0,72055.8,45271.0,17557.0,711.0,493.0,34.0,4006812.0,8.0,409958750.0,3,2
207884747.0,2021,2,3120221,11680580.0,102870.0,72055.8,45271.0,17557.0,711.0,493.0,34.0,4006812.0,8.0,409958750.0,2,2
54396846.0,2021,2,3120221,11680580.0,59661.0,72055.8,45271.0,17557.0,711.0,493.0,34.0,4006812.0,8.0,409958750.0,1,2
446645614.0,2021,2,3120222,11680610.0,56968.0,155105.0,74637.5,43324.0,746.0,508.0,86.0,4017738.0,8.0,1108323437.0,6,2
657030116.0,2021,2,3120222,11680610.0,181079.0,155105.0,74637.5,43324.0,746.0,508.0,86.0,4017738.0,8.0,1108323437.0,5,2
553717741.0,2021,2,3120222,11680610.0,203522.0,155105.0,74637.5,43324.0,746.0,508.0,86.0,4017738.0,8.0,1108323437.0,4,2
647643741.0,2021,2,3120222,11680610.0,203266.0,155105.0,74637.5,43324.0,746.0,508.0,86.0,4017738.0,8.0,1108323437.0,3,2
833574241.0,2021,2,3120222,11680610.0,214472.0,155105.0,74637.5,43324.0,746.0,508.0,86.0,4017738.0,8.0,1108323437.0,2,2
103829544.0,2021,2,3120222,11680610.0,65492.0,155105.0,74637.5,43324.0,746.0,508.0,86.0,4017738.0,8.0,1108323437.0,1,2
13693979.0,2021,2,3120223,11680610.0,19595.0,50835.2,25869.0,9166.0,309.0,111.0,12.0,5720607.0,9.0,631320946.0,6,2
36691800.0,2021,2,3120223,11680610.0,59084.0,50835.2,25869.0,9166.0,309.0,111.0,12.0,5720607.0,9.0,631320946.0,5,2
41368241.0,2021,2,3120223,11680610.0,67546.0,50835.2,25869.0,9166.0,309.0,111.0,12.0,5720607.0,9.0,631320946.0,4,2
56318692.0,2021,2,3120223,11680610.0,67482.0,50835.2,25869.0,9166.0,309.0,111.0,12.0,5720607.0,9.0,631320946.0,3,2
48468343.0,2021,2,3120223,11680610.0,70234.0,50835.2,25869.0,9166.0,309.0,111.0,12.0,5720607.0,9.0,631320946.0,2,2
2193339.0,2021,2,3120223,11680610.0,21974.0,50835.2,25869.0,9166.0,309.0,111.0,12.0,5720607.0,9.0,631320946.0,1,2
495074519.0,2021,2,3120224,11680750.0,22719.0,38464.4,25569.5,12418.0,594.0,437.0,41.0,3868336.0,8.0,181022561.0,6,2
848770583.0,2021,2,3120224,11680750.0,43423.0,38464.4,25569.5,12418.0,594.0,437.0,41.0,3868336.0,8.0,181022561.0,5,2
533202613.0,2021,2,3120224,11680750.0,42429.0,38464.4,25569.5,12418.0,594.0,437.0,41.0,3868336.0,8.0,181022561.0,4,2
579536465.0,2021,2,3120224,11680750.0,42877.0,38464.4,25569.5,12418.0,594.0,437.0,41.0,3868336.0,8.0,181022561.0,3,2
943198785.0,2021,2,3120224,11680750.0,52975.0,38464.4,25569.5,12418.0,594.0,437.0,41.0,3868336.0,8.0,181022561.0,2,2
233801310.0,2021,2,3120224,11680750.0,39037.0,38464.4,25569.5,12418.0,594.0,437.0,41.0,3868336.0,8.0,181022561.0,1,2
166357344.0,2021,2,3130310,11680670.0,12455.0,22827.0,21723.5,298.0,112.0,83.0,30.0,3250126.0,7.0,402347163.0,6,3
199176297.0,2021,2,3130310,11680670.0,40024.0,22827.0,21723.5,298.0,112.0,83.0,30.0,3250126.0,7.0,402347163.0,5,3
95981981.0,2021,2,3130310,11680670.0,35796.0,22827.0,21723.5,298.0,112.0,83.0,30.0,3250126.0,7.0,402347163.0,4,3
88275578.0,2021,2,3130310,11680670.0,31539.0,22827.0,21723.5,298.0,112.0,83.0,30.0,3250126.0,7.0,402347163.0,3,3
91286493.0,2021,2,3130310,11680670.0,27866.0,22827.0,21723.5,298.0,112.0,83.0,30.0,3250126.0,7.0,402347163.0,2,3
46552354.0,2021,2,3130310,11680670.0,9903.0,22827.0,21723.5,298.0,112.0,83.0,30.0,3250126.0,7.0,402347163.0,1,3
212674590.0,2021,2,3001496,11680580.0,5426.0,15135.4,10393.5,15904.0,29.0,18.0,35.0,4255899.1875,8.0,801211521.5625,6,4
392505330.0,2021,2,3001496,11680580.0,20453.0,15135.4,10393.5,15904.0,29.0,18.0,35.0,4255899.1875,8.0,801211521.5625,5,4
381266164.0,2021,2,3001496,11680580.0,22935.0,15135.4,10393.5,15904.0,29.0,18.0,35.0,4255899.1875,8.0,801211521.5625,4,4
374573429.0,2021,2,3001496,11680580.0,22363.0,15135.4,10393.5,15904.0,29.0,18.0,35.0,4255899.1875,8.0,801211521.5625,3,4
432445898.0,2021,2,3001496,11680580.0,19004.0,15135.4,10393.5,15904.0,29.0,18.0,35.0,4255899.1875,8.0,801211521.5625,2,4
32887261.0,2021,2,3001496,11680580.0,6284.0,15135.4,10393.5,15904.0,29.0,18.0,35.0,4255899.1875,8.0,801211521.5625,1,4
57005479.0,2021,3,3110952,11680521.0,28299.0,32444.2,31970.5,117.0,868.0,571.0,2.0,2526010.0,6.0,531557003.0,6,1
74673569.0,2021,3,3110952,11680521.0,32423.0,32444.2,31970.5,117.0,868.0,571.0,2.0,2526010.0,6.0,531557003.0,5,1
34117045.0,2021,3,3110952,11680521.0,24825.0,32444.2,31970.5,117.0,868.0,571.0,2.0,2526010.0,6.0,531557003.0,4,1
34857676.0,2021,3,3110952,11680521.0,25537.0,32444.2,31970.5,117.0,868.0,571.0,2.0,2526010.0,6.0,531557003.0,3,1
29165434.0,2021,3,3110952,11680521.0,49316.0,32444.2,31970.5,117.0,868.0,571.0,2.0,2526010.0,6.0,531557003.0,2,1
43670172.0,2021,3,3110952,11680521.0,65762.0,32444.2,31970.5,117.0,868.0,571.0,2.0,2526010.0,6.0,531557003.0,1,1
591599910.0,2021,3,3110955,11680521.0,327903.0,404521.0,381270.0,3430.0,7026.0,4495.0,12.0,2909460.0,6.0,4481561126.0,6,1
608139939.0,2021,3,3110955,11680521.0,417626.0,404521.0,381270.0,3430.0,7026.0,4495.0,12.0,2909460.0,6.0,4481561126.0,5,1
278796223.0,2021,3,3110955,11680521.0,335825.0,404521.0,381270.0,3430.0,7026.0,4495.0,12.0,2909460.0,6.0,4481561126.0,4,1
252484144.0,2021,3,3110955,11680521.0,346550.0,404521.0,381270.0,3430.0,7026.0,4495.0,12.0,2909460.0,6.0,4481561126.0,3,1
258599690.0,2021,3,3110955,11680521.0,625224.0,404521.0,381270.0,3430.0,7026.0,4495.0,12.0,2909460.0,6.0,4481561126.0,2,1
397387894.0,2021,3,3110955,11680521.0,732016.0,404521.0,381270.0,3430.0,7026.0,4495.0,12.0,2909460.0,6.0,4481561126.0,1,1
154138898.0,2021,3,3110957,11680531.0,77561.0,128391.0,86823.0,1251.0,1761.0,1088.0,7.0,3496418.0,7.0,1591782820.0,6,1
230225475.0,2021,3,3110957,11680531.0,128606.0,128391.0,86823.0,1251.0,1761.0,1088.0,7.0,3496418.0,7.0,1591782820.0,5,1
118520647.0,2021,3,3110957,11680531.0,132323.0,128391.0,86823.0,1251.0,1761.0,1088.0,7.0,3496418.0,7.0,1591782820.0,4,1
127671768.0,2021,3,3110957,11680531.0,136291.0,128391.0,86823.0,1251.0,1761.0,1088.0,7.0,3496418.0,7.0,1591782820.0,3,1
151154146.0,2021,3,3110957,11680531.0,175666.0,128391.0,86823.0,1251.0,1761.0,1088.0,7.0,3496418.0,7.0,1591782820.0,2,1
77193541.0,2021,3,3110957,11680531.0,165154.0,128391.0,86823.0,1251.0,1761.0,1088.0,7.0,3496418.0,7.0,1591782820.0,1,1
137117178.0,2021,3,3110961,11680531.0,64042.0,100507.8,71237.5,962.0,2120.0,1314.0,1.0,3318129.0,7.0,1444220522.0,6,1
193745120.0,2021,3,3110961,11680531.0,107564.0,100507.8,71237.5,962.0,2120.0,1314.0,1.0,3318129.0,7.0,1444220522.0,5,1
122860359.0,2021,3,3110961,11680531.0,103757.0,100507.8,71237.5,962.0,2120.0,1314.0,1.0,3318129.0,7.0,1444220522.0,4,1
115949169.0,2021,3,3110961,11680531.0,105047.0,100507.8,71237.5,962.0,2120.0,1314.0,1.0,3318129.0,7.0,1444220522.0,3,1
98553328.0,2021,3,3110961,11680531.0,138747.0,100507.8,71237.5,962.0,2120.0,1314.0,1.0,3318129.0,7.0,1444220522.0,2,1
69276517.0,2021,3,3110961,11680531.0,125856.0,100507.8,71237.5,962.0,2120.0,1314.0,1.0,3318129.0,7.0,1444220522.0,1,1
131382319.0,2021,3,3110965,11680640.0,92797.0,129763.4,101473.0,1139.0,2245.0,1500.0,0.0,3218797.0,7.0,1570369626.0,6,1
165097888.0,2021,3,3110965,11680640.0,140391.0,129763.4,101473.0,1139.0,2245.0,1500.0,0.0,3218797.0,7.0,1570369626.0,5,1
85695038.0,2021,3,3110965,11680640.0,129898.0,129763.4,101473.0,1139.0,2245.0,1500.0,0.0,3218797.0,7.0,1570369626.0,4,1
80410577.0,2021,3,3110965,11680640.0,130728.0,129763.4,101473.0,1139.0,2245.0,1500.0,0.0,3218797.0,7.0,1570369626.0,3,1
89149576.0,2021,3,3110965,11680640.0,185879.0,129763.4,101473.0,1139.0,2245.0,1500.0,0.0,3218797.0,7.0,1570369626.0,2,1
