시간대_매출금액,시간대_유동인구_수,유동인구_수_평균,총_직장_인구_수,총_가구_수,집객시설_수,월_평균_소득_금액,지출_총금액
611564684.0,302999.0,204674.55,11437.0,1999.0,95.0,4085253.0,1972996589.0
194882220.0,269123.0,204674.55,11437.0,1999.0,95.0,4085253.0,1972996589.0
500436142.0,71366.0,97572.55,8987.0,671.0,75.0,4707158.0,675548286.0
666025655.0,134754.0,97572.55,8987.0,671.0,75.0,4707158.0,675548286.0
392817416.0,121588.0,97572.55,8987.0,671.0,75.0,4707158.0,675548286.0
423711029.0,118345.0,97572.55,8987.0,671.0,75.0,4707158.0,675548286.0
413160456.0,142906.0,97572.55,8987.0,671.0,75.0,4707158.0,675548286.0
150007186.0,121726.0,97572.55,8987.0,671.0,75.0,4707158.0,675548286.0
1540613401.0,415884.0,613810.85,48780.0,3339.0,152.0,3481614.0,4218890942.0
2334853007.0,863837.0,613810.85,48780.0,3339.0,152.0,3481614.0,4218890942.0
1354347992.0,836269.0,613810.85,48780.0,3339.0,152.0,3481614.0,4218890942.0
1589808634.0,844467.0,613810.85,48780.0,3339.0,152.0,3481614.0,4218890942.0
1832609097.0,984964.0,613810.85,48780.0,3339.0,152.0,3481614.0,4218890942.0
653022174.0,722920.0,613810.85,48780.0,3339.0,152.0,3481614.0,4218890942.0
192907022.0,80490.0,115631.55,984.0,726.0,28.0,4176833.0,824959664.0
251413030.0,184308.0,115631.55,984.0,726.0,28.0,4176833.0,824959664.0
122533284.0,147960.0,115631.55,984.0,726.0,28.0,4176833.0,824959664.0
145043860.0,136675.0,115631.55,984.0,726.0,28.0,4176833.0,824959664.0
133791449.0,151216.0,115631.55,984.0,726.0,28.0,4176833.0,824959664.0
61831994.0,115393.0,115631.55,984.0,726.0,28.0,4176833.0,824959664.0
276365244.0,107240.0,138139.3,753.0,683.0,65.0,4127153.0,1067199535.0
441249089.0,228474.0,138139.3,753.0,683.0,65.0,4127153.0,1067199535.0
227419536.0,172990.0,138139.3,753.0,683.0,65.0,4127153.0,1067199535.0
239609201.0,150513.0,138139.3,753.0,683.0,65.0,4127153.0,1067199535.0
252096594.0,167109.0,138139.3,753.0,683.0,65.0,4127153.0,1067199535.0
69361252.0,127493.0,138139.3,753.0,683.0,65.0,4127153.0,1067199535.0
567282699.0,208896.0,277374.4,8521.0,2324.0,45.0,3572474.0,2974273769.0
688817650.0,352240.0,277374.4,8521.0,2324.0,45.0,3572474.0,2974273769.0
376068451.0,329430.0,277374.4,8521.0,2324.0,45.0,3572474.0,2974273769.0
408558087.0,334443.0,277374.4,8521.0,2324.0,45.0,3572474.0,2974273769.0
422876524.0,433711.0,277374.4,8521.0,2324.0,45.0,3572474.0,2974273769.0
254318048.0,397323.0,277374.4,8521.0,2324.0,45.0,3572474.0,2974273769.0
350799108.0,30390.0,42743.8,3984.0,303.0,12.0,5402804.0,736186796.0
437177614.0,59921.0,42743.8,3984.0,303.0,12.0,5402804.0,736186796.0
204225754.0,55673.0,42743.8,3984.0,303.0,12.0,5402804.0,736186796.0
222295719.0,55507.0,42743.8,3984.0,303.0,12.0,5402804.0,736186796.0
194509524.0,67800.0,42743.8,3984.0,303.0,12.0,5402804.0,736186796.0
120849951.0,49063.0,42743.8,3984.0,303.0,12.0,5402804.0,736186796.0
659902627.0,272821.0,400534.75,61667.0,2275.0,95.0,4469794.0,3599412304.0
1067894574.0,522679.0,400534.75,61667.0,2275.0,95.0,4469794.0,3599412304.0
777733608.0,559471.0,400534.75,61667.0,2275.0,95.0,4469794.0,3599412304.0
881757429.0,569563.0,400534.75,61667.0,2275.0,95.0,4469794.0,3599412304.0
1059994683.0,677117.0,400534.75,61667.0,2275.0,95.0,4469794.0,3599412304.0
270790508.0,497015.0,400534.75,61667.0,2275.0,95.0,4469794.0,3599412304.0
89028780.0,15932.0,25843.8,4934.0,151.0,31.0,4913366.0,129113505.0
164472181.0,36342.0,25843.8,4934.0,151.0,31.0,4913366.0,129113505.0
95312879.0,37527.0,25843.8,4934.0,151.0,31.0,4913366.0,129113505.0
119108935.0,37497.0,25843.8,4934.0,151.0,31.0,4913366.0,129113505.0
144002174.0,43058.0,25843.8,4934.0,151.0,31.0,4913366.0,129113505.0
42001753.0,23849.0,25843.8,4934.0,151.0,31.0,4913366.0,129113505.0
243827837.0,176531.0,230421.1,2779.0,2031.0,11.0,3792530.0,2335650952.0
309074439.0,330995.0,230421.1,2779.0,2031.0,11.0,3792530.0,2335650952.0
175552262.0,267486.0,230421.1,2779.0,2031.0,11.0,3792530.0,2335650952.0
184972998.0,255318.0,230421.1,2779.0,2031.0,11.0,3792530.0,2335650952.0
184153489.0,329388.0,230421.1,2779.0,2031.0,11.0,3792530.0,2335650952.0
90510531.0,301717.0,230421.1,2779.0,2031.0,11.0,3792530.0,2335650952.0
41713894.0,2160.0,5205.75,290.0,17.0,24.0,4255899.1875,801211521.5625
201422585.0,8029.0,5205.75,290.0,17.0,24.0,4255899.1875,801211521.5625
169366710.0,9233.0,5205.75,290.0,17.0,24.0,4255899.1875,801211521.5625
179482417.0,8866.0,5205.75,290.0,17.0,24.0,4255899.1875,801211521.5625
208156467.0,7629.0,5205.75,290.0,17.0,24.0,4255899.1875,801211521.5625
24940.0,2953.0,5205.75,290.0,17.0,24.0,4255899.1875,801211521.5625
981279331.0,131669.0,173095.0,17175.0,436.0,58.0,5082667.0,827566344.0
1406277934.0,280080.0,173095.0,17175.0,436.0,58.0,5082667.0,827566344.0
715586130.0,200299.0,173095.0,17175.0,436.0,58.0,5082667.0,827566344.0
717410160.0,172795.0,173095.0,17175.0,436.0,58.0,5082667.0,827566344.0
746538548.0,209091.0,173095.0,17175.0,436.0,58.0,5082667.0,827566344.0
220904459.0,185394.0,173095.0,17175.0,436.0,58.0,5082667.0,827566344.0
102260337.0,55535.0,73726.8,5716.0,391.0,79.0,6241887.0,438625881.0
135533671.0,123985.0,73726.8,5716.0,391.0,79.0,6241887.0,438625881.0
88554633.0,95645.0,73726.8,5716.0,391.0,79.0,6241887.0,438625881.0
83225741.0,82944.0,73726.8,5716.0,391.0,79.0,6241887.0,438625881.0
96773729.0,92226.0,73726.8,5716.0,391.0,79.0,6241887.0,438625881.0
19954086.0,65469.0,73726.8,5716.0,391.0,79.0,6241887.0,438625881.0
143824992.0,35205.0,54005.4,17557.0,493.0,34.0,4006812.0,409958750.0
196113842.0,74727.0,54005.4,17557.0,493.0,34.0,4006812.0,409958750.0
126112647.0,77135.0,54005.4,17557.0,493.0,34.0,4006812.0,409958750.0
145318373.0,77227.0,54005.4,17557.0,493.0,34.0,4006812.0,409958750.0
206799741.0,93808.0,54005.4,17557.0,493.0,34.0,4006812.0,409958750.0
54124172.0,53784.0,54005.4,17557.0,493.0,34.0,4006812.0,409958750.0
398148467.0,52599.0,101889.75,43324.0,508.0,86.0,4017738.0,1108323437.0
713819149.0,155737.0,101889.75,43324.0,508.0,86.0,4017738.0,1108323437.0
499330303.0,175081.0,101889.75,43324.0,508.0,86.0,4017738.0,1108323437.0
601956044.0,176669.0,101889.75,43324.0,508.0,86.0,4017738.0,1108323437.0
824348045.0,191648.0,101889.75,43324.0,508.0,86.0,4017738.0,1108323437.0
106267965.0,67162.0,101889.75,43324.0,508.0,86.0,4017738.0,1108323437.0
12447662.0,19154.0,36200.7,9166.0,111.0,12.0,5720607.0,631320946.0
30719643.0,55384.0,36200.7,9166.0,111.0,12.0,5720607.0,631320946.0
28050401.0,62782.0,36200.7,9166.0,111.0,12.0,5720607.0,631320946.0
43419412.0,62505.0,36200.7,9166.0,111.0,12.0,5720607.0,631320946.0
48725296.0,65551.0,36200.7,9166.0,111.0,12.0,5720607.0,631320946.0
2852251.0,21325.0,36200.7,9166.0,111.0,12.0,5720607.0,631320946.0
490754443.0,22905.0,32008.65,12418.0,437.0,41.0,3868336.0,181022561.0
899211005.0,45269.0,32008.65,12418.0,437.0,41.0,3868336.0,181022561.0
566262865.0,41221.0,32008.65,12418.0,437.0,41.0,3868336.0,181022561.0
600913579.0,42549.0,32008.65,12418.0,437.0,41.0,3868336.0,181022561.0
991639316.0,52566.0,32008.65,12418.0,437.0,41.0,3868336.0,181022561.0
222861327.0,36426.0,32008.65,12418.0,437.0,41.0,3868336.0,181022561.0
152525640.0,16534.0,26717.1,298.0,83.0,30.0,3250126.0,402347163.0
211466755.0,44595.0,26717.1,298.0,83.0,30.0,3250126.0,402347163.0
108948378.0,38377.0,26717.1,298.0,83.0,30.0,3250126.0,402347163.0
92992144.0,34210.0,26717.1,298.0,83.0,30.0,3250126.0,402347163.0
100502936.0,34963.0,26717.1,298.0,83.0,30.0,3250126.0,402347163.0
43559366.0,19555.0,26717.1,298.0,83.0,30.0,3250126.0,402347163.0
189537268.0,4774.0,11205.5,15904.0,18.0,35.0,4255899.1875,801211521.5625
454381574.0,17399.0,11205.5,15904.0,18.0,35.0,4255899.1875,801211521.5625
339559106.0,19919.0,11205.5,15904.0,18.0,35.0,4255899.1875,801211521.5625
348038239.0,19257.0,11205.5,15904.0,18.0,35.0,4255899.1875,801211521.5625
415405936.0,17169.0,11205.5,15904.0,18.0,35.0,4255899.1875,801211521.5625
36532940.0,6336.0,11205.5,15904.0,18.0,35.0,4255899.1875,801211521.5625
170787599.0,35276.0,49202.0,1683.0,281.0,3.0,4000404.0,337670218.0
201745719.0,70279.0,49202.0,1683.0,281.0,3.0,4000404.0,337670218.0
139313037.0,60795.0,49202.0,1683.0,281.0,3.0,4000404.0,337670218.0
137685919.0,58121.0,49202.0,1683.0,281.0,3.0,4000404.0,337670218.0
130495008.0,66960.0,49202.0,1683.0,281.0,3.0,4000404.0,337670218.0
82512722.0,64378.0,49202.0,1683.0,281.0,3.0,4000404.0,337670218.0
46781161.0,28798.0,33433.85,117.0,571.0,2.0,2526010.0,531557003.0
63866187.0,32842.0,33433.85,117.0,571.0,2.0,2526010.0,531557003.0
35027971.0,25707.0,33433.85,117.0,571.0,2.0,2526010.0,531557003.0
28246048.0,26364.0,33433.85,117.0,571.0,2.0,2526010.0,531557003.0
35910059.0,51857.0,33433.85,117.0,571.0,2.0,2526010.0,531557003.0
40911051.0,69443.0,33433.85,117.0,571.0,2.0,2526010.0,531557003.0
481016736.0,335564.0,407379.75,3430.0,4495.0,12.0,2909460.0,4481561126.0
543023794.0,438449.0,407379.75,3430.0,4495.0,12.0,2909460.0,4481561126.0
274101218.0,353404.0,407379.75,3430.0,4495.0,12.0,2909460.0,4481561126.0
207228487.0,362907.0,407379.75,3430.0,4495.0,12.0,2909460.0,4481561126.0
241066750.0,645717.0,407379.75,3430.0,4495.0,12.0,2909460.0,4481561126.0
375572984.0,746052.0,407379.75,3430.0,4495.0,12.0,2909460.0,4481561126.0
154748818.0,81531.0,115221.85,1251.0,1088.0,7.0,3496418.0,1591782820.0
205993418.0,139808.0,115221.85,1251.0,1088.0,7.0,3496418.0,1591782820.0
114608416.0,145664.0,115221.85,1251.0,1088.0,7.0,3496418.0,1591782820.0
150530671.0,152137.0,115221.85,1251.0,1088.0,7.0,3496418.0,1591782820.0
153753471.0,190165.0,115221.85,1251.0,1088.0,7.0,3496418.0,1591782820.0
96316386.0,168255.0,115221.85,1251.0,1088.0,7.0,3496418.0,1591782820.0
128921449.0,62086.0,84347.8,962.0,1314.0,1.0,3318129.0,1444220522.0
178048806.0,110219.0,84347.8,962.0,1314.0,1.0,3318129.0,1444220522.0
105117974.0,105984.0,84347.8,962.0,1314.0,1.0,3318129.0,1444220522.0
116624195.0,106143.0,84347.8,962.0,1314.0,1.0,3318129.0,1444220522.0
102914439.0,133766.0,84347.8,962.0,1314.0,1.0,3318129.0,1444220522.0
74733944.0,116465.0,84347.8,962.0,1314.0,1.0,3318129.0,1444220522.0
106678105.0,93048.0,119129.75,1139.0,1500.0,0.0,3218797.0,1570369626.0
146481475.0,147968.0,119129.75,1139.0,1500.0,0.0,3218797.0,1570369626.0
90441555.0,137749.0,119129.75,1139.0,1500.0,0.0,3218797.0,1570369626.0
70371173.0,138501.0,119129.75,1139.0,1500.0,0.0,3218797.0,1570369626.0
81848366.0,189218.0,119129.75,1139.0,1500.0,0.0,3218797.0,1570369626.0
59150194.0,167876.0,119129.75,1139.0,1500.0,0.0,3218797.0,1570369626.0
29110405.0,70747.0,91326.0,377.0,864.0,5.0,3201729.0,924042436.0
29194112.0,113129.0,91326.0,377.0,864.0,5.0,3201729.0,924042436.0
16430271.0,102417.0,91326.0,377.0,864.0,5.0,3201729.0,924042436.0
14663172.0,108274.0,91326.0,377.0,864.0,5.0,3201729.0,924042436.0
9988560.0,145647.0,91326.0,377.0,864.0,5.0,3201729.0,924042436.0
18830453.0,139770.0,91326.0,377.0,864.0,5.0,3201729.0,924042436.0
402143701.0,85697.0,109200.9,1542.0,2549.0,1.0,3432046.0,3043232760.0
504590589.0,111419.0,109200.9,1542.0,2549.0,1.0,3432046.0,3043232760.0
245104764.0,101650.0,109200.9,1542.0,2549.0,1.0,3432046.0,3043232760.0
248545721.0,106256.0,109200.9,1542.0,2549.0,1.0,3432046.0,3043232760.0
223590905.0,176722.0,109200.9,1542.0,2549.0,1.0,3432046.0,3043232760.0
355232977.0,209244.0,109200.9,1542.0,2549.0,1.0,3432046.0,3043232760.0
60824513.0,38403.0,48186.55,2628.0,1003.0,4.0,3347336.0,1056500384.0
70040361.0,44400.0,48186.55,2628.0,1003.0,4.0,3347336.0,1056500384.0
35119350.0,41944.0,48186.55,2628.0,1003.0,4.0,3347336.0,1056500384.0
33923755.0,46611.0,48186.55,2628.0,1003.0,4.0,3347336.0,1056500384.0
27169358.0,79727.0,48186.55,2628.0,1003.0,4.0,3347336.0,1056500384.0
4972913.0,95525.0,48186.55,2628.0,1003.0,4.0,3347336.0,1056500384.0
208640497.0,30153.0,39333.6,10837.0,353.0,15.0,4853527.0,539131517.0
276219864.0,53933.0,39333.6,10837.0,353.0,15.0,4853527.0,539131517.0
205384857.0,43360.0,39333.6,10837.0,353.0,15.0,4853527.0,539131517.0
181415936.0,44108.0,39333.6,10837.0,353.0,15.0,4853527.0,539131517.0
217584101.0,59348.0,39333.6,10837.0,353.0,15.0,4853527.0,539131517.0
52769174.0,53609.0,39333.6,10837.0,353.0,15.0,4853527.0,539131517.0
74449280.0,78931.0,95210.4,578.0,1080.0,2.0,3250531.0,1119489213.0
91243472.0,108227.0,95210.4,578.0,1080.0,2.0,3250531.0,1119489213.0
43546305.0,88217.0,95210.4,578.0,1080.0,2.0,3250531.0,1119489213.0
45064748.0,94032.0,95210.4,578.0,1080.0,2.0,3250531.0,1119489213.0
60815110.0,140491.0,95210.4,578.0,1080.0,2.0,3250531.0,1119489213.0
11894114.0,165767.0,95210.4,578.0,1080.0,2.0,3250531.0,1119489213.0
90050477.0,19106.0,21851.7,148.0,340.0,0.0,2809700.0,275630230.0
117506405.0,25280.0,21851.7,148.0,340.0,0.0,2809700.0,275630230.0
46852744.0,20496.0,21851.7,148.0,340.0,0.0,2809700.0,275630230.0
51278463.0,21907.0,21851.7,148.0,340.0,0.0,2809700.0,275630230.0
69409040.0,33193.0,21851.7,148.0,340.0,0.0,2809700.0,275630230.0
31252446.0,38141.0,21851.7,148.0,340.0,0.0,2809700.0,275630230.0
198480914.0,53228.0,57266.6,361.0,907.0,4.0,3081543.0,895864770.0
231446350.0,73110.0,57266.6,361.0,907.0,4.0,3081543.0,895864770.0
126845942.0,52751.0,57266.6,361.0,907.0,4.0,3081543.0,895864770.0
112903164.0,52280.0,57266.6,361.0,907.0,4.0,3081543.0,895864770.0
147004539.0,79549.0,57266.6,361.0,907.0,4.0,3081543.0,895864770.0
92532209.0,96707.0,57266.6,361.0,907.0,4.0,3081543.0,895864770.0
146907242.0,105068.0,131805.45,1556.0,1912.0,9.0,3091267.0,1995713025.0
231555279.0,97054.0,131805.45,1556.0,1912.0,9.0,3091267.0,1995713025.0
103639575.0,77001.0,131805.45,1556.0,1912.0,9.0,3091267.0,1995713025.0
122251786.0,91598.0,131805.45,1556.0,1912.0,9.0,3091267.0,1995713025.0
110249741.0,219549.0,131805.45,1556.0,1912.0,9.0,3091267.0,1995713025.0
90849861.0,333899.0,131805.45,1556.0,1912.0,9.0,3091267.0,1995713025.0
110212934.0,70443.0,96114.95,444.0,904.0,2.0,3616235.0,1239122785.0
145466787.0,124318.0,96114.95,444.0,904.0,2.0,3616235.0,1239122785.0
66849355.0,106350.0,96114.95,444.0,904.0,2.0,3616235.0,1239122785.0
53512570.0,108340.0,96114.95,444.0,904.0,2.0,3616235.0,1239122785.0
61370131.0,143408.0,96114.95,444.0,904.0,2.0,3616235.0,1239122785.0
66706745.0,152808.0,96114.95,444.0,904.0,2.0,3616235.0,1239122785.0
290209703.0,257709.0,286405.6,2179.0,3681.0,7.0,4023815.0,3923283050.0
341057019.0,355879.0,286405.6,2179.0,3681.0,7.0,4023815.0,3923283050.0
158445660.0,224218.0,286405.6,2179.0,3681.0,7.0,4023815.0,3923283050.0
146641380.0,209998.0,286405.6,2179.0,3681.0,7.0,4023815.0,3923283050.0
148792716.0,381853.0,286405.6,2179.0,3681.0,7.0,4023815.0,3923283050.0
128673866.0,529113.0,286405.6,2179.0,3681.0,7.0,4023815.0,3923283050.0
44747195.0,48717.0,62250.7,494.0,797.0,16.0,3250126.0,402347163.0
60601761.0,63042.0,62250.7,494.0,797.0,16.0,3250126.0,402347163.0
34696053.0,54725.0,62250.7,494.0,797.0,16.0,3250126.0,402347163.0
41965242.0,58499.0,62250.7,494.0,797.0,16.0,3250126.0,402347163.0
52545974.0,102883.0,62250.7,494.0,797.0,16.0,3250126.0,402347163.0
28012305.0,114448.0,62250.7,494.0,797.0,16.0,3250126.0,402347163.0
704207138.0,285292.0,307167.15,1724.0,3441.0,49.0,3135357.0,7111260999.0
793118549.0,355716.0,307167.15,1724.0,3441.0,49.0,3135357.0,7111260999.0
319739683.0,253034.0,307167.15,1724.0,3441.0,49.0,3135357.0,7111260999.0
298002213.0,259207.0,307167.15,1724.0,3441.0,49.0,3135357.0,7111260999.0
377084134.0,452945.0,307167.15,1724.0,3441.0,49.0,3135357.0,7111260999.0
323822377.0,563343.0,307167.15,1724.0,3441.0,49.0,3135357.0,7111260999.0
195198873.0,21728.0,21584.0,268.0,2418.0,14.0,3614875.0,798255194.0
234727014.0,24489.0,21584.0,268.0,2418.0,14.0,3614875.0,798255194.0
118142654.0,16367.0,21584.0,268.0,2418.0,14.0,3614875.0,798255194.0
110673389.0,16227.0,21584.0,268.0,2418.0,14.0,3614875.0,798255194.0
182451206.0,30687.0,21584.0,268.0,2418.0,14.0,3614875.0,798255194.0
95338065.0,42286.0,21584.0,268.0,2418.0,14.0,3614875.0,798255194.0
753737527.0,276054.0,350609.65,12723.0,2397.0,107.0,3218459.0,3814667562.0
961536101.0,499040.0,350609.65,12723.0,2397.0,107.0,3218459.0,3814667562.0
444284097.0,424078.0,350609.65,12723.0,2397.0,107.0,3218459.0,3814667562.0
480898169.0,415062.0,350609.65,12723.0,2397.0,107.0,3218459.0,3814667562.0
730142973.0,524636.0,350609.65,12723.0,2397.0,107.0,3218459.0,3814667562.0
507523105.0,464281.0,350609.65,12723.0,2397.0,107.0,3218459.0,3814667562.0
302974768.0,227408.0,316241.5,6518.0,1777.0,44.0,3602514.0,2489687551.0
409667566.0,534080.0,316241.5,6518.0,1777.0,44.0,3602514.0,2489687551.0
253721476.0,436435.0,316241.5,6518.0,1777.0,44.0,3602514.0,2489687551.0
261556747.0,390853.0,316241.5,6518.0,1777.0,44.0,3602514.0,2489687551.0
286752729.0,382481.0,316241.5,6518.0,1777.0,44.0,3602514.0,2489687551.0
122064070.0,311599.0,316241.5,6518.0,1777.0,44.0,3602514.0,2489687551.0
1218765985.0,348284.0,454940.3,13076.0,3959.0,156.0,3167104.0,3373530633.0
1565084825.0,712274.0,454940.3,13076.0,3959.0,156.0,3167104.0,3373530633.0
786629689.0,572509.0,454940.3,13076.0,3959.0,156.0,3167104.0,3373530633.0
781244535.0,536927.0,454940.3,13076.0,3959.0,156.0,3167104.0,3373530633.0
1147994079.0,621648.0,454940.3,13076.0,3959.0,156.0,3167104.0,3373530633.0
687149966.0,512361.0,454940.3,13076.0,3959.0,156.0,3167104.0,3373530633.0
316076095.0,166759.0,264415.65,8579.0,598.0,215.0,3837465.0,1170392552.0
526656655.0,440478.0,264415.65,8579.0,598.0,215.0,3837465.0,1170392552.0
340510511.0,399194.0,264415.65,8579.0,598.0,215.0,3837465.0,1170392552.0
333338455.0,370706.0,264415.65,8579.0,598.0,215.0,3837465.0,1170392552.0
410423089.0,358818.0,264415.65,8579.0,598.0,215.0,3837465.0,1170392552.0
115132769.0,215434.0,264415.65,8579.0,598.0,215.0,3837465.0,1170392552.0
711615019.0,149845.0,214384.9,11725.0,1367.0,75.0,3360098.0,1867827087.0
1025918873.0,303069.0,214384.9,11725.0,1367.0,75.0,3360098.0,1867827087.0
569158325.0,291899.0,214384.9,11725.0,1367.0,75.0,3360098.0,1867827087.0
758401057.0,283996.0,214384.9,11725.0,1367.0,75.0,3360098.0,1867827087.0
814177753.0,322030.0,214384.9,11725.0,1367.0,75.0,3360098.0,1867827087.0
403964635.0,260165.0,214384.9,11725.0,1367.0,75.0,3360098.0,1867827087.0
648257743.0,184959.0,252806.7,13888.0,2983.0,68.0,3300184.0,2887323339.0
849969013.0,328679.0,252806.7,13888.0,2983.0,68.0,3300184.0,2887323339.0
509859772.0,319128.0,252806.7,13888.0,2983.0,68.0,3300184.0,2887323339.0
616704358.0,320784.0,252806.7,13888.0,2983.0,68.0,3300184.0,2887323339.0
896666385.0,408134.0,252806.7,13888.0,2983.0,68.0,3300184.0,2887323339.0
395509972.0,343863.0,252806.7,13888.0,2983.0,68.0,3300184.0,2887323339.0
1475413212.0,233812.0,305376.25,27363.0,4718.0,85.0,4243697.0,3473998985.0
1876682974.0,387777.0,305376.25,27363.0,4718.0,85.0,4243697.0,3473998985.0
1025702436.0,369744.0,305376.25,27363.0,4718.0,85.0,4243697.0,3473998985.0
1104934357.0,380535.0,305376.25,27363.0,4718.0,85.0,4243697.0,3473998985.0
1165386707.0,498313.0,305376.25,27363.0,4718.0,85.0,4243697.0,3473998985.0
665397498.0,439238.0,305376.25,27363.0,4718.0,85.0,4243697.0,3473998985.0
186352780.0,61896.0,98744.65,6384.0,596.0,22.0,3265276.0,1019509440.0
392056814.0,150812.0,98744.65,6384.0,596.0,22.0,3265276.0,1019509440.0
257533502.0,149327.0,98744.65,6384.0,596.0,22.0,3265276.0,1019509440.0
326762936.0,149170.0,98744.65,6384.0,596.0,22.0,3265276.0,1019509440.0
341339644.0,148363.0,98744.65,6384.0,596.0,22.0,3265276.0,1019509440.0
92875171.0,91131.0,98744.65,6384.0,596.0,22.0,3265276.0,1019509440.0
560961361.0,188034.0,263091.1,12628.0,1764.0,67.0,3258234.0,1889746203.0
727017307.0,348716.0,263091.1,12628.0,1764.0,67.0,3258234.0,1889746203.0
403054217.0,337919.0,263091.1,12628.0,1764.0,67.0,3258234.0,1889746203.0
431192492.0,337361.0,263091.1,12628.0,1764.0,67.0,3258234.0,1889746203.0
482850970.0,420249.0,263091.1,12628.0,1764.0,67.0,3258234.0,1889746203.0
269033129.0,332819.0,263091.1,12628.0,1764.0,67.0,3258234.0,1889746203.0
76547381.0,88419.0,123340.0,5611.0,224.0,51.0,3256289.0,813650624.0
112608623.0,204900.0,123340.0,5611.0,224.0,51.0,3256289.0,813650624.0
92334232.0,175654.0,123340.0,5611.0,224.0,51.0,3256289.0,813650624.0
105171885.0,163127.0,123340.0,5611.0,224.0,51.0,3256289.0,813650624.0
99485850.0,149025.0,123340.0,5611.0,224.0,51.0,3256289.0,813650624.0
40849491.0,109775.0,123340.0,5611.0,224.0,51.0,3256289.0,813650624.0
267010941.0,58539.0,83204.95,9664.0,940.0,38.0,3429613.0,401199127.0
388355981.0,113774.0,83204.95,9664.0,940.0,38.0,3429613.0,401199127.0
225321748.0,111888.0,83204.95,9664.0,940.0,38.0,3429613.0,401199127.0
295963129.0,112538.0,83204.95,9664.0,940.0,38.0,3429613.0,401199127.0
334279052.0,133020.0,83204.95,9664.0,940.0,38.0,3429613.0,401199127.0
144982603.0,103299.0,83204.95,9664.0,940.0,38.0,3429613.0,401199127.0
2521283591.0,353387.0,554901.8,58731.0,4337.0,172.0,3487230.0,3212597751.0
3674271274.0,839025.0,554901.8,58731.0,4337.0,172.0,3487230.0,3212597751.0
2491206954.0,893067.0,554901.8,58731.0,4337.0,172.0,3487230.0,3212597751.0
3047971317.0,892529.0,554901.8,58731.0,4337.0,172.0,3487230.0,3212597751.0
3109702756.0,927918.0,554901.8,58731.0,4337.0,172.0,3487230.0,3212597751.0
1371657577.0,541052.0,554901.8,58731.0,4337.0,172.0,3487230.0,3212597751.0
593771403.0,295059.0,369392.65,11531.0,5072.0,37.0,3332219.0,3913260246.0
750035050.0,427070.0,369392.65,11531.0,5072.0,37.0,3332219.0,3913260246.0
401620300.0,388953.0,369392.65,11531.0,5072.0,37.0,3332219.0,3913260246.0
471193184.0,398917.0,369392.65,11531.0,5072.0,37.0,3332219.0,3913260246.0
519276925.0,592348.0,369392.65,11531.0,5072.0,37.0,3332219.0,3913260246.0
377866379.0,633573.0,369392.65,11531.0,5072.0,37.0,3332219.0,3913260246.0
700164239.0,58986.0,80420.2,3427.0,598.0,11.0,3030210.0,534208860.0
907567180.0,104258.0,80420.2,3427.0,598.0,11.0,3030210.0,534208860.0
457408788.0,98218.0,80420.2,3427.0,598.0,11.0,3030210.0,534208860.0
572474501.0,100178.0,80420.2,3427.0,598.0,11.0,3030210.0,534208860.0
631350963.0,127380.0,80420.2,3427.0,598.0,11.0,3030210.0,534208860.0
433607819.0,108577.0,80420.2,3427.0,598.0,11.0,3030210.0,534208860.0
622820896.0,124159.0,193140.05,9363.0,565.0,81.0,3402858.0,1006064987.0
880767080.0,321398.0,193140.05,9363.0,565.0,81.0,3402858.0,1006064987.0
522485376.0,290857.0,193140.05,9363.0,565.0,81.0,3402858.0,1006064987.0
570479474.0,282833.0,193140.05,9363.0,565.0,81.0,3402858.0,1006064987.0
601810861.0,247396.0,193140.05,9363.0,565.0,81.0,3402858.0,1006064987.0
423474853.0,145865.0,193140.05,9363.0,565.0,81.0,3402858.0,1006064987.0
284302287.0,119456.0,155745.4,11549.0,1108.0,36.0,3463488.0,1479305382.0
338662707.0,200355.0,155745.4,11549.0,1108.0,36.0,3463488.0,1479305382.0
183479274.0,181820.0,155745.4,11549.0,1108.0,36.0,3463488.0,1479305382.0
216299202.0,179267.0,155745.4,11549.0,1108.0,36.0,3463488.0,1479305382.0
279084178.0,242983.0,155745.4,11549.0,1108.0,36.0,3463488.0,1479305382.0
144901049.0,220628.0,155745.4,11549.0,1108.0,36.0,3463488.0,1479305382.0
343370231.0,217929.0,308670.9,11735.0,793.0,77.0,4378212.0,1694893928.0
408237642.0,516410.0,308670.9,11735.0,793.0,77.0,4378212.0,1694893928.0
282553356.0,448936.0,308670.9,11735.0,793.0,77.0,4378212.0,1694893928.0
302752337.0,418409.0,308670.9,11735.0,793.0,77.0,4378212.0,1694893928.0
233471981.0,371928.0,308670.9,11735.0,793.0,77.0,4378212.0,1694893928.0
162575906.0,257335.0,308670.9,11735.0,793.0,77.0,4378212.0,1694893928.0
557054017.0,183749.0,246257.55,7726.0,920.0,88.0,3950137.0,1470778245.0
788507842.0,363701.0,246257.55,7726.0,920.0,88.0,3950137.0,1470778245.0
430102216.0,328813.0,246257.55,7726.0,920.0,88.0,3950137.0,1470778245.0
497586623.0,321424.0,246257.55,7726.0,920.0,88.0,3950137.0,1470778245.0
541685733.0,369275.0,246257.55,7726.0,920.0,88.0,3950137.0,1470778245.0
271819716.0,291534.0,246257.55,7726.0,920.0,88.0,3950137.0,1470778245.0
