,기준년코드,기준분기코드,행정동코드,행정동코드명,임대시세층구분코드,임대시세층구분명,보증금평균,월임대료평균,환산임대료평균,임대건수
316,2022,1,11680655,도곡1동,1,1층,3052278.0,155184.0,185707.0,62.0
317,2022,1,11680655,도곡1동,2,1층외,1752666.0,76756.0,94282.0,82.0
318,2022,1,11680656,도곡2동,0,전체층,2283840.0,131283.0,154121.0,172.0
319,2022,1,11680656,도곡2동,1,1층,2864523.0,185554.0,214200.0,54.0
320,2022,1,11680656,도곡2동,2,1층외,2018104.0,106447.0,126628.0,118.0
321,2022,1,11680660,개포1동,0,전체층,1472270.0,94669.0,109392.0,19.0
322,2022,1,11680660,개포1동,1,1층,1558977.0,146256.0,161846.0,8.0
323,2022,1,11680660,개포1동,2,1층외,1409210.0,57151.0,71243.0,11.0
324,2022,1,11680670,개포2동,0,전체층,3545790.0,123962.0,159420.0,130.0
325,2022,1,11680670,개포2동,1,1층,2685436.0,137191.0,164045.0,77.0
326,2022,1,11680670,개포2동,2,1층외,4795739.0,104743.0,152700.0,53.0
327,2022,1,11680690,개포4동,0,전체층,1785805.0,65942.0,83800.0,207.0
328,2022,1,11680690,개포4동,1,1층,1482160.0,81982.0,96804.0,111.0
329,2022,1,11680690,개포4동,2,1층외,2136894.0,47396.0,68765.0,96.0
330,2022,1,11680700,세곡동,0,전체층,3836626.0,108196.0,146562.0,173.0
331,2022,1,11680700,세곡동,1,1층,3403532.0,137382.0,171417.0,82.0
332,2022,1,11680700,세곡동,2,1층외,4226887.0,81896.0,124165.0,91.0
333,2022,1,11680720,일원본동,0,전체층,2927643.0,129618.0,158895.0,50.0
334,2022,1,11680720,일원본동,1,1층,3842164.0,167288.0,205709.0,30.0
335,2022,1,11680720,일원본동,2,1층외,1555861.0,73114.0,88672.0,20.0
336,2022,1,11680730,일원1동,0,전체층,2210583.0,90315.0,112421.0,110.0
337,2022,1,11680730,일원1동,1,1층,2320736.0,125944.0,149151.0,69.0
338,2022,1,11680730,일원1동,2,1층외,2025203.0,30355.0,50607.0,41.0
339,2022,1,11680740,일원2동,0,전체층,3163701.0,112420.0,144057.0,60.0
340,2022,1,11680740,일원2동,1,1층,4395807.0,229218.0,273176.0,17.0
341,2022,1,11680740,일원2동,2,1층외,2676589.0,66244.0,93010.0,43.0
342,2022,1,11680750,수서동,0,전체층,1949330.0,120028.0,139521.0,95.0
343,2022,1,11680750,수서동,1,1층,3101803.0,146427.0,177445.0,32.0
344,2022,1,11680750,수서동,2,1층외,1363947.0,106619.0,120259.0,63.0
345,2022,2,11680510,신사동,2,1층외,1363178.0,100324.0,113956.0,124.0
346,2022,2,11680640,역삼1동,1,1층,2262619.0,147368.0,169994.0,136.0
347,2022,2,11680545,압구정동,1,1층,2922145.0,175923.0,205144.0,48.0
348,2022,2,11680650,역삼2동,2,1층외,1438571.0,117812.0,132198.0,96.0
349,2022,2,11680670,개포2동,2,1층외,5269726.0,147725.0,200422.0,26.0
350,2022,2,11680740,일원2동,2,1층외,5007488.0,45761.0,95836.0,13.0
351,2022,2,11680700,세곡동,1,1층,2703570.0,130133.0,157169.0,33.0
352,2022,2,11680700,세곡동,2,1층외,3271930.0,99271.0,131991.0,32.0
353,2022,2,11680750,수서동,2,1층외,2250171.0,163620.0,186121.0,32.0
354,2022,2,11680521,논현1동,2,1층외,1459169.0,125968.0,140559.0,143.0
355,2022,2,11680565,청담동,2,1층외,2388906.0,101809.0,125698.0,120.0
356,2022,2,11680565,청담동,1,1층,2641748.0,178925.0,205342.0,50.0
357,2022,2,11680610,대치2동,2,1층외,1193621.0,107674.0,119610.0,80.0
358,2022,2,11680660,개포1동,1,1층,0.0,0.0,0.0,2.0
359,2022,2,11680640,역삼1동,0,전체층,1555433.0,145202.0,160757.0,509.0
360,2022,2,11680656,도곡2동,0,전체층,3552148.0,119526.0,155047.0,68.0
361,2022,2,11680580,삼성1동,0,전체층,1271824.0,224044.0,236762.0,108.0
362,2022,2,11680750,수서동,0,전체층,2332163.0,169948.0,193270.0,39.0
363,2022,2,11680600,대치1동,0,전체층,4460980.0,161488.0,206098.0,43.0
364,2022,2,11680670,개포2동,0,전체층,3758743.0,153039.0,190626.0,58.0
365,2022,2,11680521,논현1동,0,전체층,1758649.0,136419.0,154005.0,220.0
366,2022,2,11680630,대치4동,0,전체층,2480394.0,130557.0,155361.0,159.0
367,2022,2,11680545,압구정동,0,전체층,2920158.0,122530.0,151732.0,141.0
368,2022,2,11680650,역삼2동,0,전체층,1741195.0,135433.0,152845.0,130.0
369,2022,2,11680690,개포4동,0,전체층,1360384.0,75241.0,88844.0,84.0
370,2022,2,11680660,개포1동,0,전체층,0.0,0.0,0.0,4.0
371,2022,2,11680510,신사동,0,전체층,1865844.0,134639.0,153298.0,179.0
372,2022,2,11680610,대치2동,0,전체층,1624319.0,119729.0,135972.0,115.0
373,2022,2,11680720,일원본동,0,전체층,3737114.0,170098.0,207469.0,22.0
374,2022,2,11680655,도곡1동,0,전체층,2687326.0,138345.0,165218.0,64.0
375,2022,2,11680565,청담동,0,전체층,2463271.0,124490.0,149122.0,170.0
376,2022,2,11680730,일원1동,0,전체층,2487588.0,109904.0,134780.0,48.0
377,2022,2,11680740,일원2동,0,전체층,0.0,0.0,0.0,17.0
378,2022,2,11620685,신사동,0,전체층,1485211.0,82032.0,96884.0,83.0
379,2022,2,11680531,논현2동,0,전체층,1887323.0,117348.0,136221.0,262.0
380,2022,2,11680590,삼성2동,0,전체층,1703503.0,153739.0,170774.0,140.0
381,2022,2,11680700,세곡동,0,전체층,2983378.0,114940.0,144773.0,65.0
382,2022,2,11620685,신사동,2,1층외,1169407.0,44715.0,56409.0,30.0
383,2022,2,11680590,삼성2동,1,1층,2265235.0,155780.0,178432.0,49.0
384,2022,2,11680580,삼성1동,1,1층,2585684.0,182293.0,208150.0,34.0
385,2022,2,11680531,논현2동,2,1층외,1792863.0,100533.0,118462.0,176.0
386,2022,2,11680531,논현2동,1,1층,2080635.0,151761.0,172567.0,86.0
387,2022,2,11680655,도곡1동,1,1층,4232271.0,147696.0,190019.0,25.0
388,2022,2,11680600,대치1동,2,1층외,5083922.0,104180.0,155019.0,22.0
389,2022,2,11680656,도곡2동,1,1층,2205058.0,149365.0,171415.0,17.0
390,2022,2,11680521,논현1동,1,1층,2314826.0,155827.0,178975.0,77.0
391,2022,2,11680656,도곡2동,2,1층외,4001179.0,109580.0,149591.0,51.0
392,2022,2,11680630,대치4동,2,1층외,2114384.0,94003.0,115147.0,103.0
393,2022,2,11680670,개포2동,1,1층,2531070.0,157356.0,182667.0,32.0
394,2022,2,11680720,일원본동,1,1층,4417176.0,190595.0,234766.0,17.0
395,2022,2,11680740,일원2동,1,1층,0.0,0.0,0.0,4.0
396,2022,2,11680655,도곡1동,2,1층외,1696976.0,132350.0,149320.0,39.0
397,2022,2,11680590,삼성2동,2,1층외,1401031.0,152640.0,166651.0,91.0
398,2022,2,11680600,대치1동,1,1층,3808374.0,221525.0,259609.0,21.0
399,2022,2,11680610,대치2동,1,1층,2608773.0,147282.0,173370.0,35.0
400,2022,2,11680580,삼성1동,2,1층외,668158.0,243227.0,249909.0,74.0
401,2022,2,11680660,개포1동,2,1층외,0.0,0.0,0.0,2.0
402,2022,2,11680630,대치4동,1,1층,3153590.0,197791.0,229327.0,56.0
403,2022,2,11680640,역삼1동,2,1층외,1297585.0,144413.0,157389.0,373.0
404,2022,2,11680650,역삼2동,1,1층,2595665.0,185185.0,211142.0,34.0
405,2022,2,11680720,일원본동,2,1층외,1424904.0,100411.0,114660.0,5.0
406,2022,2,11680730,일원1동,2,1층외,2778847.0,33508.0,61297.0,14.0
407,2022,2,11620685,신사동,1,1층,1663968.0,103155.0,119795.0,53.0
408,2022,2,11680510,신사동,1,1층,2999128.0,212004.0,241995.0,55.0
409,2022,2,11680545,압구정동,2,1층외,2919133.0,94972.0,124164.0,93.0
410,2022,2,11680690,개포4동,2,1층외,1522981.0,53295.0,68524.0,36.0
411,2022,2,11680690,개포4동,1,1층,1238436.0,91700.0,104084.0,48.0
412,2022,2,11680730,일원1동,1,1층,2367658.0,141361.0,165038.0,34.0
413,2022,2,11680750,수서동,1,1층,2706987.0,198880.0,225950.0,7.0
414,2022,3,11680590,삼성2동,1,1층,2571677.0,182675.0,208392.0,51.0
415,2022,3,11680580,삼성1동,1,1층,2480807.0,223658.0,248466.0,25.0
416,2022,3,11680510,신사동,2,1층외,1146494.0,103360.0,114825.0,112.0
417,2022,3,11680640,역삼1동,1,1층,2462067.0,150252.0,174873.0,104.0
418,2022,3,11680545,압구정동,1,1층,2707686.0,174312.0,201389.0,43.0
419,2022,3,11680650,역삼2동,2,1층외,1812241.0,112155.0,130277.0,83.0
420,2022,3,11680670,개포2동,2,1층외,6372402.0,123771.0,187495.0,22.0
421,2022,3,11680700,세곡동,1,1층,2615027.0,133151.0,159301.0,26.0
422,2022,3,11680700,세곡동,2,1층외,3712669.0,128483.0,165610.0,32.0
423,2022,3,11680740,일원2동,2,1층외,3923936.0,54348.0,93587.0,10.0
424,2022,3,11680750,수서동,2,1층외,2028659.0,129084.0,149371.0,28.0
425,2022,3,11680521,논현1동,2,1층외,1510038.0,130331.0,145432.0,151.0
426,2022,3,11680565,청담동,2,1층외,2303137.0,115242.0,138274.0,97.0
427,2022,3,11680565,청담동,1,1층,2757346.0,184357.0,211930.0,37.0
428,2022,3,11680610,대치2동,2,1층외,1097215.0,119156.0,130128.0,75.0
429,2022,3,11680660,개포1동,1,1층,0.0,0.0,0.0,2.0
430,2022,3,11680655,도곡1동,2,1층외,3323383.0,147253.0,180487.0,40.0
431,2022,3,11680590,삼성2동,2,1층외,1178900.0,171040.0,182829.0,85.0
432,2022,3,11680600,대치1동,1,1층,3516170.0,213213.0,248375.0,18.0
433,2022,3,11680610,대치2동,1,1층,1983962.0,174179.0,194018.0,29.0
434,2022,3,11680580,삼성1동,2,1층외,831760.0,243327.0,251645.0,82.0
435,2022,3,11680660,개포1동,2,1층외,0.0,0.0,0.0,2.0
436,2022,3,11680640,역삼1동,0,전체층,1736131.0,144614.0,161975.0,429.0
437,2022,3,11680656,도곡2동,0,전체층,3111528.0,108845.0,139960.0,58.0
438,2022,3,11680580,삼성1동,0,전체층,1217051.0,238732.0,250902.0,107.0
439,2022,3,11680750,수서동,0,전체층,2079592.0,134728.0,155523.0,34.0
440,2022,3,11680600,대치1동,0,전체층,4192114.0,167329.0,209250.0,35.0
441,2022,3,11680670,개포2동,0,전체층,4461659.0,142602.0,187218.0,45.0
442,2022,3,11680521,논현1동,0,전체층,1899839.0,146889.0,165888.0,221.0
443,2022,3,11680545,압구정동,0,전체층,3101902.0,135918.0,166937.0,128.0
444,2022,3,11680630,대치4동,0,전체층,2673241.0,133260.0,159992.0,121.0
445,2022,3,11680650,역삼2동,0,전체층,2038384.0,131232.0,151616.0,110.0
446,2022,3,11680690,개포4동,0,전체층,1203696.0,81171.0,93208.0,77.0
447,2022,3,11680660,개포1동,0,전체층,0.0,0.0,0.0,4.0
448,2022,3,11680510,신사동,0,전체층,1640081.0,134758.0,151159.0,160.0
449,2022,3,11680610,대치2동,0,전체층,1344481.0,134499.0,147944.0,104.0
450,2022,3,11680720,일원본동,0,전체층,0.0,0.0,0.0,16.0
451,2022,3,11680655,도곡1동,0,전체층,3255643.0,153867.0,186423.0,63.0
452,2022,3,11680565,청담동,0,전체층,2428553.0,134326.0,158612.0,134.0
453,2022,3,11680730,일원1동,0,전체층,1560737.0,101051.0,116658.0,32.0
454,2022,3,11680740,일원2동,0,전체층,4667438.0,153040.0,199714.0,16.0
455,2022,3,11620685,신사동,0,전체층,1628513.0,95310.0,111595.0,113.0
456,2022,3,11680531,논현2동,0,전체층,1920186.0,110464.0,129666.0,227.0
457,2022,3,11680590,삼성2동,0,전체층,1701191.0,175403.0,192415.0,136.0
458,2022,3,11680700,세곡동,0,전체층,3220623.0,130576.0,162782.0,58.0
459,2022,3,11680630,대치4동,1,1층,3691037.0,207654.0,244564.0,37.0
460,2022,3,11680640,역삼1동,2,1층외,1503831.0,142810.0,157848.0,325.0
461,2022,3,11680650,역삼2동,1,1층,2733565.0,189879.0,217215.0,27.0
462,2022,3,11680720,일원본동,2,1층외,0.0,0.0,0.0,3.0
463,2022,3,11680730,일원1동,2,1층외,774881.0,31909.0,39658.0,11.0
464,2022,3,11620685,신사동,1,1층,1823568.0,113248.0,131484.0,81.0
465,2022,3,11680510,신사동,1,1층,2791785.0,208020.0,235938.0,48.0
466,2022,3,11680545,압구정동,2,1층외,3301329.0,116496.0,149509.0,85.0
467,2022,3,11680690,개포4동,2,1층외,1091833.0,70149.0,81067.0,40.0
468,2022,3,11680690,개포4동,1,1층,1324628.0,93086.0,106332.0,37.0
469,2022,3,11680730,일원1동,1,1층,1972376.0,137268.0,156991.0,21.0
470,2022,3,11680750,수서동,1,1층,2317284.0,161064.0,184237.0,6.0
471,2022,3,11620685,신사동,2,1층외,1134779.0,49902.0,61250.0,32.0
472,2022,3,11680531,논현2동,2,1층외,1817018.0,97074.0,115244.0,168.0
473,2022,3,11680531,논현2동,1,1층,2213952.0,148590.0,170729.0,59.0
474,2022,3,11680655,도곡1동,1,1층,3137834.0,165369.0,196748.0,23.0
475,2022,3,11680600,대치1동,2,1층외,4907818.0,118746.0,167824.0,17.0
476,2022,3,11680656,도곡2동,1,1층,1871860.0,147658.0,166376.0,11.0
477,2022,3,11680521,논현1동,1,1층,2740695.0,182607.0,210014.0,70.0
478,2022,3,11680656,도곡2동,2,1층외,3401663.0,99761.0,133778.0,47.0
479,2022,3,11680630,대치4동,2,1층외,2224926.0,100491.0,122740.0,84.0
480,2022,3,11680670,개포2동,1,1층,2633992.0,160613.0,186953.0,23.0
481,2022,3,11680720,일원본동,1,1층,9866149.0,114223.0,212884.0,13.0
482,2022,3,11680740,일원2동,1,1층,5906609.0,317527.0,376593.0,6.0
483,2022,4,11680590,삼성2동,2,1층외,1312205.0,164525.0,177648.0,87.0
484,2022,4,11680590,삼성2동,1,1층,2439531.0,179202.0,203598.0,56.0
485,2022,4,11680590,삼성2동,0,전체층,1753676.0,170273.0,187810.0,143.0
486,2022,4,11680580,삼성1동,2,1층외,651951.0,272867.0,279386.0,93.0
487,2022,4,11680580,삼성1동,1,1층,2512523.0,182961.0,208086.0,26.0
488,2022,4,11680580,삼성1동,0,전체층,1058462.0,253223.0,263808.0,119.0
489,2022,4,11680510,신사동,1,1층,2637538.0,210258.0,236633.0,42.0
490,2022,4,11680510,신사동,0,전체층,1554882.0,137818.0,153367.0,150.0
491,2022,4,11680510,신사동,2,1층외,1133849.0,109647.0,120985.0,108.0
492,2022,4,11680640,역삼1동,2,1층외,1410669.0,139660.0,153766.0,346.0
493,2022,4,11680640,역삼1동,0,전체층,1688924.0,143264.0,160153.0,445.0
494,2022,4,11680640,역삼1동,1,1층,2661413.0,155859.0,182473.0,99.0
495,2022,4,11680545,압구정동,2,1층외,3511502.0,131227.0,166342.0,90.0
496,2022,4,11680545,압구정동,0,전체층,3294239.0,148020.0,180962.0,131.0
497,2022,4,11680545,압구정동,1,1층,2817322.0,184882.0,213055.0,41.0
498,2022,4,11680650,역삼2동,1,1층,2514045.0,193666.0,218806.0,32.0
499,2022,4,11680650,역삼2동,0,전체층,1728050.0,139114.0,156395.0,128.0
500,2022,4,11680650,역삼2동,2,1층외,1466051.0,120931.0,135591.0,96.0
501,2022,4,11680670,개포2동,1,1층,2813043.0,171281.0,199412.0,21.0
502,2022,4,11680670,개포2동,0,전체층,4476127.0,155695.0,200456.0,45.0
503,2022,4,11680670,개포2동,2,1층외,5931325.0,142057.0,201370.0,24.0
504,2022,4,11680700,세곡동,2,1층외,3290018.0,105575.0,138476.0,36.0
505,2022,4,11680700,세곡동,1,1층,2518013.0,149017.0,174197.0,26.0
506,2022,4,11680700,세곡동,0,전체층,2966274.0,123793.0,153456.0,62.0
507,2022,4,11680740,일원2동,1,1층,4974873.0,310193.0,359942.0,6.0
508,2022,4,11680740,일원2동,0,전체층,4069628.0,176516.0,217212.0,19.0
509,2022,4,11680740,일원2동,2,1층외,3651822.0,114818.0,151336.0,13.0
510,2022,4,11680750,수서동,1,1층,2317284.0,161064.0,184237.0,6.0
511,2022,4,11680750,수서동,0,전체층,2495553.0,125941.0,150896.0,29.0
512,2022,4,11680750,수서동,2,1층외,2542058.0,116778.0,142199.0,23.0
513,2022,4,11680521,논현1동,1,1층,2618541.0,180201.0,206387.0,70.0
514,2022,4,11680521,논현1동,0,전체층,1886661.0,145730.0,164597.0,224.0
515,2022,4,11680521,논현1동,2,1층외,1553988.0,130061.0,145601.0,154.0
516,2022,4,11680565,청담동,0,전체층,2834549.0,133960.0,162306.0,145.0
517,2022,4,11680565,청담동,1,1층,2586986.0,179463.0,205333.0,34.0
518,2022,4,11680565,청담동,2,1층외,2910379.0,120022.0,149126.0,111.0
519,2022,4,11680610,대치2동,1,1층,2111750.0,208453.0,229570.0,24.0
520,2022,4,11680610,대치2동,0,전체층,1232587.0,148915.0,161241.0,104.0
521,2022,4,11680610,대치2동,2,1층외,968838.0,131053.0,140742.0,80.0
522,2022,4,11680660,개포1동,2,1층외,0.0,0.0,0.0,2.0
523,2022,4,11680660,개포1동,0,전체층,0.0,0.0,0.0,4.0
524,2022,4,11680660,개포1동,1,1층,0.0,0.0,0.0,2.0
525,2022,4,11680655,도곡1동,1,1층,3299735.0,167436.0,200433.0,22.0
526,2022,4,11680655,도곡1동,2,1층외,3494117.0,157530.0,192471.0,37.0
527,2022,4,11680655,도곡1동,0,전체층,3421635.0,161224.0,195440.0,59.0
528,2022,4,11680600,대치1동,2,1층외,4601557.0,142938.0,188954.0,21.0
529,2022,4,11680600,대치1동,1,1층,4458187.0,242584.0,287165.0,17.0
530,2022,4,11680600,대치1동,0,전체층,4537418.0,187516.0,232890.0,38.0
531,2022,4,11680656,도곡2동,2,1층외,3730282.0,108613.0,145916.0,49.0
532,2022,4,11680656,도곡2동,1,1층,1581510.0,127080.0,142895.0,13.0
533,2022,4,11680656,도곡2동,0,전체층,3279733.0,112485.0,145283.0,62.0
534,2022,4,11680630,대치4동,2,1층외,2141259.0,99199.0,120612.0,90.0
535,2022,4,11680630,대치4동,1,1층,3292450.0,207825.0,240750.0,38.0
536,2022,4,11680630,대치4동,0,전체층,2483019.0,131448.0,156278.0,128.0
537,2022,4,11680690,개포4동,2,1층외,1157199.0,76992.0,88564.0,46.0
538,2022,4,11680690,개포4동,1,1층,1283102.0,88170.0,101001.0,40.0
539,2022,4,11680690,개포4동,0,전체층,1215758.0,82191.0,94349.0,86.0
540,2022,4,11680720,일원본동,1,1층,12795670.0,103169.0,231125.0,9.0
541,2022,4,11680720,일원본동,2,1층외,5541780.0,61986.0,117404.0,6.0
542,2022,4,11680720,일원본동,0,전체층,9894114.0,86696.0,185637.0,15.0
543,2022,4,11680730,일원1동,1,1층,1376618.0,93575.0,107341.0,14.0
544,2022,4,11680730,일원1동,2,1층외,2309086.0,57480.0,80571.0,13.0
545,2022,4,11680730,일원1동,0,전체층,1825584.0,76196.0,94451.0,27.0
546,2022,4,11620685,신사동,1,1층,1700082.0,110585.0,127585.0,99.0
547,2022,4,11620685,신사동,0,전체층,1727439.0,93353.0,110627.0,134.0
548,2022,4,11620685,신사동,2,1층외,1804819.0,44613.0,62661.0,35.0
549,2022,4,11680531,논현2동,1,1층,2478461.0,142196.0,166981.0,62.0
550,2022,4,11680531,논현2동,2,1층외,1934925.0,98166.0,117515.0,159.0
551,2022,4,11680531,논현2동,0,전체층,2087410.0,110518.0,131392.0,221.0
552,2023,1,11680590,삼성2동,2,1층외,,,161457.0,
553,2023,1,11680590,삼성2동,1,1층,,,185418.0,
554,2023,1,11680590,삼성2동,0,전체층,,,173437.0,
555,2023,1,11680580,삼성1동,2,1층외,,,296405.0,
556,2023,1,11680580,삼성1동,1,1층,,,146181.0,
557,2023,1,11680580,삼성1동,0,전체층,,,221293.0,
558,2023,1,11680510,신사동,1,1층,,,204484.0,
559,2023,1,11680510,신사동,0,전체층,,,177010.0,
560,2023,1,11680510,신사동,2,1층외,,,149535.0,
561,2023,1,11680640,역삼1동,2,1층외,,,155143.0,
562,2023,1,11680640,역삼1동,0,전체층,,,167232.0,
563,2023,1,11680640,역삼1동,1,1층,,,179321.0,
564,2023,1,11680545,압구정동,2,1층외,,,152752.0,
565,2023,1,11680545,압구정동,0,전체층,,,185519.0,
566,2023,1,11680545,압구정동,1,1층,,,218287.0,
567,2023,1,11680650,역삼2동,1,1층,,,197435.0,
568,2023,1,11680650,역삼2동,0,전체층,,,173621.0,
569,2023,1,11680650,역삼2동,2,1층외,,,149808.0,
570,2023,1,11680670,개포2동,1,1층,,,168969.0,
571,2023,1,11680670,개포2동,0,전체층,,,158892.0,
572,2023,1,11680670,개포2동,2,1층외,,,148816.0,
573,2023,1,11680700,세곡동,2,1층외,,,146175.0,
574,2023,1,11680700,세곡동,1,1층,,,191378.0,
575,2023,1,11680700,세곡동,0,전체층,,,168776.0,
576,2023,1,11680740,일원2동,1,1층,,,,
577,2023,1,11680740,일원2동,0,전체층,,,191506.0,
578,2023,1,11680740,일원2동,2,1층외,,,191506.0,
579,2023,1,11680750,수서동,1,1층,,,,
580,2023,1,11680750,수서동,0,전체층,,,104973.0,
581,2023,1,11680750,수서동,2,1층외,,,104973.0,
582,2023,1,11680521,논현1동,1,1층,,,219004.0,
583,2023,1,11680521,논현1동,0,전체층,,,174228.0,
584,2023,1,11680521,논현1동,2,1층외,,,129453.0,
585,2023,1,11680565,청담동,0,전체층,,,171914.0,
586,2023,1,11680565,청담동,1,1층,,,184430.0,
587,2023,1,11680565,청담동,2,1층외,,,159398.0,
588,2023,1,11680610,대치2동,1,1층,,,258565.0,
589,2023,1,11680610,대치2동,0,전체층,,,200171.0,
590,2023,1,11680610,대치2동,2,1층외,,,141778.0,
591,2023,1,11680660,개포1동,2,1층외,,,,
592,2023,1,11680660,개포1동,0,전체층,,,,
593,2023,1,11680660,개포1동,1,1층,,,,
594,2023,1,11680655,도곡1동,1,1층,,,172589.0,
595,2023,1,11680655,도곡1동,2,1층외,,,176951.0,
596,2023,1,11680655,도곡1동,0,전체층,,,174770.0,
597,2023,1,11680600,대치1동,2,1층외,,,219176.0,
598,2023,1,11680600,대치1동,1,1층,,,291267.0,
599,2023,1,11680600,대치1동,0,전체층,,,255221.0,
600,2023,1,11680656,도곡2동,2,1층외,,,130425.0,
601,2023,1,11680656,도곡2동,1,1층,,,162043.0,
602,2023,1,11680656,도곡2동,0,전체층,,,146234.0,
603,2023,1,11680630,대치4동,2,1층외,,,125014.0,
604,2023,1,11680630,대치4동,1,1층,,,212791.0,
605,2023,1,11680630,대치4동,0,전체층,,,168903.0,
606,2023,1,11680690,개포4동,2,1층외,,,91894.0,
607,2023,1,11680690,개포4동,1,1층,,,95471.0,
608,2023,1,11680690,개포4동,0,전체층,,,93682.0,
609,2023,1,11680720,일원본동,1,1층,,,,
610,2023,1,11680720,일원본동,2,1층외,,,183414.0,
611,2023,1,11680720,일원본동,0,전체층,,,183414.0,
612,2023,1,11680730,일원1동,1,1층,,,100933.0,
613,2023,1,11680730,일원1동,2,1층외,,,96027.0,
614,2023,1,11680730,일원1동,0,전체층,,,98480.0,
615,2023,1,11620685,신사동,1,1층,,,204484.0,
616,2023,1,11620685,신사동,0,전체층,,,177010.0,
617,2023,1,11620685,신사동,2,1층외,,,149535.0,
618,2023,1,11680531,논현2동,1,1층,,,186179.0,
619,2023,1,11680531,논현2동,2,1층외,,,137191.0,
620,2023,1,11680531,논현2동,0,전체층,,,161685.0,
621,2023,2,11680590,삼성2동,2,1층외,,,191637.0,
622,2023,2,11680590,삼성2동,1,1층,,,165487.0,
623,2023,2,11680590,삼성2동,0,전체층,,,178562.0,
624,2023,2,11680580,삼성1동,2,1층외,,,314772.0,
625,2023,2,11680580,삼성1동,1,1층,,,124763.0,
626,2023,2,11680580,삼성1동,0,전체층,,,219767.0,
627,2023,2,11680510,신사동,1,1층,,,214497.0,
628,2023,2,11680510,신사동,0,전체층,,,182060.0,
629,2023,2,11680510,신사동,2,1층외,,,149623.0,
630,2023,2,11680640,역삼1동,2,1층외,,,171563.0,
631,2023,2,11680640,역삼1동,0,전체층,,,174346.0,
632,2023,2,11680640,역삼1동,1,1층,,,177129.0,
633,2023,2,11680545,압구정동,2,1층외,,,148691.0,
634,2023,2,11680545,압구정동,0,전체층,,,198719.0,
635,2023,2,11680545,압구정동,1,1층,,,248747.0,
636,2023,2,11680650,역삼2동,1,1층,,,176840.0,
637,2023,2,11680650,역삼2동,0,전체층,,,171316.0,
638,2023,2,11680650,역삼2동,2,1층외,,,165793.0,
639,2023,2,11680670,개포2동,1,1층,,,176496.0,
640,2023,2,11680670,개포2동,0,전체층,,,159730.0,
641,2023,2,11680670,개포2동,2,1층외,,,142964.0,
642,2023,2,11680700,세곡동,2,1층외,,,120514.0,
643,2023,2,11680700,세곡동,1,1층,,,162746.0,
644,2023,2,11680700,세곡동,0,전체층,,,141630.0,
645,2023,2,11680740,일원2동,1,1층,,,,
646,2023,2,11680740,일원2동,0,전체층,,,217933.0,
647,2023,2,11680740,일원2동,2,1층외,,,217933.0,
648,2023,2,11680750,수서동,1,1층,,,,
649,2023,2,11680750,수서동,0,전체층,,,93337.0,
650,2023,2,11680750,수서동,2,1층외,,,93337.0,
651,2023,2,11680521,논현1동,1,1층,,,206568.0,
652,2023,2,11680521,논현1동,0,전체층,,,159312.0,
653,2023,2,11680521,논현1동,2,1층외,,,112056.0,
654,2023,2,11680565,청담동,0,전체층,,,175392.0,
655,2023,2,11680565,청담동,1,1층,,,167342.0,
656,2023,2,11680565,청담동,2,1층외,,,183443.0,
657,2023,2,11680610,대치2동,1,1층,,,198809.0,
658,2023,2,11680610,대치2동,0,전체층,,,173292.0,
659,2023,2,11680610,대치2동,2,1층외,,,147774.0,
660,2023,2,11680660,개포1동,2,1층외,,,,
661,2023,2,11680660,개포1동,0,전체층,,,,
662,2023,2,11680660,개포1동,1,1층,,,,
663,2023,2,11680655,도곡1동,1,1층,,,176079.0,
664,2023,2,11680655,도곡1동,2,1층외,,,148492.0,
665,2023,2,11680655,도곡1동,0,전체층,,,162285.0,
666,2023,2,11680600,대치1동,2,1층외,,,177229.0,
667,2023,2,11680600,대치1동,1,1층,,,305359.0,
668,2023,2,11680600,대치1동,0,전체층,,,241294.0,
669,2023,2,11680656,도곡2동,2,1층외,,,161017.0,
670,2023,2,11680656,도곡2동,1,1층,,,174258.0,
671,2023,2,11680656,도곡2동,0,전체층,,,167638.0,
672,2023,2,11680630,대치4동,2,1층외,,,118087.0,
673,2023,2,11680630,대치4동,1,1층,,,207705.0,
674,2023,2,11680630,대치4동,0,전체층,,,162896.0,
675,2023,2,11680690,개포4동,2,1층외,,,85640.0,
676,2023,2,11680690,개포4동,1,1층,,,90350.0,
677,2023,2,11680690,개포4동,0,전체층,,,87995.0,
678,2023,2,11680720,일원본동,1,1층,,,,
679,2023,2,11680720,일원본동,2,1층외,,,,
680,2023,2,11680720,일원본동,0,전체층,,,,
681,2023,2,11680730,일원1동,1,1층,,,130493.0,
682,2023,2,11680730,일원1동,2,1층외,,,125707.0,
683,2023,2,11680730,일원1동,0,전체층,,,128100.0,
684,2023,2,11620685,신사동,1,1층,,,214497.0,
685,2023,2,11620685,신사동,0,전체층,,,182060.0,
686,2023,2,11620685,신사동,2,1층외,,,149623.0,
687,2023,2,11680531,논현2동,1,1층,,,168654.0,
688,2023,2,11680531,논현2동,2,1층외,,,121501.0,
689,2023,2,11680531,논현2동,0,전체층,,,145078.0,
690,2023,3,11680590,삼성2동,2,1층외,,,190667.0,
691,2023,3,11680590,삼성2동,1,1층,,,158317.0,
