매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대1,시간대2,시간대3,시간대4,시간대5,분기_1,분기_2,분기_3,점포수,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,시간대_생활인구_수,평일_생활인구_평균,주말_생활인구_평균,집객시설_수,배후지_아파트_단지_수,배후지_아파트_가격_1_억_미만_세대_수,배후지_아파트_가격_1_억_세대_수,배후지_아파트_가격_2_억_세대_수,배후지_아파트_가격_3_억_세대_수,배후지_아파트_가격_4_억_세대_수,배후지_아파트_가격_5_억_세대_수,배후지_아파트_가격_6_억_이상_세대_수,시간대_버스_승하차승객수
66224.64938,2021,골목상권,2110989,대치동아우편취급국,0,0,1,0,0,1,0,0,9,1588,904,444,60,2,281,245,106,41,8,4,109899,107167.4,86481.0,1,278.0,21.0,1277.0,1407.0,571.0,459.0,106.0,614.0,0
81417.39877,2021,골목상권,2110992,도곡초등학교,0,0,1,0,0,1,0,0,18,7894,3681,2179,205,7,703,587,321,165,73,102,212543,256594.8,279206.5,3,464.0,26.0,1345.0,1158.0,660.0,378.0,192.0,2713.0,0
64427.80741,2021,골목상권,2110994,개포고등학교,0,0,1,0,0,1,0,0,6,1777,797,494,57,2,93,116,60,31,3,57,62953,81282.8,77705.5,18,71.0,2.0,93.0,116.0,60.0,31.0,3.0,1347.0,0
90514.52222,2021,골목상권,2110995,봉은사역 4번,0,0,1,0,0,1,0,0,3,2802,1097,5085,70,1,44,42,28,41,16,721,66125,76870.0,75101.5,5,147.0,1.0,66.0,113.0,64.0,91.0,75.0,3295.0,3187
107230.1259,2021,골목상권,2110996,대치2동주민센터,0,0,1,0,0,1,0,0,3,1430,682,1959,65,0,6,18,40,80,45,336,87036,96862.6,94865.0,8,212.0,5.0,212.0,342.0,182.0,162.0,110.0,3659.0,6833
172106.7291,2021,골목상권,2110997,대청초등학교,0,0,1,0,0,1,0,0,21,7187,3441,1724,133,0,139,432,164,37,28,36,285460,402343.0,388401.0,45,203.0,1.0,198.0,1025.0,630.0,445.0,202.0,1739.0,74877
176647.6519,2021,골목상권,2110999,윗방죽마을공원,0,0,1,0,0,1,0,0,6,3177,2401,268,2,0,1,5,10,0,1,0,10608,11417.2,12123.5,10,30.0,0.0,1.0,26.0,67.0,257.0,303.0,1632.0,28680
13233.84074,2021,골목상권,2111000,대왕초등학교(세곡동사거리서남측),0,0,1,0,0,1,0,0,3,444,201,39,0,0,0,0,0,0,0,0,10532,7879.6,7199.0,3,12.0,0.0,0.0,19.0,62.0,225.0,295.0,373.0,1338
141050.6667,2021,골목상권,2111002,한국교통안전공단 강남자동차검사소,0,0,1,0,0,1,0,0,3,317,0,317,0,0,0,0,0,0,0,0,72,27.6,96.0,5,,,,,,,,,2482
259313.9231,2021,골목상권,2110949,한남IC,0,0,1,0,0,0,1,0,6,564,281,1683,5,0,5,10,15,6,4,72,51403,49102.8,40226.0,3,78.0,3.0,253.0,145.0,89.0,27.0,59.0,1830.0,0
60556.3022,2021,골목상권,2110951,신사은행나무공원,0,0,1,0,0,0,1,0,4,979,574,273,16,3,77,37,7,11,3,23,80449,84468.2,68540.0,1,107.0,4.0,376.0,333.0,123.0,86.0,62.0,138.0,0
98840.64469,2021,골목상권,2110952,논현목련공원,0,0,1,0,0,0,1,0,3,868,571,117,27,0,120,93,26,13,2,3,20456,26030.2,25586.5,2,176.0,3.0,769.0,1030.0,125.0,132.0,94.0,168.0,0
50819.36813,2021,골목상권,2110954,국기원,0,0,1,0,0,0,1,0,4,448,303,636,3,0,28,2,3,0,0,1,74943,63287.8,59592.0,3,51.0,2.0,257.0,226.0,52.0,39.0,53.0,104.0,0
133463.2923,2021,골목상권,2110955,논현초등학교,0,0,1,0,0,0,1,0,30,7089,4515,3430,182,20,938,611,151,104,91,141,355761,413719.6,387919.0,12,414.0,33.0,2233.0,1792.0,350.0,260.0,143.0,428.0,0
209904.6026,2021,골목상권,2110957,언북중학교,0,0,1,0,0,0,1,0,6,1761,1088,1251,50,1,120,168,116,24,54,46,168623,154015.6,97957.0,7,91.0,8.0,208.0,570.0,149.0,34.0,61.0,240.0,0
205143.0733,2021,골목상권,2110958,역삼역 4번,0,0,1,0,0,0,1,0,3,861,544,994,29,4,151,61,24,8,16,26,75103,63935.0,38053.5,4,122.0,15.0,688.0,525.0,150.0,85.0,82.0,67.0,0
85766.72894,2021,골목상권,2110959,신구중학교,0,0,1,0,0,0,1,0,3,361,170,271,2,0,0,0,0,0,3,79,21710,18927.8,15359.0,3,59.0,6.0,77.0,67.0,50.0,26.0,69.0,487.0,0
144241.4835,2021,골목상권,2110960,은광여고,0,0,1,0,0,0,1,0,3,727,422,1522,16,21,106,42,8,21,7,34,15561,17158.8,15174.0,3,95.0,43.0,591.0,395.0,103.0,172.0,51.0,736.0,0
148576.3175,2021,골목상권,2110961,언주역 3번,0,0,1,0,0,0,1,0,9,2163,1335,962,56,0,231,194,84,53,12,94,202343,200280.2,159479.5,1,192.0,12.0,850.0,911.0,200.0,161.0,60.0,1032.0,0
113038.4066,2021,골목상권,2110963,역삼월드메르디앙아파트,0,0,1,0,0,0,1,0,3,1684,860,780,45,3,173,147,100,27,13,133,40682,50249.8,44176.0,1,192.0,37.0,762.0,886.0,325.0,220.0,154.0,1196.0,0
84726.85714,2021,골목상권,2110965,언주역 6번,0,0,1,0,0,0,1,0,3,2245,1500,1139,65,14,323,214,91,41,17,6,125426,124427.2,98746.0,2,223.0,34.0,1198.0,860.0,292.0,124.0,64.0,440.0,0
73124.14835,2021,골목상권,2110966,논현2동주민센터,0,0,1,0,0,0,1,0,6,2864,1577,1637,60,12,139,216,69,132,116,158,313711,286814.6,203277.0,5,109.0,16.0,211.0,285.0,150.0,163.0,126.0,1555.0,0
204640.1087,2021,골목상권,2110967,역삼역 8번,0,0,1,0,0,0,1,0,9,1279,864,377,33,3,211,83,61,9,4,22,93750,92800.2,68578.5,3,202.0,33.0,1152.0,753.0,316.0,120.0,63.0,56.0,0
297377.6435,2021,골목상권,2110971,선정릉역 4번,0,0,1,0,0,0,1,0,9,3870,2549,1542,131,34,725,636,125,68,27,48,110823,122304.0,102460.0,1,338.0,69.0,1572.0,1437.0,398.0,281.0,110.0,676.0,0
115942.5275,2021,골목상권,2110972,강남세브란스병원미래의학연구센터,0,0,1,0,0,0,1,0,3,1921,1003,2628,55,0,223,122,169,90,16,4,35375,39572.4,34628.0,2,217.0,35.0,789.0,666.0,453.0,255.0,157.0,1223.0,0
148190.2949,2021,골목상권,2110974,언주중학교,0,0,1,0,0,0,1,0,6,1513,796,292,58,4,186,161,60,23,20,88,95400,111938.6,102342.5,2,229.0,10.0,746.0,618.0,249.0,121.0,53.0,1733.0,0
226575.5667,2021,골목상권,2110975,매봉역 1번,0,0,1,0,0,0,1,0,7,890,353,10837,25,1,20,49,10,9,19,142,45538,43931.2,41035.5,12,78.0,30.0,60.0,56.0,45.0,36.0,46.0,1738.0,19256
83685.21612,2021,골목상권,2110976,언북초등학교,0,0,1,0,0,0,1,0,6,2022,1080,578,56,0,63,179,110,70,55,51,119300,113871.4,98528.5,2,137.0,20.0,319.0,263.0,382.0,166.0,109.0,1652.0,0
55710.14408,2021,골목상권,2110977,논현로18길,0,0,1,0,0,0,1,0,9,691,340,148,16,2,30,56,25,6,0,0,18187,18264.2,14834.5,0,205.0,59.0,572.0,751.0,544.0,58.0,31.0,57.0,0
73072.78388,2021,골목상권,2110980,개포지구대옆,0,0,1,0,0,0,1,0,3,2629,1125,663,77,9,153,231,220,22,12,54,61301,74523.6,66393.5,1,219.0,46.0,543.0,742.0,468.0,95.0,23.0,491.0,0
155487.6716,2021,골목상권,2110981,국악고교사거리,0,0,1,0,0,0,1,0,9,2118,907,361,55,14,127,219,196,12,12,0,59416,65029.2,60333.5,2,313.0,80.0,955.0,1219.0,766.0,128.0,52.0,8.0,0
77241.58242,2021,골목상권,2110982,강남구보훈회관,0,0,1,0,0,0,1,0,3,827,406,166,22,4,104,61,21,6,7,3,23431,28177.6,28496.5,1,134.0,16.0,403.0,250.0,126.0,55.0,42.0,3273.0,0
556304.5055,2021,골목상권,2110983,국립국악고등학교,0,0,1,0,0,0,1,0,3,2703,1231,783,66,10,167,234,131,48,11,10,43493,56425.0,55269.5,3,242.0,46.0,635.0,818.0,629.0,91.0,34.0,104.0,2907
220346.3077,2021,골목상권,2110984,포이초등학교(개포목련어린이공원),0,0,1,0,0,0,1,0,6,4267,1912,1556,106,27,365,331,208,76,25,35,103637,138650.4,133198.5,10,251.0,51.0,769.0,883.0,633.0,148.0,51.0,199.0,1985
183643.1978,2021,골목상권,2110985,청담근린공원,0,0,1,0,0,0,1,0,3,956,480,1338,27,0,14,44,37,37,5,102,37692,37006.4,34102.5,1,88.0,0.0,22.0,93.0,95.0,59.0,48.0,1786.0,0
96724.36996,2021,골목상권,2110988,청담역 3번,0,0,1,0,0,0,1,0,3,1289,463,1594,21,0,0,2,2,4,13,324,30284,28681.0,28646.0,2,63.0,2.0,38.0,98.0,34.0,12.0,42.0,2004.0,0
73611.9768,2021,골목상권,2110989,대치동아우편취급국,0,0,1,0,0,0,1,0,9,1588,904,444,60,2,281,245,106,41,8,4,111551,108986.0,87126.5,1,278.0,21.0,1277.0,1407.0,571.0,459.0,106.0,614.0,0
85518.52259,2021,골목상권,2110992,도곡초등학교,0,0,1,0,0,0,1,0,18,7894,3681,2179,205,7,703,587,321,165,73,102,194814,252357.2,285247.0,3,464.0,26.0,1345.0,1158.0,660.0,378.0,192.0,2713.0,0
72541.60256,2021,골목상권,2110994,개포고등학교,0,0,1,0,0,0,1,0,6,1777,797,494,57,2,93,116,60,31,3,57,63472,81889.2,74555.0,18,71.0,2.0,93.0,116.0,60.0,31.0,3.0,1347.0,0
112103.9084,2021,골목상권,2110995,봉은사역 4번,0,0,1,0,0,0,1,0,3,2802,1097,5085,70,1,44,42,28,41,16,721,66703,77652.2,76840.0,5,147.0,1.0,66.0,113.0,64.0,91.0,75.0,3295.0,3327
98512.28938,2021,골목상권,2110996,대치2동주민센터,0,0,1,0,0,0,1,0,3,1430,682,1959,65,0,6,18,40,80,45,336,92015,106751.4,105349.0,8,212.0,5.0,212.0,342.0,182.0,162.0,110.0,3659.0,7503
172190.4621,2021,골목상권,2110997,대청초등학교,0,0,1,0,0,0,1,0,18,7187,3441,1724,133,0,139,432,164,37,28,36,269435,376906.6,363480.0,45,203.0,1.0,198.0,1025.0,630.0,445.0,202.0,1739.0,74789
190256.5147,2021,골목상권,2110999,윗방죽마을공원,0,0,1,0,0,0,1,0,6,3177,2401,268,2,0,1,5,10,0,1,0,10728,11512.6,12221.5,10,30.0,0.0,1.0,26.0,67.0,257.0,303.0,1632.0,31150
16137.98901,2021,골목상권,2111000,대왕초등학교(세곡동사거리서남측),0,0,1,0,0,0,1,0,3,444,201,39,0,0,0,0,0,0,0,0,10518,8022.2,7526.5,3,12.0,0.0,0.0,19.0,62.0,225.0,295.0,373.0,1807
160641.6154,2021,골목상권,2111002,한국교통안전공단 강남자동차검사소,0,0,1,0,0,0,1,0,3,317,0,317,0,0,0,0,0,0,0,0,363,163.2,178.5,5,,,,,,,,,2652
249903.2373,2021,골목상권,2110949,한남IC,0,0,1,0,0,0,0,1,6,564,281,1683,5,0,5,10,15,6,4,72,54662,51649.0,42591.5,3,78.0,3.0,253.0,145.0,89.0,27.0,59.0,1830.0,0
102263.8623,2021,골목상권,2110951,신사은행나무공원,0,0,1,0,0,0,0,1,3,979,574,273,16,3,77,37,7,11,3,23,71223,74558.8,62346.5,1,107.0,4.0,376.0,333.0,123.0,86.0,62.0,138.0,0
126295.9275,2021,골목상권,2110952,논현목련공원,0,0,1,0,0,0,0,1,3,868,571,117,27,0,120,93,26,13,2,3,21318,27283.4,26936.5,2,176.0,3.0,769.0,1030.0,125.0,132.0,94.0,168.0,0
71971.20652,2021,골목상권,2110954,국기원,0,0,1,0,0,0,0,1,3,448,303,636,3,0,28,2,3,0,0,1,70962,55940.8,52404.0,3,51.0,2.0,257.0,226.0,52.0,39.0,53.0,104.0,0
153746.3956,2021,골목상권,2110955,논현초등학교,0,0,1,0,0,0,0,1,28,7089,4515,3430,182,20,938,611,151,104,91,141,354990,411667.6,384060.0,12,414.0,33.0,2233.0,1792.0,350.0,260.0,143.0,428.0,0
231289.4348,2021,골목상권,2110957,언북중학교,0,0,1,0,0,0,0,1,6,1761,1088,1251,50,1,120,168,116,24,54,46,155298,144719.6,96910.5,7,91.0,8.0,208.0,570.0,149.0,34.0,61.0,240.0,0
174157.5942,2021,골목상권,2110958,역삼역 4번,0,0,1,0,0,0,0,1,3,861,544,994,29,4,151,61,24,8,16,26,67681,56836.8,33553.0,4,122.0,15.0,688.0,525.0,150.0,85.0,82.0,67.0,0
85579.12319,2021,골목상권,2110959,신구중학교,0,0,1,0,0,0,0,1,3,361,170,271,2,0,0,0,0,0,3,79,18949,15443.4,13083.5,3,59.0,6.0,77.0,67.0,50.0,26.0,69.0,487.0,0
147631.5833,2021,골목상권,2110960,은광여고,0,0,1,0,0,0,0,1,3,727,422,1522,16,21,106,42,8,21,7,34,14010,14957.8,14539.0,3,95.0,43.0,591.0,395.0,103.0,172.0,51.0,736.0,0
196879.5519,2021,골목상권,2110961,언주역 3번,0,0,1,0,0,0,0,1,9,2163,1335,962,56,0,231,194,84,53,12,94,120556,116776.6,83955.0,1,192.0,12.0,850.0,911.0,200.0,161.0,60.0,1032.0,0
123458.8804,2021,골목상권,2110963,역삼월드메르디앙아파트,0,0,1,0,0,0,0,1,3,1684,860,780,45,3,173,147,100,27,13,133,46014,54504.4,46482.0,1,192.0,37.0,762.0,886.0,325.0,220.0,154.0,1196.0,0
89906.88768,2021,골목상권,2110965,언주역 6번,0,0,1,0,0,0,0,1,3,2245,1500,1139,65,14,323,214,91,41,17,6,124175,123431.8,96792.5,2,223.0,34.0,1198.0,860.0,292.0,124.0,64.0,440.0,0
76450.15942,2021,골목상권,2110966,논현2동주민센터,0,0,1,0,0,0,0,1,6,2864,1577,1637,60,12,139,216,69,132,116,158,293354,269429.4,195853.0,5,109.0,16.0,211.0,285.0,150.0,163.0,126.0,1555.0,0
177531.2077,2021,골목상권,2110967,역삼역 8번,0,0,1,0,0,0,0,1,9,1279,864,377,33,3,211,83,61,9,4,22,94015,94148.8,69401.5,3,202.0,33.0,1152.0,753.0,316.0,120.0,63.0,56.0,0
305847.7778,2021,골목상권,2110971,선정릉역 4번,0,0,1,0,0,0,0,1,9,3870,2549,1542,131,34,725,636,125,68,27,48,90842,100166.4,87818.0,1,338.0,69.0,1572.0,1437.0,398.0,281.0,110.0,676.0,0
113483.2971,2021,골목상권,2110972,강남세브란스병원미래의학연구센터,0,0,1,0,0,0,0,1,3,1921,1003,2628,55,0,223,122,169,90,16,4,40232,43836.2,37420.5,2,217.0,35.0,789.0,666.0,453.0,255.0,157.0,1223.0,0
152126.4819,2021,골목상권,2110974,언주중학교,0,0,1,0,0,0,0,1,6,1513,796,292,58,4,186,161,60,23,20,88,90039,105867.2,97251.0,2,229.0,10.0,746.0,618.0,249.0,121.0,53.0,1733.0,0
344009.4964,2021,골목상권,2110975,매봉역 1번,0,0,1,0,0,0,0,1,6,890,353,10837,25,1,20,49,10,9,19,142,52178,52927.6,46417.5,12,78.0,30.0,60.0,56.0,45.0,36.0,46.0,1738.0,18678
88277.75362,2021,골목상권,2110976,언북초등학교,0,0,1,0,0,0,0,1,6,2022,1080,578,56,0,63,179,110,70,55,51,105756,103296.6,92500.0,2,137.0,20.0,319.0,263.0,382.0,166.0,109.0,1652.0,0
76412.78865,2021,골목상권,2110977,논현로18길,0,0,1,0,0,0,0,1,9,691,340,148,16,2,30,56,25,6,0,0,20783,21834.6,18218.0,0,205.0,59.0,572.0,751.0,544.0,58.0,31.0,57.0,0
77641.57609,2021,골목상권,2110980,개포지구대옆,0,0,1,0,0,0,0,1,3,2629,1125,663,77,9,153,231,220,22,12,54,69218,86834.6,77724.5,1,219.0,46.0,543.0,742.0,468.0,95.0,23.0,491.0,0
145910.8321,2021,골목상권,2110981,국악고교사거리,0,0,1,0,0,0,0,1,9,2118,907,361,55,14,127,219,196,12,12,0,55271,60764.8,55447.0,2,313.0,80.0,955.0,1219.0,766.0,128.0,52.0,8.0,0
86251.84058,2021,골목상권,2110982,강남구보훈회관,0,0,1,0,0,0,0,1,3,827,406,166,22,4,104,61,21,6,7,3,21011,25271.8,25348.5,1,134.0,16.0,403.0,250.0,126.0,55.0,42.0,3273.0,0
623876.4058,2021,골목상권,2110983,국립국악고등학교,0,0,1,0,0,0,0,1,3,2703,1231,783,66,10,167,234,131,48,11,10,51938,64719.8,63413.5,3,242.0,46.0,635.0,818.0,629.0,91.0,34.0,104.0,2976
219738.3207,2021,골목상권,2110984,포이초등학교(개포목련어린이공원),0,0,1,0,0,0,0,1,6,4267,1912,1556,106,27,365,331,208,76,25,35,104581,149250.8,149444.5,10,251.0,51.0,769.0,883.0,633.0,148.0,51.0,199.0,1809
220947.3297,2021,골목상권,2110985,청담근린공원,0,0,1,0,0,0,0,1,3,956,480,1338,27,0,14,44,37,37,5,102,33086,30982.8,27854.0,1,88.0,0.0,22.0,93.0,95.0,59.0,48.0,1786.0,0
109969.2283,2021,골목상권,2110988,청담역 3번,0,0,1,0,0,0,0,1,3,1289,463,1594,21,0,0,2,2,4,13,324,19143,19609.0,21630.0,2,63.0,2.0,38.0,98.0,34.0,12.0,42.0,2004.0,0
77316.94686,2021,골목상권,2110989,대치동아우편취급국,0,0,1,0,0,0,0,1,9,1588,904,444,60,2,281,245,106,41,8,4,104223,106155.0,84793.0,1,278.0,21.0,1277.0,1407.0,571.0,459.0,106.0,614.0,0
95979.74485,2021,골목상권,2110992,도곡초등학교,0,0,1,0,0,0,0,1,19,7894,3681,2179,205,7,703,587,321,165,73,102,235027,283501.4,313626.5,3,464.0,26.0,1345.0,1158.0,660.0,378.0,192.0,2713.0,0
80183.82246,2021,골목상권,2110994,개포고등학교,0,0,1,0,0,0,0,1,6,1777,797,494,57,2,93,116,60,31,3,57,56217,65237.2,64051.5,18,71.0,2.0,93.0,116.0,60.0,31.0,3.0,1347.0,0
96699.73913,2021,골목상권,2110995,봉은사역 4번,0,0,1,0,0,0,0,1,3,2802,1097,5085,70,1,44,42,28,41,16,721,60276,75775.0,72031.0,5,147.0,1.0,66.0,113.0,64.0,91.0,75.0,3295.0,3276
97827.16667,2021,골목상권,2110996,대치2동주민센터,0,0,1,0,0,0,0,1,3,1430,682,1959,65,0,6,18,40,80,45,336,97635,111487.2,107939.0,8,212.0,5.0,212.0,342.0,182.0,162.0,110.0,3659.0,7541
195134.7633,2021,골목상권,2110997,대청초등학교,0,0,1,0,0,0,0,1,18,7187,3441,1724,133,0,139,432,164,37,28,36,271445,338150.2,332091.5,45,203.0,1.0,198.0,1025.0,630.0,445.0,202.0,1739.0,78047
220568.3758,2021,골목상권,2110999,윗방죽마을공원,0,0,1,0,0,0,0,1,7,3177,2401,268,2,0,1,5,10,0,1,0,8886,10139.2,10012.0,10,30.0,0.0,1.0,26.0,67.0,257.0,303.0,1632.0,31077
19824.13406,2021,골목상권,2111000,대왕초등학교(세곡동사거리서남측),0,0,1,0,0,0,0,1,3,444,201,39,0,0,0,0,0,0,0,0,7046,4746.4,3568.5,3,12.0,0.0,0.0,19.0,62.0,225.0,295.0,373.0,1600
168278.3442,2021,골목상권,2111002,한국교통안전공단 강남자동차검사소,0,0,1,0,0,0,0,1,3,317,0,317,0,0,0,0,0,0,0,0,117,67.8,72.0,5,,,,,,,,,2282
200118.3451,2021,골목상권,2110949,한남IC,0,0,1,0,0,0,0,0,8,564,281,1683,4,0,4,9,0,2,9,72,57140,52577.2,45291.5,3,76.0,2.0,206.0,104.0,133.0,35.0,42.0,1863.0,0
89836.26449,2021,골목상권,2110951,신사은행나무공원,0,0,1,0,0,0,0,0,3,979,574,273,16,3,95,36,10,5,5,23,71163,77612.6,64800.0,1,107.0,4.0,342.0,331.0,129.0,93.0,83.0,150.0,0
102340.7536,2021,골목상권,2110952,논현목련공원,0,0,1,0,0,0,0,0,3,868,571,117,27,6,103,102,26,14,3,4,22138,28554.4,28041.5,2,179.0,7.0,731.0,1083.0,150.0,127.0,99.0,188.0,0
136808.5036,2021,골목상권,2110955,논현초등학교,0,0,1,0,0,0,0,0,27,7089,4515,3430,187,16,842,746,183,103,80,168,373612,427336.4,403601.0,12,423.0,29.0,2255.0,2043.0,427.0,230.0,172.0,481.0,0
272700.4909,2021,골목상권,2110957,언북중학교,0,0,1,0,0,0,0,0,6,1761,1088,1251,50,1,94,154,131,44,19,89,172224,156006.0,101182.0,7,90.0,3.0,178.0,551.0,171.0,58.0,25.0,288.0,0
206900.8804,2021,골목상권,2110958,역삼역 4번,0,0,1,0,0,0,0,0,3,861,544,994,28,4,149,59,18,3,8,39,71369,59019.2,36070.5,4,121.0,13.0,679.0,511.0,127.0,104.0,50.0,122.0,0
93881.33333,2021,골목상권,2110959,신구중학교,0,0,1,0,0,0,0,0,3,361,170,271,2,0,0,0,0,0,0,82,14696,11387.4,9234.5,3,59.0,4.0,72.0,65.0,45.0,34.0,44.0,518.0,0
148566.9928,2021,골목상권,2110960,은광여고,0,0,1,0,0,0,0,0,3,727,422,1522,16,15,93,59,6,9,22,35,14090,14155.0,12555.5,3,96.0,40.0,554.0,486.0,91.0,87.0,94.0,826.0,0
211275.7156,2021,골목상권,2110961,언주역 3번,0,0,1,0,0,0,0,0,6,2163,1335,962,57,0,226,186,103,39,31,99,121598,115419.4,82579.5,1,193.0,6.0,987.0,977.0,225.0,131.0,100.0,1153.0,0
11470.26087,2021,골목상권,2110963,역삼월드메르디앙아파트,0,0,1,0,0,0,0,0,1,1684,860,780,45,2,165,141,93,47,11,137,47942,56242.2,48271.5,1,191.0,26.0,711.0,877.0,312.0,211.0,149.0,1288.0,0
127484.0091,2021,골목상권,2110965,언주역 6번,0,0,1,0,0,0,0,0,6,2245,1500,1139,65,12,305,223,98,21,41,6,131735,126333.8,100774.5,2,223.0,27.0,1132.0,871.0,307.0,146.0,81.0,452.0,0
60244.16123,2021,골목상권,2110966,논현2동주민센터,0,0,1,0,0,0,0,0,6,2864,1577,1637,60,11,110,231,69,72,124,225,299355,275873.0,201517.5,5,103.0,15.0,172.0,296.0,130.0,111.0,149.0,1627.0,0
192464.7911,2021,골목상권,2110967,역삼역 8번,0,0,1,0,0,0,0,0,9,1279,864,377,34,3,199,97,55,24,4,22,102412,99838.6,74687.0,3,202.0,27.0,1096.0,781.0,302.0,142.0,82.0,67.0,0
300175.9915,2021,골목상권,2110971,선정릉역 4번,0,0,1,0,0,0,0,0,9,3870,2549,1542,135,28,654,710,170,81,28,57,91926,99491.8,83629.0,1,342.0,56.0,1435.0,1519.0,466.0,282.0,151.0,692.0,0
122912.1558,2021,골목상권,2110972,강남세브란스병원미래의학연구센터,0,0,1,0,0,0,0,0,3,1921,1003,2628,56,0,206,139,135,106,44,4,42709,46327.8,40573.0,2,222.0,17.0,754.0,730.0,448.0,231.0,169.0,1311.0,0
141216.9819,2021,골목상권,2110974,언주중학교,0,0,1,0,0,0,0,0,6,1513,796,292,60,1,165,175,92,20,23,96,84605,97252.0,86325.0,2,230.0,4.0,630.0,650.0,297.0,148.0,67.0,1750.0,0
328652.058,2021,골목상권,2110975,매봉역 1번,0,0,1,0,0,0,0,0,6,890,353,10837,25,0,19,40,15,15,2,159,47876,46040.0,40050.0,12,71.0,19.0,66.0,44.0,49.0,43.0,25.0,1799.0,19203
81639.03623,2021,골목상권,2110976,언북초등학교,0,0,1,0,0,0,0,0,6,2022,1080,578,56,0,32,181,105,78,56,76,93792,98131.6,92052.5,2,137.0,12.0,292.0,254.0,190.0,330.0,148.0,1685.0,0
61930.51087,2021,골목상권,2110977,논현로18길,0,0,1,0,0,0,0,0,9,691,340,148,17,1,34,42,42,7,0,0,21820,23469.0,20053.5,0,211.0,38.0,548.0,694.0,666.0,106.0,30.0,63.0,0
64562.17391,2021,골목상권,2110980,개포지구대옆,0,0,1,0,0,0,0,0,3,2629,1125,663,76,5,134,207,231,54,6,60,70760,87770.4,79146.5,1,219.0,26.0,499.0,686.0,567.0,126.0,36.0,391.0,0
136356.4783,2021,골목상권,2110981,국악고교사거리,0,0,1,0,0,0,0,0,9,2118,907,361,57,10,137,201,230,17,13,0,53528,60837.8,56225.5,2,325.0,60.0,851.0,1290.0,904.0,171.0,76.0,10.0,0
89238.86232,2021,골목상권,2110982,강남구보훈회관,0,0,1,0,0,0,0,0,3,827,406,166,22,2,93,56,35,8,7,5,20247,24412.0,25074.5,1,135.0,5.0,358.0,248.0,130.0,77.0,52.0,3297.0,0
590988.3659,2021,골목상권,2110983,국립국악고등학교,0,0,1,0,0,0,0,0,3,2703,1231,783,67,8,149,240,151,38,28,12,51733,61671.2,60118.0,3,246.0,30.0,597.0,783.0,726.0,120.0,45.0,112.0,3234
189831.9658,2021,골목상권,2110984,포이초등학교(개포목련어린이공원),0,0,1,0,0,0,0,0,7,4267,1912,1556,109,26,321,363,209,102,38,35,105667,155329.0,154020.5,10,257.0,44.0,667.0,998.0,708.0,177.0,85.0,44.0,1898
200656.7319,2021,골목상권,2110985,청담근린공원,0,0,1,0,0,0,0,0,3,956,480,1338,28,0,11,33,46,30,23,103,34619,30440.8,27609.5,1,89.0,0.0,13.0,79.0,101.0,50.0,55.0,1836.0,0
64628.70773,2021,골목상권,2110989,대치동아우편취급국,0,0,1,0,0,0,0,0,9,1588,904,444,60,1,257,235,115,49,22,8,108301,107192.2,85297.5,1,279.0,8.0,1079.0,1513.0,525.0,477.0,226.0,641.0,0
88551.55797,2021,골목상권,2110992,도곡초등학교,0,0,1,0,0,0,0,0,18,7894,3681,2179,206,3,595,582,346,223,84,137,211669,272536.4,302983.5,3,430.0,11.0,1151.0,1145.0,692.0,439.0,195.0,2611.0,0
76023.98913,2021,골목상권,2110994,개포고등학교,0,0,1,0,0,0,0,0,6,1777,797,494,56,0,58,99,91,42,12,58,57756,63553.4,59036.5,18,72.0,0.0,58.0,99.0,91.0,42.0,12.0,1372.0,0
75050.72101,2021,골목상권,2110995,봉은사역 4번,0,0,1,0,0,0,0,0,3,2802,1097,5085,70,1,39,35,34,27,26,731,59098,74365.2,72742.5,5,141.0,1.0,47.0,98.0,73.0,47.0,72.0,2911.0,3671
89670.49638,2021,골목상권,2110996,대치2동주민센터,0,0,1,0,0,0,0,0,3,1430,682,1959,21,0,2,4,4,23,23,184,94484,109460.6,110594.5,8,151.0,3.0,171.0,256.0,209.0,103.0,81.0,3456.0,7631
178210.4902,2021,골목상권,2110997,대청초등학교,0,0,1,0,0,0,0,0,21,7187,3441,1724,148,0,101,433,309,69,26,44,253492,307157.0,294304.5,45,222.0,1.0,126.0,860.0,1003.0,238.0,287.0,1905.0,78210
200495.2699,2021,골목상권,2110999,윗방죽마을공원,0,0,1,0,0,0,0,0,6,3177,2401,268,2,0,0,2,10,4,1,0,8081,9611.0,9321.5,10,29.0,0.0,0.0,2.0,55.0,186.0,113.0,1930.0,34738
16518.6413,2021,골목상권,2111000,대왕초등학교(세곡동사거리서남측),0,0,1,0,0,0,0,0,3,444,201,39,0,0,0,0,0,0,0,0,5315,3500.4,2519.5,3,12.0,0.0,0.0,0.0,43.0,102.0,161.0,668.0,1984
144965.1377,2021,골목상권,2111002,한국교통안전공단 강남자동차검사소,0,0,1,0,0,0,0,0,3,317,0,317,0,0,0,0,0,0,0,0,294,178.8,130.5,5,,,,,,,,,2740
