상권_코드_명,시간대_매출금액_평균,상권_코드,행정동_코드,행정동_코드_명,geometry,center_point,latitude,longitude
도곡초등학교,210419855.5909091,3110992,11680630,대치4동,"POLYGON ((127.05729892086873 37.50125867218327, 127.05758549936375 37.50070805339338, 127.05812944867654 37.500886200564345, 127.05821377715557 37.500913820819605, 127.05832950323817 37.50095172040855, 127.0584735083039 37.50099888174474, 127.0585324992694 37.50101820163093, 127.05884152445978 37.50111940495903, 127.05915234458291 37.50122120214281, 127.05976584645252 37.500037853679146, 127.05969549879474 37.5000148316042, 127.05999701329581 37.49944595483522, 127.05975236786117 37.49936727053172, 127.05969089862064 37.499347501097134, 127.05956559607978 37.49930719927066, 127.05938713758634 37.49924980132485, 127.05937459288351 37.49924577112318, 127.0591858489434 37.499185063240134, 127.0590682649164 37.499147243794475, 127.05872529927127 37.49903693791561, 127.05848197883418 37.49895867739306, 127.05799043930165 37.498800581385815, 127.05750285069121 37.49864374191299, 127.05720850540779 37.49854906923349, 127.05737733990178 37.49842278701205, 127.0559986205287 37.49799492460774, 127.0559248447128 37.49813846012795, 127.05584831328906 37.4982873632948, 127.05572787558694 37.498521686302695, 127.05564230038047 37.498688182134956, 127.05544423525913 37.49907354910886, 127.05534617366489 37.49926433899329, 127.05503370056347 37.49987227304477, 127.05475354845503 37.499780588005976, 127.05429933760719 37.49963193703724, 127.05390167270008 37.49950178411704, 127.05373300408898 37.49944658333107, 127.05348721385346 37.49936614222353, 127.05332009999881 37.499720119447865, 127.0531731430734 37.50003140668887, 127.05295198889145 37.50049982370899, 127.05333284810176 37.5006242290624, 127.05342422278159 37.50065407504189, 127.05372758691999 37.50075315893286, 127.05444974082177 37.500989035084906, 127.05467199514432 37.50106162919041, 127.05449906838003 37.501381984232594, 127.05474664312347 37.501461069067105, 127.05477639208088 37.501470571699734, 127.05499265735374 37.50153965404981, 127.0552236748276 37.50161344857585, 127.05521188685172 37.501505404571965, 127.05518162859505 37.50122808191449, 127.05539440027523 37.50129734356308, 127.05578966619598 37.501425996878105, 127.05594924123417 37.50147793827439, 127.05618828294624 37.5015557455996, 127.05625669540511 37.50157801383372, 127.0565840380137 37.50168456720856, 127.05700581097676 37.501821844389774, 127.05729892086873 37.50125867218327))",POINT (127.05661990644089 37.500026630784234),37.50002663078424,127.05661990644089
도산공원교차로,268911137.8787879,3120193,11680545,압구정동,"POLYGON ((127.03310395951566 37.523969773166804, 127.03311834944792 37.523776028380794, 127.03312654749858 37.523665663191494, 127.0331511124876 37.523486300042066, 127.03315843967711 37.523432801862796, 127.03317518947195 37.52331643448674, 127.03319334202757 37.52320021898119, 127.03323499607335 37.523020116679106, 127.03323741342894 37.52300966436907, 127.03330464523884 37.522749529586875, 127.03344024205396 37.522396473935835, 127.03367997363443 37.52245282930621, 127.03409894507567 37.522583114804675, 127.03436312997282 37.522665268241006, 127.03468763729336 37.52276617757544, 127.03440045758519 37.52332096469617, 127.03438254279436 37.523354721466944, 127.03467312006252 37.52344810922155, 127.03519934841093 37.52361722039416, 127.03522801866387 37.52362639396226, 127.03537244747194 37.52333304294915, 127.03551407236847 37.52304539503339, 127.03552024302235 37.523032870143204, 127.03552253723356 37.52302820135897, 127.03566794697127 37.522732867454444, 127.03567714636353 37.52271418779292, 127.03592837373618 37.522203735985556, 127.03593564635251 37.5221894402664, 127.03605044544021 37.52196270399172, 127.03611391700043 37.52183730286328, 127.0363160940075 37.52143784976926, 127.03659175116913 37.52088974592865, 127.03673358543429 37.520607401473626, 127.03687418456623 37.5203275124537, 127.03629706653143 37.52014340006981, 127.03543414853873 37.519868102943896, 127.03526036622797 37.51981266127326, 127.03468348917825 37.51962861479757, 127.0347702489329 37.51939364732456, 127.03494488302917 37.518993501734435, 127.03502500725506 37.51884891474295, 127.03406608586214 37.51863155517846, 127.03349972620552 37.519915413282796, 127.03335098905077 37.5198682500238, 127.03238698973422 37.519562546660204, 127.0321127291522 37.5201040081532, 127.0319950343005 37.520336369123, 127.03173227756201 37.52085511676761, 127.03173009162616 37.520859428653765, 127.0313235336001 37.52169901773623, 127.03133313316137 37.52200198277041, 127.03085045127777 37.52202299778115, 127.03037460049522 37.52204372074181, 127.0304124168256 37.522602301136274, 127.03044645764159 37.523105247333135, 127.03048175076442 37.52362655378252, 127.03089146678899 37.5234401110044, 127.03111919299268 37.523336482785034, 127.03115345711244 37.523937104527974, 127.03143179707351 37.523925690764614, 127.03211188105522 37.52389764882031, 127.03214757737258 37.5238833230818, 127.03218769499395 37.52386722025179, 127.0325313500379 37.52390568539559, 127.03310395951566 37.523969773166804))",POINT (127.03357353833003 37.52156488873396),37.52156488873396,127.03357353833005
도성초등학교,146260330.53030303,3120211,11680630,대치4동,"POLYGON ((127.05385246825968 37.501930655403484, 127.05380989774764 37.501522187624055, 127.05433187300164 37.50169171711491, 127.05449906838003 37.501381984232594, 127.05467199514432 37.50106162919041, 127.05444974082177 37.500989035084906, 127.05372758691999 37.50075315893286, 127.05342422278159 37.50065407504189, 127.05333284810176 37.5006242290624, 127.05295198889145 37.50049982370899, 127.0531731430734 37.50003140668887, 127.05332009999881 37.499720119447865, 127.05348721385346 37.49936614222353, 127.05303883342462 37.49921939388927, 127.05264741453225 37.49909128011696, 127.05222443370026 37.498952844460646, 127.05169751343674 37.49878037496049, 127.05169528056682 37.49877962449842, 127.05157549716488 37.49903326775203, 127.05140822250694 37.49938746671512, 127.0512638973027 37.499693071414285, 127.05115941815988 37.499914304684985, 127.05111899386853 37.49999989793602, 127.05088209485868 37.50050151005827, 127.05085724386039 37.50055409896187, 127.05054834623763 37.501208186128785, 127.05053871554465 37.501228578209684, 127.05105082255972 37.501395564871494, 127.05109165887185 37.50140887939996, 127.05149412260714 37.50154011994988, 127.0519981323825 37.50170446517634, 127.05232966630507 37.50181256831343, 127.05273361696527 37.50194534469126, 127.05309638323736 37.502062569725105, 127.05346219317438 37.50218184655778, 127.05346774732473 37.50218365416444, 127.0538450955057 37.50230668988828, 127.05389329689919 37.50232240847675, 127.05385246825968 37.501930655403484))",POINT (127.05245813961213 37.500636763165936),37.500636763165936,127.05245813961211
르네상스호텔사거리,333003302.6969697,3120204,11680640,역삼1동,"POLYGON ((127.04163115191999 37.50503069003341, 127.04203163545857 37.504178588180906, 127.04282469214438 37.50441790590318, 127.04295228295591 37.50439244492009, 127.0437561655924 37.50423199888021, 127.04402143245194 37.504775521011744, 127.04436615746242 37.50471289380879, 127.04452284963712 37.50468442885947, 127.04469714327786 37.50465276658357, 127.04502664602857 37.50459290929738, 127.04511388029644 37.50457706517224, 127.04523813275563 37.50433544279688, 127.045640429976 37.50350231031045, 127.04564169800642 37.5035026990549, 127.04564675538876 37.50349304733168, 127.04564514235447 37.503492552401944, 127.04589281353077 37.5029884231225, 127.04598305855153 37.50280472974828, 127.04609163866971 37.502583720304976, 127.04577235722745 37.50250530288537, 127.04562540093858 37.50246920958622, 127.04531504145795 37.5023929841344, 127.04506656045612 37.5023319540639, 127.04478705501819 37.50226330461909, 127.04463081821253 37.50206774009063, 127.04461432718942 37.502047099773414, 127.04426059408699 37.502220385416116, 127.04401151768982 37.5019383042023, 127.04417528106677 37.50161151765548, 127.04396778307941 37.501551560149004, 127.04381229610493 37.50150663069737, 127.04334867198288 37.501372664491626, 127.04341805058783 37.50122466231519, 127.04345257318604 37.50115102032248, 127.04372161534555 37.50057709290517, 127.04373232639118 37.50055424573606, 127.04377198193383 37.500469649112716, 127.04320204211675 37.50030143747221, 127.04281916204813 37.500188423131874, 127.04239498246051 37.501090993961334, 127.0418896073415 37.501034872192264, 127.04175938837218 37.5010204121012, 127.04158372573154 37.5013622553312, 127.04155461243111 37.501419191125564, 127.04140355622185 37.501712877458786, 127.04118588638224 37.50213672539521, 127.0411849045708 37.5021364239006, 127.04118516562262 37.50213813211644, 127.04086765177614 37.50275014328498, 127.0406792694614 37.50311326221352, 127.04046897901432 37.50351859232718, 127.04017926991473 37.5041378793081, 127.0401634354023 37.50417173006095, 127.0401019973115 37.50430306706781, 127.03972185717166 37.50511564734615, 127.03976319175968 37.505130151337774, 127.03991462008057 37.50518328570861, 127.04020935769755 37.505286713958654, 127.0405488449548 37.50540584055116, 127.04153693412097 37.50522681618771, 127.04163115191999 37.50503069003341))",POINT (127.04282236492494 37.50309461921227),37.50309461921227,127.04282236492494
매봉역,189781298.3636364,3120205,11680656,도곡2동,"POLYGON ((127.04568999199387 37.485900285985785, 127.04586075709433 37.485665741444286, 127.04614127137802 37.48528045299262, 127.04619435799516 37.48520753797359, 127.04628104448605 37.48508847003761, 127.04643031433683 37.4848834437866, 127.04672113915736 37.48448398149904, 127.04578575455648 37.484051955528955, 127.04603272462765 37.483789968827594, 127.04664278155553 37.48314281802464, 127.04626764953322 37.48291776471735, 127.04545014345636 37.4837799408942, 127.04511516939324 37.4835084413276, 127.04510883468103 37.48350330799743, 127.04481750767363 37.48319877704463, 127.04449737008065 37.48286413639214, 127.04419318481267 37.48254614763711, 127.04388985175795 37.48222906868442, 127.0436009217131 37.4819270295674, 127.0432991378855 37.48161155318864, 127.04328359572068 37.48163585999348, 127.04321254052343 37.481747249796, 127.04313651714274 37.481866477441486, 127.04315579702754 37.4819735102492, 127.04315796687837 37.48197579351397, 127.04315636673549 37.481979187297625, 127.04310196750654 37.48209468314652, 127.04308654760521 37.48212742242018, 127.04303756406014 37.48223141938953, 127.0430629738433 37.48225907560554, 127.04295109535329 37.48227199354635, 127.04292602483699 37.4823274155975, 127.04288074251419 37.48242726020635, 127.04278249669849 37.48264407581921, 127.04276401830694 37.48268497749209, 127.04318925356598 37.483146582552294, 127.04354848362468 37.483536536060775, 127.04409871851418 37.48413381775659, 127.04386444917591 37.484275882274694, 127.04280496919743 37.48396005112668, 127.04226017030264 37.48379764223839, 127.0421101280468 37.4837529138838, 127.04209504715989 37.48374841781912, 127.04147742521833 37.48356163462889, 127.04136590654336 37.48379029113248, 127.04128554079992 37.483952353012256, 127.04115845112887 37.48420863335815, 127.04111723764517 37.484291404435254, 127.04132624771448 37.48430742532622, 127.04137536824956 37.48431796885491, 127.04109487700227 37.48496097319278, 127.0410642648758 37.484995392444716, 127.04059500962664 37.484934623016805, 127.04056221601594 37.485096238237894, 127.04052726504955 37.48526852482705, 127.04069972050463 37.48529242245588, 127.0410112402722 37.48533539644578, 127.04135329425529 37.485382403556784, 127.04141083080334 37.48539032669354, 127.04141697763174 37.48539118590288, 127.04154743136667 37.48540909629471, 127.04175003810519 37.48543708587583, 127.04180934890034 37.48544524515662, 127.04203090742536 37.48547580983763, 127.04218593411687 37.48549712019518, 127.04221865841438 37.48550154687294, 127.04223470171104 37.48550375581736, 127.04236891225854 37.48552221537576, 127.04251031228473 37.48554166510617, 127.04278501739093 37.485579447938484, 127.04280853730296 37.48558259294782, 127.04324573396909 37.485642302125015, 127.04342043552614 37.485666162522165, 127.04343468322813 37.48566812058214, 127.04343430883749 37.485667886457634, 127.04345485494929 37.485670744108816, 127.04378101025372 37.48571608587209, 127.0439333027384 37.48573725619362, 127.04393609465642 37.48573771106557, 127.04397888487844 37.48574473652471, 127.04399762998867 37.48574781910286, 127.04408136614323 37.48576156520734, 127.04414192903262 37.48577151044975, 127.04415482233422 37.4857736680517, 127.04418656599421 37.485779041510256, 127.04421442990268 37.485783758676256, 127.04426791197031 37.48579281090152, 127.0443289839485 37.48580314869682, 127.04435915356594 37.48580825510011, 127.04440234995049 37.485815564070855, 127.04448605280808 37.48583392306292, 127.0445594199193 37.48585001535346, 127.04478222200349 37.48591047796482, 127.04480345855382 37.485916239970095, 127.0448266963139 37.48592372033594, 127.04498718377307 37.485975377207, 127.0451129798307 37.48601586650041, 127.04527459022859 37.48607464231803, 127.04531632202189 37.48609219778048, 127.04537841125791 37.48611812298494, 127.04549279315592 37.48617113666574, 127.04568999199387 37.485900285985785))",POINT (127.04389228130466 37.48436036292124),37.48436036292124,127.04389228130466
매봉역 1번,177764782.9,3110975,11680655,도곡1동,"POLYGON ((127.0456694620285 37.487707312457225, 127.04593467718978 37.48747489915743, 127.0463652164134 37.48767401231576, 127.04650866390328 37.487473274433974, 127.0465520273163 37.48741259339042, 127.04684644341582 37.48700058211033, 127.04714711252171 37.48714109724772, 127.04717335031218 37.487153437792294, 127.04719870698517 37.487165287633644, 127.0473040901765 37.48701198672582, 127.04697311464763 37.48685796261003, 127.04689428316918 37.486821230994856, 127.04673518751008 37.48674721945875, 127.04665993824675 37.486712206293795, 127.04658897336385 37.48667918442123, 127.0465817857182 37.48667583910926, 127.04654763115344 37.486659995729084, 127.04653790323123 37.486655458480506, 127.04650934605567 37.48664213570692, 127.04650555374303 37.4866403721249, 127.04638546669611 37.486584724418506, 127.04629631199778 37.486543413026745, 127.04628276241732 37.48653713110082, 127.04615477782833 37.48647782906044, 127.04613719055233 37.486469680004205, 127.04596878608197 37.48639166157982, 127.04566963961422 37.48625307459732, 127.04562801967764 37.48623380910355, 127.04549279315592 37.48617113666574, 127.04537841125791 37.48611812298494, 127.04531632202189 37.48609219778048, 127.04527459022859 37.48607464231803, 127.0451129798307 37.48601586650041, 127.04498718377307 37.485975377207, 127.0448266963139 37.48592372033594, 127.04480345855382 37.485916239970095, 127.04478222200349 37.48591047796482, 127.0445594199193 37.48585001535346, 127.04448605280808 37.48583392306292, 127.04440234995049 37.485815564070855, 127.04435915356594 37.48580825510011, 127.0443289839485 37.48580314869682, 127.04426791197031 37.48579281090152, 127.04421442990268 37.485783758676256, 127.04418656599421 37.485779041510256, 127.04415482233422 37.4857736680517, 127.04414192903262 37.48577151044975, 127.04408136614323 37.48576156520734, 127.04399762998867 37.48574781910286, 127.04397888487844 37.48574473652471, 127.04393609465642 37.48573771106557, 127.0439333027384 37.48573725619362, 127.04378101025372 37.48571608587209, 127.04377393653678 37.485896004518935, 127.04377458358817 37.48632672132881, 127.04377484302788 37.48650006438563, 127.04377493744894 37.486563057432086, 127.04377517595833 37.48672184200106, 127.04377552636346 37.48695612289041, 127.04316454576754 37.487000710622894, 127.0437552327862 37.4874954404654, 127.04380578840286 37.48753898186255, 127.04393579044412 37.48765094419518, 127.04398716630102 37.48766215524155, 127.04427183775256 37.48772428423348, 127.04469106832599 37.48781577782229, 127.04487500963731 37.488254993592015, 127.04491325094861 37.48834630431459, 127.04502273494023 37.48860772610109, 127.04544444836405 37.488489470450396, 127.04555760989861 37.48845773572094, 127.0455638369521 37.488381682853365, 127.04557827764057 37.48820529508732, 127.04540548381485 37.48800586856783, 127.04537727163431 37.487963364448646, 127.0456694620285 37.487707312457225))",POINT (127.04504538038022 37.48700571081083),37.48700571081083,127.04504538038022
뱅뱅사거리,1224216797.3939395,3120192,11680640,역삼1동,"MULTIPOLYGON (((127.03308605580891 37.48652194157024, 127.03306305184732 37.4865142146571, 127.0326673773708 37.487342967442906, 127.03261023267116 37.48746266322296, 127.03262630845187 37.48746905233751, 127.0326270140742 37.4874691926999, 127.03320179136269 37.48765905065239, 127.03343928003662 37.48773002815219, 127.03361055077761 37.48736836540243, 127.03369975008054 37.48718000498752, 127.0337876600336 37.4869943677145, 127.03389119332095 37.486775736378945, 127.03357322365851 37.48667548729471, 127.03308605580891 37.48652194157024)), ((127.03339764883869 37.494067539114134, 127.03382343413242 37.493180717108935, 127.03410247018397 37.49259952871255, 127.03417761413367 37.49244301645835, 127.03428399070691 37.49222145227919, 127.03432453797501 37.492136999004416, 127.03436249475293 37.4920579398977, 127.03444016248356 37.491896168449536, 127.03472543609493 37.49130197239858, 127.03480991982175 37.491125997004055, 127.03505633539054 37.490612710282974, 127.03531758203371 37.49006857527921, 127.0352065996812 37.49004535249668, 127.03428910076957 37.489767759704016, 127.03421564369093 37.48973153256192, 127.03433932171562 37.48946926199948, 127.03444039264035 37.48925491347949, 127.03450365543365 37.48912074487992, 127.03447695220825 37.48889471415473, 127.03447061810363 37.488841095227656, 127.03443307340513 37.48852329368979, 127.03410941723794 37.48846805307935, 127.03406410568672 37.488460325594, 127.03451691815874 37.48793705187113, 127.03420305160633 37.48776209172493, 127.03408870217667 37.48789274209331, 127.03365880361757 37.48838392366483, 127.03332452848392 37.488299753465654, 127.0331895718745 37.48825731704248, 127.03295816876711 37.48818455065123, 127.03304492095998 37.487997422215756, 127.03245514692962 37.48782285503391, 127.03245489125217 37.48782253975137, 127.03244035870367 37.487818466681645, 127.03244219105808 37.48781462518159, 127.03217358605478 37.487738777901015, 127.03184214050326 37.48764519620368, 127.03176768565896 37.48762416779944, 127.03152515439022 37.48754950045779, 127.03109231596936 37.48741622542967, 127.03108403814254 37.48741367775515, 127.03106987989375 37.487409320600506, 127.03086712081928 37.48734688703927, 127.03083472331778 37.48733734391295, 127.0308108625456 37.4873303042551, 127.03075287411198 37.48731321823097, 127.03075067117625 37.487317948195525, 127.03060330528852 37.48763398438355, 127.03059983703832 37.487641409587646, 127.030564431522 37.48771732687234, 127.03052474344334 37.487805949464175, 127.03047288527459 37.48791096541645, 127.03025352592238 37.48837707984356, 127.03018423627944 37.48849743437414, 127.03010233018021 37.4884722342596, 127.0288146515754 37.48807603977897, 127.02883009903732 37.48804561437901, 127.02887598375682 37.4879552428899, 127.02891978073802 37.48796960415497, 127.0289686807027 37.48786696827143, 127.02896352148174 37.48785876135388, 127.02892488106073 37.48784850743868, 127.0293654813939 37.48692975349288, 127.02937665297048 37.48690445311137, 127.02916472848317 37.486840763797005, 127.02905654429667 37.48680825414896, 127.02899495688591 37.48693545107819, 127.02892785470483 37.48707403446101, 127.02877454862937 37.48739846633043, 127.02828229233727 37.48724560664345, 127.02804707070678 37.48717256393394, 127.02789594726713 37.48712563466745, 127.02772454139091 37.48706924397769, 127.02761509547973 37.48703323649468, 127.02746505082372 37.486731804069464, 127.02730258801238 37.48678188101278, 127.02715125090046 37.486828423224246, 127.02693719956356 37.48689426113028, 127.02683569645151 37.486925033833565, 127.02685264685111 37.486960034146804, 127.02694646845026 37.487153926843334, 127.02693902994494 37.487192789017335, 127.02683913665547 37.48740084189494, 127.02680222245928 37.487476715150244, 127.02664208986256 37.48780590220157, 127.02655218655029 37.48800610658492, 127.02670056698393 37.48805072439464, 127.02682867279425 37.48808924589876, 127.02705081147444 37.488156088777096, 127.02789593652642 37.48841036391162, 127.02823615968299 37.48851652272882, 127.02904329783993 37.4887612930792, 127.02992955334071 37.48903004974522, 127.0298663166723 37.489162152584775, 127.02967465076341 37.489562530324804, 127.02953591806221 37.48985233906647, 127.0294600441196 37.49001083444132, 127.0292959778826 37.49035355725964, 127.02923425521803 37.490482487809594, 127.02920135219522 37.49055121939627, 127.02896994225037 37.491037065374584, 127.02880676654526 37.49137834562439, 127.02843128459448 37.4921636410657, 127.02837946246635 37.492272019473994, 127.02830166967577 37.492434714997394, 127.0282600998236 37.49252164421663, 127.02899817095822 37.49274914808255, 127.02918037387602 37.492805310751656, 127.02924702694531 37.49282540475031, 127.02967981529913 37.49295585816262, 127.02994864999816 37.49303689447873, 127.0299538698882 37.493025963938514, 127.0299675361056 37.49303031594135, 127.0302380151234 37.49310747865203, 127.03095311633804 37.49332549846304, 127.03130613454475 37.49343308660451, 127.03175779363004 37.4935707354442, 127.03257011915998 37.49381830023523, 127.03277182127975 37.493879648985335, 127.03289544484431 37.49391732357335, 127.03305041617587 37.49396148552665, 127.03339764883869 37.494067539114134), (127.03197241685243 37.493119282004834, 127.03245714550721 37.49209965475458, 127.03326832613365 37.49234610598384, 127.03355829433943 37.49243419834488, 127.03354036143453 37.49246491967522, 127.03307784141894 37.493455972351505, 127.03202438075438 37.49313657357451, 127.03197241685243 37.493119282004834)))",POINT (127.03148881620841 37.49025063110866),37.49025063110866,127.0314888162084
봉은사역,168179382.72727272,3120221,11680580,삼성1동,"POLYGON ((127.06050502675258 37.515703381952484, 127.06073629349038 37.51535701387541, 127.06089583524242 37.515463683541746, 127.06122405829248 37.515146427256084, 127.06150567613729 37.51519543700456, 127.0615926258368 37.515224458975176, 127.06165558914196 37.51524547447216, 127.06179966644451 37.51527031282928, 127.06209504574663 37.51532123581105, 127.0623135474966 37.515358903426595, 127.06242429062715 37.515377995783076, 127.0624755132037 37.515386825566544, 127.06329386558882 37.51552790060489, 127.06375178261322 37.515606837235964, 127.06420410292961 37.51568480835582, 127.06426132003989 37.51546834356267, 127.06439307891799 37.51496986631923, 127.06446487527494 37.51498246643618, 127.06466606498655 37.51501441867674, 127.06522927650711 37.515116614373824, 127.06565799414736 37.51519421814772, 127.06574261122901 37.515209535895956, 127.06595528266942 37.515247513569065, 127.06598292105589 37.51525316634662, 127.06581595760623 37.5141993527461, 127.06563686412669 37.51306891597401, 127.06491662880195 37.51302140762164, 127.06460570801092 37.51297103627224, 127.06422028331104 37.513676488367324, 127.06399708557782 37.51408499130831, 127.06369189617726 37.51403517398195, 127.0632441447817 37.513876861320874, 127.06231389002126 37.51354792980412, 127.06180310240457 37.51336731622375, 127.06085975959552 37.51303374079941, 127.06075898616103 37.51321390067315, 127.06060180110933 37.51350332622809, 127.06044346079145 37.51379234579849, 127.06022606365077 37.5142384825846, 127.0595858761116 37.51412858026445, 127.05956781775124 37.51412548000858, 127.05939190634653 37.514095282248434, 127.05921468960614 37.5140648587285, 127.05903898889966 37.51403469637685, 127.05886401460327 37.514004658641156, 127.05858307883814 37.513956428820315, 127.0583934177902 37.513923868552425, 127.05826970860667 37.51437037164249, 127.0584602592191 37.51440800521832, 127.05888266233093 37.51470616550427, 127.05894653079326 37.51514177525308, 127.05951548713762 37.51557426361957, 127.05948641477356 37.515629797206444, 127.0599430835917 37.515790030567544, 127.06050502675258 37.515703381952484))",POINT (127.06239694023975 37.514461050532965),37.514461050532965,127.06239694023976
봉은사역 4번,60137465.833333336,3110995,11680580,삼성1동,"POLYGON ((127.06173265624386 37.51810862943258, 127.06210522148601 37.5181030956769, 127.06213721142687 37.51811867611857, 127.06215083733854 37.51812530844214, 127.0629220958874 37.51809839437668, 127.06290796918235 37.51785101524517, 127.06313226207209 37.517860133558585, 127.06328798316908 37.517880612918226, 127.0634384234213 37.517917699497715, 127.06358905890039 37.51797139217077, 127.06364893659688 37.51800260310699, 127.0637239741916 37.51804171664294, 127.06385890536255 37.518144979826765, 127.06398349266931 37.518249949552384, 127.06429507169904 37.518512463322764, 127.06430021222181 37.51851695653008, 127.06461019335981 37.51836941749207, 127.06497927066697 37.51819374915813, 127.0650546879325 37.518244408895, 127.06510147333282 37.51827583713815, 127.06526705205783 37.518023950503675, 127.06548960871098 37.51768538616865, 127.06571332238062 37.51734506289442, 127.0659420823804 37.51699705620765, 127.06602588296914 37.51685872699791, 127.0660919319874 37.51671637837268, 127.06613813112119 37.516577554737154, 127.06616226263876 37.516424686888705, 127.0661555123608 37.51627008117739, 127.0661134397923 37.516013914300025, 127.06611338294852 37.51601358906958, 127.06607561473194 37.51579345629639, 127.06598292105589 37.51525316634662, 127.06595528266942 37.515247513569065, 127.06574261122901 37.515209535895956, 127.06565799414736 37.51519421814772, 127.06522927650711 37.515116614373824, 127.06466606498655 37.51501441867674, 127.06446487527494 37.51498246643618, 127.06439307891799 37.51496986631923, 127.06426132003989 37.51546834356267, 127.06420410292961 37.51568480835582, 127.06411632158695 37.51601690828455, 127.06401292229546 37.51611389162328, 127.0638192528978 37.516295540520915, 127.06384407009814 37.51630742846426, 127.06425521415582 37.516587032863626, 127.06427673432377 37.516601667866475, 127.06457238618984 37.51632024395995, 127.06511938450328 37.51668405536675, 127.0648187251519 37.51716630170611, 127.06477399455719 37.51723804701219, 127.06467397817933 37.51739846779737, 127.06456570851542 37.517572124238875, 127.06441383667196 37.51781571410675, 127.0640570522985 37.51757719183035, 127.06399658775086 37.517536768657926, 127.06312040749351 37.516950998710776, 127.06245444070171 37.516505753372364, 127.06184717504189 37.51609974646195, 127.0615906918232 37.51634094126853, 127.06138638160503 37.51653307129191, 127.06131493955955 37.51647635419161, 127.0611747199511 37.51638547870604, 127.06105537011612 37.51632359466801, 127.06090472968683 37.51625750184204, 127.06066079637358 37.51620806947555, 127.06051413785133 37.51618505018229, 127.0602924199443 37.51615025508683, 127.06021138052604 37.51614316047802, 127.06005893972356 37.51612982034461, 127.06003896380899 37.516129829599244, 127.06007235669311 37.51649454604633, 127.06009993231703 37.516795690619894, 127.06010203074503 37.51681843898764, 127.05994784018382 37.51682675071553, 127.0588311325189 37.516886943320465, 127.0587709959648 37.51699793993751, 127.05875096614827 37.51703337465286, 127.0590689005379 37.517136788223304, 127.05942920877345 37.51726284526348, 127.05993798316341 37.51744314474216, 127.05985298437439 37.517308486043646, 127.05991980651773 37.51730161625089, 127.05998597900168 37.517246246640624, 127.06032856183477 37.51749178748161, 127.06035136306387 37.517506376592074, 127.06029245269687 37.517561774232895, 127.06032001147862 37.51792752875137, 127.06034316739601 37.51823492661166, 127.06037446798034 37.518650443369566, 127.06037624699675 37.51866829043141, 127.06027210932453 37.518853533998886, 127.06005414181388 37.51924126826535, 127.06025530636853 37.519308823932484, 127.06042204325998 37.5193675823605, 127.06074838816234 37.51948258747578, 127.06099937468679 37.5192676274616, 127.06119281989119 37.51912058100699, 127.06136044081187 37.518993163389176, 127.06145573783564 37.51892072455155, 127.06164234980515 37.518778871586896, 127.06189634597051 37.51858579433951, 127.06196954765923 37.51853502136941, 127.06158018284731 37.51840081876754, 127.06173265624386 37.51810862943258))",POINT (127.0628212411827 37.5171593825635),37.5171593825635,127.0628212411827
삼성역,619969934.2575758,3120222,11680610,대치2동,"POLYGON ((127.06583319281637 37.51161282465992, 127.0662211035639 37.510484577496854, 127.06642518637258 37.509890982115024, 127.0664335988846 37.509866506102945, 127.06684393462575 37.50871801369617, 127.06690405801976 37.50854972965463, 127.06726151875108 37.507549180740526, 127.06642968301121 37.507369828925526, 127.06672607637806 37.50652791876308, 127.06614119964927 37.5063344622474, 127.06478561129637 37.50588560657074, 127.06360685586505 37.5054949199275, 127.06320621536871 37.50622973974191, 127.06254387026966 37.50601143908667, 127.06197937444202 37.50582538534223, 127.06149928505523 37.5067570357951, 127.06145965609704 37.5067861039191, 127.06010578961724 37.5063455919366, 127.05987365506678 37.50679639432446, 127.05940283798894 37.50771071950826, 127.05942164793274 37.50771652423165, 127.05944204054326 37.50772280478717, 127.05909629042826 37.50835460964303, 127.05853771222978 37.50937529716176, 127.05829230911355 37.50982371422867, 127.06191524390368 37.51111346327182, 127.06224719131559 37.51050534604528, 127.06322572696716 37.510807581809196, 127.06372753206065 37.51096255879347, 127.0643724861601 37.51116173737263, 127.0650270320485 37.51136387414913, 127.06541783635348 37.51148455961101, 127.06460570801092 37.51297103627224, 127.06491662880195 37.51302140762164, 127.06563686412669 37.51306891597401, 127.06563578477049 37.51306212300381, 127.06561606888529 37.51294219320859, 127.06560640323923 37.51280338990083, 127.06560039933194 37.512606859028594, 127.06561377480543 37.512323038021805, 127.06565744334155 37.51213549858484, 127.06583319281637 37.51161282465992))",POINT (127.0631559336635 37.508664384144815),37.508664384144815,127.0631559336635
