상권_코드_명,시간대_매출금액_평균,상권_코드,행정동_코드,행정동_코드_명,geometry,center_point,latitude,longitude
경복아파트교차로,581943682.0454545,3120199,11680640,역삼1동,"POLYGON ((127.03881828631782 37.508391829958335, 127.03937287496075 37.507770818033976, 127.04008480310996 37.50798957683271, 127.04035877985324 37.507708808813156, 127.04089344644177 37.5071608788026, 127.04138836951483 37.50730870189977, 127.04143012072278 37.50732117519222, 127.04188911907241 37.50745826069355, 127.04212834153654 37.507529707300066, 127.04265770865462 37.50720423741832, 127.04286385342265 37.507077494110234, 127.04209774028571 37.50659603287579, 127.0420960205656 37.50659495228259, 127.04168691321644 37.50634844362337, 127.04175827163883 37.50627466394391, 127.04244567118934 37.50557007167835, 127.04231196384437 37.505086039260846, 127.04153693412097 37.50522681618771, 127.0405488449548 37.50540584055116, 127.04034365409466 37.5058432893697, 127.03990642272444 37.50629229161899, 127.03947267900246 37.50673768613038, 127.03894789778091 37.507276578422605, 127.03867366893424 37.507558172198294, 127.03760766755549 37.507559322793796, 127.03755254328136 37.50755938448027, 127.03719280610613 37.50831134000101, 127.03719004851256 37.508317850628956, 127.03718959151553 37.50831772102815, 127.03691434443638 37.5089069284265, 127.03648684472714 37.509351608850906, 127.03576391875947 37.510103566906736, 127.03550273140743 37.510509614000775, 127.03518926885691 37.511028056551964, 127.03507483722964 37.51122433474685, 127.03492177725836 37.51156978461599, 127.03526222731806 37.511670851839924, 127.03578848122893 37.511827069166145, 127.03599499552834 37.51146762733552, 127.03617826251839 37.51118377840288, 127.03622245859904 37.51111532546688, 127.03648067845566 37.51077652871111, 127.03673640063438 37.51049493692297, 127.03674400755864 37.51048689669602, 127.03709526956969 37.51011565414252, 127.03730357270756 37.50989550196434, 127.03752436150528 37.50966214933183, 127.03755321155127 37.50963166007878, 127.0379805873648 37.50919510832522, 127.03814982774259 37.509022232079474, 127.03844335408704 37.508726167678304, 127.03847197112708 37.50869708023538, 127.03881828631782 37.508391829958335))",POINT (127.03900810515496 37.50799352798939),37.50799352798939,127.03900810515496
구역삼세무서,530249909.8484849,3120198,11680640,역삼1동,"POLYGON ((127.03938872230921 37.49789515666111, 127.03948000637911 37.49770100345851, 127.03948843203817 37.49768308232767, 127.03957356158487 37.49750202092474, 127.03961168296878 37.49742093919147, 127.03967411971944 37.497288145024505, 127.0398111964974 37.49699660348298, 127.0401583173711 37.497168689964184, 127.04072289073873 37.4974485601454, 127.04117306520818 37.497671723057294, 127.04140874348164 37.49778855167046, 127.0416332962428 37.49789986326621, 127.04176521818879 37.497619328000305, 127.04196777090094 37.49718857242609, 127.04228650356212 37.49651141541947, 127.04199856576673 37.49636978619141, 127.04178358026599 37.49626403829562, 127.04132396947622 37.4960379625958, 127.04078180100142 37.49577126831313, 127.04036842547035 37.49556793143509, 127.0405114496733 37.495260752695096, 127.0407122400415 37.49482954920187, 127.04079150939366 37.494659296432005, 127.03994197835335 37.49440630916209, 127.03993718296137 37.49440490070744, 127.03936169332533 37.49422979664459, 127.03915478119394 37.49416684897592, 127.03910537156668 37.494131966638605, 127.0390737764919 37.49410966816012, 127.03877987195992 37.494020400426315, 127.03865482708305 37.49398241801082, 127.03838841087985 37.49390149263866, 127.03815145156523 37.4938295131652, 127.03786733216235 37.49374321422029, 127.03772982826703 37.49370144427997, 127.03758969275134 37.49365887492239, 127.0375396935904 37.49364368993067, 127.03717544754767 37.49353304161029, 127.03669386495822 37.49338675419261, 127.03640814294123 37.49329996388311, 127.03584924206403 37.49313018143336, 127.03501833091443 37.49287776211384, 127.03483894328049 37.492823266373954, 127.03410247018397 37.49259952871255, 127.03382343413242 37.493180717108935, 127.03339764883869 37.494067539114134, 127.03321145977779 37.494459443134964, 127.03300744888641 37.49488887154549, 127.03293836090482 37.49503429621587, 127.03261270087144 37.49571976621544, 127.03352503061784 37.49599477830117, 127.03366113267496 37.49603580027672, 127.0343492398382 37.496243219374314, 127.03478611594964 37.4963749043087, 127.03496438804306 37.496795783045144, 127.03506655306344 37.49703699546615, 127.03511602369487 37.49715377824725, 127.03517523062521 37.497293568911616, 127.03519422516293 37.49733841625857, 127.03545543245677 37.49737410180302, 127.03557887345245 37.497390969374415, 127.03598800582121 37.49744686552521, 127.03628596919226 37.49748757555676, 127.03679071071969 37.4975565320456, 127.03778742825106 37.49769269648416, 127.03830506890382 37.49785244760097, 127.03832001137 37.497857584798474, 127.03832023164533 37.49785710899565, 127.03887766855776 37.49802328507637, 127.0392730619317 37.49814115368996, 127.03938872230921 37.49789515666111))",POINT (127.0371990008369 37.49552942647651),37.49552942647651,127.0371990008369
국악고교사거리,155825113.53030303,3110981,11680690,개포4동,"POLYGON ((127.04945557571253 37.4741911198292, 127.04884786402303 37.473790358290486, 127.04871855914763 37.473915108760536, 127.04853292761096 37.474094122136655, 127.0485122397905 37.47411403214094, 127.04875792674852 37.47427549201776, 127.04797495433048 37.47502655199379, 127.04779706154152 37.475197191558756, 127.04762696116246 37.47536150982972, 127.04689177806591 37.47607168784002, 127.04725947028662 37.47631268037215, 127.04762907628042 37.476554924282546, 127.04800711076118 37.476802686790776, 127.04836106815864 37.47703467314907, 127.04878580679875 37.47731303933275, 127.04950572322868 37.47661705779993, 127.04968778589364 37.476441044833926, 127.04985271748747 37.47628159936906, 127.05011754701351 37.4760255519332, 127.05042282260493 37.4757304107488, 127.0509277705522 37.47524222531355, 127.05097713633545 37.47519449825925, 127.05030618686179 37.47475205299921, 127.04984132669993 37.47444550387244, 127.04945557571253 37.4741911198292))",POINT (127.04893310777997 37.475601873048426),37.475601873048426,127.04893310777996
논현로18길,65711833.60606061,3110977,11680690,개포4동,"POLYGON ((127.04724648285277 37.4767996686568, 127.04695681463296 37.476608750268724, 127.04574019040847 37.47777928929607, 127.04615337170742 37.4778522131054, 127.04652791823295 37.47791832193831, 127.04690038494293 37.47798405198461, 127.04732229630211 37.478058518874796, 127.04805730813072 37.47733407010391, 127.04776830309198 37.47714359404766, 127.04750621667819 37.476970856346675, 127.04724648285277 37.4767996686568))",POINT (127.0469648482414 37.47742612918721),37.47742612918721,127.0469648482414
논현목련공원,44078536.64814815,3110952,11680521,논현1동,"POLYGON ((127.02718387484735 37.51109265931903, 127.02671700134546 37.510629674787225, 127.0262572946779 37.51092658675739, 127.02601677831464 37.510689765006724, 127.02576419103919 37.510441051229556, 127.02514806597443 37.51083390302873, 127.02506248893981 37.510793511167584, 127.0253911061354 37.51111869547493, 127.02546143444762 37.51118829283699, 127.02561571411643 37.51134096260386, 127.02594146102804 37.51165663226698, 127.02620726592286 37.51191420766225, 127.02622314029766 37.51192958428218, 127.0266071630738 37.512043731328134, 127.0271703908225 37.51221113314117, 127.02738762193094 37.511744621350644, 127.02753094595184 37.511436845499524, 127.02720291637074 37.51111154899767, 127.02718387484735 37.51109265931903))",POINT (127.02642881403081 37.511320148919985),37.51132014891999,127.0264288140308
논현역,698838313.0909091,3120185,11680521,논현1동,"POLYGON ((127.02320815622981 37.51373073767751, 127.02293084291212 37.51359901639777, 127.02267736292461 37.513553579948635, 127.02242726767601 37.51350874688624, 127.0222693031381 37.513441443840115, 127.02201880578373 37.51309226882854, 127.02235071003572 37.51239649703054, 127.02291113786633 37.51256623525444, 127.02319370278802 37.51265181965453, 127.02321113786797 37.51265709971818, 127.02367552332909 37.51269145113792, 127.02393077962527 37.51276694799678, 127.02423385104832 37.5128565865747, 127.02447537795754 37.512928024244786, 127.02481380983771 37.51302812276642, 127.02516852994437 37.51228146845415, 127.02536969209505 37.51185838229701, 127.02561571411643 37.51134096260386, 127.02546143444762 37.51118829283699, 127.0253911061354 37.51111869547493, 127.02506248893981 37.510793511167584, 127.02514806597443 37.51083390302873, 127.02576419103919 37.510441051229556, 127.02601677831464 37.510689765006724, 127.0262572946779 37.51092658675739, 127.02671700134546 37.510629674787225, 127.02636398744559 37.51027959492373, 127.02631451048083 37.5102305300414, 127.02616721933454 37.51008446307282, 127.02611024571627 37.51002796287206, 127.02658354126712 37.509727309203114, 127.0262835830494 37.50943060161911, 127.02660428624642 37.5092252602358, 127.02668781709896 37.50916947911347, 127.02676073587229 37.509112025368445, 127.02683281394799 37.50903497491626, 127.02692003818265 37.5088999413136, 127.02621016061003 37.50868675384606, 127.02544014666199 37.50845550902349, 127.02541899436278 37.50844915248318, 127.02520326311951 37.5089072713395, 127.02505781969585 37.50921612615442, 127.02505835137605 37.50921640625411, 127.02497958263396 37.509382547477855, 127.0249793224683 37.50938246644247, 127.02475873574504 37.509850281152346, 127.025347224987 37.5100304806915, 127.02470626903074 37.51044109343705, 127.02408306486657 37.51024985779174, 127.02346163414127 37.51005916360734, 127.02285242753128 37.50987221916985, 127.02332269333404 37.50887937057245, 127.02389390667811 37.507673376759215, 127.02326892303992 37.50707210502957, 127.02326841102564 37.50707316831634, 127.0232543197042 37.50705807925705, 127.02295724568927 37.50768115077454, 127.02294946473651 37.5076787961586, 127.02289624570074 37.50766268660685, 127.02268647254706 37.507599563931905, 127.02208815607895 37.50741768693877, 127.02199005741771 37.507635159184, 127.02198796527415 37.507639790738864, 127.02197897957443 37.507659713630346, 127.02183161148993 37.507960410803655, 127.02183374562057 37.507987260354895, 127.02183480129759 37.5080004148311, 127.02186115339308 37.50833190496216, 127.02185176131233 37.50835492737345, 127.02183156321811 37.508404386362166, 127.02174908908658 37.50852935112182, 127.02136444437866 37.50862417368456, 127.02122936308666 37.50895367385758, 127.0211539023375 37.50913188540738, 127.02106780381655 37.50932614569485, 127.02054451691761 37.50917255709973, 127.02050560608207 37.509160688618834, 127.02050541504549 37.50916108419306, 127.0203945246166 37.50941311169993, 127.02021297344415 37.509785251516924, 127.02013860352267 37.50976272018312, 127.01974548436979 37.5096420663476, 127.0195766072243 37.50958938388307, 127.01907075560773 37.5098412893198, 127.01894225222135 37.5099094241427, 127.01880781741612 37.510203043371334, 127.01876080406102 37.51032003547563, 127.01875909645706 37.51032569135231, 127.01852658570165 37.51025541725863, 127.01807913536001 37.51012017913251, 127.01801945580088 37.51024348351733, 127.01789665712404 37.51049720343759, 127.0178089949173 37.51067884748002, 127.01756512967667 37.51120392721491, 127.01755885571798 37.51121866857969, 127.01755572439325 37.51122604016213, 127.01754033903994 37.5112621447929, 127.01731849331885 37.51169488757444, 127.01778205759778 37.512204257334126, 127.01780448032918 37.51222888741252, 127.01765196207057 37.51231076383561, 127.01765422470977 37.512317584099485, 127.01789655348092 37.51260697721422, 127.01801523212642 37.51274097543541, 127.01808444698777 37.51270416965039, 127.01826451425731 37.51270558535286, 127.01824598586488 37.512802985865505, 127.01823808607303 37.51288092304351, 127.01826332751358 37.513010996209275, 127.01830554704009 37.51299861077812, 127.01865535701947 37.51289592807318, 127.01868159640595 37.512888229350715, 127.01897202645732 37.512802970592055, 127.0191000555261 37.512762766975435, 127.01947441724569 37.51265684326336, 127.01945600021065 37.51273703566956, 127.01942819253402 37.51280299285011, 127.0192809889237 37.51311859817222, 127.01927651225891 37.51312819369559, 127.01918422715599 37.51332605840627, 127.01917202395738 37.51337993953007, 127.0191842536071 37.51343381758734, 127.01931349098342 37.51372022480861, 127.01935649821482 37.51382698584237, 127.01954947215346 37.51386425832961, 127.0198771322354 37.513925286308925, 127.02016279612776 37.513978486325314, 127.0202447905923 37.51370400846348, 127.02024598622498 37.513704219093476, 127.02025003463798 37.51370494280675, 127.0210733506058 37.51385674410371, 127.02113821155221 37.513868698748055, 127.0216071645103 37.513955160732294, 127.02214762312781 37.514077602575384, 127.02289874930949 37.51424776531011, 127.02296854031906 37.51426357609147, 127.02320815622981 37.51373073767751))",POINT (127.02189884501553 37.51104305136104),37.51104305136104,127.02189884501551
논현초등학교,361536082.1212121,3110955,11680521,논현1동,"POLYGON ((127.03099481568952 37.51074504764197, 127.03118659862471 37.5106379803584, 127.03139995649283 37.51051885969745, 127.03176854566333 37.50974465588213, 127.03197671651672 37.509307401629975, 127.03214230382046 37.50895958329305, 127.0314739071789 37.508684554984335, 127.03060939928422 37.50832881319555, 127.03076258420487 37.50801021863422, 127.03214160811633 37.50842118358302, 127.0322513009347 37.50818845207097, 127.03230768838715 37.508068814753784, 127.0323400036585 37.50800025295616, 127.03252884533318 37.50759958099055, 127.03217060112203 37.50749168014325, 127.03184115707985 37.50739245703636, 127.03150379586378 37.50729084835843, 127.03115847342043 37.50718683333001, 127.0308719804387 37.50710054271822, 127.03083849406866 37.50709045660503, 127.03067709360155 37.50704184255838, 127.03006192251758 37.50685655135603, 127.02982301433443 37.506784590075824, 127.02945315893383 37.50667318439801, 127.02865872247052 37.506432137497605, 127.0284543463688 37.506852354406384, 127.02831276016886 37.507143472517264, 127.02707522171407 37.5073982154724, 127.02705602168948 37.507908913970596, 127.02703667563652 37.508423117363606, 127.02702912963701 37.508583614174434, 127.02699438120734 37.50877226278675, 127.02692003818265 37.5088999413136, 127.02683281394799 37.50903497491626, 127.02676073587229 37.509112025368445, 127.02668781709896 37.50916947911347, 127.02660428624642 37.5092252602358, 127.0262835830494 37.50943060161911, 127.02658354126712 37.509727309203114, 127.02611024571627 37.51002796287206, 127.02616721933454 37.51008446307282, 127.02631451048083 37.5102305300414, 127.02636398744559 37.51027959492373, 127.02684047401436 37.509981443417495, 127.02718817055097 37.51032535121763, 127.02755364089701 37.510089291641044, 127.02779417144642 37.51032597513205, 127.02838054173932 37.510902949791465, 127.02872978558385 37.51067726826615, 127.02907794551739 37.5110187925977, 127.02944318301071 37.511377060397095, 127.03011048111708 37.51160455525133, 127.03045583970186 37.51172037550809, 127.03049374599826 37.511733087909, 127.03080390186092 37.51183709505183, 127.03082742837744 37.51180998760627, 127.03109217068187 37.51119018851494, 127.03079369066192 37.510857326655724, 127.03099481568952 37.51074504764197))",POINT (127.02943600591685 37.50899520307415),37.50899520307415,127.02943600591684
대청초등학교,502405291.24242425,3110997,11680730,일원1동,"POLYGON ((127.08595028115128 37.49537965561348, 127.08644655233462 37.49439186682121, 127.08691248336099 37.49346433942836, 127.08708795734029 37.49311297339742, 127.08710220272579 37.49308444872984, 127.08755079873849 37.492186134842, 127.08761670462644 37.492054156024786, 127.0878763808213 37.49153413972276, 127.08802479251861 37.491236933838444, 127.08830067694218 37.49069191502077, 127.08834760504318 37.490596431731326, 127.08834443326234 37.49059545831225, 127.08807037830857 37.49051092319022, 127.08710573773746 37.49023057812335, 127.08561743670701 37.48979801480353, 127.08559579277465 37.48979171983066, 127.08558421013159 37.48978834944394, 127.08429853804375 37.48941466372811, 127.08349758020138 37.48917624477654, 127.0834855373068 37.48917266547515, 127.08341532382744 37.48915175673364, 127.08184315973396 37.48868376111077, 127.0818257771048 37.48867858785222, 127.08180135342425 37.4886713147126, 127.08176843932088 37.488744089356736, 127.0815114230855 37.48931235493122, 127.08151087825097 37.489313560855194, 127.08148987554225 37.48935999525096, 127.081472622368 37.48939813688692, 127.08141630101302 37.48952267512706, 127.08135119883563 37.48966661717424, 127.08132887387123 37.48971597531735, 127.08131576607903 37.4897449571357, 127.08120841153736 37.48998233110776, 127.08120043061626 37.489999974714586, 127.0811194604686 37.49017900825073, 127.08109183673999 37.490240083078994, 127.08109138777569 37.49024107629728, 127.08098522867228 37.49047578945304, 127.08097634519743 37.49049542759123, 127.08091800635002 37.49062442513847, 127.08091704862319 37.49062654226064, 127.08091011892449 37.490641864131135, 127.0808737794181 37.490722213814806, 127.08075694173183 37.490980534139894, 127.08074629999349 37.49100349817783, 127.0807587957386 37.491006382771104, 127.08075463283045 37.49101529747955, 127.08227657556574 37.491726831445426, 127.08328305237497 37.49219735474347, 127.083621964942 37.492355792596285, 127.08430341767611 37.49258537862979, 127.08418199890696 37.492844583105764, 127.08411930885083 37.49297841557925, 127.08407960909305 37.49306316642343, 127.08396018212768 37.49331811197605, 127.08385209746642 37.49354884469921, 127.0837478086935 37.49354198903049, 127.0831183709109 37.4933376635225, 127.08262748965724 37.494294719439445, 127.08333080399262 37.49452301717958, 127.08338990174481 37.494535507581745, 127.08347819381933 37.49455417084895, 127.08383722776017 37.49467101413911, 127.08421140065833 37.4938901319877, 127.08430583870138 37.493693038768875, 127.08439347689932 37.49351013757997, 127.08457453937231 37.493132266366096, 127.08511436276692 37.49331470739905, 127.08579292305052 37.493543674195955, 127.08622965193871 37.4936910348611, 127.08596067126244 37.494233260345815, 127.08547323180976 37.4952158230077, 127.08540515305245 37.49518126367888, 127.08504260626091 37.495063282515794, 127.08464544594362 37.49493403542939, 127.08444798791808 37.4948697790938, 127.08429616319161 37.49519282902355, 127.08451490267328 37.49527091345167, 127.08578213696758 37.4957232712529, 127.08579691672817 37.4956894826867, 127.08595028115128 37.49537965561348))",POINT (127.08459711900527 37.4915457344097),37.4915457344097,127.08459711900528
대치동아우편취급국,84083707.10606061,3110989,11680630,대치4동,"POLYGON ((127.05550420933331 37.504089262410936, 127.05566143886197 37.503782062714734, 127.05617024968429 37.50394750145058, 127.0561957878677 37.503828398012246, 127.05624077364196 37.503618593703884, 127.05634814748362 37.503117823145864, 127.05605072109698 37.50302145433711, 127.05584078124147 37.50295343594184, 127.0556430045468 37.50288934883829, 127.05543942169656 37.50282338823417, 127.05525920090732 37.502764996512354, 127.0549431464055 37.50266263382437, 127.05487603317972 37.50264089582362, 127.05455979873364 37.50253847722972, 127.05460360746162 37.50251635622083, 127.05492688496193 37.50188494464961, 127.05484120386701 37.50185712265716, 127.05459033273837 37.50177566179579, 127.0545753388117 37.50177079248069, 127.05457473927854 37.50177059453641, 127.05433187300164 37.50169171711491, 127.05380989774764 37.501522187624055, 127.05385246825968 37.501930655403484, 127.05389329689919 37.50232240847675, 127.0538450955057 37.50230668988828, 127.05346774732473 37.50218365416444, 127.05346219317438 37.50218184655778, 127.05309638323736 37.502062569725105, 127.05273361696527 37.50194534469126, 127.05270557928493 37.50197462186997, 127.05249065005745 37.5024105727644, 127.05286882016458 37.50253549073475, 127.0532430574291 37.50265782157595, 127.0536250102172 37.502772490079856, 127.05348716162926 37.503064617137575, 127.0534225489328 37.503201541553935, 127.05333873207817 37.503379164013474, 127.05365421123314 37.50348237007879, 127.05402689576017 37.50360429006397, 127.05432865532151 37.503703301011065, 127.05468699951552 37.503820882656605, 127.05495668393932 37.50329401167985, 127.05536192168779 37.50343121768787, 127.05509084086626 37.50395379603618, 127.0553928418424 37.50405276900621, 127.05550420933331 37.504089262410936))",POINT (127.0544946991722 37.50287832881917),37.50287832881917,127.0544946991722
대치사거리,194040298.5909091,3120217,11680630,대치4동,"POLYGON ((127.06085087740205 37.504898560226636, 127.06098310848033 37.5046417451808, 127.06118624493438 37.50392280816874, 127.06115376429453 37.50391219853044, 127.0611018735728 37.50389524863863, 127.06103959455496 37.50387490369789, 127.06098700363822 37.50385772526193, 127.06093502814686 37.50384074650823, 127.06087099464654 37.50381983024496, 127.06082005882894 37.503803190583845, 127.060766901255 37.50378582673427, 127.06070414389966 37.503765325988354, 127.06066763953469 37.503753402815846, 127.06094193629514 37.50326366246923, 127.06084911522427 37.503000446418284, 127.06084806100709 37.50299743760282, 127.06002281653953 37.503238982392816, 127.05997898574275 37.50276691829914, 127.0599582627103 37.50254380559668, 127.06008444509658 37.50222847510845, 127.06015212106982 37.502059323705225, 127.06020441425031 37.501928635022644, 127.06029301495509 37.501707210927925, 127.060402298708 37.50143409449382, 127.0601426403361 37.50141053322681, 127.05957249362929 37.501358796246315, 127.05937944700105 37.50129557615884, 127.05915234458291 37.50122120214281, 127.05884152445978 37.50111940495903, 127.0585324992694 37.50101820163093, 127.0584735083039 37.50099888174474, 127.05832950323817 37.50095172040855, 127.05821377715557 37.500913820819605, 127.05812944867654 37.500886200564345, 127.05758549936375 37.50070805339338, 127.05729892086873 37.50125867218327, 127.05700581097676 37.501821844389774, 127.0565840380137 37.50168456720856, 127.05625669540511 37.50157801383372, 127.05618828294624 37.5015557455996, 127.05594924123417 37.50147793827439, 127.05578966619598 37.501425996878105, 127.05539440027523 37.50129734356308, 127.05518162859505 37.50122808191449, 127.05521188685172 37.501505404571965, 127.0552236748276 37.50161344857585, 127.05526527629249 37.50199473114606, 127.05492688496193 37.50188494464961, 127.05460360746162 37.50251635622083, 127.05455979873364 37.50253847722972, 127.05487603317972 37.50264089582362, 127.0549431464055 37.50266263382437, 127.05525920090732 37.502764996512354, 127.05543942169656 37.50282338823417, 127.0556430045468 37.50288934883829, 127.05584078124147 37.50295343594184, 127.05605072109698 37.50302145433711, 127.05634814748362 37.503117823145864, 127.0568426238421 37.50328309645299, 127.05730569923483 37.50343786818806, 127.05733690554041 37.50344829840197, 127.05776414975936 37.50359109153638, 127.05809110618597 37.503700370029236, 127.05790306470792 37.50405134719603, 127.05773979911291 37.50435600116229, 127.05752885558428 37.50474962355667, 127.05752802889982 37.50475116648032, 127.0577164732797 37.50481322680265, 127.05771763199603 37.504811073734906, 127.05820388308695 37.5049700932348, 127.05821181433724 37.50497268512274, 127.05856658315005 37.505088705200876, 127.05916293162696 37.50528372523632, 127.05979785963632 37.505491354822624, 127.06043788192004 37.50570064614178, 127.06062063984197 37.505345711438714, 127.06085087740205 37.504898560226636))",POINT (127.0584106993292 37.50303587598714),37.50303587598714,127.0584106993292
대치역,132993558.53030305,3120220,11680600,대치1동,"POLYGON ((127.06246413845543 37.49634887877654, 127.06259365842564 37.496106625064755, 127.06271231589304 37.49588464511193, 127.06271904743654 37.49587210313029, 127.06314600098092 37.49507351980376, 127.06341686653009 37.494844614504586, 127.06350660888008 37.494789245381774, 127.06351978602295 37.49472616872375, 127.06354727579891 37.49459493491413, 127.06376093420153 37.494658834524415, 127.06412641250577 37.49476845501686, 127.0648551370701 37.49498683246531, 127.06508962051925 37.49505709916285, 127.06567811325193 37.4952336230577, 127.0664969640227 37.49547923891808, 127.06661685693203 37.49551520082643, 127.06690340689259 37.49488045086726, 127.06716445760637 37.494302178942796, 127.06733705703866 37.49391983483558, 127.06579131340986 37.49347414240208, 127.0655324914203 37.494032664574505, 127.06459067758826 37.49376023311755, 127.0639019431541 37.49355284176765, 127.06376488042413 37.493812521154794, 127.06361280528522 37.493742878716866, 127.06341920191096 37.49365333621787, 127.06244513006507 37.49320867205013, 127.06187734376539 37.49294947085899, 127.06163576259183 37.49283478631605, 127.06033238564045 37.49221602211689, 127.0602258737527 37.49236333166894, 127.05980749953959 37.4929419601439, 127.05978665228996 37.49293201456759, 127.05970922512243 37.49289681623939, 127.0590550421533 37.49259942167463, 127.05844472250655 37.492321962692515, 127.05826487849937 37.492240202230285, 127.05790335011005 37.492075843445996, 127.05727788825357 37.49179162196735, 127.05714027990626 37.49172909022199, 127.05703959867508 37.491887222400464, 127.05698295980943 37.49198160140893, 127.0571330644133 37.49204673120313, 127.05704334650926 37.492226823728565, 127.05703179760759 37.49224879315668, 127.05690209332559 37.492495546057974, 127.05688714018484 37.492524312506525, 127.05689766465065 37.49252913413364, 127.05738492159851 37.49275246085661, 127.05794764883342 37.49301037426851, 127.0583718783126 37.493204809076644, 127.0591241866475 37.49354960265093, 127.05919468352727 37.49358191169777, 127.06044340916561 37.49415420179342, 127.06109695366303 37.49445370988528, 127.06143601934886 37.494609095578284, 127.06158062694185 37.49467536592542, 127.06153113642814 37.494742463559476, 127.06139115882816 37.49493792961354, 127.06178918725979 37.49512215818699, 127.06171230057022 37.49524470465608, 127.06166708702413 37.495343973253846, 127.06160531784674 37.495471908786676, 127.06159203077357 37.49561392247518, 127.06160623916493 37.495719331943974, 127.06163355242894 37.49588893760183, 127.06162907124222 37.49594848656572, 127.06163402174289 37.49595638400903, 127.061627606433 37.49599206361333, 127.06155159642707 37.49611085140438, 127.06138059047285 37.496220502777675, 127.06129482211034 37.4961500912983, 127.06118048832687 37.496279893708596, 127.06105082829451 37.49620742975697, 127.06020594256151 37.4960019707359, 127.06005067629938 37.4962827034024, 127.06004066953655 37.49630817904306, 127.06008074871369 37.49632503361868, 127.06039091205464 37.49641883153394, 127.06087641125708 37.49656565364717, 127.06101697454794 37.49666492791025, 127.06158676273353 37.497067322668045, 127.06178665767463 37.497186639483466, 127.06197996764284 37.49725318926997, 127.06202558365412 37.4971679310229, 127.06208972606761 37.49704823196147, 127.06216935271365 37.49689953843647, 127.06221639666806 37.49681168896572, 127.06223605201056 37.49677498602484, 127.06240901660023 37.49645198485883, 127.06243783090297 37.49639817593933, 127.06246413845543 37.49634887877654))",POINT (127.06228078541479 37.494191939423786),37.494191939423786,127.0622807854148
도곡1동,238336843.1818182,3120201,11680640,역삼1동,"POLYGON ((127.04120894703243 37.4937627802902, 127.04208952773493 37.49361409561479, 127.04240187051666 37.49371016822636, 127.0424842264224 37.49373549928364, 127.04269488529391 37.493800293142655, 127.04271421975241 37.49380624090905, 127.04309880589008 37.49392453589988, 127.04344912030497 37.494032279740736, 127.04370208611297 37.494109824402514, 127.04385314381148 37.49415612973946, 127.04391431906706 37.49417488490125, 127.04420705567945 37.49426462773946, 127.04477991786798 37.49444023087411, 127.04513759214689 37.49371220547461, 127.04513846854232 37.493710367085455, 127.04379250148858 37.49329733937665, 127.04405441392926 37.49273893834174, 127.0433870453869 37.49253410617086, 127.04275791547192 37.49234100642413, 127.04269641400614 37.492322130040165, 127.04243413597318 37.49224162583498, 127.04168782671971 37.492012550950314, 127.0411422237866 37.49184507917156, 127.04067619636346 37.491701915506916, 127.03959342286971 37.49136928183409, 127.03862087697786 37.49107049453038, 127.0381982780771 37.49094065889494, 127.03703232657203 37.49058243634817, 127.03610343142284 37.490298511845026, 127.03542745410468 37.49009188929207, 127.03531758203371 37.49006857527921, 127.03505633539054 37.490612710282974, 127.03480991982175 37.491125997004055, 127.03572851259507 37.4914035042627, 127.03593874008509 37.49146701467912, 127.03655326699328 37.491652659812964, 127.03740423197262 37.49190971214256, 127.03755107163408 37.49195406810233, 127.0377733705512 37.49202121868751, 127.03825282665267 37.49216604730194, 127.03909721995767 37.49242110642277, 127.03897298122011 37.49268059520183, 127.0387432600183 37.493160390395495, 127.0381245159113 37.49297316688699, 127.03789658500374 37.49290420235039, 127.03770778722438 37.49329539265934, 127.0375396935904 37.49364368993067, 127.03758969275134 37.49365887492239, 127.03772982826703 37.49370144427997, 127.03786733216235 37.49374321422029, 127.03815145156523 37.4938295131652, 127.03838841087985 37.49390149263866, 127.03865482708305 37.49398241801082, 127.03877987195992 37.494020400426315, 127.0390737764919 37.49410966816012, 127.03910537156668 37.494131966638605, 127.03915478119394 37.49416684897592, 127.03936169332533 37.49422979664459, 127.03993718296137 37.49440490070744, 127.03994197835335 37.49440630916209, 127.04079150939366 37.494659296432005, 127.04106777973479 37.49406595072579, 127.04120894703243 37.4937627802902))",POINT (127.03993185464347 37.49256740134433),37.49256740134433,127.03993185464348
