기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20224,U,관광특구,3001496,강남 마이스 관광특구,113561,56267,57295,8423,23526,31283,25479,14310,10540,6959,21446,26838,27583,24323,6411,15349,17220,18047,18597,18288,13967,12091
20224,U,관광특구,3001495,잠실 관광특구,4179934,2015767,2164168,490222,895245,996787,695561,514816,587304,681051,759708,655070,692222,918306,473577,571728,588228,595830,598401,615406,633869,576473
20224,U,관광특구,3001494,종로?청계 관광특구,8657826,4693188,3964638,334742,1500979,1638219,1618642,1555937,2009307,903657,1653054,1825114,1861965,1729022,685015,1272457,1381468,1386192,1396528,1396973,1047401,776808
20224,U,관광특구,3001493,동대문패션타운 관광특구,3418870,1617046,1801825,182494,618819,818283,662903,526843,609528,701521,683446,521687,512176,587790,412248,520582,540938,546081,547095,512377,377450,374347
20224,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,7629595,3717728,3911867,365427,1301955,1839034,1667878,1216256,1239044,481664,1556366,1853219,1851308,1478804,408233,1103048,1241705,1251450,1267499,1240066,864591,661235
20224,U,관광특구,3001491,이태원 관광특구,2161642,1085212,1076430,141845,531363,530575,365423,267728,324707,425346,381950,301082,327875,442474,282916,284765,280562,285830,293022,321708,372454,323301
20224,R,전통시장,3130327,"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",62192,29346,32848,2326,9614,15415,13196,10194,11448,14409,12470,9327,8529,9368,8089,9966,10389,10370,10369,9164,5673,6263
20224,R,전통시장,3130326,고덕 골목형상점가,147922,68449,79473,29457,13415,23437,27541,20258,33816,36792,32952,17676,17532,24725,18245,21245,21160,21093,21445,21322,20927,20731
20224,R,전통시장,3130325,명일전통시장,296251,130055,166196,53697,30849,39736,47588,44109,80272,56199,55637,40958,43071,62570,37817,41788,41824,42288,40898,43584,42785,43084
20224,R,전통시장,3130324,길동복조리시장,555117,251495,303620,86062,61442,80348,86276,85148,155842,159055,110072,62544,61796,88188,73460,80137,79512,78566,78555,77895,79492,80962
20224,R,전통시장,3130323,둔촌역전통시장,307805,151007,156799,42926,39072,39243,49998,52443,84124,86950,62397,33339,34612,50521,39987,43813,43298,43882,43353,44281,44643,44538
20224,R,전통시장,3130322,고분다리전통시장,160170,79866,80303,18361,19992,25387,22355,29090,44984,47708,32754,16899,16564,24924,21322,22752,22251,22133,22142,22250,23702,24941
20224,R,전통시장,3130321,장신구 특화거리 상점가,208585,97603,110982,40260,23788,29884,35951,33505,45195,42096,43178,31283,30040,37922,24065,30399,30451,30460,30923,30294,27717,28343
20224,R,전통시장,3130320,암사종합시장,195471,94792,100679,19787,24737,32265,33804,34699,50181,37982,36446,26050,29153,41337,24502,27569,27649,27491,27636,28013,29271,27844
20224,R,전통시장,3130319,성내전통시장,675597,327230,348366,109757,74573,107292,105198,105496,173282,185603,132377,71910,77740,118513,89455,95264,91085,92049,91370,92127,104496,109204
20224,R,전통시장,3130318,로데오거리상점가,484392,226164,258227,35887,103913,95099,73977,73966,101551,71047,78915,75861,86516,113022,59031,63161,63979,64781,64884,71529,80216,75841
20224,R,전통시장,3130317,마천중앙시장,687262,332854,354407,92354,68561,89573,95436,118556,222781,184855,138416,79420,79911,116134,88527,97931,95249,94709,94377,94080,103461,107456
20224,R,전통시장,3130316,마천시장,82814,39900,42915,10969,8526,10694,11999,14269,26357,23328,16468,9285,9043,13540,11151,11885,11600,11566,11543,11465,12334,12422
20224,R,전통시장,3130315,문정동 로데오거리 상점가(문정동 로데오거리),666923,319710,347213,96379,102254,131486,107478,98495,130830,156144,138751,90448,90549,113371,77659,99055,99859,98951,98863,97848,86999,85347
20224,R,전통시장,3130314,풍납시장,1402326,644802,757524,185378,153514,219684,215414,228983,399353,380543,282084,153511,155428,239383,191376,199007,196331,193766,192781,196032,210916,213493
20224,R,전통시장,3130313,방이시장,1054077,483194,570884,137415,152720,221141,178032,148553,216215,319241,220571,112275,108345,156412,137232,151671,149055,148460,148070,148522,152608,155691
20224,R,전통시장,3130312,석촌시장,335624,160926,174697,56864,37683,67691,60060,46532,66794,69179,63762,45626,47642,66744,42669,47669,47356,47868,47867,48071,49220,47572
20224,R,전통시장,3130311,새마을시장,879751,414313,465437,148126,135777,156208,153267,121554,164819,207230,162529,104286,114016,174196,117494,122659,123059,122937,123011,126959,135722,125403
20224,R,전통시장,3130310,강남개포시장,214445,96265,118179,48603,22649,23236,37035,33037,49887,26409,42973,38086,41426,46795,18757,30193,30641,31231,31074,31731,30642,28931
20224,R,전통시장,3130309,은마종합상점가,2778,1316,1461,205,67,46,707,815,937,357,454,428,532,670,336,403,404,410,408,427,430,298
20224,R,전통시장,3130308,청담삼익시장,24363,12686,11677,1980,3275,5580,5389,3904,4234,4223,5685,4045,3930,3936,2544,3507,3823,3854,3820,3831,3041,2486
20224,R,전통시장,3130307,도곡시장,90786,41112,49676,31345,7301,7992,20490,12412,11247,11564,16106,12451,16223,22293,12148,12260,12400,12539,12335,12471,14550,14233
20224,R,전통시장,3130306,강남언주로,288505,144692,143812,11493,59672,88583,61419,35345,31993,71224,63932,42297,39391,40878,30784,43136,45062,44681,44921,42338,34869,33497
20224,R,전통시장,3130305,논현종합시장,32784,16701,16081,2271,6271,9323,6807,3929,4182,5506,7092,5351,5467,5983,3386,4843,5050,5018,5044,4898,4009,3921
20224,R,전통시장,3130304,신사상가,21182,9501,11680,5900,1656,1757,3951,3033,4884,7539,4190,2084,2072,2486,2811,3137,3137,3144,3132,3166,2830,2636
20224,R,전통시장,3130303,영동전통시장,426825,215586,211238,21939,101165,108163,83008,53137,59411,74478,78995,61610,63236,93769,54739,59799,64287,64806,65848,67493,56924,47670
20224,R,전통시장,3130302,강남시장(강남구 강남시장),57132,27438,29695,4257,14315,13936,10751,7187,6685,7354,10173,9903,10422,13087,6193,7971,8517,8589,8732,8991,8030,6303
20224,R,전통시장,3130301,양재시장,78466,38148,40318,10191,11675,18150,13727,9930,14793,13996,16438,12781,12127,14627,8498,11460,12086,12213,12042,11952,9568,9145
20224,R,전통시장,3130296,남부종합시장,35790,16837,18953,6731,4049,4471,7265,5704,7570,13845,6948,2903,2741,4195,5158,5091,5085,5087,5060,5049,5197,5221
20224,R,전통시장,3130295,인헌시장(원당종합시장),277916,128634,149283,28833,57634,54118,38973,39282,59077,60117,50058,31874,36286,59150,40431,39239,38349,38410,38376,39048,42108,42386
20224,R,전통시장,3130294,관악중부시장,413289,193967,219322,67759,72619,62629,57592,54144,98546,86199,84871,58837,59492,75381,48511,59581,59260,59106,58994,59932,58234,58181
20224,R,전통시장,3130293,봉천중앙시장,106113,50787,55326,10104,25395,19388,14741,13965,22523,13948,19807,17258,18561,24881,11660,15082,15001,14809,14878,15215,15876,15254
20224,R,전통시장,3130292,봉천현대시장,117814,54162,63652,24627,13689,18771,20554,14105,26068,21368,22473,16678,18272,25502,13522,16358,15881,16064,16073,16094,18755,18590
20224,R,전통시장,3130291,봉천제일종합시장,22292,10664,11628,1653,6215,4321,2519,2855,4731,5523,4289,2597,2678,4111,3095,3143,3128,3115,3123,3150,3297,3336
20224,R,전통시장,3130290,영림시장,569600,268453,301145,50981,140757,103458,67808,74002,132594,135503,116065,67098,69182,105027,76724,81276,81689,82138,81717,81792,80910,80076
20224,R,전통시장,3130289,봉일시장,63170,30108,33061,7055,12052,11003,8810,9584,14666,13566,11949,7579,8160,12971,8945,9018,8915,8774,8786,8724,9348,9605
20224,R,전통시장,3130288,신림현대종합상가,12908,6341,6567,1305,2511,2215,1859,1858,3161,3095,2504,1390,1605,2493,1821,1780,1745,1766,1756,1732,2026,2102
20224,R,전통시장,3130287,삼성동 시장(삼성동시장),1255873,650386,605487,98824,293638,224523,168160,166011,304718,270473,236081,158657,167689,254182,168789,179721,179534,179343,177557,179622,180305,179791
20224,R,전통시장,3130286,신신림시장(삼성동시장),116339,60128,56211,9331,27030,20730,15378,15174,28697,25983,21481,13975,14463,24003,16434,16572,16541,16556,16348,16608,16740,16972
20224,R,전통시장,3130285,서원동상점가,946521,498631,447889,71422,335009,193161,120016,98113,128800,137105,148688,126177,151716,239652,143183,125189,123532,128515,129584,141325,155571,142804
20224,R,전통시장,3130284,관악종합시장(신원시장),76568,39985,36584,4389,23822,16062,9908,9042,13344,20447,13487,7851,8680,13968,12134,10226,9894,10118,10226,10699,12634,12775
20224,R,전통시장,3130283,신원시장,784404,403101,381303,46100,244437,159919,102547,95507,135894,174141,136788,88550,101124,163541,120259,104967,102340,105049,105740,109857,128489,127964
20224,R,전통시장,3130282,난곡 골목형상점가,97667,47194,50473,15734,12822,13888,15418,13779,26026,25819,19925,11238,11402,16602,12681,13477,13544,13408,13389,13518,14825,15506
20224,R,전통시장,3130281,우림시장,64352,31421,32931,10114,8891,9474,10209,8965,16702,18749,12599,6495,6474,10759,9277,9065,8936,8939,8885,8840,9597,10091
20224,R,전통시장,3130280,신림종합시장,29244,14057,15187,2735,6541,5835,4071,3838,6224,9329,5781,2715,2752,4424,4244,4166,4045,4045,4029,4011,4360,4588
20224,R,전통시장,3130279,관악신사시장,558198,262770,295429,42342,135107,107645,73611,77757,121739,173803,116275,54451,53677,82535,77458,80413,77074,77442,77057,76449,82315,87450
20224,R,전통시장,3130278,미성동 도깨비시장 골목형상점가,291253,130423,160830,47709,39724,42174,45989,44172,71486,89063,60412,30789,31620,43450,35920,42120,39547,39646,39931,40038,44278,45693
20224,R,전통시장,3130277,조원동 펭귄시장(신림중앙시장),225198,108854,116344,20240,45560,42346,34450,32520,50081,64835,46416,24094,23187,35975,30692,32345,31424,31228,31169,31165,33129,34741
20224,R,전통시장,3130276,신림중앙시장(조원동 펭귄시장),132972,65910,67062,10728,31925,25906,20042,17720,26650,48208,27175,10600,9760,17064,20164,19285,19075,18753,18751,18638,18795,19675
20224,R,전통시장,3130275,강남골목시장,225039,122756,102283,10927,46744,59936,42610,32110,32711,72373,46839,22985,21659,29740,31442,32987,34565,34912,34611,33385,27626,26952
20224,R,전통시장,3130274,사당1동먹자골목상점가(사당1동먹자골목),870840,436656,434184,58904,209869,177359,123293,120519,180896,153168,173360,104903,109874,205127,124409,117782,125128,126603,128629,133325,129952,109421
20224,R,전통시장,3130273,남성사계시장(남성시장),988241,442734,545507,149303,142122,147151,142915,148130,258620,175418,186925,131636,148897,220293,125071,137617,139807,139751,140877,145756,148256,136179
20224,R,전통시장,3130272,사당시장,41968,19042,22926,4601,7476,7864,6793,5507,9727,9008,8430,5438,6069,8041,4983,5974,5909,5945,5887,5861,6199,6192
20224,R,전통시장,3130271,남성역골목시장,454920,201314,253607,50448,78300,79725,75411,59172,111862,105869,87511,49971,53859,89140,68569,64381,61404,64402,64123,64419,67823,68369
20224,R,전통시장,3130270,흑석시장,93081,42706,50375,15430,16449,12661,14224,12633,21685,15136,18882,14138,14987,19322,10616,13275,13556,13723,13609,13910,13107,11901
20224,R,전통시장,3130269,강남시장(동작구 강남시장),42923,20421,22502,6367,11555,4928,5346,5744,8982,10423,7578,5485,6051,8368,5019,6067,6082,6100,5975,5768,6543,6388
20224,R,전통시장,3130268,상도전통시장,260149,119178,140972,33614,50445,34748,35679,38463,67200,63193,50610,30126,32595,49487,34136,36810,35657,35867,36150,35679,39878,40108
20224,R,전통시장,3130267,본동인정시장(기능상실),224079,106399,117680,28921,36422,40464,34983,31336,51954,85856,46137,20845,20513,25142,25587,31557,31266,31509,31847,31697,33487,32719
20224,R,전통시장,3130266,만양로상점가,93653,53974,39679,5439,41341,20420,8709,7276,10469,23247,17756,11684,11776,16927,12265,13420,13698,13606,13754,13857,13253,12066
20224,R,전통시장,3130265,노량진중앙시장,174107,99507,74600,9887,82738,37070,16206,11898,16306,33648,32746,25002,26029,35521,21160,24744,25355,25376,25593,25687,25017,22333
20224,R,전통시장,3130264,상도약수골목형상점가,273846,123793,150053,59194,36494,44333,40728,36148,56948,49895,57493,33625,38950,56312,37568,39870,39234,39131,39011,39099,38793,38708
20224,R,전통시장,3130263,신노량진시장(기능상실),18201,8725,9476,1364,2912,3063,2472,3234,5155,4144,3541,2206,2455,3545,2311,2577,2530,2500,2541,2530,2719,2804
20224,R,전통시장,3130262,상도도깨비 골목형상점가,221285,101189,120095,26400,36391,40596,29570,32477,55850,55638,43390,25212,25583,40296,31165,31845,30963,30658,30390,30694,32254,34481
20224,R,전통시장,3130261,성대전통시장(성대시장),347835,156277,191557,36500,61389,58493,51781,51132,88540,62506,60605,44460,51877,78628,49758,49894,49032,48526,49397,49306,51324,50356
20224,R,전통시장,3130260,신대방1동골목상권,152982,70773,82208,13886,26398,27305,23813,25685,35893,42346,31186,18166,17707,25001,18574,21432,20659,21127,21039,20866,23105,24753
20224,R,전통시장,3130259,대신시장,38741,18210,20531,4914,5241,6096,5864,5895,10731,9079,7480,5091,5038,7125,4927,5627,5447,5546,5577,5600,5524,5420
20224,R,전통시장,3130258,영진시장A동,34863,15787,19074,6401,4373,6223,5839,5172,6855,9521,7195,3953,3887,5762,4545,4996,4904,4803,4737,4787,5204,5433
20224,R,전통시장,3130257,영등포시장기계공구상가,189068,101321,87748,7143,58975,52426,24398,21449,24680,47861,38176,22770,23722,32360,24179,25794,25511,25867,25727,27126,29903,29141
20224,R,전통시장,3130256,신동시장,106363,49988,56376,17562,13315,16215,16527,18519,24227,28895,21162,11785,12211,17926,14385,15343,14866,15130,15151,15015,15477,15381
20224,R,전통시장,3130255,영등포전통시장,517066,274913,242153,20819,118602,119488,70356,75706,112095,102194,99338,75698,81763,98127,59947,71572,71939,72141,71913,75032,80092,74378
20224,R,전통시장,3130254,남서울상가,32941,17453,15488,1394,5979,6382,4577,5548,9061,5230,5989,5351,5944,6798,3629,4568,4635,4614,4597,4812,5121,4594
20224,R,전통시장,3130253,영신상가(제일상가),41072,21972,19100,1671,9084,8437,5644,6423,9811,7124,7165,6280,7044,8546,4911,5488,5529,5569,5562,6051,6725,6149
20224,R,전통시장,3130250,삼구시장(로타리상가),42497,22741,19755,1751,9580,8818,5848,6563,9938,7494,7407,6437,7209,8821,5129,5652,5688,5742,5734,6263,7000,6418
20224,R,전통시장,3130249,동남상가,36488,19213,17276,1763,6618,7401,5155,5911,9641,6674,6801,5634,6179,7150,4052,5095,5158,5170,5146,5346,5567,5006
20224,R,전통시장,3130248,영등포역지하도상점가,122502,60971,61531,8158,28634,26849,18720,17612,22529,24465,24764,16698,18199,23756,14619,16695,16907,17024,17243,18239,18868,17527
20224,R,전통시장,3130247,우리시장,342553,158968,183585,32089,33638,53083,51722,65064,106958,104679,68289,33351,34953,54414,46864,48972,48496,47342,46237,46358,51245,53903
20224,R,전통시장,3130246,영등포청과시장(조광시장),1316022,646524,669499,149904,186453,266440,216900,199183,297143,360698,284887,162265,155354,192004,160819,187274,189455,186756,187400,187086,191129,186921
20224,R,전통시장,3130245,영일시장,280103,128582,151522,25528,50161,64046,54202,42805,43360,33419,51366,54306,60316,58674,22021,39010,39733,40274,40242,41516,41629,37701
20224,R,전통시장,3130244,대림중앙시장,448443,228433,220009,24645,37117,67304,84802,111391,123185,128295,82935,47399,49432,77800,62581,64120,61255,61265,60580,60961,66349,73914
20224,R,전통시장,3130243,도림시장,48100,23786,24313,4512,6790,9683,7995,8148,10972,17547,9700,3888,3590,6049,7327,6919,6895,6868,6835,6754,6715,7111
20224,R,전통시장,3130242,대림중앙 골목형상점가,330355,166323,164031,22883,31060,52485,61446,76758,85721,86671,61969,36779,38992,61132,44810,46605,44870,44969,44517,44821,49656,54918
20224,R,전통시장,3130241,선유도역 골목형상점가,309491,155951,153542,30132,58053,76538,57569,42259,44942,66847,64757,44454,42570,53491,37372,45133,46891,46584,46557,46497,39226,38603
20224,R,전통시장,3130240,영등포유통상가,29799,14609,15191,2421,4694,6413,5834,4822,5614,4486,6436,5232,5251,5557,2837,4450,4600,4608,4591,4542,3604,3401
20224,R,전통시장,3130239,양남시장,24691,12163,12527,1943,4155,5586,5068,3800,4138,4670,5266,4091,4048,4195,2422,3701,3793,3802,3806,3728,3002,2859
20224,R,전통시장,3130238,은행나무시장,451568,209747,241821,65870,50448,58192,69130,77860,130068,109153,89187,54383,59407,83756,55680,63562,62291,62642,62993,61146,68320,70614
20224,R,전통시장,3130237,박미시장(기능상실),13396,7431,5964,1397,1655,2272,2453,2438,3181,3639,3169,1440,1361,1940,1849,1923,1997,2000,1964,1979,1791,1743
20224,R,전통시장,3130236,비단길현대시장(현대시장),554346,261441,292905,54062,76446,85797,82931,101868,153242,139853,103980,64162,66154,102083,78113,78280,76034,76557,77477,77909,83565,84524
20224,R,전통시장,3130235,대명여울빛거리시장(대명시장),245648,121242,124407,26735,37803,39993,39281,47208,54628,39345,41838,35200,40775,57667,30822,34137,35203,35146,35924,36734,36770,31734
20224,R,전통시장,3130234,푸른터시장(기능상실),69258,33827,35432,8399,9939,13399,12191,11449,13881,24403,14346,5676,5365,9139,10331,10008,9603,9762,9706,9772,9942,10466
20224,R,전통시장,3130233,남문시장,263636,126688,136947,21840,34738,42036,42998,51175,70849,76386,53409,27672,27634,40897,37638,38041,37397,37620,37250,37746,37540,38042
20224,R,전통시장,3130232,독산동 맛나는거리상점가(독산동 맛나는거리),155602,78391,77211,9607,27139,32774,25260,28953,31870,32085,28788,21184,22340,31397,19808,21750,21728,21905,21767,22253,23742,22456
20224,R,전통시장,3130231,독산동 우시장,173108,91538,81570,17518,27752,37660,28013,29144,33021,34413,35936,24267,24589,32207,21697,25278,25461,25478,25384,25424,23266,22817
20224,R,전통시장,3130230,가리봉시장,65410,39256,26155,1160,10410,12362,12393,15761,13323,16600,12323,7637,8037,11800,9013,9236,9234,9113,9122,9082,9335,10290
20224,R,전통시장,3130229,남구로시장,733953,358227,375726,58729,67475,105618,120314,147565,234254,169493,139284,94377,100740,135182,94877,106222,104782,104456,103758,103486,103725,107524
20224,R,전통시장,3130228,구로시장,684899,360513,324386,48143,76245,113578,135853,127129,183951,86619,121083,120318,139828,156072,60979,95069,95534,95165,94699,95157,101738,107535
20224,R,전통시장,3130227,고척골목시장상점가(그라운드 고척),120857,56672,64185,24837,17390,14798,19028,19116,25686,26178,23578,16290,17419,23521,13870,16822,16314,16121,16570,16031,18981,20018
20224,R,전통시장,3130226,고척프라자,35138,16361,18778,7292,4980,4357,5653,5546,7310,7682,6658,4510,5013,7106,4170,4906,4726,4690,4714,4628,5593,5883
20224,R,전통시장,3130225,개봉중앙시장,528866,242034,286832,84130,62537,70880,78634,80383,152303,154243,100212,52517,54848,90379,76668,74874,72361,72434,71768,72725,80119,84586
20224,R,전통시장,3130224,개봉프라자(고척근린시장),6813,3427,3386,603,639,898,1139,1367,2166,1600,1373,840,915,1224,863,990,924,934,961,910,1021,1074
20224,R,전통시장,3130223,고척근린시장,214162,103162,111001,29239,22021,27959,33919,38425,62600,42884,40394,27383,30054,44794,28653,30113,29568,30028,29131,29503,33191,32627
20224,R,전통시장,3130222,오류시장,193655,92502,101152,22466,39470,39336,27248,27842,37293,41497,36518,23487,25095,39288,27769,26134,25961,26400,27188,27550,30200,30221
20224,R,전통시장,3130221,"남부골목시장(남부화곡시장, 남부시장)",505151,227871,277281,58176,61148,81971,83892,77743,142224,124444,94927,57526,63977,95691,68587,71356,69718,69276,69362,70146,77270,78024
20224,R,전통시장,3130220,등마루시장,36265,16391,19873,4988,5465,8152,5853,4234,7570,12351,7164,3448,3298,4917,5086,5225,5096,5130,5040,5045,5137,5593
20224,R,전통시장,3130219,까치산시장,1108453,515868,592583,104130,195925,207299,181848,152721,266530,244323,223614,124006,137014,218633,160863,157081,157391,157714,159028,157580,161686,157973
20224,R,전통시장,3130218,신월중앙시장,60936,27520,33416,9880,9186,10671,10747,8380,12073,11014,11441,9662,10088,12396,6334,8656,8691,8719,8715,8714,9003,8437
20224,R,전통시장,3130217,화곡본동시장,255003,118761,136242,38194,39688,43837,41750,32552,58981,58645,49442,29978,33072,49477,34391,36083,35718,36144,35438,35976,37651,37995
20224,R,전통시장,3130216,화곡중앙시장,262518,116501,146016,39900,31296,42888,41734,37160,69542,60968,50073,31353,33727,50228,36168,36809,36523,36504,36683,36837,38934,40226
20224,R,전통시장,3130215,대원종합시장,59428,26855,32574,9845,7870,8916,9273,8722,14803,11311,10811,7565,9196,12722,7822,8407,8407,8329,8398,8328,8699,8858
20224,R,전통시장,3130214,송화벽화시장(송화골목시장),70792,31649,39143,18679,8296,9021,11208,9021,14568,15858,14405,9379,8914,13092,9144,10247,10318,10286,10365,10368,9747,9463
20224,R,전통시장,3130213,방신전통시장,111361,51463,59898,15765,10294,18195,17711,16868,32529,20587,21009,15543,16951,24083,13189,15186,14772,14769,15225,14948,17675,18785
20224,R,전통시장,3130212,공항시장,491521,250085,241436,43624,106660,99699,74802,68541,98195,118723,105057,66686,62436,81412,57207,69496,69728,69477,69627,71800,70744,70650
20224,R,전통시장,3130211,신정2동 골목시장(오목교중앙시장),422458,194239,228220,83755,51014,47034,69236,73001,98418,107783,82846,49247,51876,76738,53968,58990,56598,56552,56659,58555,66762,68342
20224,R,전통시장,3130210,목2동시장,437197,201686,235511,45020,70437,96118,68367,60637,96619,116459,85501,47548,49410,79197,59083,61370,60022,60711,60078,61310,66728,66976
20224,R,전통시장,3130209,목사랑시장(목4동시장),322319,158105,164215,85822,33638,34520,51898,52826,63616,89127,67644,36473,36098,50934,42043,46936,45300,45587,45615,45100,46280,47500
20224,R,전통시장,3130208,목동깨비시장(목3동시장),341095,147209,193885,38619,52194,66720,51163,51203,81194,75144,64495,44089,46567,66136,44664,48081,48177,48065,47879,48461,50343,50086
20224,R,전통시장,3130207,신정1동 골목시장(신정제일시장),101490,47995,53496,17630,11909,15129,17785,16813,22221,14007,19702,16673,17188,22458,11462,14224,14178,14257,14279,14459,15428,14665
20224,R,전통시장,3130206,신정3동 골목시장,50285,23596,26691,9970,5980,6883,8349,7936,11167,8254,9056,6995,7996,11443,6543,7186,7325,7318,7214,7419,7175,6649
20224,R,전통시장,3130205,신곡종합시장(신월6동 골목시장),39307,17968,21339,6630,3770,6209,6515,6117,10066,9276,7599,4599,4934,7393,5506,5580,5504,5473,5505,5508,5906,5830
20224,R,전통시장,3130204,경창시장,238894,109895,129000,52960,18977,31471,39869,33495,62123,66053,46783,25664,27064,40772,32559,34242,32987,33378,33172,33402,35387,36328
20224,R,전통시장,3130203,서서울 골목형상점가,79076,36949,42127,8310,8605,12958,12254,12859,24092,19431,14554,9222,10128,15127,10613,11150,10773,10729,10770,10725,12276,12655
20224,R,전통시장,3130202,신영시장,149882,69039,80843,17496,15483,21270,21990,27033,46612,32160,27359,19398,21778,30192,18995,21244,20683,20580,20843,20911,22932,22689
20224,R,전통시장,3130201,월정로시장,202357,97058,105299,23642,18494,29176,32277,34657,64110,58985,41055,21754,21912,31758,26893,28721,28451,28026,27818,28379,29864,31098
20224,R,전통시장,3130200,"신월7동 골목시장(약수시장, 우성상가)",62374,28954,33420,7670,5634,7989,9873,10332,20875,9612,10269,8500,10233,15574,8188,8759,8604,8753,8606,8750,9504,9399
20224,R,전통시장,3130199,신월3동 골목시장,336631,170071,166560,43672,38098,48329,48766,59719,98048,99443,71675,37746,36049,49791,41929,48658,46904,47402,46419,46400,48886,51962
20224,R,전통시장,3130198,아현시장,297251,133322,163929,58855,35673,46901,46773,43810,65239,61727,63704,41567,42999,53198,34057,42547,44523,43787,43538,43789,40674,38392
20224,R,전통시장,3130197,마포시장,77505,37110,40395,8233,12202,16581,14789,12805,12896,7880,16237,15648,15075,16130,6536,11741,12708,12649,12447,12372,8327,7260
20224,R,전통시장,3130196,공덕시장,33863,16112,17751,3580,5415,7276,6338,5559,5694,6077,6929,6048,5795,6089,2926,5068,5430,5442,5391,5357,3845,3332
20224,R,전통시장,3130195,도화동 상점가,1082361,511792,570569,95402,174958,244112,201127,161746,205017,183641,202303,165232,167363,236608,127215,151205,157827,157852,159179,161876,154621,139799
20224,R,전통시장,3130194,용강동 상점가,394651,188433,206217,69406,36640,71161,83859,56170,77415,95012,82359,50853,50008,69687,46730,57086,57364,57351,57197,57491,54643,53520
20224,R,전통시장,3130193,신수시장,60020,27404,32615,10912,7845,9185,10692,9062,12325,15176,12790,7625,7415,9749,7265,8636,8590,8602,8622,8381,8411,8780
20224,R,전통시장,3130192,동진시장,51277,22055,29222,3802,18691,11105,6484,4900,6296,12858,9335,5782,6432,10041,6830,6926,6723,6770,6880,7230,8444,8305
20224,R,전통시장,3130191,홍대 걷고싶은 거리,642985,285994,356992,87640,259588,125492,75757,48396,46112,75496,86057,97914,126075,176887,80554,80940,84114,86095,88343,98404,110392,94698
20224,R,전통시장,3130190,홍대소상공인상점가,535318,246488,288829,71258,222952,100082,59954,39753,41317,97969,70822,70697,91003,132660,72166,66737,65212,67498,68966,78687,99635,88579
20224,R,전통시장,3130189,서교시장,82266,37143,45122,11084,32808,15356,9670,6493,6856,14225,11087,11161,14410,20811,10573,10291,10117,10489,10673,12044,15090,13563
20224,R,전통시장,3130188,합정시장,76976,34956,42021,7242,20974,18556,12204,8899,9101,9531,13202,13253,12887,19153,8949,10369,11070,11083,11398,11945,11135,9975
20224,R,전통시장,3130187,영진시장,42985,19090,23896,3761,10499,10342,7201,5370,5814,8750,8018,6482,6743,8092,4900,6114,6447,6556,6570,6555,5735,5010
20224,R,전통시장,3130186,망원시장,276461,117959,158503,26199,49969,59672,48695,32414,59514,70091,51054,32876,35993,51376,35071,37921,37257,37402,37399,38265,44296,43923
20224,R,전통시장,3130185,망원월드컵시장,196037,85233,110804,24570,29365,35323,36472,28719,41588,47202,35940,23883,25782,37590,25641,27380,27535,27439,27508,27509,29174,29493
20224,R,전통시장,3130184,마포농수산물시장,13154,6252,6902,981,1228,2209,2570,2237,3929,524,2712,2840,3206,3121,751,1581,1610,1636,1740,1844,2473,2267
20224,R,전통시장,3130183,상암동상점가,1278772,631005,647767,112958,276074,305730,250725,162452,170834,225333,241748,197617,185615,271302,157156,184656,198963,199034,199890,193222,159126,143882
20224,R,전통시장,3130182,영천시장,587122,275302,311820,92784,69455,86635,108382,96562,133304,121686,113627,83298,82945,113822,71743,84112,86171,86694,86193,85648,81451,76853
20224,R,전통시장,3130181,아현가구거리상점가,2164140,1065272,1098868,219039,325315,457140,455782,336372,370493,391037,477902,355172,376972,355997,207061,325889,350468,351020,348111,333486,230983,224182
20224,R,전통시장,3130180,포방터시장,297721,136906,160816,39105,33933,35232,41913,54051,93487,76246,58977,35276,34653,53609,38961,42674,39544,39239,40271,39970,46766,49258
20224,R,전통시장,3130179,"이화여대 3,5,7길 상점가",975713,296562,679153,82161,473227,151775,97737,78247,92564,217541,198547,137046,136652,174005,111921,139616,143778,143642,144088,141843,135274,127474
20224,R,전통시장,3130178,이대 앞 스타트업 상점가,60456,14484,45972,11364,27416,7084,5520,4752,4320,10480,13036,10852,10556,9824,5708,9132,10100,9820,9852,8796,6460,6296
20224,R,전통시장,3130177,인왕시장(홍제골목형상점가),24880,10736,14144,3132,3063,3079,3511,4224,7869,3219,4516,3740,4421,5940,3044,3543,3581,3551,3556,3604,3625,3420
20224,R,전통시장,3130176,유진상가,19364,8516,10848,3024,2159,2503,2805,3296,5577,2651,3455,2909,3360,4696,2292,2642,2688,2705,2720,2747,2969,2893
