시간대_매출금액,기준_년,기준_분기,시간대,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,시간대_유동인구_수,평일_유동인구_수_평균,주말_유동인구_수_평균,총_직장_인구_수,총_상주인구_수,총_가구_수,집객시설_수,월_평균_소득_금액,소득_구간_코드,지출_총금액
605774191.0,2021,1,21~24,A,골목상권,3110955,논현초등학교,11680.0,강남구,11680521.0,논현1동,344558.0,411342.0,387722.5,3430.0,7026.0,4495.0,12.0,2909460.0,6.0,4481561126.0
531497598.0,2021,1,17~21,A,골목상권,3110955,논현초등학교,11680.0,강남구,11680521.0,논현1동,433632.0,411342.0,387722.5,3430.0,7026.0,4495.0,12.0,2909460.0,6.0,4481561126.0
230188421.0,2021,1,14~17,A,골목상권,3110955,논현초등학교,11680.0,강남구,11680521.0,논현1동,342564.0,411342.0,387722.5,3430.0,7026.0,4495.0,12.0,2909460.0,6.0,4481561126.0
192457360.0,2021,1,11~14,A,골목상권,3110955,논현초등학교,11680.0,강남구,11680521.0,논현1동,351383.0,411342.0,387722.5,3430.0,7026.0,4495.0,12.0,2909460.0,6.0,4481561126.0
222467605.0,2021,1,06~11,A,골목상권,3110955,논현초등학교,11680.0,강남구,11680521.0,논현1동,621019.0,411342.0,387722.5,3430.0,7026.0,4495.0,12.0,2909460.0,6.0,4481561126.0
377166450.0,2021,1,00~06,A,골목상권,3110955,논현초등학교,11680.0,강남구,11680521.0,논현1동,738999.0,411342.0,387722.5,3430.0,7026.0,4495.0,12.0,2909460.0,6.0,4481561126.0
164133614.0,2021,1,21~24,A,골목상권,3110957,언북중학교,11680.0,강남구,11680531.0,논현2동,78120.0,129963.8,86419.5,1251.0,1761.0,1088.0,7.0,3496418.0,7.0,1591782820.0
178983557.0,2021,1,17~21,A,골목상권,3110957,언북중학교,11680.0,강남구,11680531.0,논현2동,133464.0,129963.8,86419.5,1251.0,1761.0,1088.0,7.0,3496418.0,7.0,1591782820.0
85082196.0,2021,1,14~17,A,골목상권,3110957,언북중학교,11680.0,강남구,11680531.0,논현2동,134846.0,129963.8,86419.5,1251.0,1761.0,1088.0,7.0,3496418.0,7.0,1591782820.0
98977982.0,2021,1,11~14,A,골목상권,3110957,언북중학교,11680.0,강남구,11680531.0,논현2동,138575.0,129963.8,86419.5,1251.0,1761.0,1088.0,7.0,3496418.0,7.0,1591782820.0
87337402.0,2021,1,06~11,A,골목상권,3110957,언북중학교,11680.0,강남구,11680531.0,논현2동,174833.0,129963.8,86419.5,1251.0,1761.0,1088.0,7.0,3496418.0,7.0,1591782820.0
84038340.0,2021,1,00~06,A,골목상권,3110957,언북중학교,11680.0,강남구,11680531.0,논현2동,162820.0,129963.8,86419.5,1251.0,1761.0,1088.0,7.0,3496418.0,7.0,1591782820.0
124207062.0,2021,1,21~24,A,골목상권,3110961,언주역 3번,11680.0,강남구,11680531.0,논현2동,111362.0,153395.2,128697.5,962.0,2120.0,1314.0,1.0,3318129.0,7.0,1444220522.0
180175416.0,2021,1,17~21,A,골목상권,3110961,언주역 3번,11680.0,강남구,11680531.0,논현2동,180573.0,153395.2,128697.5,962.0,2120.0,1314.0,1.0,3318129.0,7.0,1444220522.0
92260126.0,2021,1,14~17,A,골목상권,3110961,언주역 3번,11680.0,강남구,11680531.0,논현2동,157921.0,153395.2,128697.5,962.0,2120.0,1314.0,1.0,3318129.0,7.0,1444220522.0
91744235.0,2021,1,11~14,A,골목상권,3110961,언주역 3번,11680.0,강남구,11680531.0,논현2동,156554.0,153395.2,128697.5,962.0,2120.0,1314.0,1.0,3318129.0,7.0,1444220522.0
71172032.0,2021,1,06~11,A,골목상권,3110961,언주역 3번,11680.0,강남구,11680531.0,논현2동,212115.0,153395.2,128697.5,962.0,2120.0,1314.0,1.0,3318129.0,7.0,1444220522.0
52563116.0,2021,1,00~06,A,골목상권,3110961,언주역 3번,11680.0,강남구,11680531.0,논현2동,205847.0,153395.2,128697.5,962.0,2120.0,1314.0,1.0,3318129.0,7.0,1444220522.0
119635665.0,2021,1,21~24,A,골목상권,3110965,언주역 6번,11680.0,강남구,11680640.0,역삼1동,93549.0,130408.2,102239.5,1139.0,2245.0,1500.0,0.0,3218797.0,7.0,1570369626.0
138515818.0,2021,1,17~21,A,골목상권,3110965,언주역 6번,11680.0,강남구,11680640.0,역삼1동,142251.0,130408.2,102239.5,1139.0,2245.0,1500.0,0.0,3218797.0,7.0,1570369626.0
85477304.0,2021,1,14~17,A,골목상권,3110965,언주역 6번,11680.0,강남구,11680640.0,역삼1동,128820.0,130408.2,102239.5,1139.0,2245.0,1500.0,0.0,3218797.0,7.0,1570369626.0
75795168.0,2021,1,11~14,A,골목상권,3110965,언주역 6번,11680.0,강남구,11680640.0,역삼1동,131757.0,130408.2,102239.5,1139.0,2245.0,1500.0,0.0,3218797.0,7.0,1570369626.0
72557094.0,2021,1,06~11,A,골목상권,3110965,언주역 6번,11680.0,강남구,11680640.0,역삼1동,185224.0,130408.2,102239.5,1139.0,2245.0,1500.0,0.0,3218797.0,7.0,1570369626.0
62101570.0,2021,1,00~06,A,골목상권,3110965,언주역 6번,11680.0,강남구,11680640.0,역삼1동,174918.0,130408.2,102239.5,1139.0,2245.0,1500.0,0.0,3218797.0,7.0,1570369626.0
429160889.0,2021,1,21~24,A,골목상권,3110971,선정릉역 4번,11680.0,강남구,11680640.0,역삼1동,112722.0,150564.2,128317.0,1542.0,3870.0,2549.0,1.0,3432046.0,7.0,3043232760.0
505553547.0,2021,1,17~21,A,골목상권,3110971,선정릉역 4번,11680.0,강남구,11680640.0,역삼1동,144801.0,150564.2,128317.0,1542.0,3870.0,2549.0,1.0,3432046.0,7.0,3043232760.0
219028437.0,2021,1,14~17,A,골목상권,3110971,선정릉역 4번,11680.0,강남구,11680640.0,역삼1동,129215.0,150564.2,128317.0,1542.0,3870.0,2549.0,1.0,3432046.0,7.0,3043232760.0
220179086.0,2021,1,11~14,A,골목상권,3110971,선정릉역 4번,11680.0,강남구,11680640.0,역삼1동,135055.0,150564.2,128317.0,1542.0,3870.0,2549.0,1.0,3432046.0,7.0,3043232760.0
189463290.0,2021,1,06~11,A,골목상권,3110971,선정릉역 4번,11680.0,강남구,11680640.0,역삼1동,222884.0,150564.2,128317.0,1542.0,3870.0,2549.0,1.0,3432046.0,7.0,3043232760.0
256550159.0,2021,1,00~06,A,골목상권,3110971,선정릉역 4번,11680.0,강남구,11680640.0,역삼1동,264777.0,150564.2,128317.0,1542.0,3870.0,2549.0,1.0,3432046.0,7.0,3043232760.0
49799528.0,2021,1,21~24,A,골목상권,3110972,강남세브란스병원미래의학연구센터,11680.0,강남구,11680650.0,역삼2동,34757.0,44072.0,39578.5,2628.0,1921.0,1003.0,4.0,3347336.0,7.0,1056500384.0
67679469.0,2021,1,17~21,A,골목상권,3110972,강남세브란스병원미래의학연구센터,11680.0,강남구,11680650.0,역삼2동,38404.0,44072.0,39578.5,2628.0,1921.0,1003.0,4.0,3347336.0,7.0,1056500384.0
33548247.0,2021,1,14~17,A,골목상권,3110972,강남세브란스병원미래의학연구센터,11680.0,강남구,11680650.0,역삼2동,34330.0,44072.0,39578.5,2628.0,1921.0,1003.0,4.0,3347336.0,7.0,1056500384.0
32037081.0,2021,1,11~14,A,골목상권,3110972,강남세브란스병원미래의학연구센터,11680.0,강남구,11680650.0,역삼2동,38283.0,44072.0,39578.5,2628.0,1921.0,1003.0,4.0,3347336.0,7.0,1056500384.0
18850470.0,2021,1,06~11,A,골목상권,3110972,강남세브란스병원미래의학연구센터,11680.0,강남구,11680650.0,역삼2동,68939.0,44072.0,39578.5,2628.0,1921.0,1003.0,4.0,3347336.0,7.0,1056500384.0
2895574.0,2021,1,00~06,A,골목상권,3110972,강남세브란스병원미래의학연구센터,11680.0,강남구,11680650.0,역삼2동,84807.0,44072.0,39578.5,2628.0,1921.0,1003.0,4.0,3347336.0,7.0,1056500384.0
74814495.0,2021,1,21~24,A,골목상권,3110976,언북초등학교,11680.0,강남구,11680565.0,청담동,82547.0,112943.2,98954.0,578.0,2022.0,1080.0,2.0,3250531.0,7.0,1119489213.0
104152568.0,2021,1,17~21,A,골목상권,3110976,언북초등학교,11680.0,강남구,11680565.0,청담동,132153.0,112943.2,98954.0,578.0,2022.0,1080.0,2.0,3250531.0,7.0,1119489213.0
46334496.0,2021,1,14~17,A,골목상권,3110976,언북초등학교,11680.0,강남구,11680565.0,청담동,113285.0,112943.2,98954.0,578.0,2022.0,1080.0,2.0,3250531.0,7.0,1119489213.0
42820807.0,2021,1,11~14,A,골목상권,3110976,언북초등학교,11680.0,강남구,11680565.0,청담동,117052.0,112943.2,98954.0,578.0,2022.0,1080.0,2.0,3250531.0,7.0,1119489213.0
53288495.0,2021,1,06~11,A,골목상권,3110976,언북초등학교,11680.0,강남구,11680565.0,청담동,158071.0,112943.2,98954.0,578.0,2022.0,1080.0,2.0,3250531.0,7.0,1119489213.0
17401505.0,2021,1,00~06,A,골목상권,3110976,언북초등학교,11680.0,강남구,11680565.0,청담동,159516.0,112943.2,98954.0,578.0,2022.0,1080.0,2.0,3250531.0,7.0,1119489213.0
81282763.0,2021,1,21~24,A,골목상권,3110977,논현로18길,11680.0,강남구,11680690.0,개포4동,14343.0,18904.0,15411.0,148.0,691.0,340.0,0.0,2809700.0,6.0,275630230.0
98926052.0,2021,1,17~21,A,골목상권,3110977,논현로18길,11680.0,강남구,11680690.0,개포4동,21946.0,18904.0,15411.0,148.0,691.0,340.0,0.0,2809700.0,6.0,275630230.0
42040988.0,2021,1,14~17,A,골목상권,3110977,논현로18길,11680.0,강남구,11680690.0,개포4동,18269.0,18904.0,15411.0,148.0,691.0,340.0,0.0,2809700.0,6.0,275630230.0
50090671.0,2021,1,11~14,A,골목상권,3110977,논현로18길,11680.0,강남구,11680690.0,개포4동,18788.0,18904.0,15411.0,148.0,691.0,340.0,0.0,2809700.0,6.0,275630230.0
48195964.0,2021,1,06~11,A,골목상권,3110977,논현로18길,11680.0,강남구,11680690.0,개포4동,26072.0,18904.0,15411.0,148.0,691.0,340.0,0.0,2809700.0,6.0,275630230.0
31470193.0,2021,1,00~06,A,골목상권,3110977,논현로18길,11680.0,강남구,11680690.0,개포4동,25924.0,18904.0,15411.0,148.0,691.0,340.0,0.0,2809700.0,6.0,275630230.0
184177501.0,2021,1,21~24,A,골목상권,3110981,국악고교사거리,11680.0,강남구,11680690.0,개포4동,57788.0,65602.2,60333.5,361.0,2118.0,907.0,4.0,3081543.0,7.0,895864770.0
239666796.0,2021,1,17~21,A,골목상권,3110981,국악고교사거리,11680.0,강남구,11680690.0,개포4동,81717.0,65602.2,60333.5,361.0,2118.0,907.0,4.0,3081543.0,7.0,895864770.0
121844507.0,2021,1,14~17,A,골목상권,3110981,국악고교사거리,11680.0,강남구,11680690.0,개포4동,58999.0,65602.2,60333.5,361.0,2118.0,907.0,4.0,3081543.0,7.0,895864770.0
112238086.0,2021,1,11~14,A,골목상권,3110981,국악고교사거리,11680.0,강남구,11680690.0,개포4동,60672.0,65602.2,60333.5,361.0,2118.0,907.0,4.0,3081543.0,7.0,895864770.0
132615842.0,2021,1,06~11,A,골목상권,3110981,국악고교사거리,11680.0,강남구,11680690.0,개포4동,87651.0,65602.2,60333.5,361.0,2118.0,907.0,4.0,3081543.0,7.0,895864770.0
89328369.0,2021,1,00~06,A,골목상권,3110981,국악고교사거리,11680.0,강남구,11680690.0,개포4동,101850.0,65602.2,60333.5,361.0,2118.0,907.0,4.0,3081543.0,7.0,895864770.0
164916498.0,2021,1,21~24,A,골목상권,3110984,포이초등학교(개포목련어린이공원),11680.0,강남구,11680690.0,개포4동,100496.0,130664.0,127941.0,1556.0,4267.0,1912.0,9.0,3091267.0,7.0,1995713025.0
223968645.0,2021,1,17~21,A,골목상권,3110984,포이초등학교(개포목련어린이공원),11680.0,강남구,11680690.0,개포4동,101596.0,130664.0,127941.0,1556.0,4267.0,1912.0,9.0,3091267.0,7.0,1995713025.0
100267167.0,2021,1,14~17,A,골목상권,3110984,포이초등학교(개포목련어린이공원),11680.0,강남구,11680690.0,개포4동,83970.0,130664.0,127941.0,1556.0,4267.0,1912.0,9.0,3091267.0,7.0,1995713025.0
124985929.0,2021,1,11~14,A,골목상권,3110984,포이초등학교(개포목련어린이공원),11680.0,강남구,11680690.0,개포4동,100964.0,130664.0,127941.0,1556.0,4267.0,1912.0,9.0,3091267.0,7.0,1995713025.0
93341764.0,2021,1,06~11,A,골목상권,3110984,포이초등학교(개포목련어린이공원),11680.0,강남구,11680690.0,개포4동,211684.0,130664.0,127941.0,1556.0,4267.0,1912.0,9.0,3091267.0,7.0,1995713025.0
62575582.0,2021,1,00~06,A,골목상권,3110984,포이초등학교(개포목련어린이공원),11680.0,강남구,11680690.0,개포4동,310492.0,130664.0,127941.0,1556.0,4267.0,1912.0,9.0,3091267.0,7.0,1995713025.0
125837554.0,2021,1,21~24,A,골목상권,3110989,대치동아우편취급국,11680.0,강남구,11680630.0,대치4동,72766.0,107006.0,86405.0,444.0,1588.0,904.0,2.0,3616235.0,7.0,1239122785.0
141488827.0,2021,1,17~21,A,골목상권,3110989,대치동아우편취급국,11680.0,강남구,11680630.0,대치4동,122972.0,107006.0,86405.0,444.0,1588.0,904.0,2.0,3616235.0,7.0,1239122785.0
61952211.0,2021,1,14~17,A,골목상권,3110989,대치동아우편취급국,11680.0,강남구,11680630.0,대치4동,107589.0,107006.0,86405.0,444.0,1588.0,904.0,2.0,3616235.0,7.0,1239122785.0
53641966.0,2021,1,11~14,A,골목상권,3110989,대치동아우편취급국,11680.0,강남구,11680630.0,대치4동,109826.0,107006.0,86405.0,444.0,1588.0,904.0,2.0,3616235.0,7.0,1239122785.0
51740344.0,2021,1,06~11,A,골목상권,3110989,대치동아우편취급국,11680.0,강남구,11680630.0,대치4동,144916.0,107006.0,86405.0,444.0,1588.0,904.0,2.0,3616235.0,7.0,1239122785.0
