기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액
20212,D,발달상권,3120201,도곡1동,CS300002,편의점,1298074589,210349,1004541245,293533344,194715837,194433912,188864291,204571723,221955482,161852500,131680844,113325286,254919558,211152713,165717103,282967511,269992418,826113398,386045577,16493341,265163684,370721795,334221579,164429683,61128895,166572,43777,32988,33409,31598,34223,34354,23490,20287,13942,47285,39149,29876,45855,34242,136666,65963,3891,54132,58782,51409,25697,8719,203531,443680,11680,강남구,11680640,역삼1동,169293,1160868,559897,600972,159557,196216,253402,228255,151476,171964,225400,250044,182356,181227,200134,121707,177626,176496,172215,177433,173572,143853,139675,1880,867,1013,176,361,462,299,254,328,90,135,218,146,126,152,86,226,244,153,128,176,1108,0,1108,11549,6381,5168,116,3564,3468,2477,1299,625,31,1365,2018,1727,754,486,85,2199,1450,750,545,139,3463488.0,7.0,1479305382.0,337144200.0,185871874.0,121022545.0,164224402.0,262099567.0,63853363.0,44830092.0,236009604.0,64249735.0
20212,A,골목상권,3110972,강남세브란스병원미래의학연구센터,CS300002,편의점,247209010,30485,183346157,63862853,32926235,35131258,35175452,34118787,45994425,32265057,31597796,8600849,19531229,31652310,39565651,72210453,75648518,144188820,103020190,727163,52470210,93968205,51935717,29005592,19102123,23327,7158,4750,4327,4724,4353,5173,3718,3440,808,3797,4988,5279,8494,7119,18476,12009,189,7828,11889,6101,3076,1402,203759,443901,11680,강남구,11680650,역삼2동,46603,293674,131280,162395,40050,48191,62050,57402,39437,46544,83061,68331,38144,33937,36951,33250,43763,43684,43097,43854,42743,38029,38502,1921,869,1052,226,324,438,302,247,384,114,136,201,138,106,174,112,188,237,164,141,210,1003,0,1003,2628,1440,1188,17,539,669,692,581,130,4,240,428,438,258,72,13,299,241,254,323,58,3347336.0,7.0,1056500384.0,254740419.0,134175063.0,81321927.0,123322133.0,178787715.0,42928274.0,33632233.0,160413862.0,47178758.0
20212,D,발달상권,3120213,삼성중앙역,CS300002,편의점,2625968977,383711,2048367640,577601337,391766741,416946221,391621459,412434601,435598618,316673766,260927571,240498838,397367506,413511735,356151301,636363728,582075869,1736209285,693412627,22810617,539378844,816879435,616700286,298768694,135084035,305390,78321,60330,61943,58810,61267,63040,42420,35901,26590,71647,71289,57287,89028,67870,256328,111502,5631,91819,119955,84024,45284,21117,204752,445788,11680,강남구,11680590,삼성2동,228925,2199440,1104074,1095365,160273,398238,558191,497531,284222,300987,408299,456656,368009,361471,385496,219509,338494,343342,332982,346786,339121,257227,241487,4143,2023,2120,429,753,864,708,594,795,245,360,405,359,293,361,184,393,459,349,301,434,2324,0,2324,8521,5150,3371,50,1869,2485,1911,1070,1136,12,830,1515,1305,716,772,38,1039,970,606,354,364,3572474.0,7.0,2974273769.0,691374043.0,367205851.0,225232579.0,334278704.0,515727015.0,116902321.0,89904719.0,505559308.0,128089229.0
20212,D,발달상권,3120216,경기고교사거리(경기고교앞사거리),CS300002,편의점,611341940,99236,471470739,139871201,92926563,93315318,92595235,94328160,98305463,80666774,59204427,29935352,137361578,117067121,87375160,141851198,97751531,378814041,200016501,10053169,133948636,167577245,128226496,95008806,44016191,78861,20375,15781,16189,15311,15842,15738,11995,8380,3639,27956,21192,15034,19956,11459,60229,36176,2826,25242,27330,20356,14815,5836,205005,446809,11680,강남구,11680565,청담동,71695,184040,91851,92191,19084,26540,41926,36246,27099,33144,16900,38639,37451,38740,37890,14420,28500,28917,28022,29159,29077,22525,17844,218,98,120,12,38,61,44,28,35,6,16,23,20,19,14,6,22,38,24,9,21,151,0,151,4934,3621,1313,8,712,1628,1666,772,148,5,291,1070,1431,703,121,3,421,558,235,69,27,4913366.0,9.0,129113505.0,37866017.0,16919803.0,11419868.0,15304778.0,19328256.0,5016112.0,5058156.0,11836323.0,6364192.0
20212,A,골목상권,3110984,포이초등학교(개포목련어린이공원),CS300002,편의점,837245823,115337,625237646,212008177,121442881,127212059,117592479,122032317,136957910,110528294,101479883,94943022,111646391,120309084,108298802,231095827,170952697,590097311,223233233,6434807,145324987,279493595,196929239,115938314,69209603,87890,27447,17405,17517,16658,17069,19241,14336,13111,10102,19442,18761,16105,28199,22728,77283,36127,1894,24393,33627,25973,17370,10151,204610,441598,11680,강남구,11680690,개포4동,137098,902170,423133,479037,179058,99756,158413,155949,136269,172725,314233,210772,98577,82218,98187,98183,129493,133210,129749,129090,130512,124694,125420,4267,2104,2163,618,656,716,703,725,849,313,346,379,328,366,372,305,310,337,375,359,477,1912,0,1912,1556,1046,510,2,236,342,331,306,339,0,140,241,211,199,255,2,96,101,120,107,84,3091267.0,7.0,1995713025.0,471761705.0,248526502.0,149646467.0,233510127.0,350604435.0,83169438.0,58149253.0,314687930.0,85657168.0
20212,A,골목상권,3110952,논현목련공원,CS300002,편의점,255284945,31062,188341685,66943260,36519142,34637355,40740032,37888996,38556160,34687460,32255800,33573534,29662624,26983496,33673262,64252050,67139979,143991893,100396654,563077,76775099,87882385,40959818,26522702,11685467,23635,7427,4470,4761,4890,4946,4568,3867,3560,3900,4576,4318,4640,7160,6468,18274,11837,106,10812,10181,4705,3138,1168,202337,445761,11680,강남구,11680521,논현1동,21629,215442,102087,113355,16980,53975,53757,37806,23478,29448,62708,46875,24465,23890,30729,26775,31164,31260,30787,30883,30624,29946,30778,868,389,479,57,211,243,125,78,154,33,88,115,56,31,66,24,123,128,69,47,88,571,0,571,117,65,52,0,21,23,27,22,24,0,9,13,13,14,16,0,12,10,14,8,8,2526010.0,6.0,531557003.0,140476719.0,66530435.0,44609245.0,62132304.0,89319670.0,18606545.0,19003174.0,66421414.0,24457497.0
20212,D,발달상권,3120197,역삼역,CS300002,편의점,15637422308,2335286,13131420576,2506001732,2511929915,2537754039,2319125499,2484477949,3278133174,1437191036,1068810696,1197813425,2743980658,2577310769,3009041650,3315718843,2793556963,9460626442,3964997728,51762936,3337285279,4674659885,3010366076,1582149410,769400592,1977443,357843,399548,404313,379338,406827,387417,201842,156001,143452,553943,471598,367454,484975,313864,1534819,700108,11516,619748,777613,463950,242376,119719,203179,444549,11680,강남구,11680640,역삼1동,562807,4342617,2399821,1942795,148560,998884,1299491,906263,521278,468141,532372,920974,872556,875065,802549,339100,736209,745169,686427,744585,709640,392058,328530,6083,3079,3004,523,1507,1800,856,603,794,324,602,907,475,361,410,199,905,893,381,242,384,4337,0,4337,58731,38593,20138,93,10093,18065,15897,10840,3743,43,5229,11924,11872,7083,2442,50,4864,6141,4025,3757,1301,3487230.0,7.0,3212597751.0,761484722.0,412431727.0,282783645.0,348687928.0,558361252.0,141763838.0,107017811.0,456049389.0,144017439.0
20212,D,발달상권,3120220,대치역,CS300002,편의점,429092674,110617,313796980,115295694,63726083,61223709,64095091,59700725,65051372,62542941,52752753,13992165,78251597,70966332,68423942,113801234,83657404,246218416,181607807,43289548,85930552,64098767,119430277,84535153,30541926,81259,29358,16536,16613,15907,16122,16081,16240,13118,2750,21382,18951,19458,31336,16740,57367,53140,17057,23454,14699,28871,21203,5224,205508,443861,11680,강남구,11680600,대치1동,163253,584055,271639,312415,206580,49987,47180,114218,75952,90137,96776,104442,85029,99259,132829,65720,83970,84115,81632,84477,84527,87846,77487,1297,634,663,375,145,80,315,207,175,191,69,35,139,111,89,184,76,45,176,96,86,391,0,391,5716,3394,2322,26,1854,2307,1022,333,174,2,774,1495,752,234,137,24,1080,812,270,99,37,6241887.0,9.0,438625881.0,90538180.0,53407695.0,30295111.0,45911875.0,77061769.0,18038756.0,11265312.0,94336791.0,17770392.0
20213,A,골목상권,3110955,논현초등학교,CS300002,편의점,2387007800,274675,1695324497,691683303,333744090,329242943,314816909,349658305,367862250,369950963,321732340,397387894,258599690,252484144,278796223,608139939,591599910,1390364158,996643642,7831931,842504151,789413925,391622307,231834695,123800791,202504,72171,38811,39947,39790,42104,41852,39079,33092,38877,39782,35790,35574,66248,58404,165417,109258,1580,93892,92905,45878,25626,14794,202603,445503,11680,강남구,11680521,논현1동,190913,2785145,1326767,1458377,194678,649854,782068,516637,281166,360740,732016,625224,346550,335825,417626,327903,401433,400048,407631,408799,404694,382651,379889,7026,3311,3715,449,1586,1921,1170,750,1150,210,704,928,582,361,526,239,882,993,588,389,624,4495,0,4495,3430,2238,1192,19,719,823,793,625,451,13,417,568,554,389,297,6,302,255,239,236,154,2909460.0,6.0,4481561126.0,1113491654.0,560784114.0,371708675.0,511906570.0,777581370.0,172001308.0,150201464.0,624213893.0,199672078.0
20213,D,발달상권,3120197,역삼역,CS300002,편의점,14863146274,2257292,12448992004,2414154270,2205931041,2298180212,2297453996,2651400471,2996026284,1349136540,1065017730,1091203384,2834417056,3048456942,2239667731,3379910515,2269490646,8957340698,3857243499,65506638,3274560729,4404695726,2895952825,1429129796,744738477,1916895,340397,358432,368609,377675,432735,379444,190306,150091,132322,544434,453875,366391,484186,276084,1477092,679715,12884,609687,740924,440426,230747,122144,203179,444549,11680,강남구,11680640,역삼1동,562807,4072112,2242318,1829792,158832,931385,1195879,846710,490780,448526,512642,872028,816872,813866,740626,316076,647217,679436,684955,708544,667763,372248,311947,6083,3079,3004,523,1507,1800,856,603,794,324,602,907,475,361,410,199,905,893,381,242,384,4337,0,4337,58731,38593,20138,93,10093,18065,15897,10840,3743,43,5229,11924,11872,7083,2442,50,4864,6141,4025,3757,1301,3487230.0,7.0,3212597751.0,761484722.0,412431727.0,282783645.0,348687928.0,558361252.0,141763838.0,107017811.0,456049389.0,144017439.0
20213,D,발달상권,3120201,도곡1동,CS300002,편의점,1418994895,224641,1082212989,336781906,205471702,195792698,201455602,243804743,235688244,177002940,159778966,129160323,277542426,211873892,176471741,338582099,285364414,936810609,428163515,22424739,312343607,394865489,403445403,166947495,64947391,176482,48159,32457,32724,33761,40318,37222,25883,22276,15654,52739,39508,31414,50411,34915,148918,70635,4555,60816,61859,55630,26206,10486,203531,443680,11680,강남구,11680640,역삼1동,169293,1127432,544490,582943,152045,191675,243143,223050,150583,166935,218135,241063,177111,177501,196155,117468,169093,171579,172538,172135,166773,140564,134750,1880,867,1013,176,361,462,299,254,328,90,135,218,146,126,152,86,226,244,153,128,176,1108,0,1108,11549,6381,5168,116,3564,3468,2477,1299,625,31,1365,2018,1727,754,486,85,2199,1450,750,545,139,3463488.0,7.0,1479305382.0,337144200.0,185871874.0,121022545.0,164224402.0,262099567.0,63853363.0,44830092.0,236009604.0,64249735.0
20213,A,골목상권,3110994,개포고등학교,CS300002,편의점,291537897,47167,210711758,80826139,40638599,39461376,38746599,47247486,44617698,44716929,36109210,28963029,54223450,44261470,38827420,71342244,53920284,214386101,77151796,10729007,49432841,68404315,68339562,66315384,28316788,34237,12930,6421,6298,6761,7602,7155,7117,5813,4207,9250,7574,7093,10612,8431,33937,13230,2955,9770,9994,10638,9956,3854,205433,442662,11680,강남구,11680670,개포2동,61589,461335,222219,239116,86190,45388,59130,79880,72542,118205,126373,104041,57370,55297,66236,52019,65161,66625,64821,68675,65910,67074,63069,1777,891,886,275,226,239,263,285,489,152,132,126,122,134,225,123,94,113,141,151,264,797,0,797,494,382,112,7,65,161,123,110,28,4,47,134,103,73,21,3,18,27,20,37,7,3250126.0,7.0,402347163.0,97572318.0,49511431.0,28962441.0,48913433.0,69884592.0,15715409.0,11490675.0,63021528.0,17275336.0
20213,D,발달상권,3120223,휘문고교사거리,CS300002,편의점,166214665,36780,147358630,18856035,29014337,31920542,26988041,30955101,28480609,9803441,9052594,2852251,48725296,43419412,28050401,30719643,12447662,119374215,42946482,4229668,26560896,58538899,48771356,19707081,4512798,33067,3713,6462,6632,6025,7210,6738,1983,1730,320,11474,9717,6912,6254,2103,25260,11445,1510,7130,13548,9406,4207,904,205806,444988,11680,강남구,11680610,대치2동,133570,286702,163709,122992,43154,46407,67074,61755,37149,31164,21325,65551,62505,62782,55384,19154,45527,47311,47375,49580,46704,27278,22926,309,158,151,62,42,27,58,59,61,38,23,12,26,30,29,24,19,15,32,29,32,111,0,111,9166,5574,3592,20,1785,2926,2736,1401,298,4,1102,2061,1597,609,201,16,683,865,1139,792,97,5720607.0,9.0,631320946.0,133549979.0,81727266.0,46271664.0,67587990.0,110830771.0,34250762.0,16938541.0,114871089.0,25292884.0
20213,A,골목상권,3110976,언북초등학교,CS300002,편의점,354584593,49446,273041312,81543281,48068805,51702975,54871264,58144266,60254002,45098693,36444588,16197071,62082065,48729320,49737901,104020186,73818050,219940782,114873956,4684233,78131370,118605983,62193483,50712234,20487437,38381,11065,6679,7229,7845,8495,8133,6102,4963,1581,13111,8027,6953,11764,8010,30113,17685,1787,12612,15003,8444,6935,3017,204115,446924,11680,강남구,11680565,청담동,55724,701956,311703,390253,73818,125947,157416,141848,90069,112856,156644,147592,105856,99188,116027,76647,97740,102163,103968,107096,105967,96803,88216,2022,876,1146,270,397,432,328,248,347,126,150,182,158,121,139,144,247,250,170,127,208,1080,0,1080,578,332,246,1,111,188,126,86,66,0,41,115,83,49,44,1,70,73,43,37,22,3250531.0,7.0,1119489213.0,269244279.0,137537997.0,87071654.0,127134907.0,193261294.0,42971342.0,34566618.0,179295286.0,48405836.0
20213,D,발달상권,3120187,신논현역,CS300002,편의점,5885408861,995281,4465038657,1420370204,848860270,852082703,850891934,961259597,951944153,804369409,616000795,470680147,1149952690,828659557,819044709,1513361475,1103710283,3498751642,2254470292,51499505,1940102397,1745964263,1203718574,537848145,274089048,774840,220441,148627,145876,147694,167984,164659,126647,93794,58595,238774,169067,152473,233938,142434,574138,409809,14174,370346,303250,164553,88501,43125,202235,445062,11680,강남구,11680521,논현1동,382392,3084225,1528024,1556201,233561,819203,796703,554261,329466,351030,482062,597677,518200,548232,637777,300276,446521,458118,462937,474614,482476,413484,346074,5512,2640,2872,281,1241,1410,895,649,1036,134,504,686,488,347,481,147,737,724,407,302,555,3959,0,3959,13076,7778,5298,64,3624,3962,2984,1673,769,27,1516,2302,2121,1247,565,37,2108,1660,863,426,204,3167104.0,7.0,3373530633.0,819432227.0,432751112.0,274407309.0,381406362.0,560072039.0,139965647.0,114628865.0,496895434.0,153971638.0
20213,D,발달상권,3120191,학동역,CS300002,편의점,4223791014,620321,3384991110,838799904,618014845,649026507,644216013,749729799,724003946,464024382,374775522,436496811,894202802,640052640,546210999,953921542,752906220,2547156933,1399477880,24847363,1050795168,1328777098,935783658,414489191,191942336,512344,107977,94206,98419,99162,114109,106448,60474,47503,47817,170065,111652,87060,121513,82214,374892,224191,6154,186323,198299,119061,61201,28040,202659,446009,11680,강남구,11680521,논현1동,366287,1894749,941269,953481,117233,426367,509009,366873,227165,248102,346936,410477,315784,312800,324219,184534,284954,296362,298470,306633,297609,217441,193280,4438,2087,2351,275,755,1109,868,578,853,139,339,539,401,301,368,136,416,570,467,277,485,2983,0,2983,13888,8123,5765,40,2898,3769,2969,1869,2343,17,1128,2152,2012,1134,1680,23,1770,1617,957,735,663,3300184.0,7.0,2887323339.0,672084676.0,364642550.0,238093910.0,319707033.0,501584928.0,123309144.0,91726667.0,449881837.0,126292594.0
20213,A,골목상권,3110957,언북중학교,CS300002,편의점,858904475,113538,668496942,190407533,113299173,135888022,125761577,152888359,140659811,112579138,77828395,77193541,151154146,127671768,118520647,230225475,154138898,540069994,231699983,2710726,178484951,225713405,207311812,92007841,65541244,89697,23841,15296,17553,17327,20273,19248,14194,9647,8581,22914,21457,17113,25779,17694,74169,31688,865,29285,30942,22715,13448,8603,202797,446468,11680,강남구,11680531,논현2동,94815,815602,412840,402762,57356,163653,230639,171251,82437,110268,165154,175666,136291,132323,128606,77561,122528,128723,129164,132928,128612,91014,82632,1761,797,964,137,300,454,311,214,345,77,127,195,167,98,133,60,173,259,144,116,212,1088,0,1088,1251,831,420,1,262,379,317,147,145,1,146,241,215,109,119,0,116,138,102,38,26,3496418.0,7.0,1591782820.0,378039666.0,199470929.0,125805678.0,178795055.0,276443145.0,64429371.0,49447012.0,249424334.0,69927630.0
20213,D,발달상권,3120206,개나리아파트,CS300002,편의점,2819648530,426176,2248622411,571026119,414914217,429087791,427346630,504455433,472818340,307291862,263734257,192910243,508074186,474050709,412736455,745989378,485887559,1777061925,954227734,35064647,632553214,822418540,694953441,359039590,187260226,344280,81896,64891,65432,66796,76986,70175,44332,37564,23630,93596,88378,66230,96653,57689,264555,155683,10250,112375,122653,100289,53863,20810,203905,444200,11680,강남구,11680650,역삼2동,148412,1214148,590789,623358,189827,188303,251781,264674,151185,168377,230764,266991,197905,194074,201185,123228,178846,186375,189000,191136,186463,144727,137599,4115,1932,2183,687,712,622,766,564,764,366,326,266,355,290,329,321,386,356,411,274,435,2106,0,2106,5243,3354,1889,87,1658,1413,1080,655,350,27,866,955,775,456,275,60,792,458,305,199,75,3882226.0,8.0,1721637065.0,402206816.0,216157969.0,132792842.0,194720290.0,298259070.0,72754126.0,51816825.0,278976539.0,73952588.0
20213,D,발달상권,3120202,압구정로데오역(압구정로데오),CS300002,편의점,1692290725,245986,1249829938,442460787,197340847,254619220,226879790,285008836,285981245,267910802,174549985,150058182,254407760,300039852,298188211,392540709,297056011,1010084034,536737428,15262811,535099878,468254457,226372579,154995331,146836405,179514,66472,29731,32923,34064,40994,41802,40083,26389,13356,47495,49425,43962,57246,34502,144186,93161,3734,93043,73572,33448,23102,10451,203548,447476,11680,강남구,11680545,압구정동,265702,2047256,916854,1130401,192107,466240,481750,373388,246592,287179,239297,354340,392765,422826,459524,178502,281762,300354,306981,318858,326196,288994,224109,1843,860,983,267,240,256,318,276,486,127,94,118,151,144,226,140,146,138,167,132,260,793,0,793,11735,6075,5660,41,2963,4419,2469,1425,418,11,793,2184,1593,1195,299,30,2170,2235,876,230,119,4378212.0,8.0,1694893928.0,371500250.0,215369792.0,134984257.0,192729077.0,310821970.0,84173872.0,47463344.0,267617777.0,70233589.0
20213,A,골목상권,3110981,국악고교사거리,CS300002,편의점,979639627,145583,724943494,254696133,135444354,134338279,148506593,148408527,158245741,139600873,115095260,86343708,170527616,120814169,133920803,265754985,202278346,696150019,274287178,18359439,132029304,245661772,278845083,229699385,65842215,110022,35561,20596,21164,22036,23229,22997,19372,16189,11766,27580,20477,22899,35580,27281,100505,44101,5000,23864,37574,39101,29697,9369,204328,441797,11680,강남구,11680690,개포4동,67409,408020,200647,207373,63392,56411,71275,77994,66030,72920,92680,79898,54339,55046,73899,52158,59508,58828,59973,60289,60117,55760,53544,2118,1057,1061,303,333,373,344,391,374,162,185,183,168,189,170,141,148,190,176,202,204,907,0,907,361,216,145,2,57,77,110,81,34,0,27,36,72,56,25,2,30,41,38,25,9,3081543.0,7.0,895864770.0,207906896.0,111935813.0,67391314.0,103996115.0,160762137.0,37681337.0,25976200.0,141540050.0,38674908.0
20213,A,골목상권,3110995,봉은사역 4번,CS300002,편의점,247633855,30112,177612249,70021606,35136771,32119827,36186996,37190201,36978454,35612254,34409352,10549026,26999388,26689128,40429825,80455968,62510520,143589906,104043949,4281262,58686449,66108487,59579563,37886428,21091666,21851,8261,4354,4094,4280,4577,4546,4304,3957,1335,4243,4391,4796,8340,7007,17693,12419,1126,6179,8584,7521,4573,2129,205554,446410,11680,강남구,11680580,삼성1동,122757,613193,300131,313063,116665,68363,103625,117066,90160,117314,163962,139739,71610,68315,91625,77940,88673,89176,88745,88636,88399,85135,84430,2802,1348,1454,474,414,417,431,456,610,249,214,200,199,204,282,225,200,217,232,252,328,1097,0,1097,5085,3711,1374,9,978,2002,1271,637,188,2,575,1477,990,523,144,7,403,525,281,114,44,4803891.0,8.0,1661967619.0,379831245.0,210604133.0,124208911.0,193167747.0,295676403.0,75023071.0,46555505.0,265998439.0,70902165.0
20213,A,골목상권,3110977,논현로18길,CS300002,편의점,421114741,57804,316392136,104722605,62074408,63875791,57580847,64663861,68197229,59976864,44745741,31460492,73614044,63269789,56734057,114841756,81194603,280084757,109440072,2171035,67754082,129681519,96898314,64126098,28893783,44452,13352,8589,8722,8481,9449,9211,7055,6297,3870,11231,9516,8115,14803,10269,39513,15630,560,11832,18197,12340,8541,3673,204154,442000,11680,강남구,11680690,개포4동,17288,146080,73138,72943,18197,20964,29447,28175,24372,24925,33842,30632,20841,19540,23862,17363,21083,21812,22393,22393,21832,18382,18185,691,336,355,81,99,148,96,117,150,38,55,76,52,49,66,43,44,72,44,68,84,340,0,340,148,102,46,0,22,32,45,29,20,0,14,20,33,20,15,0,8,12,12,9,5,2809700.0,6.0,275630230.0,75667911.0,33715620.0,20115779.0,36547173.0,45265291.0,9817215.0,8627406.0,33671492.0,12202343.0
20213,D,발달상권,3120219,은마아파트,CS300002,편의점,4787996562,1091342,3343163309,1444833253,612463414,626805029,685154823,705539448,713200595,790203498,654629755,220904459,746538548,717410160,715586130,1406277934,981279331,3039736051,1747238576,397409930,841901410,625860622,1377304787,1245330352,299167526,746997,344345,143405,137610,151462,159437,155083,186475,157870,37793,181682,180897,178751,333233,178986,637136,454046,152081,205589,113735,308175,264952,46650,205359,444378,11680,강남구,11680630,대치4동,149660,1179325,600568,578756,486402,130420,96490,196674,141456,127884,185394,209091,172795,200299,280080,131669,161600,158394,163443,163626,164512,192835,174915,1101,557,544,225,169,92,250,189,176,137,90,41,111,99,79,88,79,51,139,90,97,436,0,436,17175,5797,11378,202,3397,3819,3179,4061,2517,83,1254,1872,1374,818,396,119,2143,1947,1805,3243,2121,5082667.0,9.0,827566344.0,186943146.0,103101703.0,58182704.0,91503748.0,141790421.0,34494221.0,22795703.0,153676949.0,35077749.0
20213,A,골목상권,3110975,매봉역 1번,CS300002,편의점,1315355709,200481,957260724,358094985,174477139,182879618,178512300,205208740,216182927,187973757,170121228,64970928,237649263,218409474,202968733,350627611,240729700,795503422,421582840,15178164,192026256,365239100,263942370,246721302,133979070,150247,50234,28106,27876,29498,32418,32349,27193,23041,7072,45466,34471,35087,48249,30136,126156,67162,3582,42774,55253,38418,37686,15604,203984,443063,11680,강남구,11680655,도곡1동,52363,316722,144286,172436,38780,51626,53935,49896,54738,67748,65170,68410,46614,45994,57061,33472,45450,46609,47238,48668,47618,41038,40101,890,417,473,121,142,116,109,159,243,58,76,52,44,70,117,63,66,64,65,89,126,353,0,353,10837,6932,3905,34,2175,2199,3202,3019,208,21,1010,1161,2184,2402,154,13,1165,1038,1018,617,54,4853527.0,8.0,539131517.0,124174281.0,69799635.0,42314956.0,65539115.0,99775071.0,26420143.0,15291036.0,72250248.0,23567032.0
20213,D,발달상권,3120207,선정릉역,CS300002,편의점,3283828129,492945,2630714235,653113894,472406419,496741743,536453161,561418865,563694047,386293888,266820006,221600668,585776730,580870409,444672463,853537311,597370548,1964268373,1137436537,28492227,787598473,990384054,718554704,409660509,167014939,406590,86355,74426,77781,80348,88474,85561,50653,35702,24963,112937,98282,71806,114572,70385,299098,178453,7940,140542,150122,98088,58066,22796,204022,445778,11680,강남구,11680590,삼성2동,323475,2260115,1117189,1142927,291147,393087,523438,463936,275290,313216,476027,479850,338445,341036,384313,240445,333761,337767,342382,349044,342560,284562,270040,6714,2997,3717,804,1098,1452,1288,894,1178,423,464,615,576,418,501,381,634,837,712,476,677,3816,0,3816,11920,7343,4577,32,2669,4154,2699,1509,857,16,1106,2428,1922,1135,736,16,1563,1726,777,374,121,3669932.0,7.0,4195722577.0,972042077.0,520457583.0,329805664.0,458997625.0,728957375.0,170883058.0,128518628.0,705868339.0,180192228.0
20213,D,발달상권,3120211,도성초등학교,CS300002,편의점,907520639,188001,638442822,269077817,112868413,111562255,129457941,143354107,141200106,142581938,126495879,61831994,133791449,145043860,122533284,251413030,192907022,541051932,359483563,69201911,181205791,153600969,279568664,173805968,43152190,131440,56561,23499,23332,26139,29624,28846,31068,25493,8925,30693,34979,26484,53828,33092,100339,87168,23441,39921,27742,53119,35416,7869,204639,444576,11680,강남구,11680630,대치4동,72437,816040,367387,448654,242428,102000,110473,158345,101686,101107,115393,151216,136675,147960,184308,80490,113821,116429,118769,119797,120372,120642,106209,1638,780,858,338,246,204,340,267,243,182,124,90,139,131,114,156,122,114,201,136,129,726,0,726,984,516,468,7,180,282,189,161,165,3,68,120,112,117,96,4,112,162,77,44,69,4176833.0,8.0,824959664.0,190166940.0,102224783.0,59354701.0,90571924.0,139539669.0,31922001.0,23956270.0,151756442.0,35466934.0
