기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20211,D,발달상권,3120009,종로3가역,CS300002,편의점,3526411492,540042,2437476602,1088934890,463039365,462459894,501823728,435581812,574571803,652604833,436330057,281714474,456923597,451129265,495095055,997813992,843735109,2493182580,985089637,21823712,1120544399,874824672,648686595,527998526,284394315,381592,158450,72810,75358,78764,70758,83902,91323,67127,33994,90269,86611,87750,145179,96239,375291,161232,3973,185950,133704,91088,77268,44537
20211,A,골목상권,3110029,동대문역 1번,CS300002,편의점,575512553,76398,417391568,158120985,80848428,86424497,91058347,75698461,83361835,82884678,75236307,72458459,111098882,69145240,66469049,159001184,97339739,406288636,169223917,2924017,158017471,139020849,128601523,103448639,43500054,56693,19705,11038,11890,12046,10502,11217,10502,9203,8531,15943,10345,9000,19212,13367,52788,23610,814,25730,18741,15126,11194,4793
20211,A,골목상권,3110092,NH농협은행 보광동지점,CS300002,편의점,601882125,75189,408530348,193351777,81346690,76101427,81357342,78681837,91043052,98808807,94542970,89750009,54837837,50004473,69766203,161781977,175741626,416290857,185591268,4087510,123109685,209209191,140165266,68590054,56720419,52254,22935,10573,10190,10176,10231,11084,11489,11446,9389,8367,7372,9866,19804,20391,50970,24219,633,17258,25412,15967,9626,6293
20211,D,발달상권,3120018,중림동,CS300002,편의점,925846471,123159,699251703,226594768,138006374,144798774,138678524,132711354,145056677,124752177,101842591,46164529,144195993,152131702,135740513,277544628,170069106,580890250,334200158,2782964,121064725,324801729,244531544,150283918,71625528,96058,27101,19146,20048,19545,18176,19143,14554,12547,5392,25418,22338,18561,33142,18308,77301,44793,608,20982,41869,31391,20257,6988
20211,A,골목상권,3110052,장충초등학교,CS300002,편의점,163242440,25966,119363479,43878961,23189222,26765219,24785962,20593354,24029722,23255903,20623058,14503429,30370010,23008876,21024467,43519482,30816176,103437172,59805268,1090481,34819928,44625519,32388042,42308413,8010057,19965,6001,3940,4102,4164,3647,4112,3102,2899,2021,6649,4253,3859,5395,3789,14923,11043,296,7417,7183,5209,4484,1377
20211,A,골목상권,3110166,구의1동주민센터,CS300002,편의점,312304245,47289,216964008,95340237,43048340,40968823,45300705,39907352,47738788,52974758,42365479,35362780,36337518,32640615,37668967,86353666,83940699,227254038,85050207,2690594,91756574,101553051,59178032,37399658,19726336,32639,14650,6310,6371,6620,6212,7126,7461,7189,5049,6385,4591,6582,13225,11457,34526,12763,741,15919,14724,7879,5737,2289
20211,A,골목상권,3110125,사근동살곶이상점가,CS300002,편의점,227825947,43740,162245282,65580665,31845667,34724567,33414910,30624304,31635834,34110168,31470497,30662373,21691658,25959709,23663851,65026608,60821748,168073719,59752228,2684820,147234886,30065548,18427906,21551426,7861361,31742,11998,6388,6662,6591,6080,6021,6100,5898,5420,4805,5784,4663,11714,11354,30072,13668,579,30489,5838,2314,3182,1338
20211,A,골목상권,3110163,성자초등학교,CS300002,편의점,482273337,71539,341605690,140667647,68583517,70052008,68048000,56855132,78067033,75037144,65630503,43019536,70117872,52793620,63034642,123193322,130114345,315631884,166641453,6405210,92017849,152497247,104660549,97832182,28860300,51472,20067,10303,10850,10323,8960,11036,10544,9523,6830,12255,8830,8971,17143,17510,45022,26517,2022,16505,20966,14710,13916,3420
20211,A,골목상권,3110193,고려대역 4번,CS300002,편의점,452147561,77330,336432592,115714969,65596824,67855075,71878050,60300500,70802143,62123642,53591327,48336489,73100984,44596805,52869120,124823361,108420802,296727669,155419892,3940117,141407751,112520459,105293538,63627869,25357827,58207,19123,11451,11887,12413,11066,11390,10004,9119,6906,16327,8593,9445,19972,16087,48770,28560,1056,26813,19716,15525,9949,4271
20211,D,발달상권,3120064,경희대학교(경희대),CS300002,편의점,947929315,168188,655262006,292667309,123814791,137286977,134319857,119068499,140771882,156632432,136034877,105784714,103150294,101091787,111856943,262232517,263813060,574134120,373795195,17249885,417953047,227687612,140317647,107902920,36818204,119785,48403,23558,24747,25237,21489,24754,25624,22779,14917,25028,22173,22516,46678,36876,99473,68715,3374,81105,35660,21831,18645,7573
20211,A,골목상권,3110215,회기역 1번,CS300002,편의점,515188886,83220,360399418,154789468,78265386,67906846,71306566,67664107,75256513,79826158,74963310,73766486,59505978,48016787,51541997,131038987,151318651,304576738,201312569,6331732,231597468,112947598,52588354,69952264,32471891,58794,24426,12088,11966,11810,10725,12205,12228,12198,11008,10326,9369,9609,22171,20737,50922,31980,897,42216,18313,8729,8877,3869
20211,R,전통시장,3130106,중랑동부시장,CS300002,편의점,646615482,93180,449380544,197234938,85929127,83631673,100110869,80903387,98805488,103938874,93296064,83758982,72664974,56086872,73753220,192861435,167489999,457758483,188856999,8642696,174620478,158417289,131426915,111744241,61763863,64353,28827,12420,12283,13668,12204,13778,14777,14050,10605,12070,9735,12100,27975,20695,64944,28236,1773,28960,21865,16686,16626,7270
20211,D,발달상권,3120069,상봉역,CS300002,편의점,862592663,127943,602663773,259928890,112216044,121281802,123405252,107339922,138420753,142555391,117373499,68936382,111635091,99890182,114057205,261557398,206516405,550822277,311770386,9160784,267828020,249218817,166567053,115475023,54342966,90754,37189,17317,17943,18644,16935,19915,19926,17263,9345,20075,18164,18173,37567,24619,81845,46098,2139,43373,37875,21679,16260,6617
20211,A,골목상권,3110272,신내1동주민센터,CS300002,편의점,271903490,38231,188591104,83312386,37046608,34552853,38110623,36046761,42834259,42126420,41185966,42159417,42531482,28107812,28187001,66110938,64806840,197611981,74291509,5833920,45849899,61642886,74922365,50447003,33207417,26926,11305,5323,5140,5558,4958,5947,5782,5523,4950,6721,4759,4602,9254,7945,27054,11177,1379,7601,8180,9456,7996,3619
20211,A,골목상권,3110365,미아역 5번,CS300002,편의점,263908799,35286,181336926,82571873,38134018,33605972,33240350,33712790,42643796,46194811,36377062,25990896,27933074,26265823,32818613,81179664,69720729,179093199,84815600,2904156,58886553,77347339,56543322,48983081,19244348,24353,10933,5041,4539,4687,4450,5636,5866,5067,3297,4391,3918,4318,11006,8356,23416,11870,677,8923,9957,7244,5724,2761
20211,D,발달상권,3120077,미아역,CS300002,편의점,651819421,113807,511812974,140006447,104674984,103113419,105788903,94056375,104179293,71765179,68241268,40829634,157755068,96539920,97813429,161068170,97813200,452500889,199318532,11990137,142181319,181419968,159277694,129532847,27417456,91609,22198,18181,18606,19894,16499,18429,11581,10617,5988,31969,18499,17382,25594,14375,76754,37053,4838,30261,30122,25234,18637,4715
20211,A,골목상권,3110364,미아역 8번,CS300002,편의점,737247111,101763,521878849,215368262,99444424,101128060,109414784,98218178,113673403,120564663,94803599,79658954,113715757,77451432,79281282,219046171,168093515,481213155,256033956,8085173,183258805,214232686,170764057,98384536,62521854,73672,28091,14679,14685,14845,13566,15897,15096,12995,9275,18409,13329,12388,28215,20147,67283,34480,1821,27911,31306,21721,12276,6728
20211,A,골목상권,3110428,상계5동주민센터,CS300002,편의점,314641471,45732,219036794,95604677,41993600,41449272,46679859,39718079,49195984,50784002,44820675,30547795,39986745,31391014,45680315,99856926,67178676,205695512,108945959,2151639,75644025,75076182,77800232,64961110,19008283,31606,14126,6099,5998,6567,5867,7075,7278,6848,4259,7017,5411,6219,13577,9249,29394,16338,603,12999,10817,9839,8474,3000
20211,A,골목상권,3110352,수유1동주민센터,CS300002,편의점,398338083,51807,270262654,128075429,58933841,51765765,54105113,46269576,59188359,66662919,61412510,39941527,51331999,42281293,57561380,115565235,91656649,291509972,106828111,1636342,68318956,135601963,76028949,75877941,40873932,35032,16775,7411,7062,7080,6206,7273,8696,8079,4715,7783,6012,7027,14518,11752,37278,14529,347,10789,17783,9164,8931,4793
20211,A,골목상권,3110429,공릉동 국수거리,CS300002,편의점,539682409,70729,383266599,156415810,75191839,76605057,76655427,71717132,83097144,84638643,71777167,47323461,73128849,61105171,72611148,161178470,124335310,340656874,199025535,5128394,130078087,128822306,122982809,104411952,48258861,51637,19092,10491,10535,10388,9587,10636,10087,9005,6148,11388,9400,9925,19251,14617,46574,24155,1149,20920,17769,14132,11667,5092
20211,A,골목상권,3110426,상계2동주민센터,CS300002,편의점,260109285,36413,181894922,78214363,40400485,33249832,33466553,34772548,40005504,35996734,42217629,25784640,34504476,23632454,39824512,65778624,70584579,184540677,75568608,854061,65698246,57586944,59770248,53243720,22956066,24952,11461,4842,4842,4666,4940,5662,5545,5916,3749,6111,3690,4276,8883,9704,26611,9802,294,10704,8375,8178,6241,2621
20211,A,골목상권,3110421,석계역 1번,CS300002,편의점,390000000,57616,267667267,122332733,51036519,46109257,55729030,48580156,66212305,69130651,53202082,30941667,45321052,36566598,50243640,128830692,98096351,256833052,133166948,6246072,98741630,106590912,83149307,67564515,27707564,40175,17441,7869,7433,8259,7629,8985,9060,8381,4275,7967,6083,8131,18354,12806,36822,20794,1520,16937,15312,10703,9629,3515
20211,D,발달상권,3120136,영등포구청역,CS300002,편의점,2451899235,399136,1859519746,592379489,361034336,374722380,379806502,345488392,398468136,323026850,269352639,168186910,452788154,319187204,303322214,697716689,510698064,1684461722,749135458,11862197,553040283,805392328,543787188,356396958,163118223,311159,87977,62623,64637,63730,57596,62573,48050,39927,22187,96534,59934,50654,102604,67223,260174,137840,3119,107201,129506,80542,51748,25898
20211,A,골목상권,3110762,선유도역 1번,CS300002,편의점,563886060,83749,400808811,163077249,73963666,77357134,81945911,72263879,95278221,89394630,73682619,67612069,65648312,57721908,61130198,165522382,146251191,372268807,191617253,9891226,174197581,186111088,93069213,71536815,29080137,60162,23587,11328,11963,12454,10947,13470,12435,11152,8004,13174,10324,9736,23141,19370,54339,29410,2503,27189,27038,12234,10148,4637
20211,A,골목상권,3110821,보라매역 2번,CS300002,편의점,378872884,51783,268117809,110755075,53667685,52572965,52376632,47219232,62281295,58833607,51921468,43516145,50911760,39567692,48168389,111970684,84738214,262000583,116872301,4306583,98159294,122266289,91424678,41790178,20925862,37807,13976,7665,7656,7430,6828,8228,7350,6626,5755,7835,6117,6741,14923,10412,35345,16438,1270,15321,15762,11561,5432,2437
20211,A,골목상권,3110688,오류지구대,CS300002,편의점,592919453,79091,428211032,164708421,93051714,80747120,80469447,74318512,99624239,90102328,74606093,99041891,80596270,49646159,74150075,152576474,136908584,409845522,183073931,8691016,186368315,198162260,102410692,66895782,30391388,56378,22713,12038,10998,11370,9536,12436,12186,10527,10404,10775,8001,9883,22194,17834,51788,27303,2015,30507,23372,12820,6943,3434
20211,A,골목상권,3110868,남부초등학교,CS300002,편의점,143475818,20855,94462680,49013138,17333062,19248822,16848256,17297822,23734718,25832789,23180349,17156917,11674942,14172289,15781401,43456136,41234133,89645763,53830055,2280327,54974547,47092362,17330533,14453552,7344497,13728,7127,2685,2730,2516,2660,3137,3577,3550,2355,2070,2263,2402,6269,5496,13800,7055,298,8716,5841,2493,2521,986
20211,A,골목상권,3110848,양지어린이공원,CS300002,편의점,673905199,92566,470237355,203667844,87900409,98699646,89701470,84167425,109768405,104330141,99337703,84565410,76389151,66346829,78483607,195173825,172946377,461611962,212293237,7949354,169514848,230051364,131863496,88192028,46334109,64749,27817,12671,13127,12492,11907,14552,14292,13525,10431,12266,10002,11614,25537,22716,64208,28358,1734,24530,29640,17730,12087,6845
20211,D,발달상권,3120127,구로구청,CS300002,편의점,1494483096,209043,1083273757,411209339,215179048,203028483,220279415,190489798,254297013,219252221,191957118,135090265,190018405,191518608,183007292,456540382,338308144,989095934,505387162,4204394,406140983,518371797,315952006,178138446,71675470,154745,54298,31148,30753,31290,28199,33355,28349,25949,15884,32810,31050,27842,60103,41354,133671,75372,1048,65846,71860,37850,22604,9835
20211,A,골목상권,3110890,봉천역 1번(관악초등학교),CS300002,편의점,943737557,139728,639712921,304024636,127856754,126014565,126410752,117285235,142145615,161505390,142519246,137539129,94721593,81980093,93267941,269299564,266929237,660815707,282921850,12345840,395940086,309470173,102946048,81406961,41628449,96348,43380,19601,18924,19597,17758,20468,22203,21177,18541,15998,14428,15951,38929,35881,95448,44280,2260,63718,44642,12753,11193,5162
20211,A,골목상권,3110495,북가좌2동주민센터,CS300002,편의점,647357523,102330,446265577,201091946,84839758,84367228,90113778,82997201,103947612,106759224,94332722,53896651,100153209,86133368,86286729,190099346,130788220,440306847,207050676,11680886,138168262,156611324,167192995,119958659,53745397,72103,30227,14223,14307,14217,13520,15836,15310,14917,7747,18373,14114,14640,29834,17622,70043,32287,2925,26528,23388,24617,16404,8468
20211,A,골목상권,3110778,구로디지털단지역 4번,CS300002,편의점,317235091,36713,214115916,103119175,41317876,37571691,45583097,42907408,46735844,51529523,51589652,55081300,37242131,29791383,37314637,85561924,72243716,225797200,91437891,2160859,61396765,72742858,70326568,58000914,52607127,25289,11424,5456,4873,5005,4720,5235,5740,5684,5936,4754,3680,5137,10393,6813,25188,11525,408,9157,8936,9045,6127,3040
20211,A,골목상권,3110766,대림역 5번,CS300002,편의점,298008082,36301,204030223,93977859,43315055,35306685,39232649,46872831,39303003,50126934,43850925,42525187,33991962,30667954,35336356,84048093,71438530,210092983,87915099,643755,50542112,126448845,66622117,45645355,8105898,25421,10880,5462,4743,5080,4832,5304,5598,5282,4361,5327,4675,4384,9912,7642,23419,12882,159,8843,15487,6553,4284,975
20211,A,골목상권,3110675,화곡4동주민센터,CS300002,편의점,702669766,82694,475393282,227276484,90481351,86211322,100166476,89189251,109344882,117961474,109315010,85951691,67283921,64466103,78125007,215027157,191815887,474504113,228165653,4650763,154435341,219372671,185983015,107246471,30981505,56791,25903,11327,10734,11838,10176,12716,13335,12568,9663,10089,8581,10238,24322,19801,54591,28103,1400,20595,25136,18881,12795,3887
20211,A,골목상권,3110566,경의선책거리,CS300002,편의점,1290786945,199170,923415060,367371885,170150512,186032500,184711609,178004031,204516408,205796093,161575792,153501704,142480731,164475424,176450064,340606622,313272400,776248074,436120693,14197022,484594782,378737455,174838489,121490074,38510943,143277,55893,26990,29791,29483,27232,29781,30115,25778,20095,27320,30343,30558,51320,39534,121020,69695,3271,78233,58570,26364,17919,6357
20211,A,골목상권,3110465,연신내역 7번,CS300002,편의점,358659455,57319,260072222,98587233,58693255,51874746,50695708,43354886,55453627,50778576,47808657,18112783,42038105,38658955,47749560,109707996,102392056,197025824,161633631,13794777,84840156,77586162,76259026,73134801,33044533,41945,15374,8731,8709,9020,6931,8554,8110,7264,2799,8553,7309,8376,17440,12842,31717,25602,4485,15288,12098,9711,10693,5044
20211,A,골목상권,3110568,광흥창역 1번,CS300002,편의점,1109244650,140508,779905276,329339374,145721215,140499934,168419984,141094156,184169987,167803229,161536145,96016747,93174825,105957932,147797898,372149923,294147325,695248387,413996263,8284377,211526627,305892839,267488656,220667084,95385067,98740,41768,18546,19522,20530,17957,22185,21634,20134,11876,17056,17064,20734,43619,30159,95053,45455,2930,36489,38726,30602,23604,8157
20211,A,골목상권,3110660,등촌3동주민센터,CS300002,편의점,712319300,123559,544327094,167992206,110004278,110055004,112074952,102977204,109215656,87109373,80882833,39381559,131087573,134277515,114029409,176918406,116624838,467541035,244778265,6217507,146298559,169118303,168795523,134809712,87079696,95851,27708,19247,18986,20123,18055,19440,13684,14024,5227,24141,26989,20302,29851,17049,78158,45401,1892,31213,30660,25277,21293,13224
20211,A,골목상권,3111052,암사역 3번(천호동자전거거리),CS300002,편의점,340718385,45369,243736733,96981652,47997235,45781649,49763006,45562147,54632696,53143080,43838572,36202343,40019601,34048267,38291053,106834320,85322801,251274153,89444232,4205110,54310646,123017018,96896963,45860833,16427815,32311,13058,6630,6065,6928,5792,6896,6847,6211,4386,6300,5690,6109,12791,10093,33192,12177,732,9198,15705,11383,6077,2274
20211,A,골목상권,3111070,천호초등학교,CS300002,편의점,287583591,37899,194282241,93301350,37255577,35497598,39236101,40755372,41537593,48223196,45078154,29672805,26694673,32673339,29750659,83325645,85466470,158763705,128819886,2838556,61207491,94417112,74621034,37223240,17276158,26459,11440,5454,4682,5508,5196,5619,5618,5822,4829,3820,4370,4608,10376,9896,22428,15471,684,9639,11365,8160,5794,2257
20211,A,골목상권,3111053,성내천어린이공원(하니사랑길),CS300002,편의점,154850578,17950,109263327,45587251,18406415,21037148,22572716,20754746,26492302,24750596,20836655,3277856,16776242,17846593,22135464,60739461,34074962,119543980,35306598,660174,22786918,48499964,55907261,17818870,9177391,12838,5112,2382,2531,2688,2448,2789,2747,2365,382,2390,2499,2763,6016,3900,13003,4947,169,3754,5031,5506,2341,1149
20211,A,골목상권,3110934,우면주공아파트,CS300002,편의점,884557077,121327,617186362,267370715,114544869,118207581,129377204,112328692,142728016,145232776,122137939,54403913,134532735,119070780,111282870,272642608,192624171,579551200,235384604,4414448,116216040,255675874,222148376,134436416,82044651,86601,34726,16722,17213,18516,15570,18580,18642,16084,6360,21836,19037,17036,33935,23123,79458,35163,1041,20750,34236,29310,17617,11668
20211,A,골목상권,3110937,방아다리근린공원(횃불트리니티신학대학원대학교),CS300002,편의점,115567829,20744,96340825,19227004,18874125,21050610,20515620,16917501,18982969,10625764,8601240,5338412,27588486,24378758,22568799,23706202,11987172,81613526,24478775,471230,18379264,27428716,31630270,19232232,8950589,17580,3164,3607,3932,3726,3144,3171,1534,1630,802,5474,5228,3999,3680,1561,14768,4848,95,3884,5710,5445,3123,1358
20211,A,골목상권,3110984,포이초등학교(개포목련어린이공원),CS300002,편의점,770055585,105130,562210834,207844751,118823864,107154099,113182912,100495509,122554450,110397858,97446893,62575582,93341764,124985929,100267167,223968645,164916498,556562494,207060916,4173787,131513290,268995506,170553939,122769940,65616949,78747,26383,16067,15805,16648,14179,16048,13505,12878,7737,15768,19598,14719,27959,19349,71324,33411,1425,21232,32547,22551,17937,9043
20211,A,골목상권,3111073,둔촌동역 1번(한산중학교),CS300002,편의점,794628091,119649,563906221,230721870,118514705,114812328,110608918,102846425,117123845,127025554,103696316,74810983,126705830,93707578,100309221,219626748,179467731,587293838,205544134,12844410,115099875,206534378,234242272,154186475,69930562,86805,32844,18120,16654,18014,15395,18622,17594,15250,9641,21435,14816,15534,32002,26221,87188,32348,3486,20598,29794,31763,24926,8970
20211,D,발달상권,3120013,이화사거리,CS300002,편의점,645889301,117456,521328543,124560758,106276239,105772074,111236132,95179463,102864635,64662325,59898433,24691488,147187205,113681828,99531603,165619982,95177195,441773871,194659791,4902390,154346333,201469805,156460628,89488346,29766160,96969,20487,19500,20115,21575,17351,18428,10762,9725,3100,30816,23452,19550,26957,13581,77396,39272,1109,30824,38239,26511,14261,5725
20211,A,골목상권,3110131,성수동카페거리,CS300002,편의점,579872726,90575,451288590,128584136,86394383,98020056,89445466,85954547,91474138,67094878,61489258,29092448,109831198,80796875,72635413,172403861,115112931,424880181,143583099,292749,182564863,154578827,119995549,85905289,25126006,72076,18499,14119,15655,15076,13416,13810,10017,8482,3538,21340,15344,12626,24270,13457,64710,24589,78,31611,26372,17116,11495,2627
20211,R,전통시장,3130007,광장시장(광장전통시장),CS300002,편의점,283544764,47780,208879031,74665733,40080548,40104248,47321528,39350538,42022169,43485685,31180048,8608996,72469409,43609486,48576142,76745357,33535374,209397787,74146977,519792,43943855,65040963,69463254,69001086,35575814,34330,13450,6460,6870,7750,6270,6980,7820,5630,910,12060,8800,9570,12010,4430,33562,14218,235,8770,11489,11078,9838,6370
20211,A,골목상권,3110170,동대부여고,CS300002,편의점,290188566,42216,205750487,84438079,37555767,36242215,39745958,36719461,55487086,45600801,38837278,30938678,28857680,27167924,32592599,95156876,75474809,193130581,97057985,1225831,91162329,108336695,43411975,28617963,17433773,30299,11917,6014,5622,6295,5622,6746,6113,5804,3781,4946,4258,4990,13589,10652,27359,14857,451,13984,14449,5953,4882,2497
20211,D,발달상권,3120052,성수역,CS300002,편의점,3550671852,646492,2974540939,576130913,596518192,604242836,636982288,546272888,590524735,331123052,245007861,141556288,1075441985,601059081,463985025,772543890,496085583,2313443966,1042332592,16838923,927213905,1045094584,733797800,428871405,203959944,551515,94977,110555,115800,117207,101651,106302,53691,41286,20383,233571,117727,85352,123933,65526,405598,222413,4530,211409,196341,115913,67627,32192
20211,A,골목상권,3110132,성수2가3동주민센터,CS300002,편의점,192412742,25964,139773544,52639198,25224109,29851461,28706002,27020921,28971051,29509752,23129446,25527918,30429350,26155746,24149167,48745634,37404927,145882686,46530056,1288737,41570770,67453527,27956609,37795271,16347828,19490,6474,3573,4123,3938,3802,4054,3476,2998,2586,5423,4177,3403,6063,4312,19584,6380,293,5957,8154,3760,5150,2650
20211,D,발달상권,3120058,구의사거리,CS300002,편의점,1497024311,214510,1058564359,438459952,208403314,199322454,217944197,189317666,243576728,230708230,207751722,164706819,217734455,170192271,179916307,412744718,351729741,997706071,495404576,17425469,384677275,442435379,325625683,235736823,87210016,154375,60135,29223,30323,31081,27725,36023,30393,29742,22892,35449,28584,29345,53541,44699,140189,74144,6628,62477,59130,44772,29886,11440
20211,A,골목상권,3110141,건대입구역 1번,CS300002,편의점,190972384,28854,132962073,58010311,24191950,25834352,26968430,24809709,31157632,30951876,27058435,22477012,26278062,17980614,19215079,52371557,52650060,132034585,58937799,741689,89634167,57012912,17918723,15768240,9896653,20668,8186,3963,4251,4350,3746,4358,4307,3879,3087,4560,3171,3276,7913,6847,19510,9344,147,14287,8330,2316,2302,1472
20211,R,전통시장,3130086,서울약령시장,CS300002,편의점,189252936,24643,131193108,58059828,23531354,24353977,29256127,26723215,27328435,33773999,24285829,23951390,23241051,21879193,27246207,52093121,40841974,133925016,55327920,829680,39147799,61129884,38135854,34612546,15397173,17924,6719,3455,3516,3662,3680,3611,3704,3015,3680,3861,3524,3420,5830,4328,18461,6182,201,6367,7681,4321,3978,2095
20211,A,골목상권,3110232,동대부고,CS300002,편의점,139461503,24005,100739372,38722131,19273827,19747739,20223138,17895934,23598734,21483825,17238306,12690754,20504231,15228746,19365051,42063283,29609438,88497957,48515986,2853448,22409980,44594711,40777369,19889256,6489179,17488,6517,3234,3455,3661,3231,3907,3450,3067,1807,4424,3082,4315,6248,4129,14793,8610,964,4361,6642,6664,3458,1315
20211,A,골목상권,3110277,러스크서울병원,CS300002,편의점,757219673,99346,545238294,211981379,112110579,119231032,101670474,106865023,105361186,108707508,103273871,78758602,113529097,78756626,105833216,222574448,157767684,508189066,245926030,6030179,168679947,172008254,185164471,157314584,64917660,72197,27149,15577,14779,14468,13907,13466,14242,12907,10220,16719,10191,14598,27861,19757,68804,30532,1360,27495,23592,22031,17525,7332
20211,D,발달상권,3120068,사가정역,CS300002,편의점,527160056,90532,364725673,162434383,74637223,73421148,70882800,64298190,81486312,85233799,77200584,50397797,82473180,55448058,65721185,154279872,118839964,318798380,208361676,9967600,175267391,143300047,91706797,78247232,28670989,64928,25604,12800,13288,13102,11963,13775,13421,12183,6531,17515,11016,12153,26319,16998,53920,36612,2331,31498,24449,15001,12680,4573
20211,A,골목상권,3110304,보문역 4번,CS300002,편의점,896517593,160960,687249292,209268301,125955748,128682501,141849360,136006061,154755622,115606308,93661993,72653717,160306551,113834327,99754715,268705429,181262854,540935863,355581730,12449060,337094902,222112567,158051455,117452828,49356781,124860,36100,24121,24448,25652,24060,26579,19807,16293,10644,37570,22166,19600,45044,25936,90380,70580,3099,65627,40356,24779,18580,8519
20211,A,골목상권,3110402,도봉구 정병원,CS300002,편의점,575918861,78003,414777833,161141028,80207927,80991716,85951902,79274911,88351377,86135216,75005812,54766192,75137821,77663910,84898089,156951639,126501210,385967508,186153887,3620279,116780013,137729026,136516126,113489003,63986946,56798,21205,11198,11111,12039,10608,11842,11136,10069,7673,11967,11587,10961,20151,15664,51682,26143,934,18164,19991,15550,15294,7892
20211,A,골목상권,3110361,삼양사거리역 1번,CS300002,편의점,206550718,30187,143759032,62791686,26920144,28955031,30501826,26985315,30396716,36886024,25905662,16096272,25787119,20515755,29446442,64831024,49874106,135906312,70644406,1772275,46563414,60469661,37167749,31145345,29432274,21579,8608,4164,4274,4726,4000,4415,4726,3882,2183,4847,3734,4504,8878,6041,19835,10352,409,8296,8489,5251,4040,3702
20211,A,골목상권,3110390,방학초등학교,CS300002,편의점,287877887,45897,201886146,85991741,48335252,43349836,39770453,28096650,42333955,40624690,45367051,14116956,41697601,34538834,46179206,89514882,61830408,205127676,68322551,2723920,46952206,55341482,61557915,65903986,40970720,32408,13489,6489,6530,7158,5152,7079,6882,6607,1612,4720,7747,8967,14906,7945,33858,11371,789,10617,9750,10079,10238,3755
20211,R,전통시장,3130148,방학동도깨비시장,CS300002,편의점,471336634,57969,338002445,133334189,63739591,70895014,68660409,66183049,68524382,66889968,66444221,372504,82271866,45920096,69596691,162928572,110246905,347601549,123735085,1750325,34080458,113909818,77941161,163986438,79668434,41645,16324,8245,8747,8329,7701,8623,9083,7241,126,11719,6530,8999,17327,13268,45154,12815,257,5812,14964,10935,18355,7646
20211,A,골목상권,3110419,수락산디자인거리,CS300002,편의점,728540621,119027,517206795,211333826,100176033,104343918,101782922,98981789,111922133,112953808,98380018,48729453,148890517,87737678,94869655,197327129,150986189,465763351,224058686,7046667,151973515,179153161,140149071,144663752,66835869,84008,35019,16595,16567,16630,16003,18213,18087,16932,7434,27415,15468,16026,30961,21723,75236,40384,1912,33103,29062,19570,21983,9991
20211,D,발달상권,3120079,창동역,CS300002,편의점,1261805727,199821,937116212,324689515,179452200,181156526,206669176,170774162,199064148,183327728,141361787,133533790,176649176,182341952,188243201,335171836,245865772,814925027,410142586,21082441,263175782,385643004,261502426,206263021,87400938,148329,51492,29676,29963,32147,26869,29674,28008,23484,16539,31199,35337,33271,52023,31452,133905,62613,7556,48841,55270,40684,31788,12381
20211,R,전통시장,3130159,공릉동 도깨비시장,CS300002,편의점,116996016,16703,84667752,32328264,16493429,17439773,15644765,18602550,16487235,17487592,14840672,13260134,18030075,11110145,11933880,37723258,24938524,86772404,30223612,605513,32526336,40399510,22150899,12228861,9084897,11960,4743,2319,2350,2463,2433,2395,2462,2281,1927,2787,1798,1934,4624,3633,11439,5264,130,5699,5413,2566,1589,1306
20211,A,골목상권,3110433,공릉역 2번,CS300002,편의점,240405220,37608,167197296,73207924,33856718,32765338,34858165,30892183,34824892,38044189,35163735,35606938,27783180,24393156,28209019,64405211,60007716,178433188,61972032,443010,101028325,56817490,38508257,36345303,7262835,26067,11541,5271,4789,5479,5126,5402,5791,5750,5249,4169,4183,4916,10167,8924,26891,10717,115,17242,8990,5124,5137,1000
20211,A,골목상권,3110418,광운대학교 남단,CS300002,편의점,121096769,16879,79860007,41236762,14146115,16931080,16314605,13921737,18546470,20778879,20457883,21862217,15588919,10521689,12613850,28673725,31836369,81868153,37874654,1656513,24730210,41821877,23842805,22864653,4826749,11483,5396,2118,2333,2322,2119,2591,2578,2818,2871,2621,1545,2081,4074,3687,11298,5449,579,4234,5407,2773,3050,704
