매출_금액,기준_년도,기준_분기,시간대,상권_구분_코드_명,상권_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,엑스좌표_값,와이좌표_값,행정동_코드_명,영역_면적,총_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,총_가구_수,총_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
62082065,2021,3,시간대_06~11_매출_금액,골목상권,언북초등학교,354584593,49446,273041312,81543281,48068805,51702975,54871264,58144266,60254002,45098693,36444588,4684233,78131370,118605983,62193483,50712234,20487437,38381,11065,6679,7229,7845,8495,8133,6102,4963,1581,13111,8027,6953,11764,8010,1787,12612,15003,8444,6935,3017,204115,446924,청담동,55724,701956,73818,125947,157416,141848,90069,112856,156644,147592,105856,99188,116027,76647,97740,102163,103968,107096,105967,96803,88216,2022,270,397,432,328,248,347,1080,578,1,111,188,126,86,66,3250531.0,7.0,1119489213.0,269244279.0,137537997.0,87071654.0,127134907.0,193261294.0,42971342.0,34566618.0,179295286.0,48405836.0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149952690,2021,3,시간대_06~11_매출_금액,발달상권,신논현역,5885408861,995281,4465038657,1420370204,848860270,852082703,850891934,961259597,951944153,804369409,616000795,51499505,1940102397,1745964263,1203718574,537848145,274089048,774840,220441,148627,145876,147694,167984,164659,126647,93794,58595,238774,169067,152473,233938,142434,14174,370346,303250,164553,88501,43125,202235,445062,논현1동,382392,3084225,233561,819203,796703,554261,329466,351030,482062,597677,518200,548232,637777,300276,446521,458118,462937,474614,482476,413484,346074,5512,281,1241,1410,895,649,1036,3959,13076,64,3624,3962,2984,1673,769,3167104.0,7.0,3373530633.0,819432227.0,432751112.0,274407309.0,381406362.0,560072039.0,139965647.0,114628865.0,496895434.0,153971638.0,156,3.0,7.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
894202802,2021,3,시간대_06~11_매출_금액,발달상권,학동역,4223791014,620321,3384991110,838799904,618014845,649026507,644216013,749729799,724003946,464024382,374775522,24847363,1050795168,1328777098,935783658,414489191,191942336,512344,107977,94206,98419,99162,114109,106448,60474,47503,47817,170065,111652,87060,121513,82214,6154,186323,198299,119061,61201,28040,202659,446009,논현1동,366287,1894749,117233,426367,509009,366873,227165,248102,346936,410477,315784,312800,324219,184534,284954,296362,298470,306633,297609,217441,193280,4438,275,755,1109,868,578,853,2983,13888,40,2898,3769,2969,1869,2343,3300184.0,7.0,2887323339.0,672084676.0,364642550.0,238093910.0,319707033.0,501584928.0,123309144.0,91726667.0,449881837.0,126292594.0,68,4.0,6.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0
151154146,2021,3,시간대_06~11_매출_금액,골목상권,언북중학교,858904475,113538,668496942,190407533,113299173,135888022,125761577,152888359,140659811,112579138,77828395,2710726,178484951,225713405,207311812,92007841,65541244,89697,23841,15296,17553,17327,20273,19248,14194,9647,8581,22914,21457,17113,25779,17694,865,29285,30942,22715,13448,8603,202797,446468,논현2동,94815,815602,57356,163653,230639,171251,82437,110268,165154,175666,136291,132323,128606,77561,122528,128723,129164,132928,128612,91014,82632,1761,137,300,454,311,214,345,1088,1251,1,262,379,317,147,145,3496418.0,7.0,1591782820.0,378039666.0,199470929.0,125805678.0,178795055.0,276443145.0,64429371.0,49447012.0,249424334.0,69927630.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508074186,2021,3,시간대_06~11_매출_금액,발달상권,개나리아파트,2819648530,426176,2248622411,571026119,414914217,429087791,427346630,504455433,472818340,307291862,263734257,35064647,632553214,822418540,694953441,359039590,187260226,344280,81896,64891,65432,66796,76986,70175,44332,37564,23630,93596,88378,66230,96653,57689,10250,112375,122653,100289,53863,20810,203905,444200,역삼2동,148412,1214148,189827,188303,251781,264674,151185,168377,230764,266991,197905,194074,201185,123228,178846,186375,189000,191136,186463,144727,137599,4115,687,712,622,766,564,764,2106,5243,87,1658,1413,1080,655,350,3882226.0,8.0,1721637065.0,402206816.0,216157969.0,132792842.0,194720290.0,298259070.0,72754126.0,51816825.0,278976539.0,73952588.0,45,2.0,4.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
254407760,2021,3,시간대_06~11_매출_금액,발달상권,압구정로데오역(압구정로데오),1692290725,245986,1249829938,442460787,197340847,254619220,226879790,285008836,285981245,267910802,174549985,15262811,535099878,468254457,226372579,154995331,146836405,179514,66472,29731,32923,34064,40994,41802,40083,26389,13356,47495,49425,43962,57246,34502,3734,93043,73572,33448,23102,10451,203548,447476,압구정동,265702,2047256,192107,466240,481750,373388,246592,287179,239297,354340,392765,422826,459524,178502,281762,300354,306981,318858,326196,288994,224109,1843,267,240,256,318,276,486,793,11735,41,2963,4419,2469,1425,418,4378212.0,8.0,1694893928.0,371500250.0,215369792.0,134984257.0,192729077.0,310821970.0,84173872.0,47463344.0,267617777.0,70233589.0,77,1.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
170527616,2021,3,시간대_06~11_매출_금액,골목상권,국악고교사거리,979639627,145583,724943494,254696133,135444354,134338279,148506593,148408527,158245741,139600873,115095260,18359439,132029304,245661772,278845083,229699385,65842215,110022,35561,20596,21164,22036,23229,22997,19372,16189,11766,27580,20477,22899,35580,27281,5000,23864,37574,39101,29697,9369,204328,441797,개포4동,67409,408020,63392,56411,71275,77994,66030,72920,92680,79898,54339,55046,73899,52158,59508,58828,59973,60289,60117,55760,53544,2118,303,333,373,344,391,374,907,361,2,57,77,110,81,34,3081543.0,7.0,895864770.0,207906896.0,111935813.0,67391314.0,103996115.0,160762137.0,37681337.0,25976200.0,141540050.0,38674908.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26999388,2021,3,시간대_06~11_매출_금액,골목상권,봉은사역 4번,247633855,30112,177612249,70021606,35136771,32119827,36186996,37190201,36978454,35612254,34409352,4281262,58686449,66108487,59579563,37886428,21091666,21851,8261,4354,4094,4280,4577,4546,4304,3957,1335,4243,4391,4796,8340,7007,1126,6179,8584,7521,4573,2129,205554,446410,삼성1동,122757,613193,116665,68363,103625,117066,90160,117314,163962,139739,71610,68315,91625,77940,88673,89176,88745,88636,88399,85135,84430,2802,474,414,417,431,456,610,1097,5085,9,978,2002,1271,637,188,4803891.0,8.0,1661967619.0,379831245.0,210604133.0,124208911.0,193167747.0,295676403.0,75023071.0,46555505.0,265998439.0,70902165.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
746538548,2021,3,시간대_06~11_매출_금액,발달상권,은마아파트,4787996562,1091342,3343163309,1444833253,612463414,626805029,685154823,705539448,713200595,790203498,654629755,397409930,841901410,625860622,1377304787,1245330352,299167526,746997,344345,143405,137610,151462,159437,155083,186475,157870,37793,181682,180897,178751,333233,178986,152081,205589,113735,308175,264952,46650,205359,444378,대치4동,149660,1179325,486402,130420,96490,196674,141456,127884,185394,209091,172795,200299,280080,131669,161600,158394,163443,163626,164512,192835,174915,1101,225,169,92,250,189,176,436,17175,202,3397,3819,3179,4061,2517,5082667.0,9.0,827566344.0,186943146.0,103101703.0,58182704.0,91503748.0,141790421.0,34494221.0,22795703.0,153676949.0,35077749.0,58,0.0,6.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
237649263,2021,3,시간대_06~11_매출_금액,골목상권,매봉역 1번,1315355709,200481,957260724,358094985,174477139,182879618,178512300,205208740,216182927,187973757,170121228,15178164,192026256,365239100,263942370,246721302,133979070,150247,50234,28106,27876,29498,32418,32349,27193,23041,7072,45466,34471,35087,48249,30136,3582,42774,55253,38418,37686,15604,203984,443063,도곡1동,52363,316722,38780,51626,53935,49896,54738,67748,65170,68410,46614,45994,57061,33472,45450,46609,47238,48668,47618,41038,40101,890,121,142,116,109,159,243,353,10837,34,2175,2199,3202,3019,208,4853527.0,8.0,539131517.0,124174281.0,69799635.0,42314956.0,65539115.0,99775071.0,26420143.0,15291036.0,72250248.0,23567032.0,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
585776730,2021,3,시간대_06~11_매출_금액,발달상권,선정릉역,3283828129,492945,2630714235,653113894,472406419,496741743,536453161,561418865,563694047,386293888,266820006,28492227,787598473,990384054,718554704,409660509,167014939,406590,86355,74426,77781,80348,88474,85561,50653,35702,24963,112937,98282,71806,114572,70385,7940,140542,150122,98088,58066,22796,204022,445778,삼성2동,323475,2260115,291147,393087,523438,463936,275290,313216,476027,479850,338445,341036,384313,240445,333761,337767,342382,349044,342560,284562,270040,6714,804,1098,1452,1288,894,1178,3816,11920,32,2669,4154,2699,1509,857,3669932.0,7.0,4195722577.0,972042077.0,520457583.0,329805664.0,458997625.0,728957375.0,170883058.0,128518628.0,705868339.0,180192228.0,73,4.0,4.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0
133791449,2021,3,시간대_06~11_매출_금액,발달상권,도성초등학교,907520639,188001,638442822,269077817,112868413,111562255,129457941,143354107,141200106,142581938,126495879,69201911,181205791,153600969,279568664,173805968,43152190,131440,56561,23499,23332,26139,29624,28846,31068,25493,8925,30693,34979,26484,53828,33092,23441,39921,27742,53119,35416,7869,204639,444576,대치4동,72437,816040,242428,102000,110473,158345,101686,101107,115393,151216,136675,147960,184308,80490,113821,116429,118769,119797,120372,120642,106209,1638,338,246,204,340,267,243,726,984,7,180,282,189,161,165,4176833.0,8.0,824959664.0,190166940.0,102224783.0,59354701.0,90571924.0,139539669.0,31922001.0,23956270.0,151756442.0,35466934.0,28,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1119774638,2021,3,시간대_06~11_매출_금액,발달상권,뱅뱅사거리,6803970072,1089588,5351830780,1452139292,989334198,1029892212,1043342362,1170119777,1119142231,793643257,658496035,67321535,1527907954,2139947200,1381987750,941363469,385489771,879679,209909,169145,167232,172319,194529,176454,113749,96160,59507,230220,201343,168924,260480,169114,23069,273371,334240,219981,150299,55894,202785,443423,역삼1동,317600,2209056,198861,416263,573940,458954,278729,282308,396111,483529,373032,363659,375823,216904,336898,346149,349647,358708,347099,242792,227763,6623,509,1616,2037,1095,647,719,4718,27363,72,5748,8234,6678,4352,2279,4243697.0,8.0,3473998985.0,775132929.0,447504051.0,299824965.0,368323842.0,581284915.0,167186468.0,112849645.0,570086330.0,151805840.0,85,2.0,13.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0
360294561,2021,3,시간대_06~11_매출_금액,발달상권,도산공원교차로,1659002579,245713,1384662917,274339662,271794846,250323834,269347010,315713653,277483574,153808182,120531480,11660280,282929868,539079163,341414877,174316168,81431288,207166,38547,39698,38935,40613,47000,40920,22131,16416,12447,59348,57498,43897,50434,22089,3087,58675,82793,45998,25581,12275,202968,446898,압구정동,185023,720609,57860,140869,187981,155691,83521,94688,91198,146953,143465,144100,138706,56188,106817,112947,114540,118007,116928,83475,67896,1184,125,177,217,210,160,295,596,6384,15,1278,1918,1493,983,697,3265276.0,7.0,1019509440.0,236382938.0,126614762.0,82492291.0,116572859.0,181929988.0,42722001.0,30533282.0,158248426.0,44012893.0,22,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
206799741,2021,3,시간대_06~11_매출_금액,발달상권,봉은사역,872293767,137897,690565168,181728599,124972582,130795293,131146726,149221158,154429409,105146692,76581907,10498685,142119052,231683006,185456798,155477159,72762973,110841,27056,20495,21162,21373,24821,22990,14693,12363,7292,35930,26716,21541,28285,18133,2528,27554,37238,28298,26459,10348,205516,446111,삼성1동,124926,411887,48307,66872,93335,87326,54474,61574,53784,93808,77227,77135,74727,35205,62648,65890,65000,67647,65259,44466,40978,711,60,85,148,142,106,170,493,17557,22,3154,5248,3562,2734,2837,4006812.0,8.0,409958750.0,85226652.0,50269153.0,34760189.0,43086317.0,72155780.0,20615497.0,11237499.0,76767654.0,15840009.0,34,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
122715573,2021,3,시간대_06~11_매출_금액,골목상권,포이초등학교(개포목련어린이공원),882438963,120854,661610841,220828122,128175737,133538839,120279409,145983220,133633636,116544853,104283269,6574773,157278020,281513896,223464640,140286582,73321052,91944,28910,17865,17915,16819,20857,18488,15007,13903,10635,21323,19310,17247,30604,21735,2006,25101,35254,27492,20511,10490,204610,441598,개포4동,137098,912888,180294,100901,159793,158019,135428,178453,326912,215877,92779,78232,96472,102613,131744,131240,131033,128795,127839,129945,132291,4267,618,656,716,703,725,849,1912,1556,2,236,342,331,306,339,3091267.0,7.0,1995713025.0,471761705.0,248526502.0,149646467.0,233510127.0,350604435.0,83169438.0,58149253.0,314687930.0,85657168.0,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
184153489,2021,3,시간대_06~11_매출_금액,발달상권,대치사거리,1188091556,228125,845853856,342237700,166949065,162427802,163699472,180387277,172390240,176372280,165865420,72628309,204481561,286732116,344875029,237474810,41899731,162918,65207,31665,29827,32325,34558,34543,32935,32272,11806,37090,40988,37277,61244,39720,23660,40708,46469,62988,47461,6839,205165,444843,대치4동,159411,1661433,477168,219986,256978,307525,214184,185593,301717,329388,255318,267486,330995,176531,241472,246784,248272,250693,245695,220698,207820,3838,633,717,676,724,551,537,2031,2779,11,552,771,700,452,293,3792530.0,8.0,2335650952.0,538034932.0,287094727.0,172784372.0,255432244.0,400606455.0,88277747.0,69061226.0,423812907.0,100546342.0,11,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
640063285,2021,3,시간대_06~11_매출_금액,발달상권,학동사거리,3404657646,471467,2548148847,856508799,446931118,496412529,482819730,576917482,545067988,495378902,361129897,20611472,793444929,944854502,637783593,413343999,222870405,360303,111164,63115,68728,69013,82258,77189,64008,47156,27603,101223,91371,81665,107161,62444,4742,135493,139366,79891,55828,30562,203460,447067,청담동,266597,1272405,95432,298537,341531,246605,144629,145672,135690,232861,258821,266934,275553,102546,174383,191154,194511,204915,203515,171964,131965,976,88,166,208,160,125,229,565,9363,26,2868,3075,1848,1005,541,3402858.0,7.0,1006064987.0,234042223.0,125570404.0,82627365.0,114846472.0,179655969.0,42601111.0,30605275.0,152498700.0,43617468.0,81,1.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
81804022,2021,3,시간대_06~11_매출_금액,발달상권,성수대교남단,462254705,81570,357388887,104865818,62991281,65838947,73106100,77485732,77966827,57118583,47747235,16084091,126559413,139211369,81391616,39889360,24884025,63929,17641,11180,11454,13234,14486,13575,9847,7794,2490,17804,20212,18307,15915,6842,4066,26755,22784,13506,6788,3781,203046,447576,압구정동,126830,825977,92304,177758,186729,151372,98134,119679,100922,143711,155798,167891,184719,72935,115538,121415,123766,128578,131646,115174,89860,444,59,65,73,87,60,100,224,5611,39,1393,2394,1102,426,257,3256289.0,7.0,813650624.0,171831085.0,102255984.0,69028689.0,88290006.0,148552173.0,42093747.0,22711830.0,136426585.0,32460525.0,51,0.0,8.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1059994683,2021,3,시간대_06~11_매출_금액,발달상권,포스코사거리,4718073429,807553,3954415642,763657787,710474002,777406749,783855925,878438336,804240630,430810594,332847193,32886692,902003185,1426127864,1136380063,607969117,207751068,689153,118400,127807,132819,135362,156064,137101,65768,52632,37051,219418,173225,134639,159349,83871,9174,186563,264031,185764,101951,32327,204975,445263,삼성2동,318626,3098664,321459,544202,802120,698616,407401,324868,497015,677117,569563,559471,522679,272821,480323,497570,501245,519505,495567,316118,288337,3639,398,635,916,760,470,460,2275,61667,170,9756,22506,18178,8408,2649,4469794.0,8.0,3599412304.0,767152406.0,442531946.0,296057920.0,368179956.0,616030587.0,163733918.0,103838792.0,697327882.0,144558897.0,95,0.0,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
74758750,2021,3,시간대_06~11_매출_금액,골목상권,대치동아우편취급국,585743634,82564,443969834,141773800,83379258,81516157,84095853,96097694,98880872,74876186,66897614,6704557,136886334,172625639,134380527,78448442,33947126,63225,19339,12177,11742,12122,13998,13186,10027,9312,8330,13237,11512,11902,21293,16290,1742,19744,22562,20057,12941,3488,204819,444825,대치4동,40587,698877,132311,108941,137798,142318,91585,85925,164450,142167,104237,101666,115625,70732,103585,105168,107184,107589,106270,86750,82332,1588,205,269,360,344,211,199,904,444,9,90,148,75,68,54,3616235.0,7.0,1239122785.0,271503392.0,152706198.0,95545273.0,126416235.0,215348116.0,48015513.0,36719891.0,239642235.0,53225932.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632589868,2021,3,시간대_06~11_매출_금액,발달상권,경복아파트교차로,3843272456,510860,2967325633,875946823,546583393,569175355,572139778,626509672,652917435,482917252,393029571,13181571,970048296,1403267995,858579846,342543406,155008191,411476,99384,79049,77459,81253,89192,84523,54606,44778,48169,109743,96467,70943,108071,77467,2426,140092,172804,114237,47892,25919,203449,445392,역삼1동,112742,581820,37230,118985,163864,119289,70571,71881,107693,124734,95489,94286,100877,58741,86404,89735,90946,92687,89432,68744,63871,862,80,148,260,192,91,91,598,3427,9,720,1059,682,508,449,3030210.0,7.0,534208860.0,122671531.0,68338448.0,46492132.0,56641385.0,95263302.0,23680471.0,17295636.0,79855728.0,23970227.0,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
98553328,2021,3,시간대_06~11_매출_금액,골목상권,언주역 3번,737501671,99737,563714352,173787319,105061462,109922339,120522530,116757382,111450639,94811019,78976300,4359793,193036574,259680968,135886867,49496383,23754080,78600,21137,15278,15298,15270,16929,15825,11249,9888,8853,16121,18651,16908,23390,15814,947,29554,35393,18467,6471,3636,203028,445716,논현2동,63031,645014,56720,126734,169517,125648,76462,89933,125856,138747,105047,103757,107564,64042,97458,100361,100784,103239,100697,74425,68050,2120,176,422,563,364,255,340,1314,962,5,172,286,248,140,111,3318129.0,7.0,1444220522.0,345201563.0,182136257.0,119607901.0,162374754.0,253744669.0,59004967.0,46363053.0,211519569.0,64267789.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218834714,2021,3,시간대_06~11_매출_금액,골목상권,선정릉역 4번,2095490388,249239,1554841589,540648799,292503058,328544045,285980385,337929813,309884288,283483279,257165520,10059823,489874892,838168135,398615872,207682508,74528973,189498,59741,35587,37602,37245,40800,38264,30929,28812,28875,37278,34576,35275,64370,48865,2091,67925,99226,40150,25081,9819,203791,445313,역삼1동,133222,803858,45826,160657,242438,154808,95136,104996,216966,180489,105140,99704,111973,89585,116190,116575,120677,121522,118306,104441,106149,3870,228,782,1162,697,451,550,2549,1542,11,278,455,380,254,164,3432046.0,7.0,3043232760.0,742272372.0,387401392.0,249405362.0,344204261.0,528859765.0,119565862.0,102746456.0,429301119.0,139476171.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199979219,2021,3,시간대_06~11_매출_금액,발달상권,매봉역,842132438,145957,672705537,169426901,122717730,126619864,133713207,148610682,141044054,91994857,77432044,9325744,175842368,212455478,179938129,120144136,91952037,118644,27313,21649,22484,22990,26370,25151,14760,12553,6103,43148,26669,20393,31829,17815,2999,38532,39635,30202,19315,10338,203882,442769,도곡2동,122443,517759,50086,82190,104900,100301,80396,99887,79816,107075,92541,93092,96817,48419,78595,81189,81528,82987,81667,58327,53463,1116,131,209,180,176,172,248,592,13950,95,2838,4203,3126,1781,1907,3506683.0,7.0,1848282139.0,422391998.0,231561686.0,140726552.0,207169501.0,326487297.0,78149715.0,53795965.0,308799702.0,79199723.0,22,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
526174054,2021,3,시간대_06~11_매출_금액,발달상권,언주역(차병원),2988711429,420763,2349668007,639043422,441906045,443242638,458318650,500080099,506120575,359824832,279218590,14130817,769695408,927004386,623518159,294060476,159238888,341038,79725,64132,64855,66634,75631,69786,45556,34169,27865,95605,80552,65079,93560,58102,3246,122435,135697,82530,42272,20519,203009,445326,논현2동,242446,1890306,88548,405115,552663,387983,220089,235906,332739,409112,318077,318042,329000,183337,284418,294224,295151,302882,294769,220360,198503,2599,142,483,760,435,329,450,1764,12628,37,2790,4202,2802,1923,874,3258234.0,7.0,1889746203.0,441748522.0,239342987.0,162175137.0,209822265.0,331128886.0,85920530.0,59855903.0,278065250.0,81686723.0,67,1.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
29165434,2021,3,시간대_06~11_매출_금액,골목상권,논현목련공원,273489375,32964,202537892,70951483,36412164,40435045,37571605,42506703,45612375,38436857,32514626,915362,96197890,95562363,37540748,28683795,9185687,25054,7910,4648,4639,4906,5511,5350,4221,3689,4301,4801,4463,4632,8581,6186,239,11837,10310,4985,3675,1419,202337,445761,논현1동,21629,226162,18196,56716,55371,39829,25206,30841,65762,49316,25537,24825,32423,28299,32335,32241,32475,32758,32412,31731,32210,868,57,211,243,125,78,154,571,117,0,21,23,27,22,24,2526010.0,6.0,531557003.0,140476719.0,66530435.0,44609245.0,62132304.0,89319670.0,18606545.0,19003174.0,66421414.0,24457497.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459184323,2021,3,시간대_06~11_매출_금액,골목상권,대청초등학교,2957924280,463684,2110216120,847708160,386422084,413115456,397290281,446338533,467049766,451703440,396004720,43964966,779013463,768154436,668241392,436206113,255175720,334859,128825,64324,63701,64567,71502,70765,67676,61149,39810,82240,59733,57323,124445,100133,11449,130150,117483,97848,68442,37966,207481,443569,일원1동,236964,2413704,373486,313187,370814,382447,367085,606684,676553,511040,278391,265346,365584,316790,340646,340667,362763,341078,349155,338404,340990,7187,1042,1264,1174,1052,1114,1541,3441,1724,4,230,291,391,383,425,3135357.0,7.0,7111260999.0,1642914131.0,888063639.0,555360381.0,815115871.0,1251073315.0,312328636.0,205634012.0,1139153125.0,301617889.0,49,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
1832609097,2021,3,시간대_06~11_매출_금액,발달상권,선릉역,9305254305,1581587,7453785120,1851469185,1336161621,1433422916,1442190615,1662126636,1579883332,1051770398,799698787,129544835,2044347432,2747095034,2033887993,1242222930,560939609,1290886,290701,235091,245387,251618,289801,268989,165641,125060,81774,396264,314312,236293,360472,192472,43006,395127,462110,333072,213662,87460,204364,445017,대치4동,360434,4668341,539823,830307,1122826,944893,632214,598277,722920,984964,844467,836269,863837,415884,706285,732566,739246,766316,744083,522276,457569,4780,332,934,1309,900,630,675,3339,48780,117,11358,13636,11065,7952,4652,3481614.0,7.0,4218890942.0,1009179415.0,524329890.0,339719399.0,455620191.0,697476227.0,167400169.0,135294522.0,708846449.0,181024680.0,152,1.0,11.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
