매출_금액,기준_년도,기준_분기,시간대,상권_구분_코드_명,상권_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,엑스좌표_값,와이좌표_값,행정동_코드_명,영역_면적,총_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,총_가구_수,총_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
122533284,2021,3,시간대_14~17_매출_금액,발달상권,도성초등학교,907520639,188001,638442822,269077817,112868413,111562255,129457941,143354107,141200106,142581938,126495879,69201911,181205791,153600969,279568664,173805968,43152190,131440,56561,23499,23332,26139,29624,28846,31068,25493,8925,30693,34979,26484,53828,33092,23441,39921,27742,53119,35416,7869,204639,444576,대치4동,72437,816040,242428,102000,110473,158345,101686,101107,115393,151216,136675,147960,184308,80490,113821,116429,118769,119797,120372,120642,106209,1638,338,246,204,340,267,243,726,984,7,180,282,189,161,165,4176833.0,8.0,824959664.0,190166940.0,102224783.0,59354701.0,90571924.0,139539669.0,31922001.0,23956270.0,151756442.0,35466934.0,28,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1007826244,2021,3,시간대_14~17_매출_금액,발달상권,뱅뱅사거리,6803970072,1089588,5351830780,1452139292,989334198,1029892212,1043342362,1170119777,1119142231,793643257,658496035,67321535,1527907954,2139947200,1381987750,941363469,385489771,879679,209909,169145,167232,172319,194529,176454,113749,96160,59507,230220,201343,168924,260480,169114,23069,273371,334240,219981,150299,55894,202785,443423,역삼1동,317600,2209056,198861,416263,573940,458954,278729,282308,396111,483529,373032,363659,375823,216904,336898,346149,349647,358708,347099,242792,227763,6623,509,1616,2037,1095,647,719,4718,27363,72,5748,8234,6678,4352,2279,4243697.0,8.0,3473998985.0,775132929.0,447504051.0,299824965.0,368323842.0,581284915.0,167186468.0,112849645.0,570086330.0,151805840.0,85,2.0,13.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0
287358167,2021,3,시간대_14~17_매출_금액,발달상권,도산공원교차로,1659002579,245713,1384662917,274339662,271794846,250323834,269347010,315713653,277483574,153808182,120531480,11660280,282929868,539079163,341414877,174316168,81431288,207166,38547,39698,38935,40613,47000,40920,22131,16416,12447,59348,57498,43897,50434,22089,3087,58675,82793,45998,25581,12275,202968,446898,압구정동,185023,720609,57860,140869,187981,155691,83521,94688,91198,146953,143465,144100,138706,56188,106817,112947,114540,118007,116928,83475,67896,1184,125,177,217,210,160,295,596,6384,15,1278,1918,1493,983,697,3265276.0,7.0,1019509440.0,236382938.0,126614762.0,82492291.0,116572859.0,181929988.0,42722001.0,30533282.0,158248426.0,44012893.0,22,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
126112647,2021,3,시간대_14~17_매출_금액,발달상권,봉은사역,872293767,137897,690565168,181728599,124972582,130795293,131146726,149221158,154429409,105146692,76581907,10498685,142119052,231683006,185456798,155477159,72762973,110841,27056,20495,21162,21373,24821,22990,14693,12363,7292,35930,26716,21541,28285,18133,2528,27554,37238,28298,26459,10348,205516,446111,삼성1동,124926,411887,48307,66872,93335,87326,54474,61574,53784,93808,77227,77135,74727,35205,62648,65890,65000,67647,65259,44466,40978,711,60,85,148,142,106,170,493,17557,22,3154,5248,3562,2734,2837,4006812.0,8.0,409958750.0,85226652.0,50269153.0,34760189.0,43086317.0,72155780.0,20615497.0,11237499.0,76767654.0,15840009.0,34,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
120562759,2021,3,시간대_14~17_매출_금액,골목상권,포이초등학교(개포목련어린이공원),882438963,120854,661610841,220828122,128175737,133538839,120279409,145983220,133633636,116544853,104283269,6574773,157278020,281513896,223464640,140286582,73321052,91944,28910,17865,17915,16819,20857,18488,15007,13903,10635,21323,19310,17247,30604,21735,2006,25101,35254,27492,20511,10490,204610,441598,개포4동,137098,912888,180294,100901,159793,158019,135428,178453,326912,215877,92779,78232,96472,102613,131744,131240,131033,128795,127839,129945,132291,4267,618,656,716,703,725,849,1912,1556,2,236,342,331,306,339,3091267.0,7.0,1995713025.0,471761705.0,248526502.0,149646467.0,233510127.0,350604435.0,83169438.0,58149253.0,314687930.0,85657168.0,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
175552262,2021,3,시간대_14~17_매출_금액,발달상권,대치사거리,1188091556,228125,845853856,342237700,166949065,162427802,163699472,180387277,172390240,176372280,165865420,72628309,204481561,286732116,344875029,237474810,41899731,162918,65207,31665,29827,32325,34558,34543,32935,32272,11806,37090,40988,37277,61244,39720,23660,40708,46469,62988,47461,6839,205165,444843,대치4동,159411,1661433,477168,219986,256978,307525,214184,185593,301717,329388,255318,267486,330995,176531,241472,246784,248272,250693,245695,220698,207820,3838,633,717,676,724,551,537,2031,2779,11,552,771,700,452,293,3792530.0,8.0,2335650952.0,538034932.0,287094727.0,172784372.0,255432244.0,400606455.0,88277747.0,69061226.0,423812907.0,100546342.0,11,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
552838498,2021,3,시간대_14~17_매출_금액,발달상권,학동사거리,3404657646,471467,2548148847,856508799,446931118,496412529,482819730,576917482,545067988,495378902,361129897,20611472,793444929,944854502,637783593,413343999,222870405,360303,111164,63115,68728,69013,82258,77189,64008,47156,27603,101223,91371,81665,107161,62444,4742,135493,139366,79891,55828,30562,203460,447067,청담동,266597,1272405,95432,298537,341531,246605,144629,145672,135690,232861,258821,266934,275553,102546,174383,191154,194511,204915,203515,171964,131965,976,88,166,208,160,125,229,565,9363,26,2868,3075,1848,1005,541,3402858.0,7.0,1006064987.0,234042223.0,125570404.0,82627365.0,114846472.0,179655969.0,42601111.0,30605275.0,152498700.0,43617468.0,81,1.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
95743248,2021,3,시간대_14~17_매출_금액,발달상권,성수대교남단,462254705,81570,357388887,104865818,62991281,65838947,73106100,77485732,77966827,57118583,47747235,16084091,126559413,139211369,81391616,39889360,24884025,63929,17641,11180,11454,13234,14486,13575,9847,7794,2490,17804,20212,18307,15915,6842,4066,26755,22784,13506,6788,3781,203046,447576,압구정동,126830,825977,92304,177758,186729,151372,98134,119679,100922,143711,155798,167891,184719,72935,115538,121415,123766,128578,131646,115174,89860,444,59,65,73,87,60,100,224,5611,39,1393,2394,1102,426,257,3256289.0,7.0,813650624.0,171831085.0,102255984.0,69028689.0,88290006.0,148552173.0,42093747.0,22711830.0,136426585.0,32460525.0,51,0.0,8.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
777733608,2021,3,시간대_14~17_매출_금액,발달상권,포스코사거리,4718073429,807553,3954415642,763657787,710474002,777406749,783855925,878438336,804240630,430810594,332847193,32886692,902003185,1426127864,1136380063,607969117,207751068,689153,118400,127807,132819,135362,156064,137101,65768,52632,37051,219418,173225,134639,159349,83871,9174,186563,264031,185764,101951,32327,204975,445263,삼성2동,318626,3098664,321459,544202,802120,698616,407401,324868,497015,677117,569563,559471,522679,272821,480323,497570,501245,519505,495567,316118,288337,3639,398,635,916,760,470,460,2275,61667,170,9756,22506,18178,8408,2649,4469794.0,8.0,3599412304.0,767152406.0,442531946.0,296057920.0,368179956.0,616030587.0,163733918.0,103838792.0,697327882.0,144558897.0,95,0.0,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
73752805,2021,3,시간대_14~17_매출_금액,골목상권,대치동아우편취급국,585743634,82564,443969834,141773800,83379258,81516157,84095853,96097694,98880872,74876186,66897614,6704557,136886334,172625639,134380527,78448442,33947126,63225,19339,12177,11742,12122,13998,13186,10027,9312,8330,13237,11512,11902,21293,16290,1742,19744,22562,20057,12941,3488,204819,444825,대치4동,40587,698877,132311,108941,137798,142318,91585,85925,164450,142167,104237,101666,115625,70732,103585,105168,107184,107589,106270,86750,82332,1588,205,269,360,344,211,199,904,444,9,90,148,75,68,54,3616235.0,7.0,1239122785.0,271503392.0,152706198.0,95545273.0,126416235.0,215348116.0,48015513.0,36719891.0,239642235.0,53225932.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493289249,2021,3,시간대_14~17_매출_금액,발달상권,경복아파트교차로,3843272456,510860,2967325633,875946823,546583393,569175355,572139778,626509672,652917435,482917252,393029571,13181571,970048296,1403267995,858579846,342543406,155008191,411476,99384,79049,77459,81253,89192,84523,54606,44778,48169,109743,96467,70943,108071,77467,2426,140092,172804,114237,47892,25919,203449,445392,역삼1동,112742,581820,37230,118985,163864,119289,70571,71881,107693,124734,95489,94286,100877,58741,86404,89735,90946,92687,89432,68744,63871,862,80,148,260,192,91,91,598,3427,9,720,1059,682,508,449,3030210.0,7.0,534208860.0,122671531.0,68338448.0,46492132.0,56641385.0,95263302.0,23680471.0,17295636.0,79855728.0,23970227.0,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
122860359,2021,3,시간대_14~17_매출_금액,골목상권,언주역 3번,737501671,99737,563714352,173787319,105061462,109922339,120522530,116757382,111450639,94811019,78976300,4359793,193036574,259680968,135886867,49496383,23754080,78600,21137,15278,15298,15270,16929,15825,11249,9888,8853,16121,18651,16908,23390,15814,947,29554,35393,18467,6471,3636,203028,445716,논현2동,63031,645014,56720,126734,169517,125648,76462,89933,125856,138747,105047,103757,107564,64042,97458,100361,100784,103239,100697,74425,68050,2120,176,422,563,364,255,340,1314,962,5,172,286,248,140,111,3318129.0,7.0,1444220522.0,345201563.0,182136257.0,119607901.0,162374754.0,253744669.0,59004967.0,46363053.0,211519569.0,64267789.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269716372,2021,3,시간대_14~17_매출_금액,골목상권,선정릉역 4번,2095490388,249239,1554841589,540648799,292503058,328544045,285980385,337929813,309884288,283483279,257165520,10059823,489874892,838168135,398615872,207682508,74528973,189498,59741,35587,37602,37245,40800,38264,30929,28812,28875,37278,34576,35275,64370,48865,2091,67925,99226,40150,25081,9819,203791,445313,역삼1동,133222,803858,45826,160657,242438,154808,95136,104996,216966,180489,105140,99704,111973,89585,116190,116575,120677,121522,118306,104441,106149,3870,228,782,1162,697,451,550,2549,1542,11,278,455,380,254,164,3432046.0,7.0,3043232760.0,742272372.0,387401392.0,249405362.0,344204261.0,528859765.0,119565862.0,102746456.0,429301119.0,139476171.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110210405,2021,3,시간대_14~17_매출_금액,발달상권,매봉역,842132438,145957,672705537,169426901,122717730,126619864,133713207,148610682,141044054,91994857,77432044,9325744,175842368,212455478,179938129,120144136,91952037,118644,27313,21649,22484,22990,26370,25151,14760,12553,6103,43148,26669,20393,31829,17815,2999,38532,39635,30202,19315,10338,203882,442769,도곡2동,122443,517759,50086,82190,104900,100301,80396,99887,79816,107075,92541,93092,96817,48419,78595,81189,81528,82987,81667,58327,53463,1116,131,209,180,176,172,248,592,13950,95,2838,4203,3126,1781,1907,3506683.0,7.0,1848282139.0,422391998.0,231561686.0,140726552.0,207169501.0,326487297.0,78149715.0,53795965.0,308799702.0,79199723.0,22,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
441716266,2021,3,시간대_14~17_매출_금액,발달상권,언주역(차병원),2988711429,420763,2349668007,639043422,441906045,443242638,458318650,500080099,506120575,359824832,279218590,14130817,769695408,927004386,623518159,294060476,159238888,341038,79725,64132,64855,66634,75631,69786,45556,34169,27865,95605,80552,65079,93560,58102,3246,122435,135697,82530,42272,20519,203009,445326,논현2동,242446,1890306,88548,405115,552663,387983,220089,235906,332739,409112,318077,318042,329000,183337,284418,294224,295151,302882,294769,220360,198503,2599,142,483,760,435,329,450,1764,12628,37,2790,4202,2802,1923,874,3258234.0,7.0,1889746203.0,441748522.0,239342987.0,162175137.0,209822265.0,331128886.0,85920530.0,59855903.0,278065250.0,81686723.0,67,1.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
34117045,2021,3,시간대_14~17_매출_금액,골목상권,논현목련공원,273489375,32964,202537892,70951483,36412164,40435045,37571605,42506703,45612375,38436857,32514626,915362,96197890,95562363,37540748,28683795,9185687,25054,7910,4648,4639,4906,5511,5350,4221,3689,4301,4801,4463,4632,8581,6186,239,11837,10310,4985,3675,1419,202337,445761,논현1동,21629,226162,18196,56716,55371,39829,25206,30841,65762,49316,25537,24825,32423,28299,32335,32241,32475,32758,32412,31731,32210,868,57,211,243,125,78,154,571,117,0,21,23,27,22,24,2526010.0,6.0,531557003.0,140476719.0,66530435.0,44609245.0,62132304.0,89319670.0,18606545.0,19003174.0,66421414.0,24457497.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338356996,2021,3,시간대_14~17_매출_금액,골목상권,대청초등학교,2957924280,463684,2110216120,847708160,386422084,413115456,397290281,446338533,467049766,451703440,396004720,43964966,779013463,768154436,668241392,436206113,255175720,334859,128825,64324,63701,64567,71502,70765,67676,61149,39810,82240,59733,57323,124445,100133,11449,130150,117483,97848,68442,37966,207481,443569,일원1동,236964,2413704,373486,313187,370814,382447,367085,606684,676553,511040,278391,265346,365584,316790,340646,340667,362763,341078,349155,338404,340990,7187,1042,1264,1174,1052,1114,1541,3441,1724,4,230,291,391,383,425,3135357.0,7.0,7111260999.0,1642914131.0,888063639.0,555360381.0,815115871.0,1251073315.0,312328636.0,205634012.0,1139153125.0,301617889.0,49,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
1354347992,2021,3,시간대_14~17_매출_금액,발달상권,선릉역,9305254305,1581587,7453785120,1851469185,1336161621,1433422916,1442190615,1662126636,1579883332,1051770398,799698787,129544835,2044347432,2747095034,2033887993,1242222930,560939609,1290886,290701,235091,245387,251618,289801,268989,165641,125060,81774,396264,314312,236293,360472,192472,43006,395127,462110,333072,213662,87460,204364,445017,대치4동,360434,4668341,539823,830307,1122826,944893,632214,598277,722920,984964,844467,836269,863837,415884,706285,732566,739246,766316,744083,522276,457569,4780,332,934,1309,900,630,675,3339,48780,117,11358,13636,11065,7952,4652,3481614.0,7.0,4218890942.0,1009179415.0,524329890.0,339719399.0,455620191.0,697476227.0,167400169.0,135294522.0,708846449.0,181024680.0,152,1.0,11.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
505387944,2021,3,시간대_14~17_매출_금액,발달상권,청담사거리(청담동명품거리),3148026207,465155,2418059844,729966363,436269124,442157668,472126068,541428251,526078733,418222981,311743382,14108246,707486000,806598654,720061539,403455480,208041624,362779,102376,63878,67060,71250,84379,76212,58656,43720,22983,111358,101586,77476,96301,55451,3715,133561,124690,95812,58401,27874,204217,447261,청담동,331337,1479413,146721,261820,335696,284587,203403,247185,269123,302999,247153,246888,266637,146613,206618,218365,222471,225798,227941,203973,174248,3501,373,504,586,624,510,904,1999,11437,43,3488,4035,2275,1044,552,4085253.0,8.0,1972996589.0,440573103.0,249484368.0,159234637.0,215124166.0,348672929.0,93682617.0,57786228.0,325496524.0,82942017.0,95,5.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
420276937,2021,3,시간대_14~17_매출_금액,발달상권,구역삼세무서,3214009988,478692,2498792389,715217599,476921453,478189513,493136953,535129710,515414760,396738273,318479326,16417612,815327251,1045434560,756899917,348321613,155994617,383084,95608,73322,72019,75696,84071,77976,51550,44058,43680,94112,87068,69376,108471,75985,4460,144205,153659,100092,49096,20771,203290,444009,역삼1동,291470,2618390,180820,598277,722863,500937,293832,321663,603558,569387,383256,374287,407484,280420,388780,397831,408800,411123,395392,312136,304328,7376,479,1410,1908,1355,980,1244,5072,11531,23,2691,3529,2889,1562,837,3332219.0,7.0,3913260246.0,952094191.0,500629491.0,324229415.0,444550986.0,664166108.0,160375193.0,131875037.0,556902399.0,178437426.0,37,2.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
36145318,2021,3,시간대_14~17_매출_금액,골목상권,강남세브란스병원미래의학연구센터,250985004,32563,192798050,58186954,34743312,43395101,37781388,37580403,39297846,32540671,25646283,1134788,53524273,100734274,51629779,31125511,12836379,25034,7529,4789,4777,5293,5358,4817,4076,3453,847,4657,4883,5201,9593,7382,266,7666,13081,6733,3790,1027,203759,443901,역삼2동,46603,324828,43916,54251,68713,63158,44668,50121,88144,73773,43704,40254,42755,36196,49270,47409,47573,48876,48768,42270,40661,1921,226,324,438,302,247,384,1003,2628,17,539,669,692,581,130,3347336.0,7.0,1056500384.0,254740419.0,134175063.0,81321927.0,123322133.0,178787715.0,42928274.0,33632233.0,160413862.0,47178758.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376068451,2021,3,시간대_14~17_매출_금액,발달상권,삼성중앙역,2717921459,378498,2144204143,573717316,390697886,418477891,426502604,467729471,440796291,317317783,256399533,22098307,588670757,806547125,557303679,323656344,139795507,301972,76526,57146,57548,59882,66750,60646,41099,35427,28981,73430,67849,56132,87836,64270,4898,94874,117829,73840,46506,20065,204752,445788,삼성2동,228925,2056040,166791,356675,508185,467816,269368,287206,397323,433711,334443,329430,352240,208896,304544,314246,316330,325753,316696,245582,232888,4143,429,753,864,708,594,795,2324,8521,50,1869,2485,1911,1070,1136,3572474.0,7.0,2974273769.0,691374043.0,367205851.0,225232579.0,334278704.0,515727015.0,116902321.0,89904719.0,505559308.0,128089229.0,45,2.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
99988043,2021,3,시간대_14~17_매출_금액,골목상권,윗방죽마을공원,882552231,126553,638902190,243650041,129856877,110583289,124084801,142531952,131845271,120615393,123034648,1357797,179756986,323967078,176542416,148552142,37971060,90465,36088,18446,16595,17733,19080,18611,18063,18025,14612,23661,19874,15845,30031,22530,353,27348,49107,23169,19645,5952,209190,441356,세곡동,239797,154810,23293,25370,36406,29214,18326,22201,41557,31188,17047,17393,25592,22033,22040,22059,22597,22799,21753,21898,21663,3223,168,715,1000,472,304,564,2418,268,2,19,43,44,83,77,3614875.0,7.0,798255194.0,201956825.0,98578567.0,62035024.0,109328528.0,147224773.0,28630487.0,23125167.0,90524624.0,36851199.0,14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
566262865,2021,3,시간대_14~17_매출_금액,발달상권,수서역,3771642535,898542,2949703260,821939275,549305701,558851839,563295431,624612696,653637593,461512610,360426665,32691874,786954359,1041519493,929742785,587869717,329986990,687349,211193,124625,124808,129839,147930,160147,121585,89608,35774,276932,149554,142065,204909,89308,10785,234363,253390,194432,121957,71654,209112,443153,수서동,60183,240936,24043,25815,39608,41300,35989,74183,36426,52566,42549,41221,45269,22905,37010,37477,37517,38068,38097,27899,24868,594,26,106,144,96,113,109,437,12418,23,1900,3177,3167,2346,1805,3868336.0,8.0,181022561.0,66788025.0,19758985.0,13072795.0,30517127.0,18423779.0,4938771.0,7084256.0,13561084.0,6877739.0,41,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
499330303,2021,3,시간대_14~17_매출_금액,발달상권,삼성역,3143869973,561059,2630827716,513042257,508088936,493374555,507552342,572545460,549266423,301933099,211109158,17899709,693822021,945774099,698759571,391545684,152035233,477983,83076,90661,91551,93123,105504,97144,46868,36208,14816,174012,118712,94195,110785,48539,5228,145173,182210,118942,65972,24072,205584,445468,대치2동,356337,818897,72734,160473,221734,175476,103309,85171,67162,191648,176669,175081,155737,52599,130894,137013,136590,144377,136686,73547,59788,746,62,176,173,115,116,104,508,43324,244,8091,13641,10294,6385,4669,4017738.0,8.0,1108323437.0,230560578.0,141953637.0,82298606.0,115571409.0,192958484.0,58710557.0,30146073.0,211523845.0,44600248.0,86,3.0,15.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0
227419536,2021,3,시간대_14~17_매출_금액,발달상권,한티역,1506100916,347155,1053886691,452214225,193380680,200889152,214254874,225733955,219628030,248254274,203959951,146376554,260972972,234822779,448368069,325905264,55380831,243135,104020,45851,43859,48233,54230,50962,57216,46804,9775,61179,62870,54277,107696,51358,55515,60323,44687,100994,72544,10271,204740,444220,대치4동,112734,953818,340869,100082,90419,191086,121989,109372,127493,167109,150513,172990,228474,107240,130373,131764,134642,134705,137284,149540,135510,1483,271,240,150,288,289,245,683,753,1,118,182,201,143,108,4127153.0,8.0,1067199535.0,243618363.0,132904894.0,74723901.0,116662603.0,174989831.0,42378327.0,30287874.0,206090368.0,45543374.0,65,1.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
159813627,2021,3,시간대_14~17_매출_금액,골목상권,도곡초등학교,1186097308,220910,818811977,367285331,148960172,167314759,157880822,171710130,172946094,200727850,166557481,63392988,184558316,263655316,361188959,230265992,73295580,154138,66772,28208,30216,30510,33500,31704,35820,30952,15854,31072,33401,33275,64773,42535,22729,34817,40232,63819,46207,12126,205007,444509,대치4동,138866,2043468,696458,250469,222399,366864,260424,246853,536492,404551,233819,241731,365584,261291,282007,278702,285639,284708,284820,318144,309447,7894,1431,1250,1132,1562,1292,1227,3681,2179,3,269,440,484,524,459,4023815.0,8.0,3923283050.0,937593874.0,478638464.0,275807739.0,431995113.0,651824652.0,129811783.0,117895983.0,725606753.0,174108689.0,7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461222615,2021,3,시간대_14~17_매출_금액,발달상권,논현역,3465900988,583176,2762460019,703440969,516188249,527858443,526608185,605697721,586107421,390643448,312797521,32566154,947791620,1129210566,676881412,385575057,177031505,471028,112148,86586,89064,91117,105393,98868,62781,49367,37715,144994,94640,84550,136559,84718,9227,189742,184821,99431,60312,28652,201936,445730,논현1동,321182,2529139,150297,524512,647221,500821,327394,378894,452123,519322,406110,413752,475715,262117,376719,384308,388622,398097,394398,312835,274163,3722,240,702,857,630,551,742,2397,12723,29,2723,4108,3218,1875,770,3218459.0,7.0,3814667562.0,872083428.0,484609839.0,304342889.0,427378253.0,646087312.0,171133682.0,119586422.0,624440537.0,165005200.0,107,1.0,7.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0
584288688,2021,3,시간대_14~17_매출_금액,발달상권,강남을지병원,4100389058,606551,3269395078,830993980,593113916,607239938,645633177,730727175,692680872,495710760,335283220,36869856,910315408,1268813581,835584150,519448663,148864610,501881,104670,92035,95008,98318,113823,102697,61504,43166,36471,143277,138514,93231,124934,70124,9414,166666,189054,113592,72956,23213,202498,446725,압구정동,295195,1494015,118575,307419,398886,305568,171666,191900,245933,302923,265109,271340,273773,134936,221921,232345,234355,240939,238745,176486,149225,2366,254,457,495,423,288,449,1367,11725,44,3417,3232,2506,1512,1014,3360098.0,7.0,1867827087.0,433101939.0,233668445.0,152366048.0,208092323.0,328309517.0,80296880.0,57019975.0,294713159.0,80258801.0,75,0.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
